year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 2911 麗嬰房    ,984440,16.52,1.04,51.93,-30630,33093,628644,7225,0.35,
200002,2911,1033662.0,15.8101,1.46,52.1788,-47745.0,67268.0,1006162,23841,0.51,
200003,2911,1033662,15.9441,1.44,51.4155,-46921,79469,1595875,34305,0.48,
200004,2911,1033662,15.4773,1.36,50.8222,-55433,70873,2054965,12617,0.44,
200101,2911,1033662,16.0509,1.5,54.9364,10425,64802,660440,63920,0.46,
200102,2911,1085345,15.4199,1.55,56.6797,-22729,93239,980930,61832,0.32,
200103,2911,1085345,15.4338,1.35,52.998000000000005,-50035,93384,1420714,51119,0.32,
200104,2911,1085345,15.1332,0.95,55.0338,-39305,64025,1884957,23719,0.18,
200201,2911,1085345,14.8171,0.96,55.5718,3334,-10591,555358,-12043,0.26,
200202,2911.0,1139612,13.6203,0.73,54.8751,-10036.0,-18201.0,892665.0,-33023,0.2,
200203,2911.0,1139612.0,13.4417,0.73,53.8086,-10360.0,-56115.0,1311127.0,-71261,0.18,
200204,2911.0,1139612,12.5566,1.13,51.6625,-12249.0,-148900.0,1767263.0,-171442,0.34,
200301,2911.0,1139612,12.6891,1.31,54.007,7654.0,7839.0,483430.0,15493,0.4,
200302,2911.0,1139612,12.6946,1.23,54.2256,5367.0,12003.0,851239.0,12069,0.33,
200303,2911.0,1139612,12.6703,1.19,52.0874,11581.0,21803.0,1308689.0,25583,0.32,
200304,2911.0,1139612,12.8665,1.24,54.3434,75198.0,3912.0,1829702.0,56616,0.38,
200401,2911.0,1139612,13.1362,1.25,54.1874,51593.0,2562.0,554949.0,41363,0.41,
200402,2911.0,1139612,13.0142,1.12,53.0448,63367.0,-1407.0,977386.0,44456,0.31,
200403,2911.0,1139612,13.4174,1.11,51.8561,99972.0,15771.0,1510141.0,85360,0.31,
200404,2911.0,1139612,13.7,0.77,50.9133,160271.0,-51806.0,2131758.0,95544,0.22,
200501,2911.0,1139612,14.07,1.17,52.7057,64754.0,-13979.0,663789.0,49570,0.46,
200502,2911.0,1185196,13.99,1.2,56.0935,70690.0,-1676.0,1117888.0,73282,0.31,
200503,2911.0,1185196,14.13,1.16,54.7325,78782.0,24500.0,1675775.0,110098,0.28,
200504,2911.0,1451796.49,14.73,1.82,,121309.0,61515.0,2321811.0,183541,0.59,
200601,2911.0,1451796,15.27,1.67,71.1411,41215.0,18376.0,666532.0,45272,0.37,
200602,2911.0,1495350,14.46,1.41,,25930.0,30722,1119682.0,50023,0.34,
200603,2911.0,1495350.0,14.38,1.35,64.8625,24440.0,62299,1686558.0,73338.0,0.39,
200604,2911,1495350.0,14.73,1.6,67.4912,38080.0,113723,2295782.0,125090.0,0.43,
200701,2911,1495350.0,15.23,2.09,68.679,34276.0,31838,642454.0,51124.0,0.64,
200702,2911,1495350.0,14.58,1.69,,19446.0,47179,1081540.0,50286.0,0.33,
200703,2911,1495350.0,15.76,1.84,,7362.0,87338,1639938.0,72185.0,0.37,
200704,2911,1495350.0,15.82,1.73,65.4619,35079.0,172503,2284920.0,157722.0,0.6372,
200801,2911,1495350.0,16.31,1.7,67.3703,29919.0,68550,704180.0,75246.0,0.67,
200802,2911,1585071,15.78,1.57,69.4229,-5181,134346,1175425,99096,0.45,
200803,2911,1585071,15.69,1.74,68.6875,-20066,177818,1712832,119710,0.46,
200804,2911,1585071,16.0,1.63,64.8289,-5649,231700,2333863,169924,0.603,
200901,2911,1585071,17.05,2.26,63.1531,21498,94171,682627,87260,0.8,
200902,2911,1696026,16.6,2.31,64.597,1088,135167,1149600,133052,0.65,
200903,2911,1696026,15.57,1.93,63.3568,205,194166,1689297,179048,0.49,
200904,2911,1696026,16.09,2.1249000000000002,64.7899,18543,300693,2367717,277643,0.7994,
201001,2911,1696026,16.83,2,67.5887,46462,125286,647392,136999,0.68,
201002,2911,1814748,16.55,1.67,66.4639,37661,141661,1122695,170614,0.55,
201003,2911,1814748,15.55,1.85,65.7963,38044,187003,1662988,217028,0.54,
201004,2911,1814748,15.46,1.9617,65.0191,59911,302509,2359393,326860,0.6936,
201101,2911,1953548,17.68,2.21,72.3125,47938,66353.0,687873,95302,1.17,
201102,2911,2031690,16.63,1.58,73.805,59059,69030,1244758,108553,0.57,
201103,2911,2031690,17.29,1.53,72.6135,89385,157262,1857479,207452,0.38,
201104,2911,2031690,17.65,1.5899,71.7686,114068,216913,2608054,276125,0.5668,
201201,2911,2031690,17.87,1.91,72.9371,52788,53637,755560,88868,0.61,
201202,2911,2112958,16.77,1.51,69.2285,51994,14416,1327700,62458,0.46,
201203,2911,2112958,16.31,1.72,68.7645,76938,64648,1975387,125297,0.42,
201204,2911,2112958,16.49,1.1024,68.0404,96135,90293,2755490,163083,0.4121,
201301,2911,2112958,16.64,1.75364826734056,43.5218503650394,63688,1540,2512028,43291,0.71632612785569,
201302,2911,2112958,15.52,1.77359939812258,43.8513723693435,-113066,-6250,4446676,-76763,0.63365140244336,
201303,2911,2112958,15.06,1.74909575698951,38.2960790608112,-172833,-28377,6652202,-139121,0.70453125640614,
201304,2911,2112958,15.59,1.90894626608082,42.1926083725247,-64842,-46705,9305249,-72304,0.735949898636371,
201401,2911,2112958,15.34,1.89320338522944,42.799655714865104,-67502,-29153,2410618,-54226,0.748491534450368,
201402,2911,2112958,14.62,1.9707462974112,41.946668719112395,-220931,-41548,4314167,-161896,0.798576279349789,
201403,2911,2112958,14.79,1.7099165907523,38.6623256377793,-213972,-62065,6560918,-182638,0.651824415127616,-276037.0
201404,2911,2112958,15.74,1.80987693699976,40.5632432344068,-83506,-59022.0,9329927,-105293,0.779967583766662,-142528.0
201501,2911,2112958,15.78,1.45885928787315,41.454023430107895,60473,-2060.0,2560237,31540,0.668657020247485,58413.0
201502,2911,2112958,15.1,1.35478837742934,44.2197879140394,-80155,-12370.0,4546363,-76963,0.5055129245999529,-92525.0
201503,2911,2112958,15.39,1.28448939533282,38.6263693614654,-121953,26316,6670278,-81578,0.431214510509175,-95637.0
201504,2911,2053778,14.95,1.34208312589057,39.2543009090299,-93456,34774,9232626,-65922,0.49267684137639,-58682.0
201601,2911,2043248,14.97,1.64323352650588,40.538272345189,803,16212,2327212,12483,0.665200132765805,17015.0
201602,2911,2043248,14.17,1.73844368772859,42.907094705999604,-141760,27088,4109811,-98699,0.616054300095163,-114672.0
