stock,90年1-12月,稅後純益,90年1-12月,增減(%),期末股本,稅後純益,90年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-12月,增減(%),營業利益,90年1-12月,營業外
11,988622,-470934,-758138,,79662320,-0.06,-0.1,15.1286712463308,54.100040034616,1.15603143273917,0.869303891195448,11,水泥類,47314613,41561170,13.84,1131515,-1658173,-462217
1101,509408,286737,190575,50.46,26562543,0.11,0.07,18.088,47.5575,1,0.8,1101,台泥,24595720,20244735,21.49,328400,-285833,-11663
1102,190733,1160008,301930,284.2,20383904,0.57,0.15,17.1583,62.9727,1.36,1.06,1102,亞泥,11125879,9958340,11.72,717249,163769,604877
1103,-58791,363609,34013,969.03,6996391,0.52,0.05,13.2564,48.734,1.78,1.68,1103,嘉泥,2626624,2291102,14.64,186587,72842,386032
1104,148242,65262,-163101,,3469004,0.19,-0.41,20.4653,58.3343,1.32,0.67,1104,環泥,2633279,2309570,14.02,-111619,-313203,176881
1107,229702,-3167276,-788417,,8409598,-3.77,-0.94,4.3647,35.4471,0.47,0.05,1107,建台,69669,2051458,-96.6,-532728,-846370,-1941303
1108,-30549,70283,-268540,,4047380,0.17,-0.66,10.2454,50.0598,0.72,0.45,1108,幸福,3133869,2354732,33.09,142374,-350254,-74683
1109,73489,417331,30708,+++++,4207140,0.99,0.07,13.3779,87.9285,4.23,3.68,1109,信大,1472684,1057203,39.3,194533,-49741,273671
1110,-73612,333112,-95306,,5586360,0.6,-0.17,13.7429,77.0771,2.14,1.41,1110,東泥,1656889,1294030,28.04,206719,-49383,123971
12,-681311,251346,1134169,-77.84,98369335,0.03,0.12,10.8096263942417,50.682292601442,1.07041481920947,0.623886264563879,12,食品類,138666978,128097512,8.25,3701056,2246653,-2805563
1201,-627149,60181,-391424,,5060629,0.12,-0.77,7.2887,31.4368,0.74,0.58,1201,味全,9386261,9173904,2.31,350155,235725,-289974
1203,-219640,53929,-242053,,2092537,0.26,-1.16,10.1224,33.3047,0.76,0.28,1203,味王,1906210,2455384,-22.37,80165,7287,-26214
1204,-52233,-56458,-98454,,600000,-0.94,-1.64,6.5642,51.9118,1.19,0.68,1204,津津,713944,726069,-1.67,-44872,-46221,-11586
1207,-1571878,-1949125,-1926757,,12842278,-1.52,-1.5,7.4702,28.9607,0.56,0.13,1207,嘉食化,9497972,8848062,7.35,-168906,-506545,-1861329
1210,65095,250339,468381,-46.55,4003182,0.63,1.04,11.8222,51.7208,1.16,0.6,1210,大成,14134426,13525154,4.5,440574,448321,-139347
1212,-263880,-73990,-293191,,2731664,-0.27,-1.07,4.537,20.7073,0.51,0.35,1212,中日,5862899,5713920,2.61,-356,-29311,-58700
1213,11227,3036,6030,-49.65,428959,0.07,0.15,13.2758,84.771,3.02,2.15,1213,大飲,613439,625235,-1.89,-301,-1748,6245
1215,-112334,-124602,121818,,2300268,-0.54,0.53,10.1745,58.0487,2.41,1.41,1215,卜蜂,11148021,11524198,-3.26,129661,218378,-289846
1216,2878612,1508760,3013760,-49.94,34422458,0.44,0.9,11.9718,60.0576,1.2,0.72,1216,統一,34899175,33348556,4.65,624994,162274,1074766
1217,-336552,153755,-206682,,3639628,0.42,-0.57,9.4653,48.226,1.08,0.63,1217,愛之味,3954022,2985523,32.44,304118,96749,-197744
