year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 1217 愛之味    ,3466313,11.86,1.27,65.12,27962,-15547,659181,92194,0.75,
200002,1217,3466313.0,11.2005,1.03,60.5981,67874.0,-61427.0,1321023,50890,0.63,
200003,1217,3639628,10.4327,0.89,59.9381,121067,-159702,2168473,1549,0.56,
200004,1217,3639628,9.6802,1.03,52.4652,86425,-350427,2706929,-242293,0.55,
200101,1217,3639628,9.7346,0.95,52.2668,11591,-5518,645748,11787,0.49,
200102,1217,3639628,9.5025,0.8,50.685,15349,-104052,1215089,-78689,0.42,
200103,1217,3639628,9.5899,0.98,49.2468,117339,-154446,2279039,-27406,0.62,
200104,1217,3639628,9.2061,0.94,49.0319,96749,-336552,2985523,-206682,0.52,
200201,1217,3639628,9.0268,0.85,48.3083,-35161,-27826,713234,-62987,0.45,
200202,1217.0,3639628,8.9602,0.9,47.1972,25198.0,-94032.0,1584439.0,-68834,0.61,
200203,1217.0,3639628.0,9.0904,0.92,47.1266,149965.0,-169439.0,2861561.0,-19474,0.61,
200204,1217.0,3639628,9.4653,1.08,48.226000000000006,304118.0,-197744.0,3954022.0,153755,0.63,
200301,1217.0,3639628,9.6663,0.99,50.5712,62376.0,-22194.0,1002287.0,43874,0.49,
200302,1217.0,3639628,9.802,1.02,49.4516,186071.0,-65181.0,2028402.0,102693,0.58,
200303,1217.0,3639628,10.0862,1.08,50.2494,302460.0,-85152.0,3394697.0,199553,0.69,
200304,1217.0,3639628,10.0517,0.92,49.3836,332640.0,-162549.0,4210126.0,167162,0.48,
200401,1217.0,3639628,10.2542,0.85,48.4684,33030.0,-10562.0,1023415.0,31536,0.49,
200402,1217.0,3639628,10.3111,0.85,46.8736,114363.0,-82495.0,2035041.0,38734,0.47,
200403,1217.0,3639628,10.1547,0.91,44.3077,193961.0,-98733.0,3426809.0,88205,0.57,
200404,1217.0,3639628,10.03,0.74,45.7241,192592.0,-151626.0,4232868.0,53186,0.38,
200501,1217.0,3639628,10.32,0.7,45.9567,51163.0,-27996.0,984551.0,28089,0.36,
200502,1217.0,3639628,10.39,0.73,45.3515,130350.0,-50724.0,1980137.0,72069,0.39,
200503,1217.0,3708261,10.73,1.1,45.6581,197037.0,-65068.0,3475136.0,125852,0.65,
200504,1217.0,3639628.43,10.66,1.0,,124767.0,-51276.0,4490939.0,158378,0.49,
200601,1217.0,3708261,10.89,1.02,45.6579,46259.0,-43479.0,994484.0,3248,0.5,
200602,1217.0,3708261,10.96,1.09,,97401.0,-93210,2084331.0,18042,0.46,
200603,1217.0,3776893.0,11.03,0.95,45.7706,133584.0,-39447,3681222.0,101321.0,0.59,
200604,1217,3776893.0,10.17,0.92,47.2661,45241.0,-365161,4517078.0,-257080.0,0.42,
200701,1217,3776893.0,10.54,1.06,46.8728,-60012.0,176355,871619.0,140114.0,0.59,
200702,1217,3776893.0,10.33,1.02,,-71125.0,72954,1890879.0,43479.0,0.48,
200703,1217,3776893.0,10.58,0.85,,20536.0,40428,3420757.0,100030.0,0.49,
200704,1217,3776893.0,9.42,0.69,47.4156,-92430.0,-227153,4210399.0,-239427.0,0.4017,
200801,1217,3776893.0,9.6879,0.74,47.5113,24684.0,2589,980534.0,33147.0,0.48,
200802,1217,4476893,10.0,1.1,56.6563,39391,98435,1793915,179252,0.72,
