year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200402,3142.0,1870908.0,19.63,0.71,41.62,668620.0,-26270.0,2371281.0,637973.0,0.55
200403,3142.0,2055175.0,23.04,1.14,48.7257,698180.0,-32915.0,3480535.0,660530.0,0.91
200404,3142.0,2055175.0,22.09,0.88,40.3162,530319.0,-59593.0,4423283.0,465991.0,0.72
200501,3142.0,2055175.0,19.87,0.94,35.8059,-364355.0,-93054.0,842197.0,-457212.0,0.76
200502,3142.0,2336396.0,15.77,0.96,30.1474,-1037721.0,-182749.0,1727347.0,-1220470.0,0.77
200503,3142.0,2336396.0,12.56,1.04,26.6502,-713430.0,-201853.0,3157011.0,-915283.0,0.67
200504,3142.0,2336395.5,8.93,1.1,,-1544750.0,-217308.0,3843723.0,-1762058.0,0.75
200601,3142.0,2336396.0,6.69,1.1,16.8,-329738.0,-93768.0,779280.0,-524336.0,0.75
200602,3142.0,2336396.0,4.93,0.27,,-639875.0,-216700,1526752.0,-936089.0,0.18
200603,3142.0,2336396.0,3.45,0.27,9.6421,-921843.0,-288594,2114447.0,-1289951.0,0.16
200604,3142,2336396.0,-0.49,0.2,-1.5816,-1445389.0,-685114,2642350.0,-2210017.0,0.09
200701,3142,2731850.0,-1.62,0.27,-6.605,-313142.0,-60200,584317.0,-373342.0,0.1
