year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 1506 正道工業  ,1022516,11.17,1.01,44.28,7685,21795,202373,28519,0.49,
200002,1506,1022516.0,11.2757,1.04,45.133,25338.0,6027.0,430068,37514,0.5,
200003,1506,1022516,10.7979,1.04,44.3227,32505,-39576,636288,4960,0.44,
200004,1506,1022516,10.9899,0.69,45.3337,59234,-92162,861879,1506,0.31,
200101,1506,1022516,11.1199,0.7,45.7618,7641,-7526,177121,57,0.32,
200102,1506,1022516,11.1693,0.51,41.2341,24987,-29032,366947,396,0.24,
200103,1506,1022516,11.2278,0.5,41.3093,29038,-39342,535173,-1508,0.21,
200104,1506,1022516,11.2722,0.52,41.3873,36910,-39974,720082,-4802,0.27,
200201,1506,1022516,11.5864,0.5,43.2609,14498,12976,193504,26935,0.25,
200202,1506.0,1022516,11.0191,0.56,42.0263,25647.0,-34865.0,390379.0,-16767,0.31,
200203,1506.0,1022516.0,11.632,0.55,43.2106,39871.0,-36142.0,586273.0,6944,0.3,
200204,1506.0,1022516,10.9417,0.55,41.9492,54821.0,-119376.0,787116.0,-48897,0.27,
200301,1506.0,1022516,10.4973,0.55,41.0547,16715.0,3337.0,192642.0,3308,0.23,
200302,1506.0,1022516,10.7535,0.57,42.0737,31932.0,-38053.0,391717.0,-5842,0.28,
200303,1506.0,1022516,10.4119,0.58,41.3058,51754.0,-74781.0,601950.0,-27844,0.23,
200304,1506.0,1022516,10.0064,0.61,40.1951,61285.0,-150871.0,812345.0,-78283,0.25,
200401,1506.0,1022516,9.9675,0.58,40.1203,3684.0,5388.0,188718.0,8154,0.23,
200402,1506.0,1022516,10.0133,0.49,36.7194,28014.0,-50275.0,411016.0,-13351,0.28,
200403,1506.0,1022516,10.1186,0.59,37.5653,47889.0,-47689.0,615590.0,7453,0.28,
200404,1506.0,1022516,10.0,0.68,38.8823,61005.0,-52879.0,801215.0,23628,0.39,
200501,1506.0,1022516,10.11,0.69,38.983000000000004,4483.0,-2278.0,206688.0,3346,0.4,
200502,1506.0,1022516,10.12,0.66,37.8728,16753.0,-14012.0,430908.0,4500,0.37,
200503,1506.0,1022516,10.97,0.65,42.7398,17022.0,11836.0,620532.0,7195,0.29,
200504,1506.0,1022516.16,10.93,0.67,,29487.0,-27403.0,847180.0,5495,0.34,
