stock,94年1-9月,稅後純益,94年1-9月,增減(%),期末股本,稅後純益,94年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,94年1-9月,增減(%),營業利益,94年1-9月,營業外
01,7680477,14551137,11324467,28.49,81986974,1.77,1.44,20.159068661153,69.319376958599,1.88524436285885,0.914811050302905,01,水泥類,37923162,36771885,3.13,4989568,4335360,9779096
1101,3608514,4725499,5034599,-6.14,30730720,1.5,1.72,19.24,63.7174,2.66,1.39,1101,台泥,19548237,18398734,6.25,2378183,1805445,2521181
1102,3852686,5688127,5076527,12.05,25321212,2.25,2,22.14,72.1635,1.14,0.43,1102,亞泥,8029306,7915500,1.44,1726307,1540486,4374659
1103,-22150,2583385,19597,+++++,6745261,4.97,0.04,26.54,72.7493,2.67,1.87,1103,嘉泥,1883811,2011023,-6.33,99051,105088,2450463
1104,148867,413645,461650,-10.4,5091495,0.81,0.9,20.28,70.5215,1.23,0.49,1104,環泥,2294222,2339256,-1.93,-54428,4003,222121
1108,-36442,278902,165889,68.13,4047380,0.69,0.41,11.05,57.9516,0.83,0.41,1108,幸福,3024443,3046553,-0.73,292729,314164,-3161
1109,68321,613794,286036,114.59,4290898,1.43,0.67,14.48,90.2375,8.27,3.2,1109,信大,1758325,1512045,16.29,369665,308349,105639
1110,60681,247785,280169,-11.56,5760008,0.43,0.48,14.48,85.5853,3.23,1.12,1110,東泥,1384818,1548774,-10.59,178061,257825,108194
02,223048,4152437,3431195,21.02,85474481,0.49,0.39,12.7434185900486,56.1577528171321,1.13182637461392,0.593487057808962,02,食品類,102367814,102722438,-0.35,3252071,3671360,1451224
1201,-169508,351721,294546,19.41,5060629,0.7,0.58,7.96,38.1804,1.09,0.75,1201,味全,8027973,7429943,8.05,494675,464855,-120486
1203,-124323,-54658,-87321,,2092537,-0.26,-0.42,15.85,64.1929,1.38,0.42,1203,味王,1266989,1334546,-5.06,50866,61291,-100991
1207,-1117439,-1436430,-1861966,,4640943,-3.1,-2.54,6.47,13.1126,0.39,0.05,1207,嘉食化,5384127,5775259,-6.77,-821079,-762460,-635351
1210,9419,535094,524111,2.1,4020278,1.5,1.49,15.68,60.0776,1.38,0.79,1210,大成,10750353,11821416,-9.06,364420,646254,290661
1213,-937,5247,8331,-37.02,514751,0.1,0.19,11.3,71.4856,2.51,1.94,1213,大飲,581901,562553,3.44,6882,15060,2461
1215,20671,130726,45277,188.72,2320268,0.56,0.2,10.74,75.3112,2.74,1.46,1215,卜蜂,6262149,7550921,-17.07,149581,33629,-4555
1216,1558095,2910030,2608712,11.55,33541258,0.87,0.77,13.46,58.202,1.4,0.88,1216,統一,32229095,30297065,6.38,1426560,1047209,1625553
1217,-65068,101321,125852,-19.49,3776893,0.27,0.34,11.03,45.7706,0.95,0.59,1217,愛之味,3681222,3475136,5.93,133584,197037,-39447
1218,-58308,-86436,-8423,,3202434,-0.29,-0.03,10.72,46.0338,1.46,0.79,1218,泰山,3503214,3580229,-2.15,46049,73177,-105328
1219,-61942,68054,32074,112.18,2663184,0.25,0.12,12.63,69.0836,3.48,2.15,1219,福壽,4005569,4062683,-1.41,87264,110825,9793
1220,-31206,79899,-16249,,1770779,0.45,-0.09,9.84,67.2381,1.98,1.11,1220,台榮,1745547,1700767,2.63,39049,7004,-11271
1225,-57697,-46374,35904,,1627000,-0.29,0.22,10.96,49.0502,1.12,0.67,1225,福懋油,3879131,3824516,1.43,323,110338,-64044
1227,-149526,217794,397189,-45.17,3209184,0.68,1.25,14.28,73.9343,2.48,1.3,1227,佳格,4407582,4612086,-4.43,483671,624650,-163084
1229,543250,778383,609004,27.81,6792616,1.16,0.91,19.67,85.8326,1.4,0.53,1229,聯華,1652224,1640085,0.74,3500,71638,789330
1231,-36822,24996,66293,-62.29,1154190,0.22,0.57,14.28,61.2375,2.02,0.91,1231,聯華食,2525751,2409135,4.84,96378,118429,-63260
1232,-23363,261269,232000,12.62,1599749,1.63,1.45,14.3,61.5453,1.24,0.58,1232,大統益,6762677,6595924,2.53,307414,274603,34680
1233,10645,120746,132744,-9.04,879533,1.42,1.57,13.11,65.2952,1.35,0.8,1233,天仁,1295862,1197744,8.19,133865,140099,1881
1234,2206,131864,143111,-7.86,5358281,0.25,0.27,17.31,87.4961,2.78,1.78,1234,黑松,2652694,2710708,-2.14,124727,204905,36137
1235,-4046,7039,31594,-77.72,438248,0.18,0.88,14.67,69.2244,2.85,1.51,1235,興泰,489106,831497,-41.18,3036,45912,7235
1236,-21053,52152,118412,-55.96,811726,0.64,1.46,12.74,57.3505,1,0.61,1236,宏亞,1264648,1310225,-3.48,121306,186905,-38690
03,67042689,122636249,144713045,-15.26,352370071,3.48,4.21,26.0633584712172,59.1248811763161,1.89319641486102,0.565109614872981,03,塑膠類,873749723,755571297,15.64,78676288,86312899,61749997
1301,22489463,23801637,29460353,-19.21,57204716,4.16,5.15,31.07,64.5719,2.64,0.32,1301,臺塑,110578497,100087324,10.48,7894782,11666039,16969991
1303,23529263,34892508,32298038,8.03,76235909,4.58,4.24,30.28,63.6649,1.79,0.59,1303,南亞,135022016,126318681,6.89,12403281,10141173,25986410
1304,264576,459189,556767,-17.53,7714032,0.63,0.76,14.26,71.0636,4.86,1.81,1304,臺聚,6352174,6980647,-9,284372,385476,248534
1305,-846161,143176,-679207,,4248035,0.34,-1.6,11.55,48.8504,2.86,1.36,1305,華夏,5592883,5494179,1.8,203659,166954,-47007
1307,170821,336378,250708,34.17,2504083,1.37,1,14.49,57.9617,1.83,0.68,1307,三芳,3056671,3028740,0.92,-9782,56158,359197
1308,94793,292077,273953,6.62,2609316,1.12,1.05,17.78,81.2426,3.12,0.91,1308,亞聚,3357267,3491367,-3.84,177002,268054,173627
1309,-37249,63229,35405,78.59,2705005,0.23,0.13,14.85,53.0838,3.1,1.54,1309,臺達化,6521970,7347359,-11.23,12045,100614,57939
1310,-98571,284598,-193614,,5665293,0.58,-0.39,12.45,70.3609,1.43,0.72,1310,台苯,9215104,9289605,-0.8,384740,-49727,-13890
1311,66789,1560772,368847,323.15,2920518,5.34,1.26,20.02,73.5939,3.22,0.77,1311,福聚,10745374,10387579,3.44,499270,405421,1459187
1312,170422,742944,252570,194.15,6598242,1.16,0.39,11.31,50.4219,1.41,0.93,1312,國喬,9955245,9973796,-0.19,539024,16622,248847
1313,283851,1248145,548624,127.5,7534976,1.68,0.72,15.91,74.7584,1.73,0.67,1313,聯成,4748738,4867337,-2.44,303669,428816,1277805
1314,-1536258,1377028,1507495,-8.65,16899995,0.84,0.82,11.54,43.681,1.75,1.09,1314,中石化,23524646,23075499,1.95,1438869,2927432,-74906
1315,129944,269851,263638,2.36,2295000,1.22,1.16,22.83,78.5156,4.3,1.22,1315,達新,2572074,2610239,-1.46,159621,173935,145550
1316,-19261,40714,-63978,,701661,0.58,-0.91,11.52,78.1739,0.75,0.29,1316,上曜,242378,285308,-15.05,-18708,-36797,59337
1319,87146,487051,642521,-24.2,4135413,1.22,1.62,18.61,61.8075,1.02,0.68,1319,東陽,5556697,5495083,1.12,576508,653849,5837
1321,202831,1081,281252,-99.62,2272283,(<<<<<),1.32,14.39,72.4004,1.93,0.71,1321,大洋,3960211,3604732,9.86,222371,93838,-617468
1323,21453,53947,50248,7.36,750918,0.72,0.67,13.06,55.7762,1.41,0.85,1323,永裕,905590,855794,5.82,32138,24703,31356
1324,-500,58,19410,-99.7,751219,(<<<<<),0.27,11.95,71.9848,2.12,1.23,1324,地球,842362,870322,-3.21,-18594,25310,20407
1325,-2327,25618,13334,92.13,891110,0.29,0.15,13.17,90.0284,8.79,3.54,1325,恒大,643936,592827,8.62,47316,26792,5661
1326,20598054,25598662,34061476,-24.85,55247302,4.63,6.17,34.18,66.1536,2.18,0.43,1326,臺化,132980972,119117504,11.64,12519436,13463422,14459010
6505,1473610,30957586,44765205,-30.84,92485045,3.35,4.86,21.8,46.9594,1.46,0.59,6505,台塑化,397374918,311797375,27.45,41025269,45374815,994573
04,8485448,13275122,7156683,85.49,185831906,0.71,0.39,14.5581571486342,62.8692200852246,1.36956054097303,0.527858118068944,04,紡織纖維類,181409470,171500175,5.78,981644,-199677,13722762
1402,6839265,7370886,6520290,13.05,43498513,1.69,1.5,18.21,62.5603,1.18,0.55,1402,遠紡,28693632,28218474,1.68,-292955,-318975,7642919
1409,110517,857817,196198,337.22,13253409,0.65,0.15,12.84,50.5432,1.47,0.74,1409,新纖,18134105,15754370,15.11,-216156,116252,1190577
1410,-33219,3101,-25115,,900000,0.03,-0.28,12.56,79.6176,5.4,4.81,1410,南染,296973,296232,0.25,3748,14016,23859
1413,-763,-140970,-290727,,2836457,-0.5,-1.04,6.77,52.5963,0.89,0.18,1413,宏洲,3108439,2860069,8.68,-167889,-337136,8526
1414,-142031,-20155,-385045,,2200000,-0.09,-1.75,7.12,30.686,0.48,0.18,1414,東和,2886312,2819462,2.37,-74496,-243014,54341
1416,-70169,6074,-147644,,5497834,0.01,-0.32,10.07,72.1237,0.68,0.31,1416,廣豐,373615,631377,-40.83,-59149,-60564,71466
1417,-2613,-48061,-166959,,3798837,-0.13,-0.44,10.36,76.2812,1.51,0.53,1417,嘉裕,1423229,1278011,11.36,-162926,-142717,106374
1418,-331893,-32078,-475501,,2638553,-0.13,-1.98,7.99,53.297,0.99,0.3,1418,東華,2480569,2108087,17.67,-200872,-190622,165449
1419,207094,70242,215237,-67.37,2976600,0.25,0.75,15.71,68.2346,0.48,0.07,1419,新紡,408370,538734,-24.2,-41904,2077,108910
1423,28973,74372,-42719,,1793000,0.39,-0.24,13.85,87.2467,23.42,4.07,1423,利華,1612894,1655313,-2.56,16118,-71692,54221
1432,-90385,-64107,-361182,,538702,-1.28,-7.2,6.06,11.6926,0.54,0.02,1432,大魯閣,564972,8571,+++++,-92510,-10059,106533
1434,1887842,2981385,2113116,41.09,16846646,1.77,1.28,26.48,76.1546,2.56,0.76,1434,福懋,20698187,19326365,7.1,804659,609572,2665279
1438,-19215,-57223,-32998,,1024115,-0.6,-0.35,1.81,17.8288,0.36,0.05,1438,裕豐,32524,119426,-72.77,-14800,-13783,-42423
1439,885,-86448,-9911,,920000,-0.94,-0.11,14.07,76.3454,4.99,3.92,1439,中和,543786,786399,-30.85,-119484,-12573,32812
1440,549417,278609,342809,-18.73,14935240,0.19,0.23,14.72,77.6493,2.07,0.69,1440,南紡,8980131,10949982,-17.99,24236,-186590,326065
1441,12696,245,-27104,,1079004,(<<<<<),-0.25,6.53,32.8189,0.92,0.34,1441,大東,1249403,941962,32.64,29723,-23882,-50227
1443,-59821,-30215,-123947,,3010900,-0.11,-0.44,9.12,54.8885,0.79,0.23,1443,立益,820810,595824,37.76,20641,-64126,-50856
1444,89533,-159385,-217061,,7314000,-0.25,-0.3,9.26,57.0384,1.43,0.31,1444,力麗,5034860,5616029,-10.35,-187546,-311966,4938
1445,-26584,-21321,-52850,,1795510,-0.13,-0.32,10.94,72.2211,4.39,2.03,1445,大宇,1569965,1636803,-4.08,-17272,-25755,-5640
1446,-371566,-83458,-408586,,2238702,-0.37,-1.83,8.11,55.3637,0.5,0.31,1446,宏和,1047634,1201226,-12.79,-122643,-35984,35379
1447,57706,403858,217687,85.52,5706875,0.71,0.38,12.55,55.5974,1.38,0.59,1447,力鵬,12464574,10319556,20.79,360875,115481,61566
1449,-725865,-525712,-946907,,4159869,-1.73,-3.19,8.75,42.7528,1.59,0.35,1449,佳和,2703038,3284544,-17.7,-445245,-230650,-99889
1451,879612,1068813,920606,16.1,5983691,1.79,1.54,19.5,74.2378,1.51,0.52,1451,年興,7961905,7737384,2.9,253448,206241,1012430
1452,-50790,-1633,-55667,,1490390,-0.01,-0.32,12.47,90.7485,6.58,2.29,1452,宏益,1359971,1481980,-8.23,2531,6863,-4921
1454,-27294,-32894,-35920,,1461397,-0.25,-0.25,11.42,68.7622,1.57,0.55,1454,台富,1675453,1763090,-4.97,-33350,-11518,1126
1455,23423,125679,14344,776.18,4720904,0.27,0.03,12.1,51.9836,1.1,0.42,1455,集盛,8408868,6775811,24.1,140106,13210,11280
1456,-120225,-105295,-203282,,2236560,-0.49,-0.94,5.6,20.9263,0.82,0.26,1456,怡華,2261174,2298026,-1.6,-63885,-79608,-35813
1457,-79664,-124442,2008,,3653200,-0.36,0.01,9.15,52.4808,0.63,0.28,1457,宜進,2621225,2865384,-8.52,-71570,-16945,-57107
1459,17984,23561,-154026,,3596570,0.07,-0.46,10.46,65.474,1.37,0.68,1459,聯發,2298607,2122937,8.27,-10924,-139010,33986
1460,-72614,38568,12805,201.19,4904161,0.08,0.03,11.53,66.174,3.5,0.88,1460,宏遠,4029713,4059188,-0.73,23808,85419,14760
1463,12007,1017,13758,-92.61,1937897,0.01,0.08,12.2,89.977,4.3,1.73,1463,強盛,605270,644616,-6.1,-32903,1515,33920
1464,15483,-29479,-84488,,1755960,-0.17,-0.48,11.18,74.5216,1.73,0.67,1464,得力,1086089,1305188,-16.79,-51195,-96034,22143
1465,51521,78163,53296,46.66,863394,0.9,0.62,18.13,89.7126,4.55,2.6,1465,偉全,1137539,1132071,0.48,14758,4160,64530
1466,-152071,77738,-126076,,715978,1.09,-1.76,7.61,27.5786,0.81,0.3,1466,聚隆,2339331,2581417,-9.38,122605,37269,-47476
1467,-20031,195903,83523,134.55,1424166,1.41,0.58,13.18,47.657,1.49,0.92,1467,南緯,2796949,2301883,21.51,146532,156473,110159
1468,15312,-29868,-14938,,1604053,-0.19,-0.09,12.45,66.2618,1.77,0.31,1468,昶和,1080713,985353,9.68,-29183,-27784,-89
1469,-42702,44772,-48316,,1246000,0.36,-0.39,13.29,75.826,1.29,0.33,1469,理隆,601314,597647,0.61,19773,-3732,26142
1470,5893,-23690,-2956,,857670,-0.28,-0.03,8.86,87.9682,4.36,2.76,1470,大統染,497580,559440,-11.06,-30738,-9531,9453
1472,-47557,-51209,-116716,,875000,-0.63,-1.44,14.14,90.6534,3.47,0.82,1472,三洋纖,666880,739204,-9.78,-27268,-69159,-24201
1473,352330,472914,397884,18.86,1270370,3.72,3.13,25.92,59.8155,1.76,0.75,1473,台南,5841761,3342530,74.77,311810,83626,271288
1474,50642,73467,72216,1.73,1325715,0.59,0.59,12.32,59.8561,1.8,0.91,1474,弘裕,2641893,2339554,12.92,84784,48370,21566
1475,-46361,-122006,-126679,,957197,-2.74,-2.67,5.44,43.0871,0.58,0.17,1475,本盟,416734,511769,-18.57,-73975,-79113,-48817
1476,-80749,229173,193637,18.35,1433890,1.59,1.6,14.63,56.2474,1.31,0.66,1476,儒鴻,4023668,4083717,-1.47,274089,347006,21231
1477,-46817,586039,469241,24.89,1255205,4.77,3.86,18.81,49.6801,1.6,0.96,1477,聚陽,9264398,7855268,17.94,919159,687051,-86248
4414,-61688,2375,1348,76.19,1299772,0.02,0.01,11.33,42.2363,1.85,0.43,4414,如興,2664413,2469902,7.88,49079,78244,-36759
05,2781433,9523869,8436260,12.89,75918778,1.25,1.14,17.8243061294094,55.2482507008516,1.30370235690274,0.674665333901894,05,電機機械類,113476156,109844119,3.31,8172112,7408933,3114887
1503,106882,634144,524031,21.01,5209722,1.22,1.01,20.16,57.1818,1.18,0.67,1503,士電,11232586,10131148,10.87,624467,481381,174231
1504,990241,1624053,1468744,10.57,19105779,0.89,0.77,19.76,62.562,1.48,0.82,1504,東元,20868568,20305733,2.77,710778,501952,977312
1506,11836,-25900,7195,,1022516,-0.25,0.07,10.75,43.6445,0.68,0.3,1506,正道,606650,620532,-2.24,-1516,17022,-10661
1507,335462,467985,462255,1.24,4108200,1.14,1.13,19.21,75.8828,2.34,1.15,1507,永大,2448333,2627669,-6.82,265925,147636,221623
1512,92266,-25912,59995,,1765073,-0.15,0.34,11.94,44.5961,1.11,0.64,1512,瑞利,2548563,2690762,-5.28,-156803,-3885,105766
1513,63488,600496,766002,-21.61,4800000,1.39,1.92,15.36,50.2499,1.31,0.22,1513,中興電,7084513,7595357,-6.73,758808,930977,6921
1514,-10553,51277,23878,114.75,2010670,0.27,0.13,13,59.2679,1.76,1.1,1514,亞力,2132434,2253744,-5.38,63504,34431,-11698
1515,-81740,5759,-111032,,2522103,0.03,-0.49,11.23,39.4344,0.92,0.37,1515,力山,3142067,3053578,2.9,-20824,-24166,16118
1516,23409,3989,2818,41.55,923500,0.04,0.03,8.51,72.2726,0.97,0.41,1516,川飛,236582,200879,17.77,11907,-19087,-8051
1517,-15807,128265,14038,813.7,2368240,0.56,0.06,11.56,81.5723,3.77,1.75,1517,利奇,1208031,1206523,0.12,41619,69570,128315
1519,6369,263557,90092,192.54,2059024,1.3,0.44,11.86,40.2046,1.27,0.37,1519,華城,3843323,3014589,27.49,337954,102168,-1317
1521,33331,105215,186727,-43.65,762300,1.38,2.45,16.45,48.3919,1.19,0.65,1521,大億,2525465,2927894,-13.74,90733,166487,23400
1522,-354667,117291,-208016,,2486383,0.48,-0.86,16.32,35.9645,0.98,0.69,1522,堤維西,5605467,4722803,18.69,283479,122196,-147266
1523,185888,81182,232738,-65.12,1576842,0.52,1.49,18.62,49.5188,0.86,0.57,1523,開億,3664332,3758843,-2.51,33919,78462,8159
1524,40882,88640,100662,-11.94,1523075,0.58,0.73,13.94,43.9895,0.92,0.46,1524,耿鼎,2046376,1964704,4.16,95927,101526,18776
1525,39954,103037,80904,27.36,580746,1.8,1.63,25.8,71.7104,2.04,0.64,1525,江申,1020042,1232643,-17.25,35197,54950,62816
1526,-65176,-45834,-126233,,561270,-0.82,-2.25,6.34,36.7705,0.63,0.27,1526,日馳,335556,304135,10.33,-62991,-56448,13394
1527,85325,734697,803670,-8.58,1862196,3.95,4.32,19.71,50.1051,1.36,1.08,1527,鑽全,2887471,3248779,-11.12,840317,960786,135716
1528,-2776,160704,68257,135.44,960000,1.71,0.83,15.21,49.3625,1.84,1.02,1528,恩德,2266249,2036457,11.28,200178,91812,3205
1529,-16775,-19467,3703,,922149,-0.16,0.15,10.31,33.825,1.29,0.11,1529,樂士,1259112,1418598,-11.24,35419,29718,-50322
1530,30704,302211,243308,24.21,649053,4.69,3.77,19.13,48.2749,1.81,0.81,1530,亞崴,2199529,2021958,8.78,331591,278872,57228
1531,211964,189268,393228,-51.87,1694956,1.12,2.32,18.99,69.4471,2.45,1.9,1531,高林股,2344394,2802711,-16.35,125894,306925,133840
1532,312497,600668,315765,90.23,2084076,3.04,1.64,23.67,42.751,0.54,0.21,1532,勤美,4761413,4381466,8.67,180016,-6985,497502
1533,-39472,256027,71156,259.81,961185,2.66,0.74,18.78,50.1455,1.79,0.79,1533,車王電,1791119,1462199,22.49,239353,135688,76501
1535,6267,124615,90878,37.12,901474,1.38,1.01,13.19,46.5277,1.61,0.72,1535,中宇,2018414,1452212,38.99,91316,91619,42736
1536,-21036,176623,184315,-4.17,987341,1.79,2.03,16.46,38.1963,1.17,0.86,1536,和大,1503705,1492645,0.74,269201,285033,-35120
1537,-9705,66299,18957,249.73,660000,1,0.29,16.61,70.602,1.79,0.9,1537,廣隆,938401,851585,10.19,-6901,33186,91943
