year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200504,3702.0,6932020.22,16.17,0.47,-347746.0,57.0,0.0,-344857.0,0.21,,
200601,3702.0,6932020.0,16.29,0.42,214150.0,-119.0,225748.0,213437.0,0.29,99.5506,
200602,3702.0,6932020.0,16.68,1.05,538437.0,-824,565813.0,537588.0,0.09,,
200603,3702.0,6932020.0,18.06,0.08,1094582.0,-1434,1139088.0,1093123.0,0.06,98.0966,
200604,3702,6707595.0,18.41,0.09,1390479.0,-4792,1452254.0,1385662.0,0.08,95.4718,
200701,3702,6710489.0,19.33,0.09,398933.0,-3909,423376.0,395024.0,0.06,95.4531,
200702,3702,7119261.0,18.94,0.87,1015378.0,-8624,1070662.0,983913.0,0.06,,
200703,3702,7163827.0,19.08,0.68,1926232.0,-11572,2009283.0,1881888.0,0.23,,
200704,3702,7187409.0,19.66,1.4,2613341.0,-12714,2733395.0,2560678.0,1.3840000000000001,97.1261,
200801,3702,7199156.0,19.14,0.22,471333.0,1139,513413.0,452033.0,0.22,86.823,
200802,3702,7508068.0,17.52,0.8,1092684.0,4117,1179626.0,998459.0,0.8,77.4677,
200803,3702,7747292.0,18.62,0.18,1908117.0,8661,2071798.0,1798829.0,0.18,90.7285,
200804,3702,7749863.0,18.92,0.15,1952378.0,10565,2170203.0,1841284.0,0.1444,91.0115,
200901,3702,11323602.0,21.57,0.19,531233.0,975,576675.0,541718.0,0.19,92.5917,
200902,3702,8934215.0,20.47,0.69,1308310.0,8795,1406216.0,1335654.0,0.69,86.8948,
200903,3702,8937852.0,21.62,0.27,2613647.0,9204,2765442.0,2631603.0,0.27,93.8793,
200904,3702,8944123.0,22.52,0.3754,3459068.0,10468,3677088.0,3472648.0,0.3741,92.9814,
201001,3702,8946256.0,23.73,0.23,1265568.0,-805,1325596.0,1258174.0,0.23,92.3783,
201002,3702,10558691.0,23.62,0.74,2722692.0,-4055,2872869.0,2731158.0,0.74,86.0006,
201003,3702,10560480.0,20.6,0.18,3973041.0,-3519,4228576.0,3989817.0,0.18,93.1102,
201004,3702,14530735.0,23.29,0.22030000000000002,4950947.0,-7547,5308437.0,4964962.0,0.2165,94.6537,
201101,3702,14530735.0,24.39,0.22,1318038.0,-4129.0,1396125.0,1317618.0,0.21,94.9462,
201102,3702,15838501.0,22.82,0.78,2794390.0,-7917,2964832.0,2798125.0,0.78,86.9791,
201103,3702,15838501.0,23.0,0.11,4146722.0,-9866,4413998.0,4158252.0,0.11,95.3871,
201104,3702,15838501.0,23.43,0.1216,5057171.0,-13043,5430266.0,5080433.0,0.1167,93.4407,
201201,3702,16557092.0,23.89,0.2,942897.0,-5628,1037613.0,938964.0,0.19,93.6949,
201202,3702,16557092.0,22.27,0.7,2312003.0,-14257,2506925.0,2145760.0,0.69,82.0208,
201203,3702,16557092.0,22.68,0.1,3689668.0,-20623,3990109.0,3517986.0,0.07,92.48200000000001,
201204,3702,16557092.0,23.04,0.079,4644049.0,-27886,5065051.0,4465711.0,0.0761,92.4028,
201301,3702,16557092.0,24.21,1.41893079064644,1380239.0,-105371,86563382.0,1039983.0,0.905899403492297,32.0604292474295,
201302,3702,16557092.0,22.78,1.34114890325315,3068886.0,-91230,187214589.0,2417381.0,0.868056988741498,28.519881445964998,
201303,3702,16557092.0,23.27,1.30453281244746,4847459.0,-268790,294971152.0,3751044.0,0.844804385098701,28.0279118362306,
201304,3702,16557092.0,24.09,1.32515231541161,6289408.0,-483023,406256031.0,4756306.0,0.91547167644268,29.516803792369,
201401,3702,16557092.0,25.51,1.34933124252154,1908738.0,-176553,102341579.0,1396047.0,0.878148788920366,29.7945358013553,
201402,3702,16557092.0,23.54,1.29543026612992,4063759.0,-451843,216047412.0,2906584.0,0.843702394721303,26.959174477772898,
201403,3702,16557092.0,25.15,1.40880816689347,6161698.0,-693321,335396240.0,4461307.0,0.906238327417536,26.407650594064805,5468377.0
201404,3702,16557092.0,27.21,1.4590067995713898,7939859.0,-835104.0,452471998.0,5807176.0,0.9582078039164691,28.100407959370603,7104755.0
201501,3702,16557092.0,27.68,1.47054144916284,2000288.0,-245553.0,108014005.0,1397221.0,0.870477144772957,29.063027704976896,1754735.0
201502,3702,16557092.0,25.31,1.3809260761043798,4078019.0,-469133.0,232466638.0,2558205.0,0.8462636681182142,25.131249384153598,3608886.0
201503,3702,16557092.0,28.3,1.38021891166199,6419714.0,-851842,372935787.0,4175335.0,0.859801207438627,24.885582859840103,5567872.0
201504,3702,16557092.0,28.85,1.48305008730721,8474115.0,-1320672,515536489.0,5420469.0,0.995559607443076,26.679655082062396,7153443.0
201601,3702,16557092.0,29.02,1.51920792789651,2095420.0,-192901,121532749.0,1555052.0,0.932487622585181,28.673235097828304,1902519.0
201602,3702,16557092.0,27.56,1.45767358499968,4493575.0,-560411,255292068.0,3108018.0,0.92894824634285,26.547927326758,3933164.0
