year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2830 北銀      ,15400000,26.32,3.22,7.24,1206030,5916,9073345,928920,3.22
200002,2830,15400000.0,27.1349,3.37,7.4256,2768161.0,-52067.0,18269750,2102233,3.37
200003,2830,20020000,21.4293,3.39,7.9753,4306101,-247741,27177359,3170552,3.38
200004,2830,20020000,21.8155,3.93,8.1358,5485538,-441388,36085823,3937396,3.92
200101,2830,20020000,23.1382,4.29,8.298,1842601,-209718,9301745,1389694,4.29
200102,2830,20020000,22.4582,4.44,7.905,2930446,-408816,17745026,2068102,4.43
200103,2830,22306729,20.4782,4.48,7.5543,3989077,-598898,25848178,2786033,4.48
200104,2830,22306729,20.5345,4.8,6.9535,4446990,-804500,33704674,2902926,4.79
200201,2830,22306729,20.936999999999998,5.39,7.3896,1376780,-205854,8364908,905317,5.38
200202,2830.0,22306729,20.4317,6.6,6.9656,3011795.0,-397752.0,16028271.0,2065961,6.59
200203,2830.0,22306729.0,20.9122,5.73,7.3146,4687211.0,-588110.0,23640882.0,3246976,5.72
