stock,89年1-6月,稅後純益,89年1-6月,增(減)(%),期末股本,稅後純益,89年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-6月,增(減)(%),營業利益,89年1-6月,營業外
2423,10754,75404,50437,49.5,767881,0.98,0.73,13.3366,72.7825,1.93,1.27,2423,固緯,514421,457592,12.42,43120,39726,33384
2424,-15161,26119,68518,-61.88,887224,0.29,0.85,10.5402,66.3777,1.51,1.25,2424,隴華,612661,1134942,-46.02,27846,87400,938
2425,43750,73485,100967,-27.22,1171878,0.63,1.06,14.6605,54.6114,1.99,1.17,2425,承啟,2645659,2394939,10.47,45582,57710,37766
2426,11756,55604,60402,-7.94,1154297,0.48,0.61,11.6055,44.601,1.77,0.95,2426,鼎元,674925,696385,-3.08,30896,53158,17818
2427,66811,129768,173271,-25.11,1572274,0.83,1.47,18.4221,61.9468,1.92,1.07,2427,三商電,2128243,1450684,46.71,144404,145298,17348
2428,5570,63059,24455,157.86,693626,0.91,0.42,15.5094,85.5149,3.14,2.15,2428,興勤,272639,186182,46.44,61168,21018,18248
2429,-74079,-18168,17196,,827385,-0.22,0.21,13.4055,50.395,1.27,0.9,2429,永兆,538112,699178,-23.04,21087,95996,-49775
2430,205477,201585,216504,-6.89,2122900,0.95,1.23,19.28,49.7639,1.2,0.48,2430,燦坤,4100908,3718653,10.28,35368,65908,194413
2431,31384,7106,37473,-81.04,1052524,0.07,0.39,14.6465,71.689,2.18,1.53,2431,聯昌,918470,1131662,-18.84,23039,10329,-21077
2432,-33464,54478,168141,-67.6,1498000,0.36,1.55,18.5479,83.2474,1.56,1.19,2432,倚天,545132,1220309,-55.33,114819,246983,-33284
2433,680005,18704,655914,-97.15,1805502,0.1,4.33,12.0106,65.8995,1.48,1.2,2433,互盛電,892512,1013382,-11.93,7694,-11991,24706
2434,-3157,23300,71326,-67.33,649405,0.36,1.24,12.9081,67.661,3.47,1.23,2434,統懋,262096,361495,-27.5,46676,96205,-13126
2435,28113,-149664,99243,,1678800,-0.89,0.65,10.456,36.1895,0.75,0.37,2435,台路,1276447,1520747,-16.06,-117873,53350,-32333
2436,309102,211855,412660,-48.66,1614000,1.31,3.51,14.4046,88.3551,5.36,4.77,2436,偉詮電,610257,473080,29,125717,97284,85074
2437,35041,191876,159603,20.22,1255450,1.53,2.02,25.6021,87.8265,8.48,7.35,2437,旺詮,604053,502944,20.1,196095,162140,44467
2438,138589,-77618,188075,,2406325,-0.32,0.86,15.5213,51.048,2.06,1.07,2438,英誌,2820766,2453639,14.96,43351,28523,-103865
2439,106690,97594,133271,-26.77,957802,1.02,1.94,18.5204,81.2729,2.85,2.51,2439,美律,353577,489900,-27.83,45818,40081,73115
2440,10240,71338,84046,-15.12,1240800,0.57,0.78,12.9827,45.8717,1.4,0.7,2440,太空梭,1097445,1226653,-10.53,80915,93364,-6867
2441,-37093,156632,231306,-32.28,1842819,0.85,1.26,17.4832,57.9079,1.49,1.28,2441,超豐,1639719,1667398,-1.66,207456,282902,-54632
2442,7381,-124451,146602,,1524600,-0.82,1.01,15.502,52.9903,1.14,1.09,2442,美齊,4611214,6799984,-32.19,37916,146939,-139158
2443,33437,-134469,243871,,3082618,-0.44,0.87,13.8406,59.7782,0.79,0.51,2443,利碟,1493308,1472279,1.43,-270088,173130,135532
2444,16736,183085,136582,34.05,940000,1.95,2.88,17.9222,65.9553,1.96,1.11,2444,友旺,1472363,1359113,8.33,199050,148846,14535
2445,963,-6438,54645,,753450,-0.09,0.79,11.1721,67.5091,2.02,0.76,2445,南方,585940,434347,34.9,-2560,49318,-7165
2446,3535,116492,125537,-7.21,3868925,0.3,0.45,14.2753,81.2147,2.36,2.09,2446,全懋,1048004,944158,11,123284,120901,13435
2447,1556,113486,144756,-21.6,647000,1.75,3.28,13.0377,52.2945,2.05,1.97,2447,鼎新,934155,803712,16.23,118097,154344,3610
2448,-8422,-2798,-13085,-78.62,841500,-0.03,-0.21,18.1787,61.3817,1.49,0.54,2448,晶元,269938,286543,-5.79,-48975,-21830,41212
2449,-22370,187711,307746,-39,4366722,0.43,1.17,21.4355,48.9308,0.5,0.39,2449,京元電,2249744,1492980,50.69,38765,373779,-42692
2450,-38699,218679,10915,+++++,1615852,1.35,0.08,12.4669,56.7993,2.14,1.47,2450,神腦,5777100,4748620,21.66,398184,63878,-93501
2451,10541,271034,331961,-18.35,1665120,1.63,2.53,14.3843,77.2839,3.13,2.42,2451,創見,2467719,2717495,-9.19,329144,424533,18673
2452,7479,134472,135305,-0.62,967000,1.39,1.65,17.4724,90.7599,5.11,3.12,2452,乾坤,586698,569586,3,107836,122279,37606
2453,15275,10488,63740,-83.55,884520,0.12,0.84,16.9698,54.7843,1.81,1.24,2453,凌群,1354444,1196086,13.24,4380,74803,9838
2454,79095,2115784,1409628,50.1,3160056,6.7,6.5,26.7455,72.7264,2.69,2.46,2454,聯發科,5239268,5569363,-5.93,1817766,1431303,418018
25,-2320101,-4370280,-2595080,68.41,194028330,-0.23,-0.13,11.0478,42.5218,1.49,0.25,25,營造建材類,63590089,58779111,8.18,-778059,239488,-3418442
2501,51495,40494,30418,33.13,16198232,0.02,0.02,12.3054,88.7613,10.2,1.6,2501,國建,1754187,1917439,-8.51,-37317,26719,115009
2504,-299343,-476205,-252344,88.71,11137800,-0.43,-0.22,10.7282,52.2353,1.24,0.42,2504,國產,3848360,4313041,-10.77,-43811,51550,-415268
2505,113616,181171,109562,65.36,5833487,0.31,0.19,5.5581,28.5175,1.33,0.03,2505,國揚,1344261,1298865,3.5,-62453,-9369,221091
2506,-194273,445428,27385,+++++,12896569,0.35,0.02,12.2477,33.4248,1.31,0.17,2506,太設,4471037,3641589,22.78,-48547,221658,509975
2509,102250,-3903,160975,,1977525,-0.02,0.8,11.7034,37.1475,1.34,0.09,2509,全坤興,317695,356338,-10.84,45172,58832,-48859
2511,-400503,-53458,-566810,-90.57,9216426,-0.06,-0.62,10.8484,46.7664,1.55,0.11,2511,太子,2360719,812980,190.38,48922,-148642,-127362
2512,142857,-221916,20874,,8549887,-0.26,0.02,7.0055,49.7946,1.96,0.11,2512,寶建,4317634,2535039,70.32,13653,-121983,-205211
2513,-670593,1079223,-702543,,7830435,1.38,-0.9,11.5625,37.6336,1.11,0.1,2513,潤建,2664798,2129536,25.14,-106316,-84444,1192928
2514,320586,-170932,137376,,5807177,-0.29,0.24,12.0498,65.201,0.99,0.27,2514,龍邦,513008,1171182,-56.2,-219788,-137357,1231
2515,114096,5015,134100,-96.26,12761111,<<<<<,0.11,12.811,35.9154,1.38,1.1,2515,中工,6175764,7613106,-18.88,-24257,28967,44544
2516,-4513,-169301,14652,,3547450,-0.48,0.04,10.4351,46.346,1.58,0.46,2516,新建,3042577,2009014,51.45,-163531,17197,151
2517,206114,-1072711,-21601,+++++,6634423,-1.62,-0.03,8.5725,35.533,1.12,0.02,2517,長谷,663034,906265,-26.84,-339674,-191063,-733037
2518,116072,-1706446,-154439,+++++,12410065,-1.38,-0.12,8.4069,29.6375,1.18,0.03,2518,長億,993930,1597158,-37.77,-315296,-265348,-1393596
2520,47137,170686,740981,-76.96,5043767,0.34,1.44,13.7904,42.7292,1.52,0.07,2520,冠德,2687711,5418758,-50.4,152137,808597,46881
2521,-1096508,-306866,-1637562,-81.26,4388434,-0.7,-3.73,6.8463,31.2,1.33,0,2521,宏總,47639,141461,-66.32,-66395,-540390,-240471
2523,-1239,264229,241879,9.24,4359000,0.61,0.55,12.6729,52.9171,1.75,0.83,2523,德寶,4634504,4389947,5.57,325739,323160,38185
2524,-73560,-97225,-115750,-16,1486626,-0.65,-0.78,7.3225,24.8292,1.26,0.03,2524,京城,827744,362497,128.35,-67099,-41540,-28988
2525,-387937,-399598,-714782,-44.1,7766720,-0.51,-0.92,7.1536,53.5639,1.5,0.02,2525,寶祥,30064,64078,-53.08,-31701,-251147,-367897
2526,-63668,372472,-90908,,8035913,0.46,-0.12,17.4126,48.5542,1.28,0.29,2526,大陸,5026247,4021184,24.99,350973,31569,21492
2527,-125285,-452041,-211919,113.31,5138737,-0.88,-0.41,11.2817,56.1717,1.36,0.02,2527,宏璟,157801,101736,55.11,-123935,-81537,-335220
2528,-162259,-285511,-205355,39.03,2457907,-1.16,-0.84,7.808,29.4252,1.31,0.09,2528,皇普,3098026,923500,235.47,-77392,-43096,-208119
2530,33821,-202736,1046,,4202286,-0.48,<<<<<,15.5779,36.2887,1.39,0.02,2530,華建,3094872,600006,415.81,126200,-42357,-327690
2531,-127295,-376278,-132737,183.48,2505369,-1.5,-0.53,3.4132,15.765,1.29,0.01,2531,三采,341695,478179,-28.54,-57256,-5313,-312762
2533,-51548,-512053,-93881,445.43,1589513,-3.22,-0.59,6.7196,27.6975,1.26,0.03,2533,昱成,285558,130205,119.31,-150615,-39505,-360387
2534,7823,-35613,123422,,5561591,-0.06,0.24,16.2516,33.7809,1.86,0.06,2534,宏盛,809175,1216980,-33.51,-37653,152419,3731
2535,92883,5034,121295,-95.85,2705151,0.02,0.42,11.5677,51.2853,1.26,0.63,2535,達欣工,1976545,2045406,-3.37,39034,12100,-12419
2536,120882,-170448,143036,,3179559,-0.54,0.45,18.7726,70.5171,5.04,0.77,2536,宏普,611434,369541,65.46,-4775,22834,-167738
2537,101838,-281018,3476,,3211567,-0.88,0.01,5.2905,41.1568,1.56,0.13,2537,春池,468132,128695,263.75,-99054,-97911,-181955
2538,2749,4446,75990,-94.15,3134339,0.01,0.24,12.6392,35.0568,1.33,0.08,2538,基泰,293012,563831,-48.03,17259,63216,-10213
2539,5939,103385,4642,+++++,1104857,0.94,0.02,6.9575,25.8686,1.19,0.27,2539,櫻建,492324,658557,-25.24,-13805,13178,117190
2540,-172361,-192143,-356168,-46.05,3800000,-0.51,-0.93,11.9935,40.4057,8.42,0.43,2540,林三號,245592,329141,-25.38,-25289,-163964,-166829
2542,1198,-84745,69197,,2640112,-0.32,0.47,11.9659,43.567,1.71,0.14,2542,宏巨,703691,775288,-9.23,-59825,72411,-20875
2543,-54303,2885,9063,-68.17,867371,0.03,0.1,11.2425,28.6117,1.05,0.24,2543,皇昌,1270447,1288899,-1.43,63406,66055,-52371
2544,6674,198398,194795,1.85,1990790,1,1.16,13.035,71.6255,1.69,0.31,2544,昌益,1711947,1497754,14.3,146806,205168,15640
2545,-2849,-22240,94143,,1317071,-0.17,0.7,12.3927,56.5848,1.81,0.11,2545,皇翔,219363,836696,-73.78,-25658,90409,-3382
2546,6278,29910,44776,-33.2,671063,0.45,0.66,11.1166,39.1911,1.34,0.81,2546,根基,1782866,1517519,17.49,33827,53407,14083
2547,-26372,20331,158636,-87.18,2070000,0.1,0.92,11.4815,34.6637,1.26,0.01,2547,日勝生,306696,617701,-50.35,60255,185008,-39924
26,-226952,3206715,2094516,53.1,120706342,0.27,0.18,14.4301,45.5982,0.94,0.63,26,運輸類,104041073,103182442,0.83,3208712,2631313,404472
2601,44916,23112,43454,-46.81,4416225,0.05,0.1,10.3538,80.3821,0.8,0.12,2601,益航,121356,127998,-5.19,-17338,-17662,44390
2603,-271674,302863,295628,2.45,20434778,0.15,0.15,17.0331,57.6558,1.15,0.61,2603,長榮,8849773,9730740,-9.05,279,629515,423463
2604,-24480,22086,-335345,,6270358,0.04,-0.55,15.0659,47.0329,1.13,0.62,2604,立榮,11621612,11725486,-0.89,127776,-432169,-60658
2605,122598,219516,161529,35.9,3310279,0.66,0.44,16.0682,78.4443,0.97,0.65,2605,新興,331849,391368,-15.21,42274,44599,190882
2606,-21303,452802,279108,62.23,6749352,0.67,0.4,13.0425,56.5725,1.12,0.97,2606,裕民,1699286,1799913,-5.59,394257,339627,82373
2607,24024,-62670,63496,,1452773,-0.43,0.44,11.6051,85.3043,3.91,3.79,2607,榮運,871340,1112993,-21.71,14306,57778,-70131
2608,240200,-92603,351256,,5202274,-0.18,0.68,11.8217,61.0961,0.9,0.84,2608,大榮,1993452,2200260,-9.4,-9566,218584,-63821
2609,1232886,214317,504655,-57.53,18343160,0.12,0.28,13.5573,54.9724,1.33,1.17,2609,陽明,23726620,23678940,0.2,106093,-679525,241940
2610,-308482,1099191,1391411,-21,24238467,0.45,0.62,17.9832,27.5792,0.8,0.49,2610,華航,34065694,32557281,4.63,1677995,1497616,-581271
2611,83471,531,97105,-99.45,1649653,<<<<<,0.55,12.7717,80.0053,2.56,0.5,2611,志信,528140,620732,-14.92,-1823,19575,6225
2612,108584,104827,129394,-18.99,2018682,0.52,0.64,12.997,78.9032,0.91,0.85,2612,偉運,629828,738115,-14.67,18957,35369,93897
2613,-103679,-46382,-129898,-64.29,890010,-0.52,-1.46,13.4555,28.7129,0.38,0.34,2613,中櫃,614835,526181,16.85,-6484,-43773,-41765
2614,-1863658,293772,-1741149,,9070507,0.32,-2.04,9.5603,56.3329,0.37,0.25,2614,遠森科,2701319,2250441,20.04,232902,176749,73735
2615,522057,498976,900667,-44.6,13167360,0.38,0.7,11.7444,60.8025,0.82,0.72,2615,萬海,14469692,14072017,2.83,489440,671287,16885
2616,-9274,8153,35542,-77.06,700000,0.12,0.51,13.5951,55.5215,0.81,0.76,2616,山隆,1019386,988244,3.15,64484,61441,-45375
2617,-3138,168224,47663,252.94,2792464,0.6,0.18,14.0513,71.2842,1.57,1.31,2617,台航,796891,661733,20.42,75160,52302,93703
27,583063,292090,946944,-69.15,14619766,0.2,0.67,15.5362,66.496,0.76,0.6,27,觀光類,3772559,3675517,2.64,481226,569645,-39616
2701,237018,112823,270575,-58.3,2171709,0.52,1.38,15.3661,74.775,2.95,2.94,2701,萬企,136054,139521,-2.48,69560,64617,73067
2702,-2105,-20204,751,,637871,-0.32,0.01,11.6068,55.8533,0.21,0.18,2702,華園,61304,82594,-25.78,-10049,3170,-10537
2704,-240,-225221,1553,,3583125,-0.63,<<<<<,16.5706,56.5418,0.34,0.16,2704,國賓,968416,753207,28.57,-34645,3121,-190576
2705,569,-78325,-36029,117.39,2646000,-0.3,-0.14,18.5681,59.1849,0.33,0.15,2705,六福,1215722,1235120,-1.57,-86316,-47924,-18029
2706,120327,124404,158522,-21.52,1268561,0.98,1.39,23.5537,74.6177,3.15,3.11,2706,第一店,130655,117579,11.12,88240,78287,73144
2707,227494,378613,551572,-31.36,4312500,0.88,1.28,11.125,86.2447,2.95,2.85,2707,晶華,1260408,1347496,-6.46,454436,468374,33315
28,-2949887,52498809,67354680,-22.06,905914761,0.58,0.81,15.2272,8.9781,2.89,2.85,28,金融保險類,820678072,795771921,3.13,59198677,78828836,-1128870
2801,-795310,989308,1212434,-18.4,34251316,0.29,0.41,22.4481,6.9041,1.41,1.4,2801,彰銀,33086131,35075306,-5.67,2148942,2725510,-838461
2802,-770141,2209759,3112730,-29.01,38216000,0.58,0.86,21.7496,6.7681,2.72,2.7,2802,一銀,38031914,42181080,-9.84,3065532,4181236,-699937
2803,-795733,2034083,2734246,-25.61,37091000,0.55,0.78,20.9521,6.4009,2.54,2.53,2803,華銀,36689517,36633136,0.15,2334994,3832525,6554
2804,133288,8008422,8338257,-3.96,64383210,1.24,1.66,19.0035,64.3344,2.23,2.23,2804,開發,12403113,13121232,-5.47,8122503,8252787,-64081
2805,42477,6905473,15084070,-54.22,53986340,1.28,2.79,14.8938,7.3751,69.19,67.49,2805,國壽,179761924,167317531,7.44,8308491,16482611,94785
2806,37,3445218,3320433,3.76,33157000,1.04,1.1,17.9059,6.5654,1.37,1.37,2806,中銀,28851241,26266174,9.84,3660231,4049360,90257
2807,59615,3707,22917,-83.82,12665348,<<<<<,0.02,13.1298,5.9301,10.51,10.5,2807,竹商銀,8921491,9338310,-4.46,-90645,67421,103683
2808,132058,1233903,1188383,3.83,17334177,0.71,0.76,16.0382,8.9444,7.44,7.39,2808,北商銀,10007861,9942390,0.66,1395969,1344568,111682
2809,32982,165334,200054,-17.36,7243343,0.23,0.28,11.5158,6.4359,8.55,8.47,2809,南企,4122259,4458251,-7.54,103487,214374,41336
2810,8575,-836848,-774573,8.04,2316200,-3.61,-1.67,0.2077,0.0555,8.59,8.49,2810,高企,2429839,2899092,-16.19,-838271,-718139,1423
2811,67096,-723177,-383541,88.55,6683162,-1.08,-0.57,7.5226,11.4042,18.77,18.58,2811,東企,1181467,1348975,-12.42,-760994,-450637,37817
2812,10286,270237,327737,-17.54,15380144,0.18,0.21,11.2058,8.0118,7.25,7.25,2812,中商銀,6513469,6825775,-4.58,352234,377156,13003
2813,-9976,1083259,1025578,5.62,18090000,0.6,0.61,11.3726,66.2456,2.21,2.2,2813,國票,3476210,2554633,36.07,1198881,1089515,9204
2814,106467,1910680,1718049,11.21,28114411,0.68,0.61,11.927,60.833,2.05,1.94,2814,興票,3714865,2940161,26.35,2279864,2054349,138512
2815,341178,4210191,4556273,-7.6,48554268,0.87,1.15,15.0095,8.9922,2.09,2.07,2815,中信銀,39250389,33244688,18.07,4670694,5159300,215001
2816,23318,165682,249976,-33.72,3753874,0.44,0.74,14.2412,47.2301,2.04,2.04,2816,友聯,5085571,4557931,11.58,117306,251338,90696
2817,-69975,1530271,1939876,-21.12,20747765,0.74,1.13,18.9263,51.1708,2.95,2.94,2817,富邦保,22363155,21769975,2.72,1655610,2199851,134661
2818,-774431,2749857,3863838,-28.83,22136112,1.24,1.75,14.4196,6.3793,34.09,34.06,2818,新壽,91866055,80438671,14.21,1876365,4827862,-17906
2819,-15679,220601,443942,-50.31,4368977,0.5,1.05,15.0673,35.9146,2.31,2.28,2819,中產,5464908,5161972,5.87,261121,504171,40824
2820,13358,550339,831316,-33.8,16787000,0.33,0.5,11.9732,73.6878,3.72,3.59,2820,華票,3023951,1753742,72.43,828304,953580,22844
2821,574442,490350,1656743,-70.4,14000000,0.35,1.31,15.3728,40.3465,1.45,1.43,2821,復華,2045773,5674779,-63.95,196962,1556794,397779
2822,-138547,535019,505288,5.88,12474000,0.43,0.43,20.1978,4.7635,3.19,2.85,2822,農銀,15547698,17153611,-9.36,971493,1086215,-134802
2823,9264,339787,520621,-34.73,6289880,0.54,0.91,11.3222,7.7627,28.93,28.62,2823,中壽,11073148,9803448,12.95,308974,520615,30813
2824,210764,2421458,3405272,-28.89,24400000,0.99,1.7,21.4341,9.4227,1.94,1.94,2824,交銀,19599078,20448091,-4.15,2522782,3035987,80433
2825,35845,167243,98276,70.18,3190000,0.52,0.34,14.0152,28.6743,1.64,1.63,2825,中央保,5147834,5390573,-4.5,-43525,66241,211255
2826,8047,3631709,4409765,-17.64,34176203,1.06,1.45,18.5797,9.7068,3.11,3.09,2826,世華銀,22117588,22321001,-0.91,4483333,5271718,-62124
2827,16630,324526,717496,-54.77,16076305,0.2,0.52,9.2603,13.9969,2.41,2.06,2827,中聯,3883666,4669988,-16.84,677444,725027,-335432
2828,21754,-2852584,1066855,,16043332,-1.78,0.71,9.3908,7.2624,4.76,4.75,2828,萬通銀,7111588,7421301,-4.17,-3887609,1140952,6890
2829,70071,627885,1088668,-42.33,15703730,0.4,0.69,10.825,7.9185,2.56,2.55,2829,大安銀,7499473,7035537,6.59,677224,1224998,37132
2830,-387055,2068102,1835163,12.69,20020000,1.03,0.92,22.4582,7.905,4.44,4.43,2830,台北銀,17745026,17818787,-0.41,2930446,2715111,-408816
2831,30402,463704,878003,-47.19,15171392,0.31,0.58,11.1388,7.73,3.16,3.14,2831,中華銀,7030587,7383075,-4.77,585306,1171404,15079
2832,-71447,126259,152975,-17.46,2060605,0.61,0.98,17.3541,33.022,2.59,2.59,2832,台灣保,4191149,4124910,1.61,240563,305792,-44825
2833,-44586,459235,713705,-35.65,2940000,1.56,3.4,17.2658,6.8952,16.17,16.14,2833,台壽,15391707,15105419,1.9,496017,794013,-36439
2834,-569437,442606,2295237,-80.72,29486312,0.15,0.94,17.8603,5.6421,3.04,3.01,2834,臺企銀,26028980,27123289,-4.03,1009676,3197689,-602215
2835,19538,625563,74889,735.32,12346083,0.51,0.06,9.2216,8.0668,4.89,4.88,2835,匯通銀,5182007,4669609,10.97,580050,51082,60233
2836,22992,484112,268474,80.32,4486843,1.08,0.6,22.4922,5.2099,0.99,0.99,2836,高雄銀,6361688,5885614,8.09,591880,251481,17168
2837,-98043,419346,538428,-22.12,14009277,0.3,0.38,9.5791,7.371,4.41,4.41,2837,萬泰銀,6855375,6951489,-1.38,682140,762691,-162009
2838,6312,399156,661811,-39.69,14889264,0.27,0.47,11.3031,8.8518,4.88,4.83,2838,聯邦銀,7359440,7888180,-6.7,521215,765614,16605
2839,12492,1190239,1515631,-21.47,17576638,0.68,0.96,13.2164,8.754,2.26,2.26,2839,華信銀,8801728,8484986,3.73,1344253,1761486,65003
2840,-10128,1212889,1036986,16.96,16933000,0.72,0.66,13.1987,8.8662,5.91,5.9,2840,玉山銀,8982651,8098988,10.91,1349500,1227167,7278
2841,-143227,87330,-2912741,,3000000,0.29,-9.71,6.0896,2.8348,1.27,1.18,2841,台開,2253961,2342341,-3.77,145905,-2763566,-57215
2842,-24011,1490436,1259524,18.33,20445720,0.73,0.8,13.4732,10.3067,7.83,7.82,2842,富邦銀,10663510,8924150,19.49,1448387,1455180,-3804
2843,5256,413396,453277,-8.8,12115136,0.34,0.39,10.5781,8.1314,9.27,9.16,2843,亞太銀,5264038,5458014,-3.55,481760,521718,21081
2844,114646,1324364,1502257,-11.84,23874000,0.55,0.63,12.1838,10.1995,3.6,3.56,2844,台新銀,13034141,11974716,8.85,1169464,1738951,251689
2845,14418,699612,705019,-0.77,15248154,0.46,0.48,11.3836,9.4023,3.62,3.62,2845,遠東銀,6571383,6803025,-3.4,669374,733233,31950
2846,-274098,-2274600,-7709096,-70.49,15076132,-1.51,-5.11,0.3436,0.2923,1.1,0.97,2846,中興銀,4562501,7060460,-35.38,-3111708,-9877031,32568
2847,-20322,346150,480339,-27.94,16192549,0.21,0.35,11.133,8.9981,2.83,2.82,2847,大眾銀,7033160,6678192,5.32,564114,551873,-104906
2848,918,57796,99732,-42.05,1836935,0.31,0.54,10.4982,29.6117,9.1,9.02,2848,華南保,3938866,4243103,-7.17,65152,114708,3988
2849,12022,343629,508244,-32.39,14093384,0.24,0.38,11.2618,8.1605,4.8,4.76,2849,安泰銀,6570279,6815975,-3.6,392265,693247,-17988
2850,9344,130649,140508,-7.02,1800240,0.73,0.78,14.2153,25.3706,7.55,7.54,2850,新光產,7034799,6018293,16.89,165265,131164,22138
2851,-102744,136892,205805,-33.48,3000000,0.46,0.69,11.5338,23.2553,13.63,13.6,2851,中再保,5237682,4141685,26.46,209161,309224,-1480
2852,-889,40252,169531,-76.26,1700000,0.24,1.21,10.5217,24.7282,3.25,3.25,2852,第一保,4312238,4030267,7,70796,189320,2206
29,1207281,4438346,2094717,111.88,47759848,0.93,0.46,12.0466,49.8632,0.83,0.61,29,貿易百貨類,59316264,57417088,3.31,1838024,1319414,3250914
2901,3892,13126,10644,23.32,730433,0.18,0.15,10.7546,81.2818,3.27,3.16,2901,欣欣,421920,461353,-8.55,9279,11303,7646
2902,-25340,-201204,-229923,-12.49,2407029,-0.84,-0.96,5.0061,34.7816,0.22,0.04,2902,中信,219830,850225,-74.14,-105806,-164941,-96349
2903,487816,11116,600039,-98.15,10001438,0.01,0.65,15.6049,54.7298,0.92,0.8,2903,遠百,7991369,8532540,-6.34,259422,120525,-202436
2904,-8309,-196140,10505,,1230000,-1.59,0.09,8.9731,41.1983,0.61,0.25,2904,匯僑,537330,1010765,-46.84,-24792,10346,-180167
2905,426773,2276791,383386,493.86,4647922,4.9,0.8,15.6343,62.2623,0.85,0.42,2905,三商行,4364434,4091200,6.68,44232,-56096,2295246
2906,61963,239757,258643,-7.3,4196587,0.57,0.59,11.1429,56.3964,1.75,1.64,2906,高林,4825007,5576008,-13.47,235118,231035,46291
2908,182442,410914,262325,56.64,2756155,1.49,1.12,14.0635,58.0166,1.33,1.17,2908,特力,6488636,5001780,29.73,334833,118983,166081
2910,58983,219522,212465,3.32,2087250,1.05,1.02,12.5738,50.3524,1.43,1.11,2910,統領,1256048,1397944,-10.15,178566,206732,68556
2911,66156,61832,23841,159.35,1085345,0.57,0.23,15.4199,56.6797,1.55,0.32,2911,麗嬰房,980930,991323,-1.05,-22729,-46633,93239
2912,309188,882224,940272,-6.17,6936495,1.27,1.56,12.9954,44.7357,0.85,0.54,2912,統一超,30984006,27193378,13.94,1006799,908250,185366
2913,-356283,720408,-377480,,11681194,0.62,-0.32,8.3055,39.1211,0.16,0.09,2913,農林,1246754,2310572,-46.04,-76898,-20090,867441
98,511274,-863800,303574,,14348892,-0.6,0.21,10.1268,37.1006,0.94,0.35,98,綜合企業類,4099528,5866255,-30.12,-402372,-240326,-567320
9801,511274,-863800,303574,,14348892,-0.6,0.21,10.1268,37.1006,0.94,0.35,9801,力霸,4099528,5866255,-30.12,-402372,-240326,-567320
99,3438339,5019671,6716823,-25.27,97684029,0.51,0.74,13.1255,58.1753,1.11,0.7,99,其他類,57258774,59191545,-3.27,3902583,4338350,2063109
9902,-57137,-54976,-72304,-23.97,2476000,-0.22,-0.29,7.3733,46.6254,0.7,0.16,9902,台火,247477,317835,-22.14,-16451,-11673,-38595
9904,2172710,1937727,2320375,-16.49,13520921,1.43,1.89,17.349,68.3087,1.86,1.77,9904,寶成,5272535,5541671,-4.86,328578,186665,1647149
9905,149833,137086,229309,-40.22,3080000,0.45,0.74,14.6409,87.8141,4.51,3.7,9905,大華,770405,892799,-13.71,69458,121172,93216
9906,-179591,-181414,-240451,-24.55,2908385,-0.62,-0.83,5.2268,40.2748,0.53,0.13,9906,興達,750381,815718,-8.01,-35191,-62732,-158954
9907,-362539,8783,290984,-96.98,15347009,<<<<<,0.19,11.0186,46.9457,0.7,0.35,9907,統一實,6332819,6534441,-3.09,494965,738546,-413732
9908,94377,114601,131295,-12.71,5398000,0.21,0.25,11.7163,63.5791,1.63,1.09,9908,大台北,1382907,1451077,-4.7,2014,69918,129787
9910,126444,468872,355331,31.95,3487777,1.34,1.12,14.1726,70.0599,0.94,0.83,9910,豐泰,3884558,4038678,-3.82,259458,307709,273177
9911,-14787,-52034,-34173,52.27,3779792,-0.14,-0.09,8.6355,54.5302,0.79,0.55,9911,櫻花,743402,950704,-21.81,26799,-6396,-108716
9912,-19043,-39935,-77795,-48.67,1512000,-0.26,-0.51,9.7854,53.8607,0.88,0.7,9912,偉聯,704026,746919,-5.74,-34953,-64444,-6719
9914,126008,7693,182188,-95.78,2018664,0.04,1.02,14.4385,57.4402,1.1,0.69,9914,美利達,1579619,1941276,-18.63,-24493,77226,38261
9915,-5014,211111,191839,10.05,1433460,1.47,1.7,12.6708,80.4998,2.92,2.49,9915,億豐,2262222,2098043,7.83,306020,248390,2269
9917,184529,471588,517798,-8.92,4168113,1.13,1.31,15.1646,72.1958,0.48,0.44,9917,中保,2087988,2048602,1.92,495226,437965,98979
9918,52665,135265,177300,-23.71,1612212,0.84,1.1,12.9538,69.9844,3.85,3.8,9918,欣天然,744244,770550,-3.41,131535,171307,39340
9919,-30937,70214,78165,-10.17,1658500,0.42,0.48,13.0014,55.2173,1.28,0.81,9919,康那香,1181049,1163391,1.52,99180,121760,-6885
9921,409017,423812,505710,-16.19,2613967,1.62,2.22,16.4904,70.6519,1.55,1.14,9921,巨大,2555774,3093964,-17.39,1482,105089,439755
9922,12437,-197690,49131,,2873949,-0.69,0.17,4.7793,36.2611,1.38,0.77,9922,優美,1189992,1436420,-17.16,-53398,38781,-145962
9923,-71779,28240,-62496,,993432,0.28,-0.63,11.039,20.2358,1.02,0.49,9923,鼎營,2013982,1481946,35.9,6968,6557,36256
9924,40619,326280,115026,183.66,1622268,2.01,0.74,15.1208,72.8234,1.92,1.27,9924,福興,1458308,1129785,29.08,197777,108720,184438
