year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200602,8046.0,6003412.0,57.86,3.75,5513392.0,286943,17512772.0,5195232.0,2.54,,
200603,8046.0,6003187.0,62.55,5,8142493.0,769047,26859191.0,7970639.0,2.79,84.1922,
200604,8046,6014487.0,67.2,5.15,10571570.0,1238631,36448592.0,10240319.0,2.52,84.5893,
200701,8046,6015257.0,70.63,5.72,1682445.0,600740,9133591.0,1923149.0,3.29,85.991,
200702,8046,6171713.0,58.57,2.25,2974893.0,898151,16975077.0,3405282.0,1.38,,
200703,8046,6171634.0,60.03,4.84,5272491.0,1564926,27037084.0,5832542.0,2.21,,
200704,8046,6179284.0,62.94,5.22,7938076.0,2117558,38703916.0,8534544.0,4.6189,86.195,
200801,8046,6180134.0,64.64,6.61,1712487.0,-91102,9098911.0,1341750.0,5.84,88.3909,
200802,8046,6180924.0,53.19,2.32,3237279.0,378987,18791809.0,2983980.0,2.03,71.3414,
200803,8046,6181454.0,56.52,4.95,5275205.0,1401843,29417356.0,5473291.0,4.16,85.4666,
200804,8046,6181574.0,58.03,7.41,6591076.0,1635276,37298813.0,6647210.0,6.619700000000001,89.0203,
200901,8046,6181574.0,58.55,7.24,-531717.0,139156,4440972.0,-278063.0,6.58,88.8884,
200902,8046,6303985.0,52.58,3.03,56557.0,230652,11155399.0,376461.0,2.73,77.6503,
200903,8046,6303985.0,53.89,6.72,1081265.0,263036,19050955.0,1237921.0,5.96,88.5508,
200904,8046,6303985.0,56.12,6.091900000000001,1937148.0,491774,27076823.0,2104775.0,5.3047,87.6324,
201001,8046,6303995.0,57.26,5.65,705355.0,139237,8032836.0,686554.0,4.91,87.0537,
201002,8046,6303995.0,52.81,3.13,1551414.0,395595,17075957.0,1720375.0,2.74,77.293,
201003,8046,6242985.0,53.12,4.29,1839135.0,527248,26228528.0,2082390.0,3.38,83.8764,
201004,8046,6242985.0,52.57,4.3407,1717494.0,583380,35809432.0,2058892.0,3.4922000000000004,84.4596,
201101,8046,6242985.0,54.21,5.46,361054.0,404637.0,8413635.0,643352.0,4.39,87.0461,
201102,8046,6430275.0,53.6,4.51,1011274.0,690579,17792418.0,1432660.0,3.46,84.7159,
201103,8046,6572760.0,53.93,4.7,1848972.0,1613211,28596219.0,2923494.0,3.68,85.5303,
201104,8046,6461645.0,53.91,4.311,1885306.0,1884136,37868959.0,3165377.0,3.5118,84.5692,
201201,8046,6461655.0,54.52,5.49,-131627.0,183728,7216443.0,12860.0,4.52,86.927,
201202,8046,6461655.0,51.52,4,-821841.0,436054,14288467.0,-341856.0,3.25,83.3172,
201203,8046,6461655.0,50.32,5.11,-1553048.0,697522,21629761.0,-764647.0,3.99,86.7289,
201204,8046,6461655.0,47.86,4.5548,-3429394.0,970302,28803692.0,-2063882.0,3.8738,86.2583,
201301,8046,6461655.0,50.56,4.06977584337223,-723612.0,274895,6542451.0,-384460.0,3.3106907772593,79.0048128382591,
201302,8046,6461655.0,51.94,3.6693321470692,-1130552.0,475786,14312377.0,-587475.0,3.01098502725505,77.95912293312591,
201303,8046,6461655.0,52.2,4.05153696228412,-1215641.0,551721,23578259.0,-652545.0,3.29404588322508,79.45930293733579,
201304,8046,6461655.0,53.39,4.35634875308977,-1521679.0,769782,32351577.0,-836215.0,3.64403049605905,79.3653414110991,
201401,8046,6461655.0,53.58,4.60774555871534,-236782.0,267824,7844438.0,10039.0,3.89655513137946,80.3013876523676,
201402,8046,6461655.0,59.02,4.77991383642128,86938.0,1026930,17368778.0,845434.0,4.14278377034178,79.8297967097776,
201403,8046,6461655.0,58.43,5.09228930619713,172313.0,1491990,26619455.0,1328360.0,4.32379342083677,80.43304109678809,1664303.0
201404,8046,6461655.0,59.79,5.62830851473681,-72628.0,2070065.0,34967522.0,1614771.0,4.88015924102873,80.72690728341641,1997437.0
201501,8046,6461655.0,58.99,6.0771957375356696,260202.0,388832.0,8035658.0,563431.0,5.21981229187695,81.1760550516038,649034.0
201502,8046,6461655.0,55.93,5.04796071330351,187857.0,504322.0,15721760.0,531690.0,4.35867168350186,78.38089549208729,692179.0
201503,8046,6461655.0,56.47,6.09078154030284,-277565.0,1468762,22812936.0,964794.0,5.25688606330737,79.2222914140901,1191197.0
201504,8046,6461655.0,56.8,5.81349658699608,-656599.0,1734706,29902839.0,862481.0,4.9772108417841,78.5558167094663,1078107.0
201601,8046,6461655.0,56.22,5.64383422502678,-156497.0,-164837,7659702.0,-321651.0,4.84431677247012,79.7762801625112,-321334.0
201602,8046,6461655.0,54.04,4.59341556838133,-609195.0,57122,15065326.0,-552106.0,3.94805351809122,77.0202818404091,-552073.0
