year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200504,6005.0,13643105.0,14.45,1.19,922620.0,261493.0,4623519.0,563930.0,1.19,,
200601,6005.0,13643105.0,14.7011,1.21,367592.0,140128.0,1338021.0,354245.0,1.21,29.4553,
200602,6005.0,13643105.0,14.72,1.21,550799.0,219158,2882433.0,449621.0,1.21,,
200603,6005.0,14009670.0,14.53,1.23,772598.0,298417,4069691.0,693093.0,1.23,32.8514,
200604,6005,14009670.0,15.07,1.24,1566776.0,455054,5664258.0,1478891.0,1.24,31.604,
200701,6005,14009670.0,15.34,1.23,490689.0,121837,1647917.0,360496.0,1.23,31.3242,
200702,6005,14741150.0,15.7665,1.29,1595352.0,244978,3783403.0,1277300.0,1.29,,
200703,6005,14741150.0,15.69,1.24,2491759.0,427075,6165164.0,2332804.0,1.24,,
200704,6005,14741150.0,15.7988,1.32,2837751.0,552432,8177357.0,2506039.0,1.32,34.5461,
200801,6005,14741150.0,16.0207,1.33,480546.0,16158,1929257.0,426087.0,1.33,34.64929546797196,
200802,6005,14741150.0,15.78,1.37,488429.0,196263,3135986.0,446980.0,1.37,37.6353,
200803,6005,16267870.0,12.93,1.48,-1594020.0,97869,4218332.0,-1873496.0,1.48,44.4795,
200804,6005,16267870.0,10.55,1.3,-7265026.0,120720,4875617.0,-5841264.0,1.2963,42.5322,
200901,6005,16107860.0,10.88,1.44,507907.0,88229,1345416.0,488013.0,1.44,51.0577,
200902,6005,16107860.0,11.24,1.37,1291791.0,177912,3313894.0,1082072.0,1.37,48.7835,
200903,6005,16107860.0,11.71,1.33,2200414.0,246326,5279034.0,1878338.0,1.33,40.9928,
200904,6005,16107860.0,12.12,1.3776,3032501.0,314948,7249470.0,2545331.0,1.3757,39.7649,
201001,6005,18796582.0,12.31,1.73,480629.0,70716,1574110.0,424807.0,1.72,50.0539,
201002,6005,18796582.0,12.27,1.91,735016.0,133176,3154872.0,514922.0,1.91,54.2554,
201003,6005,20375495.0,11.56,1.64,1327945.0,214407,4629062.0,1053317.0,1.64,49.8887,
201004,6005,23057225.0,12.15,1.4181000000000001,2021186.0,237258,6424436.0,1645593.0,1.4175,45.0554,
201101,6005,23057225.0,12.5,1.48,475345.0,33094.0,1651808.0,393528.0,1.48,48.3291,
201102,6005,23340621.0,12.25,-,771049.0,91667,3441829.0,634927.0,-,43.7422,
201103,6005,23690730.0,12.08,1.54,730701.0,185898,5441654.0,573695.0,1.54,48.5091,
201104,6005,23690730.0,12.16,1.5172,1012365.0,270202,7448584.0,814398.0,1.516,50.0669,
201201,6005,23690730.0,12.34,1.54,398699.0,128215,1731371.0,443999.0,1.54,52.4328,
201202,6005,23690730.0,12.09,1.49,405496.0,219907,2962340.0,498101.0,1.49,51.0617,
201203,6005,23690730.0,12.23,1.54,682325.0,323275,4368145.0,858591.0,1.54,53.6058,
201204,6005,23690730.0,12.29,1.6016,790886.0,473808,5511780.0,1054257.0,1.6005,53.5383,
201301,6005,23690730.0,12.32,1.49357792580374,196578.0,157181,1365784.0,288474.0,1.47381364508485,42.4720050227071,
201302,6005,23690730.0,12.3,1.46634810719025,449342.0,274102,2844232.0,555386.0,1.44870028200352,41.8876811646303,
201303,6005,23690730.0,12.47,1.3794543648317,755412.0,461150,4352622.0,989492.0,1.32967134159232,36.8136898164456,
201304,6005,23690730.0,12.68,1.42081308273796,1138590.0,655287,5974094.0,1471784.0,1.39348492178318,38.5535719076669,
201401,6005,23690730.0,12.9,1.40580372942342,459301.0,104485,1657404.0,478796.0,1.39029768365687,37.4557995368848,
201402,6005,23690730.0,12.69,1.37600063482609,1000044.0,223261,3498981.0,1088199.0,1.3613966028517,36.3923873596928,
201403,6005,23690730.0,12.9,1.36525030304735,1436914.0,374831,5250419.0,1549840.0,1.31803209494252,35.4437072111459,1811745.0
201404,6005,23690730.0,13.13,1.3907346069486002,1806703.0,625998.0,6868876.0,2025305.0,1.3770383824710102,37.1598706405264,2432701.0
201501,6005,23690730.0,13.36,1.3648874301700902,419747.0,261981.0,1644903.0,567407.0,1.32620053667531,33.3197665779732,681728.0
201502,6005,23690730.0,12.9,1.31768860029174,771818.0,384301.0,3345976.0,925375.0,1.30418294851424,32.3987283346638,1156119.0
201503,6005,23690730.0,12.95,1.31831101781189,736733.0,517878,4660799.0,906996.0,1.30786395628916,32.4454563708234,1254611.0
201504,6005,23190730.0,13.33,1.32691812223765,1364740.0,669295,6564157.0,1549327.0,1.29439608907154,32.4619155273669,2034035.0
201601,6005,22690730.0,13.46,1.31245871752938,86818.0,199120,1398854.0,161807.0,1.30092387196145,31.2716196697966,285938.0
201602,6005,22690730.0,13.19,1.28541655905151,432204.0,379316,3090931.0,563191.0,1.27322742917839,29.611604147197898,811520.0
201603,6005,22690730.0,13.4,1.27354441355459,858843.0,539509,4888426.0,1026666.0,1.26120555214054,28.5777414139739,1398352.0
