year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200202,3020.0,715169.0,18.7447,1.48,41.7903,168840.0,-15822.0,3850148.0,103281.0,1.11
200203,3020.0,741985.0,19.8037,1.79,35.5275,244670.0,-24657.0,6077187.0,159849.0,1.46
200204,3020.0,953873.0,20.2678,1.7,35.2,314931.0,-42839.0,8203229.0,191974.0,1.4
200301,3020.0,953993.0,20.8813,1.61,34.6978,98200.0,-810.0,2593559.0,73133.0,1.33
200302,3020.0,1076444.0,17.8894,1.5,34.0008,187356.0,-6345.0,5053333.0,122526.0,1.21
200303,3020.0,1090905.0,18.7554,1.53,34.6516,288978.0,-44.0,8239204.0,210656.0,1.22
200304,3020.0,1092408.0,19.3988,2.07,35.501999999999995,415146.0,-24675.0,11670611.0,280899.0,1.72
200401,3020.0,1094101.0,19.9525,2.02,35.1207,136479.0,-34842.0,3028685.0,75551.0,1.55
200402,3020.0,1224161.0,17.5758,1.87,33.3162,254177.0,-74068.0,6387642.0,129138.0,1.36
200403,3020.0,1259963.0,17.45,1.68,34.3384,201118.0,-85438.0,10093587.0,82199.0,1.23
200404,3020.0,1259963.0,17.3,1.7,34.8855,214563.0,-136462.0,13639318.0,59873.0,1.23
200501,3020.0,1259963.0,17.73,1.64,33.2675,85200.0,-30580.0,3360723.0,31628.0,1.18
200502,3020.0,1317997.0,17.24,1.6,33.5254,128158.0,-72612.0,7383042.0,24167.0,1.19
200503,3020.0,1315247.0,17.44,1.49,30.1367,307018.0,-156323.0,12585583.0,100211.0,1.15
200504,3020.0,1315246.92,15.59,1.51,,248630.0,-419070.0,17470800.0,-145918.0,1.08
200601,3020.0,1315247.0,16.09,1.31,30.0922,87492.0,-67134.0,4302274.0,41758.0,0.93
200602,3020.0,1315247.0,12.34,1.18,,-434228.0,-174603,9771653.0,-420255.0,0.89
200603,3020.0,1315247.0,13.23,1.17,20.8029,-224886.0,-226902,17132962.0,-304520.0,0.91
200604,3020,1315247.0,12.24,1.18,21.1298,-250869.0,-351527,24483398.0,-436510.0,0.86
200701,3020,1315247.0,12.93,1.25,26.2017,117628.0,3124,5941532.0,89391.0,0.95
200702,3020,1315247.0,14.18,1.28,,292295.0,44604,12755062.0,251295.0,0.93
200703,3020,1315247.0,15.73,1.25,,539905.0,66182,22266570.0,452108.0,0.95
