stock,89年1-12月,稅後純益,89年1-12月,增減,期末股本,稅後純益,89年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-12月,增減,營業利益,89年1-12月,營業外
1716,-120477,383038,291696,31.31,2416535,1.59,1.21,19.0418,87.221,4.43,2.67,1716,永信,2509230,2447047,2.54,600223,562163,-83186
1717,-241362,660308,784837,-15.87,5541752,1.19,1.56,16.3151,55.7175,1.92,1.37,1717,長興,11909972,12094371,-1.52,788761,1330236,-63112
1718,-1174230,8252,-1073424,,9123038,<<<<<,-1.18,8.8259,37.2736,0.79,0.47,1718,中纖,8643154,6356854,35.97,416818,82173,-416734
1720,-44602,160935,131148,22.71,1143521,1.41,1.2,13.3873,59.7052,2.37,1.77,1720,生達,1157914,1096302,5.62,225778,175433,-62389
1721,214844,-22154,-6107,,959345,-0.23,-0.06,8.1385,61.6465,1.05,0.67,1721,三晃,789695,1213082,-34.9,7392,-227115,-33052
1722,-1605089,847712,-1155855,,9800000,0.86,-1.18,31.4827,62.3585,9.72,7.34,1722,台肥,7831162,8158120,-4.01,591447,315829,405395
1723,170952,510921,567658,-9.99,1755402,2.91,3.59,14.4507,56.9952,1.58,1.51,1723,中碳,2475842,2753480,-10.08,457643,521246,178278
1724,-128509,149196,20863,615.12,1649140,0.9,0.13,10.2298,60.3616,1.18,0.83,1724,台硝,1795706,1860322,-3.47,238013,166022,-116291
1725,-8641,48967,47956,2.11,536122,0.91,0.93,11.7769,24.4384,1.04,0.81,1725,元禎,4283502,2987451,43.38,65868,59933,-13202
1726,-147795,529888,402953,31.5,1562489,3.39,2.58,23.7748,79.937,3.32,2.24,1726,永記,4869619,4881716,-0.25,618859,739596,38744
1727,985,6767,34754,-80.53,470000,0.14,0.87,14.9,71.8536,2.15,1.38,1727,中華化,659729,605343,8.98,14403,39419,-9636
1729,65024,642145,402480,59.55,1284364,5,4.24,15.8989,82.4119,2.91,2.53,1729,必翔,1807189,1185313,52.47,755020,464076,75258
1730,-19475,34596,23896,44.78,407824,0.85,0.59,11.9819,81.8636,3.37,2.64,1730,花仙子,441292,507362,-13.02,28190,59599,14058
1731,-61587,52412,29090,80.17,705737,0.74,0.45,15.2331,47.6989,1.08,0.79,1731,美吾華,2801650,2558971,9.48,31037,111634,25330
1732,-1021,10612,33186,-68.02,416117,0.26,0.84,11.0334,84.3632,5.4,3.45,1732,毛寶,453333,499514,-9.25,9284,48327,5778
1733,-2236,136200,81612,66.89,399300,3.41,2.72,15.3582,85.8484,5.26,3.24,1733,五鼎,391866,315404,24.24,100167,84771,29757
18,-1231600,815295,905207,-9.93,24094524,0.34,0.38,15.858654024458,73.2936433144042,1.45536070831868,0.679641829376632,18,玻璃陶瓷類,17035128,21339890,-20.17,1633148,2870361,-364291
1802,117461,2177413,2240225,-2.8,12000000,1.81,2.02,20.4061,87.5054,3.6,1.71,1802,台玻,10559515,13061459,-19.16,1984211,2842764,519202
1806,-868329,-675234,-769545,,3446754,-1.96,-2.23,8.2333,58.2366,0.79,0.28,1806,信益,1295338,1722935,-24.82,-142842,68653,-507857
1807,-122276,-510236,-370231,,2518206,-2.03,-1.47,7.7407,54.2244,0.57,0.15,1807,羅馬,864804,1327295,-34.84,-278374,-247955,-183059
1808,-62667,-118346,-292015,,300000,-3.94,-3.07,5.8645,14.2939,0.14,0.11,1808,國賓瓷,128255,166477,-22.96,-68543,-229348,-45611
1809,23713,43853,136765,-67.94,1640079,0.27,0.83,12.6379,59.0167,1.42,0.83,1809,中釉,1618191,1722091,-6.03,87651,135425,-29667
1810,-319502,-102155,-39992,,4189485,-0.24,-0.1,15.9629,61.1342,1.11,0.54,1810,和成,2569025,3339633,-23.07,51045,300822,-117299
19,-571124,-566643,3125678,,43356256,-0.13,0.74,11.6401522308568,54.8360691131238,1.65367825937599,0.778796485324323,19,造紙類,51081569,56406996,-9.44,832249,4066130,-1234461
1902,-395408,-682273,141016,,5600000,-1.22,0.25,10.0575,45.4078,1.03,0.25,1902,臺紙,4486866,4492536,-0.13,58175,536424,-740448
1903,687405,-447868,411963,,2600391,-1.72,1.71,14.538,43.1238,1,0.53,1903,士紙,1890447,1974608,-4.26,-304885,-257860,-133341
1904,-151049,408208,955993,-57.3,9900000,0.41,1.01,12.651,52.6842,2.21,0.76,1904,正隆,14536772,16663318,-12.76,593887,1198880,-135519
1905,7566,-286864,863196,,5631847,-0.51,1.64,11.5628,74.8384,6.59,4.13,1905,華紙,4922839,5702810,-13.68,-394154,955944,125087
1906,-127919,-12861,-102711,,1918000,-0.07,-0.54,5.3356,55.7243,1.07,0.9,1906,寶隆,1805002,1655456,9.03,34108,25220,-46697
1907,-349966,408155,592635,-31.13,12590433,0.32,0.49,12.1699,55.9384,1.45,0.8,1907,永豐餘,18613167,19870878,-6.33,781090,1033758,-280935
1909,-241753,46860,263586,-82.22,5115585,0.09,0.52,11.0885,61.9208,2.17,1.7,1909,榮成,4826476,6047390,-20.19,64028,573764,-22608
20,-6716027,1323072,16545050,-92,172576654,0.08,0.97,12.4760101676325,54.5295081330773,1.06538143642246,0.468082418394542,20,鋼鐵類,219782309,252052972,-12.8,8977552,26978903,-6465077
2002,384204,7459750,18581535,-59.85,91089364,0.82,2.11,13.9038,63.6626,1.81,0.72,2002,中鋼,85101266,100634849,-15.44,7393530,21221343,1013269
2006,-634491,-374436,521964,,6501285,-0.58,0.71,14.7923,40.7212,0.8,0.46,2006,東鋼,12872752,15005611,-14.21,401119,1134829,-740984
2007,-746788,-1687668,939,,4464106,-3.78,<<<<<,10.7319,25.9301,0.31,0.1,2007,燁興,8536327,14392995,-40.69,-215032,772683,-1483357
2008,-512648,-631635,-689793,,4238266,-1.49,-1.63,7.9746,28.3589,0.49,0.17,2008,高興昌,6586776,8947101,-26.38,-222650,-182657,-409098
2009,-113873,-245232,128642,,3578330,-0.69,0.36,9.5437,68.5943,1.61,1.05,2009,第一銅,2487315,2851623,-12.78,53249,298300,-364550
2010,11743,247194,349967,-29.37,4781908,0.52,0.73,14.9379,58.8159,1.94,1.24,2010,春源,10442281,11600715,-9.99,252415,421944,42516
2012,-438517,-83766,-489263,,2877740,-0.29,-1.7,8.8962,45.6077,1.2,0.64,2012,春雨,3082590,3826459,-19.44,147465,-50958,-276245
2013,1125,186256,167368,11.29,1472122,1.27,1.19,18.1801,42.6603,1.12,0.73,2013,中鋼構,5871930,4434442,32.42,217648,221450,-1309
2014,-1224983,-2496142,-1829374,,11443361,-2.18,-1.6,7.378,30.3104,0.36,0.12,2014,燁隆,17486611,20322409,-13.95,-1099030,-604391,-1318472
2015,-148865,179988,332515,-45.87,5245658,0.34,0.59,11.9976,63.5382,1.09,0.43,2015,豐興,10342174,9846133,5.04,329815,626765,-80006
2017,-594290,-150713,-323537,,4507940,-0.33,-0.72,8.4957,60.8044,1.02,0.43,2017,嘉益,3332329,3936960,-15.36,-14685,321523,-136028
2020,89336,50913,124033,-58.95,1170118,0.44,1.06,12.1306,57.755,1.45,0.86,2020,美亞,2353796,2447652,-3.83,46764,24786,10730
2022,-441652,-752266,-508686,,4247693,-1.77,-1.2,6.7888,57.4565,0.3,0.16,2022,聚亨,1302357,1641015,-20.64,-54264,-63447,-683240
2023,-484658,451405,738879,-38.91,8090660,0.56,0.88,13.3048,54.8015,0.98,0.54,2023,燁輝,17838655,19683761,-9.37,1224423,1385258,-663124
2024,-192581,-308679,-258076,,1496272,-2.06,-1.67,8.1657,41.5641,0.36,0.2,2024,志聯,1236620,1694467,-27.02,-159597,-65495,-149082
2025,-554032,-609810,-538903,,3228341,-1.89,-1.67,6.2715,44.1407,0.31,0.06,2025,千興,3043491,2779263,9.51,-242708,5562,-367100
2027,-430362,20173,-67205,,2480410,0.08,-0.27,13.1829,59.7903,1.14,0.71,2027,大成鋼,2657214,3431841,-22.57,273480,466014,-273032
2028,-441947,-382913,-533428,,4026892,-0.95,-1.32,8.8563,39.2042,0.91,0.05,2028,威致,3679242,4223397,-12.88,19188,-118699,-402101
2029,65981,337795,498442,-32.23,3180000,1.06,1.57,18.1558,71.405,1.4,0.56,2029,盛餘,11278689,8819648,27.88,371111,443054,-10619
2030,-55464,26876,89587,-70,803592,0.33,1.23,13.4847,41.9251,1.3,0.41,2030,彰源,2301155,2538265,-9.34,93136,159989,-60823
2031,-176434,9463,48629,-80.54,1188000,0.08,0.44,11.522,46.0918,1.47,0.91,2031,新光鋼,2706216,3385111,-20.06,94434,250671,-81388
2032,18473,41310,93491,-55.81,756164,0.55,1.27,14.1066,60.6393,1.94,1.4,2032,新鋼,1580856,1744395,-9.38,29194,89885,19081
2033,-58585,42420,-11396,,651871,0.65,-0.17,11.4545,51.9386,1.02,0.65,2033,佳大,874533,907729,-3.66,56276,58889,-13260
2034,-36719,-7211,118720,,1056561,-0.07,1.09,12.4955,47.4935,1.27,0.55,2034,允強,2787134,2957131,-5.75,-17729,161605,-36855
21,-869996,2419604,-443292,,35268220,0.69,-0.13,13.4807719244124,59.95450601887,1.01848861960758,0.627054440039048,21,橡膠類,29929635,30589036,-2.16,1849646,682468,882926
2101,-1391125,-440705,-1412799,,2608200,-1.69,-5.42,5.8458,15.3454,0.22,0.09,2101,南港,3672334,3927049,-6.49,116526,11257,-554916
2102,-535012,334354,-525840,,2691583,1.24,-1.95,11.5867,45.4415,1.03,0.79,2102,泰豐,3020815,2667220,13.26,280771,7429,46223
2103,-174804,134812,-238155,,6095114,0.22,-0.39,11.8852,69.1112,1.35,0.62,2103,臺橡,5488180,5805736,-5.47,235345,-26583,-100214
2104,168628,190487,111966,70.13,4000234,0.48,0.29,17.6742,66.5391,0.83,0.58,2104,中橡,2145480,2076347,3.33,190318,-80074,-103459
2105,966901,1692257,1346545,25.67,8360125,2.02,1.72,16.6767,76.1295,1.37,0.89,2105,正新,7671859,7544170,1.69,681089,587160,1358485
2106,178452,226210,145856,55.09,3203884,0.71,0.48,14.2666,62.83,1.56,1.09,2106,建大,2549188,2677657,-4.8,778,-44535,236227
2107,-245262,-117998,-159722,,3970884,-0.3,-0.4,10.9207,54.4833,1.8,0.83,2107,厚生,1369984,1686911,-18.79,42860,75734,-161973
2108,-15388,316164,139216,127.1,1960852,1.61,0.73,13.1241,79.6982,2.51,1.82,2108,南帝,2348611,2236805,5,355083,177792,21187
2109,177614,84023,149641,-43.85,2377344,0.35,0.65,13.3089,68.517,2.11,1.56,2109,華豐,1663184,1967141,-15.45,-53124,-25712,141366
22,2833733,6801173,8481959,-19.82,43031572,1.58,2.1,20.6533960692861,64.478492772778,1.67922470812322,1.17690071905838,22,汽車類,147245648,187097449,-21.3,4626559,7495562,3674966
2201,1653318,3029698,3369217,-10.08,17263000,1.76,2.15,20.9979,70.393,1.99,1.08,2201,裕隆,37561133,46355568,-18.97,1407239,2573570,2633021
2204,692408,3123108,3422755,-8.75,12253080,2.55,3.03,24.3973,61.2431,1.77,1.37,2204,中華,43014655,52567135,-18.17,2407980,3352347,965128
2206,-95511,-351087,447551,,8053700,-0.44,0.57,14.2124,55.3849,1.05,0.53,2206,三陽,18286454,30230380,-39.51,102399,630540,-380154
2207,583518,999454,1242436,-19.56,5461792,1.83,2.27,20.663,66.9273,1.67,1.29,2207,和泰,48383406,57944366,-16.5,708941,939105,456971
23,64553466,99513503,380553494,-73.85032470625535,1345959912,0.7393497987033658,3.340356952344878,18.114745493252105,64.92894304759996,1.6645911379751188,1.23539868902111,23,電子類,2322984696,2560376308,-9.271746940411072,129945265,345592658,-16183048
2301,-368039,953122,548080,73.9,6499880,1.47,0.9,14.4908,56.4374,1.31,1.02,2301,光寶,15334837,15711447,-2.4,1507993,982510,-344466
2302,-45186,-69403,6869,,2770000,-0.25,0.02,18.0817,84.6481,2.28,0.96,2302,麗正,1219741,1310745,-6.94,-30601,63455,-23802
2303,6984943,-3157302,50780378,,133356954,-0.24,4.43,17.5068,73.5592,2.87,2.51,2303,聯電,64493407,105084720,-38.63,-5590174,43573127,-762573
2304,-1643454,-2902965,-2254689,,3737824,-7.77,-3.34,1.2773,4.0322,0.65,0.41,2304,誠洲,4942551,10496580,-52.91,-688144,-806433,-1592150
2305,376166,-1479675,228858,,4539974,-3.26,0.5,6.0641,48.2463,1.04,0.79,2305,全友,3113153,3026536,2.86,-115950,-147308,-1360560
2308,5922495,3584564,5213470,-31.24,11894600,3.01,5.46,23.173,59.6337,0.96,0.86,2308,台達電,25807598,27542848,-6.3,167866,83854,3906036
2310,467126,1306791,1051081,24.33,4681309,2.79,2.62,16.9674,54.6896,1.24,0.92,2310,旭麗,14107227,15910902,-11.34,1253400,745805,359621
2311,1397817,-2142219,5837149,,32548000,-0.66,2.12,12.8875,58.538,1.14,0.86,2311,日月光,20508233,25524296,-19.65,1721473,5261046,-4249029
2312,1099839,1478463,990243,49.3,9469393,1.56,1.21,13.8428,70.2909,1.35,1.04,2312,金寶,10364828,11988755,-13.55,237914,211918,1444136
2313,646746,1028226,3209504,-67.96,8250786,1.25,4.71,20.7005,63.102,1.95,1.52,2313,華通,15869136,20762048,-23.57,399944,2970038,750869
2314,648753,673727,850856,-20.82,3830934,1.76,2.72,12.1444,64.638,2.01,1,2314,台揚,4674664,4906711,-4.73,213610,334110,572155
2315,1073381,1010821,1803419,-43.95,9945133,1.02,2.02,15.6035,63.6059,2.21,1.72,2315,神達,28447707,47311663,-39.87,222073,1051226,828748
2316,331636,-425484,1270177,,4279599,-0.99,3.01,14.4331,59.6656,1.49,1.12,2316,楠梓電,5762684,8156531,-29.35,466335,1063206,-840981
2317,6217028,13080399,10330859,26.61,17687800,7.4,7.11,31.4465,56.1569,1.39,0.93,2317,鴻海,144133787,92061628,56.56,6735128,5636893,8354561
2318,-222397,-459296,-283682,,2939084,-1.56,-0.97,11.1287,64.0043,1.49,0.9,2318,佳錄,1104626,2159871,-48.86,-408047,-154217,-76593
2319,-1039541,-1605213,145325,,16374308,-0.98,0.1,9.4307,43.463,1.13,0.91,2319,大眾,41703627,50725401,-17.79,2028679,1612673,-3912247
2321,304109,60857,333409,-81.75,2769788,0.22,1.36,14.0176,55.3378,1.2,0.78,2321,東訊,9003706,9549523,-5.72,82507,23897,-36999
2322,402054,100239,93189,7.57,4886683,0.21,0.19,10.8269,36.0879,1.08,0.48,2322,致福,10117072,9494880,6.55,-380091,-333047,557857
2323,2771115,3327175,4260983,-21.92,21732464,1.53,2.46,18.5274,61.244,1.38,1.06,2323,中環,18614406,14262544,30.51,3677961,1005680,-341448
2324,1556187,5402762,5983195,-9.7,21018148,2.57,3.84,19.0701,67.2385,1.71,1.41,2324,仁寶,77194504,74494608,3.62,4016215,4764000,1611424
2325,247501,-1183211,3221380,,18851737,-0.63,1.98,14.2377,61.8921,2.01,1.7,2325,矽品,16530394,18845766,-12.29,23454,2950040,-1496528
2326,28580,-1988923,-419370,,3507681,-5.67,-0.77,3.7103,30.1894,2.21,1.57,2326,亞瑟,2364047,4799087,-50.74,-188360,-447128,-1800510
2327,3099409,3383451,4560743,-25.81,20507928,1.65,3.31,19.5534,67.4193,1.62,0.98,2327,國巨,5666602,7124392,-20.46,1369370,1924655,1842459
2328,33497,140918,155638,-9.46,3441000,0.41,0.45,14.6065,86.7976,3.85,3.66,2328,廣宇,4135885,7203370,-42.58,221309,116008,-70349
2329,-879231,-3190037,103833,,12413826,-2.57,0.1,10.3462,43.809,0.59,0.41,2329,華泰,10681750,14236224,-24.97,-2531369,163392,-658065
2330,3296489,14483174,65106194,-77.75,181325531,0.8,5.01,15.2869,82.5622,2.52,2,2330,台積電,125888003,166228420,-24.27,17342286,60541105,-6683571
2331,-123925,2406055,1220113,97.2,2804266,8.58,7.97,32.2718,41.1512,1.3,1.01,2331,精英,31356962,16895901,85.59,2590119,1759130,428045
2332,335625,955008,831170,14.9,4459439,2.14,2.19,20.8067,57.2898,2.92,2.41,2332,友訊,14806636,11975009,23.65,915314,469945,139860
2333,223105,237099,519072,-54.32,6598761,0.36,0.87,11.9471,61.3318,1.99,1.09,2333,碧悠,5328968,6599568,-19.25,342976,856257,368773
2335,-105611,-244384,36524,,843779,-2.9,0.43,7.104,33.2697,0.4,0.24,2335,清三,1209066,1857246,-34.9,-100078,142140,-88042
2336,31820,167179,637173,-73.76,4079868,0.41,2.01,13.4851,53.4147,2.01,1.86,2336,致伸,10747969,11044686,-2.69,195185,606558,-92844
2337,-1572615,-866480,10612824,,33593426,-0.26,4.29,12.8417,61.1537,3.03,1.87,2337,旺宏,21360721,32237982,-33.74,4256486,12485439,-4205966
2338,67666,570474,516380,10.48,3747846,1.52,1.56,13.6965,68.986,3.46,3.13,2338,光罩,2659125,2067376,28.62,566856,434191,26642
2340,-33243,68445,653511,-89.53,4282761,0.16,1.93,14.0323,60.1333,1.93,1.13,2340,光磊,3126650,4242136,-26.3,-40309,694335,14331
2341,78302,-319582,530362,,3276851,-0.98,1.8,15.5243,43.2082,1.82,0.78,2341,英群,9016975,10809314,-16.58,-413640,589774,5748
2342,3133972,-19758230,2108926,,32390394,-6.1,0.72,7.8435,44.5165,0.83,0.37,2342,茂矽,9436512,26893342,-64.91,-11126345,-1426806,-7485391
2343,545750,1176769,1059053,11.12,6641215,1.77,2.11,20.7114,71.7806,2.59,1.93,2343,精業,9628594,9046944,6.43,443299,665247,774715
2344,-532184,-10657983,10096291,,44252490,-2.41,2.79,15.1325,73.9228,2.46,1.69,2344,華邦電,23886750,48020051,-50.26,-11798456,10353312,3144756
2345,96149,1396497,720843,93.73,4104346,3.4,2.39,25.7405,66.169,2.98,2.37,2345,智邦,17867933,13118595,36.2,1947880,651965,-354419
2346,2498732,2350332,3022034,-22.23,7488181,3.14,5.26,18.751,44.8719,1.24,0.87,2346,源興,27564818,25506819,8.07,97862,511852,2257421
2347,160412,1423709,1503472,-5.31,5820000,2.45,3.27,25.8746,68.2325,2.04,1.54,2347,聯強,47029273,46775989,0.54,1415240,1817253,396662
2348,121947,-1765607,-390945,,4295114,-4.11,-0.91,2.7512,20.4177,0.32,0.14,2348,力捷,5197028,7712911,-32.62,127243,-514392,-1826272
2349,3557369,2834566,8518728,-66.73,16618423,1.71,6.81,38.1995,61.4925,1.93,1.56,2349,錸德,23285134,22617377,2.95,2255577,4758335,571918
2350,-169585,-163126,1338687,,6885000,-0.24,2.35,12.4497,49.0141,1.43,1.1,2350,環電,28866551,39109566,-26.19,1157708,1835230,-1566242
2351,-106979,-79749,59185,,1664307,-0.48,0.36,12.5546,54.6159,1.27,0.54,2351,順德,1741916,2207954,-21.11,41440,157801,-123082
2352,2712415,3031363,4623924,-34.44,13810879,2.19,4.27,20.376,51.1718,1.42,1.12,2352,明電,58819887,48627464,20.96,3305867,1630539,-92703
2353,300154,436950,968734,-54.89,2565780,1.7,4.65,21.628,50.2303,1.8,1.36,2353,宏碁,18495271,20463832,-9.62,324819,810710,177465
2354,313717,218769,500019,-56.25,1468325,1.49,3.43,14.1455,36.7628,1.39,1.32,2354,華升,19513828,28540573,-31.63,152366,207160,105406
2355,-15274,658579,455298,44.65,2323722,2.83,2.27,24.5652,75.1699,2.32,2.14,2355,敬鵬,5065210,6213886,-18.49,800631,530549,97558
2356,1894109,3777220,3836814,-1.55,16607000,2.27,2.79,14.4704,68.837,2.49,2.24,2356,英業達,62298112,93857159,-33.62,1218036,2552635,3344993
2357,2422958,16189481,15645549,3.48,19768800,8.19,9.98,33.1858,85.6853,5.2,4.5,2357,華碩,77945167,70731487,10.2,13968589,13700967,2325097
2358,-431201,-944934,-1013590,,2299200,-4.11,-4.41,1.0599,13.3041,0.43,0.23,2358,美格,2730966,7598104,-64.06,-445215,-590498,-499831
2359,631845,-812232,648436,,3761708,-2.16,2.16,13.1245,48.79,0.87,0.61,2359,所羅門,4533529,6001394,-24.46,51080,60684,-843229
2360,93407,354710,403802,-12.16,2343000,1.51,2.01,16.0458,70.3963,2.48,1.77,2360,致茂,2774569,2537667,9.34,281183,322940,86217
2361,-47238,73037,-287014,,2905106,0.25,-0.99,8.8232,57.1502,1.75,1.52,2361,鴻友,3023723,3920000,-22.86,61594,-239673,28259
2362,-310167,454608,-527826,,4336970,1.05,-1.22,12.917,75.1362,1.34,0.57,2362,藍天,8810338,11573744,-23.88,538395,-328659,-88987
2363,1062175,-607972,-225932,,10714164,-0.57,-0.23,16.9804,50.3117,1.31,0.7,2363,矽統,9979175,7832320,27.41,-466980,-1944152,-611373
2364,-754755,-885529,-1374183,,5284509,-1.68,-2.6,7.369,56.1082,2.21,1.14,2364,倫飛,4433378,8392915,-47.18,-659295,-707371,-275893
2365,97899,376651,353751,6.47,1787024,2.11,2.39,19.5488,69.6878,1.98,1.37,2365,昆盈,5288922,5065909,4.4,375133,336280,84061
2366,27930,400846,236137,69.75,2915340,1.38,0.95,17.7489,53.0228,1.29,0.8,2366,亞旭,11498684,9532517,20.63,463039,76672,-188423
2367,-604582,-132553,39428,,3621412,-0.37,0.11,16.1157,64.8442,0.83,0.63,2367,燿華,4696492,6565794,-28.47,228899,691877,-419823
2368,13115,-208377,706076,,3908700,-0.53,2.17,18.6152,62.149,1.12,0.81,2368,金像,6006677,8202439,-26.77,-235192,689441,-58015
2369,4036,125396,338480,-62.95,2536000,0.49,1.47,16.1494,79.2738,2.09,1.76,2369,菱生,2343283,3292288,-28.83,-228053,331709,363256
2370,82065,-154911,589802,,2168600,-0.71,3.2,14.1048,80.0699,3.17,1.88,2370,匯僑工,1824973,3078036,-40.71,-156312,576245,-29517
2371,4010355,-8649599,3527349,,42100000,-2.05,0.88,9.953,43.8885,0.91,0.59,2371,大同,71444470,84529446,-15.48,-2546778,-447380,-6148253
2373,107207,-3222538,339341,,6853948,-4.7,0.54,5.9089,35.2225,1.2,0.86,2373,震旦行,13690032,20466150,-33.11,-652412,293134,-3040126
2374,166402,336619,235027,43.23,1985770,1.7,1.25,13.2457,65.2503,1.21,0.95,2374,佳能,2393087,2575567,-7.09,30059,90409,320832
2375,84584,180732,50364,258.85,1900910,0.95,0.26,15.0657,63.7067,2.5,2.11,2375,智寶,1609834,1875168,-14.15,21239,-39245,167627
2376,252552,3439108,2713865,26.72,4591215,7.49,7.58,34.1639,64.9361,3.86,3.03,2376,技嘉,27974054,25588771,9.32,3257001,2665315,400416
2377,282374,3835628,2164781,77.18,3861000,9.93,7.42,33.5031,53.8014,1.49,0.9,2377,微星,39153359,24074394,62.63,3605010,1968597,339801
2378,-324750,88317,-253538,,1487850,0.59,-1.79,13.5372,69.1965,1.81,1.14,2378,鴻運電,1594776,2326496,-31.45,-5846,69657,49274
2379,152217,2351412,1690243,39.12,3503411,6.71,7.59,21.4274,74.5224,4.44,3.78,2379,瑞昱,7275373,5361182,35.7,2449965,1697586,141232
2380,23867,617663,859200,-28.11,1836319,3.36,6.81,19.1077,88.9792,5,3.89,2380,虹光,6026371,9432449,-36.11,607709,872346,48856
2381,438607,730704,3167122,-76.93,11200000,0.65,3.3,14.7446,66.6465,2.34,1.54,2381,華宇,31514777,50373599,-37.44,872276,2944925,29928
2382,1786144,11932711,8551257,39.54,20825000,5.73,5.21,19.4208,57.8674,1.82,1.48,2382,廣達,112313351,82764036,35.7,9196653,6819037,2568387
2383,-34583,-76098,205829,,1670382,-0.46,1.42,11.6569,74.8789,2.1,1.27,2383,台光電,1519917,2054110,-26.01,84963,299736,-167915
2384,-101028,-142588,709138,,3519575,-0.41,2.7,19.0688,63.7125,1.76,0.8,2384,勝華,4963020,6481905,-23.43,30659,907166,-173247
2385,-13455,696029,32986,+++++,2222200,3.13,0.15,11.6115,65.7707,1.87,0.9,2385,群光,4709123,4645821,1.36,275046,432012,414955
2386,62643,1802539,1028900,75.19,2343065,7.69,5.9,30.7862,66.1156,2.14,1.6,2386,國碁,19155962,11843871,61.74,1543660,956393,285816
2387,15363,130684,99045,31.94,985600,1.33,1.11,13.0135,71.83,2,1.5,2387,精元,1556788,1853502,-16.01,81430,127701,79023
2388,-2560095,5324545,6542656,-18.62,9468000,5.62,11.34,27.7721,68.7334,2.81,2.17,2388,威盛,33848032,30866264,9.66,7574435,9134744,-2057857
2389,290433,118113,400190,-70.49,2267525,0.52,2.29,17.9206,71.61,1.04,0.87,2389,世昕,1861745,1371991,35.7,157123,139601,-56523
2390,519375,240712,744946,-67.69,2635000,0.91,3.44,14.8438,59.8934,1.27,0.47,2390,云辰,2124423,2162191,-1.75,107642,285571,97070
2391,-72533,495608,432601,14.56,2304784,2.15,2.21,21.0164,87.633,4.56,3.9,2391,合勤,3728583,3778764,-1.33,563085,499212,7253
2392,68594,520201,379165,37.2,1527203,3.41,3.24,31.0588,57.8137,2.23,1.71,2392,正崴,6954001,4239765,64.02,656703,399947,28528
2393,75456,51365,256707,-79.99,1879369,0.27,1.52,18.3386,67.1425,2.12,1.47,2393,億光,2590737,2718538,-4.7,175992,189095,-146478
2394,485434,1048629,886356,18.31,3498544,3,3.11,18.8314,57.6662,4.17,3.46,2394,普立爾,11215603,9622160,16.56,792009,549659,485942
2395,-83460,1164887,941275,23.76,2334294,4.99,5.39,18.1404,67.8819,4.5,3.72,2395,研華,5443845,5426344,0.32,1357507,1229735,117380
2396,81942,992265,1063741,-6.72,3974113,2.5,3.6,27.7416,58.3484,1.06,0.88,2396,精碟,6685007,5803771,15.18,1118948,856967,-196642
2397,79764,348229,277553,25.46,1150000,3.03,2.83,24.8026,71.8732,3.24,2.36,2397,友通,5135044,4582004,12.07,261160,244495,161593
2398,-208751,938993,747378,25.64,2667958,3.52,4.52,36.3447,52.2732,2.44,2.01,2398,博達,8154511,7002468,16.45,1232605,962249,-323200
2399,-10117,-272640,-222296,,860000,-3.17,-2.58,11.8888,44.52,1.39,0.88,2399,映泰,3903414,4376065,-10.8,-152607,-231694,-157633
2401,311998,2132300,2177015,-2.05,5447424,3.91,5.88,22.2314,92.2879,9.95,8.92,2401,凌陽,6639352,6273662,5.83,1817854,1842115,251748
2402,140346,230607,339584,-32.09,1180000,1.95,3.85,18.2583,62.663,2.43,1.96,2402,毅嘉,993479,1045606,-4.99,133094,240238,158513
2403,-75649,70111,501124,-86.01,1270000,0.55,4.81,24.2913,51.6748,1.6,0.92,2403,友尚,10064270,11679496,-13.83,335878,736940,-225400
2404,27738,346409,376138,-7.9,1636755,2.12,2.59,13.9176,55.0934,1.61,0.99,2404,漢唐,4004786,4563357,-12.24,402494,467230,32715
2405,-67516,-196035,-30685,,1368500,-1.43,-0.22,14.3465,54.3098,1.85,1.55,2405,浩鑫,3952015,4298219,-8.05,-148685,10187,-81447
2406,-163898,-592963,-187715,,2520076,-2.35,-0.82,17.0053,71.9702,2.27,1.79,2406,國碩,1617163,1520313,6.37,-460474,-43417,-132489
2407,4683,645787,601941,7.28,3037190,2.13,2.74,18.8502,52.0743,1.52,1.1,2407,陞技,7793957,7775461,0.24,671937,668484,52621
2408,-601075,-9581203,1518928,,27500000,-3.48,0.68,12.0494,43.2228,1.11,0.42,2408,南科,11742304,14970979,-21.57,-10141210,1067721,-1422311
2409,813931,-6710230,2862715,,29705816,-2.26,1.2,14.7942,42.4809,1.56,1.05,2409,友達,37588625,25583219,46.93,-6282581,1122454,-461970
2410,-18455,-365117,14339,,1235000,-2.96,0.12,10.1237,69.7061,1.18,0.55,2410,普大,2122773,3633849,-41.58,-70970,99547,-332510
2411,354439,852855,1046692,-18.52,4696000,1.82,2.4,13.7654,85.466,3.34,3.07,2411,飛瑞,3882346,4259882,-8.86,673396,818600,284758
2412,294572,37265401,62779199,-40.64,96477249,3.86,6.51,39.2522,83.0939,0.63,0.52,2412,中華電,182154717,278389121,-34.57,48011601,82081479,-1111245
2413,82879,241784,290491,-16.77,1205865,2.01,3.1,24.0608,68.6966,3.74,2.54,2413,環科,1865793,2148943,-13.18,188533,312282,102942
