year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2806 中國商銀  ,30108000,19.65,1.13,7.81,2282682,278,12828897,2007927,1.13
200002,2806,30108000.0,19.1089,1.21,8.0309,4049360.0,37.0,26266174,3320433,1.21
200003,2806,33157000,17.5866,1.18,7.4037,5617782,-21163,38648093,4296968,1.17
200004,2806,33157000,17.7543,1.21,6.8337,6493078,-58337,53385631,4576050,1.2
200101,2806,33157000,18.3052,1.32,7.1191,2040640,-3873,15082112,1980871,1.32
200102,2806,33157000,17.9059,1.37,6.5654,3660231,90257,28851241,3445218,1.37
200103,2806,36512000,16.6982,1.4,6.5999,5247835,41104,41327566,4912106,1.39
200104,2806,36512000,16.5635,1.53,6.7134,5448356,19995,52150369,4375555,1.53
200201,2806,36512000,16.9899,1.74,6.8046,1007665,10696,9614594,1557302,1.73
200202,2806.0,36512000,16.4062,1.49,5.797999999999999,1487009.0,51514.0,19028536.0,1665100,1.49
200203,2806.0,37261000.0,16.4275,1.75,6.6983,2646780.0,196388.0,28018116.0,2778458,1.74
