stock,88年1-12月,稅後純益,88年1-12月,增減(%),期末股本,稅後純益,88年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,88年1-12月,增減(%),營業利益,88年1-12月,營業外
11,4594112,-2271547,7740518,,77592401,-0.29,1.06,14.7649,53.0647,1.15,0.83,11,水泥類,45062146,45941473,-1.91,-459093,3370290,-1755571
1101,1664619,1081640,2469797,-56.21,23722200,0.46,1.12,16.8219,42.8642,0.93,0.71,1101,台泥,17874384,17200764,3.92,-28126,692656,1294766
1102,2288526,175721,3414065,-94.85,20377428,0.09,1.83,16.7749,65.1517,1.01,0.76,1102,亞泥,10905103,12412596,-12.14,728953,1388135,-553232
1103,-405008,-434331,16490,,6996391,-0.62,0.02,14.3083,44.8426,2.37,2.01,1103,嘉泥,2850264,2745936,3.8,230294,419271,-728729
1104,107557,59922,291913,-79.47,4245904,0.14,0.69,13.3345,65.7477,1.2,0.68,1104,環泥,2917390,2961679,-1.5,-63833,164224,110704
1107,1025402,-2597500,1065735,,8409598,-3.09,1.37,9.0862,47.5721,0.8,0.32,1107,建台,5104253,3607967,41.47,-1186614,-31479,-1422979
1108,-144003,-437293,27752,,4047380,-1.08,0.07,10.7351,54.1801,0.79,0.53,1108,幸福,2760029,3361005,-17.88,-148280,214923,-341684
1109,102322,161162,286383,-43.73,4207140,0.38,0.68,12.7373,87.018,3.37,2.84,1109,信大,1377039,1662649,-17.18,66826,259293,139461
1110,-45303,-280868,168383,,5586360,-0.5,0.31,13.3524,81.4553,2.86,1.57,1110,東泥,1273684,1988877,-35.96,-58313,263267,-253878
12,-130853,1258127,846593,48.61,98387336,0.13,0.09,11.3397,50.9358,0.96,0.53,12,食品類,128198725,124717914,2.79,1922676,1281753,-434938
1201,-3042959,3399,-2751479,,5060629,<<<<<,-5.44,7.9229,29.6606,0.59,0.4,1201,味全,9728743,10344697,-5.95,450166,291480,-446767
1203,37358,-460225,-13578,+++++,2092537,-2.2,-0.06,11.2266,35.2241,0.78,0.32,1203,味王,3291971,2925657,12.52,-46645,-36799,-359580
1204,37177,-49630,8332,,600000,-0.83,0.14,9.1505,47.1738,0.96,0.49,1204,津津,900100,603822,49.07,-37574,-34390,-12957
1207,395608,-759196,158624,,12842278,-0.59,0.12,10.4485,36.7773,0.81,0.21,1207,嘉食化,9723348,9317307,4.36,-369297,-244116,-525449
1210,92313,491593,490824,0.16,4330994,1.14,1.18,11.9902,59.8881,1.44,0.87,1210,大成,12346676,11662287,5.87,420588,489019,111478
1212,-141277,-793244,-79462,898.27,2731664,-2.9,-0.29,4.6104,19.6891,0.6,0.33,1212,中日,5021963,4981203,0.82,-264923,61815,-528321
1213,16476,15673,16551,-5.3,389963,0.4,0.42,14.3688,77.9199,1.87,1.27,1213,大飲,646246,686128,-5.81,-9491,171,25809
1214,111936,-40592,12552,,700000,-0.58,0.18,4.7856,22.8283,0.39,0.22,1214,尚德,628586,276701,127.17,-28101,-101616,-12491
1215,-203032,101352,121189,-16.37,2266274,0.45,0.55,11.5601,57.4855,1.78,1.14,1215,卜蜂,12036242,11556294,4.15,362686,400972,-250980
1216,2900325,3385195,3526450,-4.01,31581671,1.07,1.21,12.999,57.9831,1.11,0.65,1216,統一,32159019,30022143,7.12,355890,463978,2893836
1217,85514,-242293,165633,,3639628,-0.67,0.48,9.6802,52.4652,1.03,0.55,1217,愛之味,2706929,2616206,3.47,86425,33501,-350427
1218,-197776,36495,152381,-76.05,3232980,0.11,0.47,10.006,49.8489,1.58,0.93,1218,泰山,4519212,5267316,-14.2,212402,384298,-133356
1219,-58716,28485,-23794,,2463300,0.12,-0.1,11.1182,66.9889,3.12,1.85,1219,福壽,4103018,4188289,-2.04,52823,23588,-29115
1220,35033,51778,238625,-78.3,1790779,0.29,1.41,12.29,72.0476,2.75,1.94,1220,台榮,1839932,2075906,-11.37,-11832,166106,44356
1221,-133374,191373,-25365,,1578020,1.21,-0.17,11.9658,62.8971,1.56,0.94,1221,久津,2029015,1754374,15.65,78394,108009,141979
