year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 1601 臺灣日光燈,3169584,8.7,1.21,37.47,-5632,1610857,720330,1613606,0.69
200002,1601,3169584.0,7.2854,1.21,44.1895,-79725.0,1234656.0,1389286,1154931,0.37
200003,1601,3169584,7.0504,1.18,43.7733,-126472,1207139,2035585,1080667,0.34
200004,1601,3169584,7.3384,1.02,40.8565,-166998,1075878,2720811,910269,0.35
200101,1601,3169584,7.3883,1.02,41.1809,-35520,57834,700671,18708,0.4
200102,1601,2756160,8.211,1.0,40.6557,-51756,-12577,1320436,-66114,0.34
200103,1601,2756160,7.8674,0.95,39.3348,-111024,-51580,1914650,-168103,0.3
200104,1601,2756160,7.4413,0.93,39.0563,-129146,-165821,2680121,-283235,0.36
200201,1601,2756160,7.2407,0.82,37.4213,-39609,-20512,636509,-58197,0.31
200202,1601.0,2756160,6.9168,0.79,36.292,-83474.0,-56079.0,1189922.0,-134158,0.27
200203,1601.0,2756160.0,7.0616,0.53,30.0163,-106499.0,10280.0,1738265.0,-96842,0.17
200204,1601.0,2756160,6.5224,0.52,27.9602,-116715.0,-129625.0,2343049.0,-246122,0.17
200301,1601.0,2756160,6.3225,0.51,27.2473,-14103.0,-40435.0,631905.0,-53928,0.18
200302,1601.0,2756160,6.0472,0.51,25.9486,-37056.0,-97942.0,1254444.0,-133011,0.17
200303,1601.0,2756160,7.3344,0.66,31.7487,-80164.0,315636.0,1821537.0,230450,0.22
200304,1601.0,1378080,13.4871,0.63,29.45,-91642.0,158135.0,2468207.0,61329,0.23
200401,1601.0,1378080,13.7195,0.65,29.7422,20809.0,21651.0,702405.0,37705,0.25
200402,1601.0,1378080,13.4927,0.66,29.4335,29931.0,-20834.0,1322138.0,5017,0.22
200403,1601.0,1378080,13.3229,0.66,28.6183,12719.0,-28988.0,1901093.0,-20349,0.2
200404,1601.0,1378080,13.16,0.64,28.1256,410.0,-84852.0,2564924.0,-89696,0.21
200501,1601.0,1378080,11.14,0.61,24.8213,-19492.0,-234603.0,656508.0,-259918,0.21
200502,1601.0,1378080,10.43,0.59,23.4538,-45383.0,-302047.0,1221409.0,-351930,0.19
200503,1601.0,1378080,9.5699,0.57,21.7415,-82937.0,-370373.0,1744200.0,-458810,0.19
200504,1601.0,1378080.0,8.68,0.57,,-119461.0,-473653.0,2365566.0,-602114,0.22
200601,1601.0,1378080,7.58,0.61,18.5977,-46234.0,-107506.0,588113.0,-165096,0.22
200602,1601.0,1378080,6.42,0.6,,-92661.0,-220742,1192161.0,-317913,0.23
200603,1601.0,1378080.0,5.65,0.58,14.3501,-149106.0,-269265,1785816.0,-422881.0,0.2
200604,1601,1378080.0,1.2,0.48,3.1872,-212447.0,-822399,2281057.0,-1039346.0,0.16
200701,1601,1378080.0,0.36,0.47,0.9496,-63332.0,-50426,428445.0,-114758.0,0.15
