year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 1311 福   聚   ,2482408,16.57,3.99,81.28,121269,15752,1740889,103321,2.18
200002,1311,2581704.0,14.4952,2.34,74.5641,97033.0,39420.0,3511731,103053,1.36
200003,1311,2581704,14.4827,2.27,78.1041,85696,53540,5268317,105236,1.22
200004,1311,2581704,14.4229,2.54,78.3003,109682,23021,6902033,95303,1.1
200101,1311,2581704,14.2853,2.41,76.5241,19672,-17396,1648158,1776,1.14
200102,1311,2594613,14.1332,2.35,75.2883,82339,-46039,3443205,32000,1.48
200103,1311,2594613,14.5154,2.31,73.9968,203060,-30683,5163394,153077,1.36
200104,1311,2566783,14.8171,3.09,78.9513,333221,-23547,6760008,270374,1.6
200201,1311,2521412,15.4169,2.93,77.8606,121993,5611,1884972,93004,1.95
200202,1311.0,2571841,14.9549,2.68,75.7194,323397.0,-68301.0,3746130.0,188639,1.83
200203,1311.0,2571841.0,15.2975,2.75,75.4286,481390.0,-116095.0,5641535.0,272038,1.94
200204,1311.0,2571841,15.7123,2.75,73.8593,675820.0,-169063.0,7849411.0,378700,2.09
200301,1311.0,2571841,16.307000000000002,2.9,74.0988,227503.0,-15744.0,2446381.0,154584,1.97
200302,1311.0,2648996,15.1361,2.58,71.6007,386001.0,-32880.0,4723159.0,266397,1.87
200303,1311.0,2648996,15.7736,3.25,76.1282,625888.0,-49993.0,7058830.0,434451,2.03
200304,1311.0,2648996,16.6843,3.29,75.7699,930258.0,-33182.0,9782266.0,675231,2.33
200401,1311.0,2648996,17.6932,3.12,74.6412,360420.0,-3175.0,2772042.0,267745,2.01
200402,1311.0,2781446,15.925999999999998,2.54,71.191,639349.0,10445.0,5634182.0,487694,1.66
200403,1311.0,2781446,17.0429,3.1,76.0357,1039364.0,24407.0,8736373.0,798571,2.0
200404,1311.0,2781446,18.05,2.89,73.6279,1352529.0,75721.0,12139345.0,1079827,1.6
200501,1311.0,2781446,18.42,2.82,73.1252,122274.0,10378.0,3481121.0,102291,1.76
200502,1311.0,2920518,15.86,2.31,69.8719,237010.0,45690.0,6882460.0,215907,1.29
200503,1311.0,2920518,15.64,3.16,76.857,397991.0,74219.0,10380149.0,368847,1.88
200504,1311.0,2920518.03,16.33,3.34,,517037.0,217769.0,13925442.0,569463,2.45
200601,1311.0,2920518,16.72,3.4,77.4592,121857.0,14661.0,3417192.0,95771,1.08
200602,1311.0,2920518,15.47,2.48,,292939.0,46879,7084375.0,249037,0.71
200603,1311.0,2920518.0,20.02,3.22,73.5939,499270.0,1459187,10745374.0,1560772.0,0.77
200604,1311,2920518.0,20.85,3.88,77.7081,734716.0,1485513,15242661.0,1758809.0,1.11
200701,1311,2920518.0,21.55,4.04,76.124,170548.0,32743,4091906.0,151696.0,1.47
200702,1311,3154159.0,21.27,3.72,,465531.0,64758,8414536.0,326370.0,1.18
200703,1311,3154159.0,22.55,3.78,,868662.0,65421,12828312.0,631504.0,0.93
