year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2826 世華銀行  ,30408411,20.72,4,8.95,2702403,-313,11229465,2358590,3.98
200002,2826,30408411.0,20.0821,2.95,9.49,5271718.0,8047.0,22321001,4409765,2.94
200003,2826,34176203,18.4169,2.99,10.0334,7649068,10546,32794543,6266614,2.97
200004,2826,34176203,18.5058,3.16,9.5648,8595246,27325,43588746,6858571,3.15
200101,2826,34176203,19.2174,3.51,9.6614,2445289,-915,11547482,2114774,3.49
200102,2826,34176203,18.5797,3.11,9.7068,4483333,-62124,22117588,3631709,3.09
200103,2826,37716644,17.0692,3.29,9.8172,5769797,-163096,31999024,4631201,3.27
200104,2826,37716644,17.2748,4.04,9.2122,6499559,-185987,40963392,5258372,4.01
200201,2826,37716644,17.602999999999998,3.92,9.2434,1845172,-44425,8918217,1525247,3.91
200202,2826.0,37716644,13.9987,3.27,7.7709,-13149310.0,-144921.0,17540309.0,-9831231,3.19
200203,2826.0,37716644.0,13.923,2.88,7.9558,-13553014.0,-385806.0,25719751.0,-10287215,2.81
