year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 2836 高雄銀    ,4486843,22.3,1.02,6.34,-1413618,-131,2719091,-1024732,1.02,
200002,2836,4486843.0,22.4864,1.12,6.1363,-1297797.0,15386.0,5678607,-835480,1.12,
200003,2836,4486843,23.0201,0.94,6.0562,-1040538,15303,8851106,-596034,0.94,
200004,2836,4486843,23.0848,1.26,5.9465,-1023910,15972,11564221,-567006,1.25,
200101,2836,4486843,23.6465,0.96,5.4019,281480,19207,3239335,254245,0.95,
200102,2836,4486843,22.4922,0.99,5.2099,591880,17168,6361688,484112,0.99,
200103,2836,4486843,22.818,1.12,4.9673,837494,27235,9223002,630300,1.12,
200104,2836,4486843,23.1493,1.15,5.0742,986643,23900,12136142,778945,1.14,
200201,2836,4486843,23.5623,1.24,5.0555,230784,-3392,2579126,185324,1.23,
200202,2836.0,4486843,22.4769,1.62,5.4177,474225.0,-10204.0,4881669.0,356371,1.61,
200203,2836.0,4576580.0,22.1455,1.5,5.7022,576166.0,-20818.0,6923144.0,406417,1.49,
200204,2836.0,4576580,21.613000000000003,1.07,5.5543,247548.0,-16558.0,9004170.0,162733,1.06,
200301,2836.0,4576580,21.8044,1.59,6.0067,127304.0,-5414.0,1355747.0,87593,1.58,
200302,2836.0,4576580,21.5699,1.54,6.0287,292740.0,-11176.0,2731189.0,234492,1.54,
200303,2836.0,4576580,21.9108,1.42,6.2691,463237.0,-15235.0,4074435.0,390526,1.42,
200304,2836.0,4576580,22.134,1.4,6.5459,604077.0,-28816.0,5357955.0,511088,1.4,
200401,2836.0,4576580,22.4497,1.23,6.4054,158175.0,-2329.0,1144358.0,144483,1.23,
200402,2836.0,4576580,22.118000000000002,1.53,6.6579,287488.0,-7896.0,2204062.0,246947,1.53,
200403,2836.0,5034238,20.2627,1.74,6.7254,430767.0,-12980.0,3244215.0,325174,1.74,
200404,2836.0,5034238,20.43,1.85,6.7795,567023.0,-18885.0,4192341.0,393023,1.85,
200501,2836.0,5034238,20.4,1.73,6.8333,180618.0,-165966.0,1004735.0,-19003,1.73,
200502,2836.0,5034238,20.06,1.98,6.8119,335330.0,-173293.0,2049428.0,89676,1.98,
200503,2836.0,5034238,20.42,2.06,6.6758,537100.0,-172788.0,3170431.0,273282,2.06,
200504,2836.0,5034238.04,20.65,2.13,,742283.0,-228280.0,4277505.0,390488,1.55,
200601,2836.0,5034238,20.87,0.0,7.099,80197.0,0.0,508627.0,111348,0.0,
200602,2836.0,5034238,20.57,-,,230320.0,-,1083324.0,236105,-,
200603,2836.0,5034238.0,20.85,-,7.1982,378139.0,-,1696710.0,380790.0,-,
200604,2836,5034238.0,21.07,-,7.2217,521402.0,-,2305953.0,490568.0,-,
200701,2836,5034238.0,21.35,-,7.1431,157054.0,-,597683.0,137322.0,-,
200702,2836,5034238.0,20.89,-,,284275.0,-,1220157.0,243179.0,-,
200703,2836,5034238.0,21.14,-,,433624.0,-,1902032.0,369498.0,-,
200704,2836,5034238.0,20.686999999999998,-,6.6411,246468.0,-,2162723.0,141847.0,-,
200801,2836,5034238.0,20.5296,-,6.6213,-27490.0,-,434748.0,-75049.0,-,
200802,2836,5257982,20.71,0.0,6.4384,137248,0,1119971,93840,0.0,
200803,2836,5257982,19.2,-,5.7401,-183430,-,1429291,-237928,-,
200804,2836,5257982,17.79,0.0,5.0928,-987230,0,1435590,-976797,,
200901,2836,5257982,17.58,0.0,5.0593,-130310,0,315770,-99111,,
200902,2836,5257982,17.52,,5.2327,-196853,0,719625,-156386,,
200903,2836,5257982,17.71,-,5.1117,-134739,0,1227424,-85238,-,
200904,2836,5257982,17.94,-,5.0675,42620,0,1823906,76416,-,
201001,2836,5257982,18.12,-,4.9039,81458,0,576634,73842,-,
201002,2836,5257982,18.23,-,4.8424,137109,0,1175321,109472,-,
201003,2836,5257982,18.42,-,4.7822,217773,-,1827384,178653,-,
201004,2836,5257982,18.18,-,4.4481,205549,0,2342560,127094,-,
201101,2836,5257982,16.84,,4.1206,-743702,,598216,-742289,,
201102,2836,5869476,17.1,-,4.2114,-620729,-,1130596,-613857,-,
201103,2836,5869476,15.62,-,4.2153,-408415,-,1830924,-415278,-,
201104,2836,7069476,14.66,-,4.6282,-428681,-,2318593,-433343,-,
201201,2836,7069476,14.87,0.0,4.8112,131821,-,654301,122055,0.0,
201202,2836,7069476,15.03,-,4.8443,246332,-,1422295,216875,-,
201203,2836,7069476,15.33,-,5.041,341221,-,2140428,306594,-,
201204,2836,7069476,15.43,-,4.9322,419151,-,2984332,386202,-,
201301,2836,7069476,14.98,-,4.82679750045409,132724,-,700000,110709,-,
201302,2836,7210492,14.86,-,4.71559948070275,234326,-,1486996,193165,-,
201303,2836,7210492,14.77,-,4.65326765801252,356933,-,2212966,301093,-,
201304,2836,7210492,14.91,-,4.5851161551609,479119,-,2937265,419105,-,
201401,2836,7210492,15.13,-,4.621781183656861,155990,-,770874,134782,-,
201402,2836,7403514,15.26,-,4.41942202598477,247181,-,1647825,211483,-,
201403,2836,7403514,15.04,-,4.29677271203866,375621,-,2469421,354607,-,375621.0
201404,2836,7403514,15.3,,4.21180466485817,511330,,3400019,509891,,511330.0
201501,2836,7403514,15.53,,4.3080171588706,184110,,841695,166144,,184110.0
201502,2836,7788659,15.73,,4.4493417858185,348530,,1693495,311032,,348530.0
201503,2836,7788659,15.16,-,4.434035388288559,532952,-,2506182,471622,-,532952.0
201504,2836,7788659,15.28,-,4.52450578201329,653264,-,3314604,591331,-,653264.0
201601,2836,7788659,15.53,-,4.80719454293247,176369,-,844476,164495,-,176369.0
201602,2836,8232238,15.78,-,4.90326531891505,352651,-,1723687,320318,-,352651.0
