year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2533 昱成建設  ,1589513,11.07,1.31,34.13,-19958,-14970,37474,-36447,0.07
200002,2533,1589513.0,10.7102,1.29,33.7653,-39505.0,-51548.0,130205,-93881,0.05
200003,2533,1589513,10.2907,1.3,34.154,-97808,-60169,276416,-160560,0.03
200004,2533,1589513,10.0087,1.31,34.68,-153805,-69233,516702,-205391,0.04
200101,2533,1589513,7.8165,1.33,29.9304,-69274,-268621,129565,-337700,0.04
200102,2533,1589513,6.7196,1.26,27.6975,-150615,-360387,285558,-512053,0.03
200103,2533,1589513,7.1466,1.22,29.8903,-224206,-219029,443394,-444165,0.05
200104,2533,1589513,6.2283,1.22,29.5224,-313507,-275001,682034,-590137,0.1
200201,2533,1589513,6.0451,1.23,31.796,-135003,105935,225520,-29123,0.1
200202,2533.0,1589513,5.4709,1.13,31.9973,-317493.0,204612.0,559928.0,-121511,0.19
200203,2533.0,1589513.0,5.292000000000001,1.14,34.2211,-408627.0,271102.0,765276.0,-146137,0.16
200204,2533.0,1589513,5.0489999999999995,1.11,34.2801,-412708.0,243528.0,829994.0,-189358,0.13
200301,2533.0,1589513,5.032,1.06,34.9768,-6759.0,4990.0,18303.0,-2702,0.1
200302,2533.0,1589513,5.0693,1.05,35.3071,-23987.0,27899.0,44300.0,3234,0.15
200303,2533.0,1589513,5.1069,1.06,36.0564,-37853.0,47754.0,63256.0,9210,0.14
200304,2533.0,1589513,5.1466,1.02,36.5746,-44076.0,60318.0,77945.0,15524,0.16
200401,2533.0,1589513,5.1171,0.93,37.263000000000005,-11803.0,7104.0,19124.0,-4702,0.12
200402,2533.0,1589513,5.0717,1.0,38.3066,-37726.0,25815.0,49794.0,-11916,0.06
200403,2533.0,1589513,5.087,1.05,38.7214,-45000.0,35533.0,76317.0,-9477,0.08
200404,2533.0,1589513,5.07,1.83,38.9697,-51722.0,38809.0,121907.0,-12919,0.1
200501,2533.0,1589513,5.16,1.69,39.6649,6073.0,7455.0,80268.0,14825,0.31
200502,2533.0,1589513,5.12,1.67,40.6098,-6363.0,15678.0,166799.0,9049,0.26
200503,2533.0,1589513,5.17,1.56,40.9708,-1089.0,16788.0,246629.0,17046,0.23
