year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200104,3001.0,567000.0,14.1626,2.11,52.2396,215015.0,-75489.0,1352296.0,91362.0,0.83
200201,3001.0,567000.0,14.5854,1.97,49.9115,45382.0,-13455.0,280345.0,23972.0,0.87
200202,3001.0,663000.0,12.5257,1.72,47.6905,67086.0,-27869.0,479138.0,29438.0,0.7
200203,3001.0,864600.0,15.9727,2.66,64.0933,135866.0,-33142.0,755053.0,75981.0,1.26
200204,3001.0,864600.0,16.7384,2.27,61.4986,237381.0,-45029.0,1150850.0,142186.0,0.97
200301,3001.0,864600.0,16.7501,2.21,59.6349,13034.0,-11686.0,287760.0,1011.0,0.98
200302,3001.0,965600.0,13.6597,2.1,56.2119,-42310.0,-98916.0,511989.0,-124672.0,0.86
200303,3001.0,965600.0,12.8293,1.88,51.5313,-138321.0,-109967.0,706988.0,-204859.0,0.75
200402,3001.0,965600.0,0.8538,0.39,8.4817,-90819.0,-80167.0,183750.0,-170986.0,0.15
200403,3001.0,965600.0,0.02,0.34,0.2023,-156615.0,-95649.0,257926.0,-251584.0,0.14
