stock,98年1-9月,稅後純益,98年1-9月,增減(%),期末股本,稅後純益,98年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,98年1-9月,增減(%),營業利益,98年1-9月,營業外
01,11112448,11747439,12495426,-5.99,91013503,1.29,1.39,22.4203600865687,74.1954448290427,1.81354754881368,1.32635193098886,01,水泥類,30763244,31973289,-3.78,-177206,1743451,12162841
1101,4481497,5395955,4875152,10.68,32921759,1.64,1.48,24.78,78.2174,2.25,1.76,1101,台泥,16344205,15719543,3.97,102218,504078,5442537
1102,5954073,5234328,6614476,-20.87,30753075,1.7,2.22,24.57,71.6253,1.38,0.89,1102,亞泥,6726303,7671821,-12.32,10713,864884,5331448
1103,296816,180298,419034,-56.97,7322354,0.31,0.73,26.68,64.8403,1.99,1.83,1103,嘉泥,1458404,1751377,-16.73,-102635,38160,262305
1104,256400,991331,225732,339.16,6038919,1.64,0.37,21.17,75.0562,1.1,0.72,1104,環泥,2276832,2421726,-5.98,-41881,7680,1046167
1108,-38255,-149152,63471,,4047380,-0.37,0.16,10.22,52.6541,0.84,0.45,1108,幸福,2032337,2102514,-3.34,-138224,138469,-31624
1109,42918,-10104,104235,,4210008,-0.02,0.25,14.15,92.0807,11.87,8.3,1109,信大,891149,1073370,-16.98,-52199,102647,52246
1110,118999,104783,193326,-45.8,5720008,0.18,0.34,14.38,86.6916,2.74,1.73,1110,東泥,1034014,1232938,-16.13,44802,87533,59762
02,7411249,16802093,13211813,27.17,97618793,1.72,1.43,16.3515040592645,64.18964013125,1.35206371008376,0.721619857296421,02,食品類,130661120,123460734,5.83,6551312,7127572,11596065
1201,-117669,547214,507333,7.86,5060629,1.08,1,11.23,25.0634,0.99,0.15,1201,味全,9992507,9379273,6.54,626075,639181,-51541
1203,137180,65865,498830,-86.8,2400000,0.28,2.27,17.67,78.6417,1.93,1.31,1203,味王,1445402,2208503,-34.55,69699,417511,43427
1210,432991,759993,1067214,-28.79,4946679,1.66,2.45,21.41,65.573,1.32,0.81,1210,大成,15497803,14954174,3.64,469760,886301,404229
1213,-19501,-16048,-903,,514751,-0.31,-0.02,11.29,74.5417,2.12,1.97,1213,大飲,540425,526506,2.64,3078,21291,-16609
1215,35355,280597,184177,52.35,2320268,1.21,0.79,17.96,67.3727,1.77,0.89,1215,卜蜂,10364393,9358539,10.75,226983,228600,119751
1216,5727747,9912922,7220225,37.29,42871403,2.31,1.85,16.7,66.3595,1.04,0.78,1216,統一,36810334,33969921,8.36,1382669,1412309,8758642
1217,212255,152590,239034,-36.16,4476893,0.34,0.53,10.62,55.3382,1.54,1.03,1217,愛之味,2931508,3214234,-8.8,98069,148345,127654
1218,66939,188382,234304,-19.6,3330531,0.59,0.76,11.81,46.2086,1.34,0.86,1218,泰山,5408010,5371586,0.68,-6963,190838,197797
1219,67632,128505,193818,-33.7,2839087,0.45,0.71,12.93,66.6188,4.03,2.22,1219,福壽,6597904,6767110,-2.5,135379,215141,38142
1220,-14026,82878,-38254,,1770779,0.47,-0.22,9.01,71.8106,2.82,1.97,1220,台榮,2013057,1651205,21.91,87728,-7088,12559
1225,-26354,108717,109830,-1.01,1749049,0.63,0.68,12.66,50.5314,1.78,0.88,1225,福懋油,5924272,5727540,3.43,133952,204051,-6913
1227,-139719,1538271,931715,65.1,3709015,4.18,2.91,18.36,77.3227,1.73,0.92,1227,佳格,8342647,7117750,17.21,1827665,1389429,33783
1229,546508,1270784,668150,90.19,8204415,1.56,0.82,23.84,80.4814,1.08,0.74,1229,聯華,2270113,2245310,1.1,162611,144790,1194881
1231,2398,213052,101488,109.93,1154190,1.85,0.88,16.14,57.4178,1.9,1.04,1231,聯華食,3267604,2810142,16.28,238130,139697,26762
1232,-22546,537315,453831,18.4,1599749,3.36,2.84,17.68,76.6859,2.91,1.13,1232,大統益,11220558,10751846,4.36,589355,629091,66300
1233,9330,187852,147286,27.54,905919,2.07,1.64,14.74,82.1756,2.36,1.56,1233,天仁,1411247,1338614,5.43,182558,160431,40802
1234,166104,326804,314106,4.04,5358281,0.61,0.59,18.02,86.6593,3.11,2.58,1234,黑松,3381750,3190224,6,212890,234502,176114
1235,9337,26182,-1788,,545328,0.5,-0.04,17.13,69.7289,2.26,1.97,1235,興泰,306749,297238,3.2,512,-10044,29506
1236,23008,94970,96208,-1.29,920497,1.03,1.13,13.84,61.684,1.14,0.76,1236,宏亞,1489532,1240380,20.09,116196,112267,-432
1702,314280,395248,285209,38.58,2941330,1.63,1.17,14,58.0497,1.44,0.87,1702,南僑,1445305,1340639,7.81,-5034,-29071,401211
