year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 9923 鼎    營  ,993432,11.49,1.03,47.01,10604,-18867,872622,-2904,0.8
200002,9923,993432.0,10.9187,0.98,44.0751,6557.0,-71779.0,1481946,-62496,0.76
200003,9923,993432,12.0599,1.07,43.7,9478,39990,2080619,52194,0.56
200004,9923,993432,11.3586,1.05,36.0101,-12763,65774,2732444,55737,0.53
200101,9923,993432,10.0896,0.98,27.0675,237,-47898,712605,-65795,0.44
200102,9923,993432,11.039000000000001,1.02,20.2358,6968,36256,2013982,28240,0.49
200103,9923,993432,10.3699,1.02,18.4082,-16438,-7991,2866606,-38235,0.27
200104,9923,993432,10.7655,1.0,18.217,-46535,47726,3390191,1076,0.18
200201,9923,993432,8.4089,0.99,14.765,262,-20769,385924,-23390,0.16
200202,9923.0,993432,6.2496,0.95,11.5301,-32533.0,-200868.0,876765.0,-237037,0.18
200203,9923.0,993432.0,5.7409,0.91,13.4948,-130202.0,-151710.0,1222729.0,-287676,0.26
