stock,99年1-9月,稅後純益,99年1-9月,增減(%),期末股本,稅後純益,99年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,99年1-9月,增減(%),營業利益,99年1-9月,營業外
01,12017950,15156697,11747439,29.02,95848235,1.58,1.29,22.9781567704403,77.5440317044094,1.99130400737815,1.59865137260543,01,水泥類,33565337,31030381,8.17,-66129,-32315,15373687
1101,5442537,6621049,5395955,22.7,36921759,1.79,1.64,25.4,89.2618,1.86,1.53,1101,台泥,17910011,16344205,9.58,278811,102218,6357238
1102,5186557,8243482,5234328,57.49,31368137,2.63,1.7,25.49,69.4058,3.82,3.15,1102,亞泥,7977702,6993440,14.07,-158666,155604,8473430
1103,262305,128974,180298,-28.47,7542024,0.21,0.31,25.51,63.9808,0.9,0.85,1103,嘉泥,667816,1458404,-54.21,-111981,-102635,286700
1104,1046167,255641,991331,-74.21,6038919,0.42,1.64,20.48,80.746,2.71,2.33,1104,環泥,2474246,2276832,8.67,-18116,-41881,314665
1108,-31624,-156711,-149152,,4047380,-0.39,-0.37,10.02,52.0103,0.74,0.38,1108,幸福,2403260,2032337,18.25,-76850,-138224,-107914
1109,52246,-1781,-10104,,4210008,-0.01,-0.02,13.92,91.4633,8.92,6.14,1109,信大,1108329,891149,24.37,-1704,-52199,2311
1110,59762,66043,104783,-36.97,5720008,0.12,0.18,14.41,88.9914,3.37,1.81,1110,東泥,1023973,1034014,-0.97,22377,44802,47257
02,11596065,15204540,16802093,-9.51,102562357,1.48,1.72,16.2868530800243,66.073382044443,1.43185852016945,0.857176749697181,02,食品類,143609337,130661120,9.91,6311288,6551312,10045682
1201,-51541,556777,547214,1.75,5060629,1.1,1.08,13.92,46.7692,1.1,0.74,1201,味全,10404128,9992507,4.12,623804,626075,29377
1203,43427,99570,65865,51.17,2400000,0.42,0.28,17.12,78.6123,1.78,0.96,1203,味王,1500268,1445402,3.8,63551,69699,53709
1210,404229,833447,759993,9.67,5247491,1.73,1.66,22.29,64.4581,0.99,0.6,1210,大成,17069217,15497803,10.14,488957,469760,441393
1213,-16609,5431,-16048,,514751,0.11,-0.31,11.43,73.5341,1.99,1.79,1213,大飲,557345,540425,3.13,2715,3078,4424
1215,119751,99781,280597,-64.44,2320268,0.43,1.21,17.66,56.4661,1.3,0.67,1215,卜蜂,11010909,10364393,6.24,24680,226983,89999
1216,8758642,7740249,9912922,-21.92,45443686,1.7,2.31,15.8,66.5955,1.13,0.74,1216,統一,39898182,36810334,8.39,1636254,1382669,6305040
1217,127654,26698,152590,-82.5,4976893,0.06,0.34,10.97,54.081,1.71,1.25,1217,愛之味,2541254,2931508,-13.31,59430,98069,-37759
1218,197797,239408,188382,27.09,3430447,0.73,0.59,11.81,46.6885,1.6,0.98,1218,泰山,5808033,5408010,7.4,-132872,-6963,376928
1219,38142,621764,128505,383.84,2924260,2.13,0.45,13.93,67.9604,3.06,1.62,1219,福壽,7437506,6597904,12.73,-39995,135379,661378
1220,12559,118172,82878,42.59,1770779,0.67,0.47,11.18,67.1913,2.51,1.77,1220,台榮,2340279,2013057,16.25,130251,87728,-5193
1225,-6913,64744,108717,-40.45,1819011,0.36,0.63,12.48,49.3261,2.4,1.3,1225,福懋油,7095048,5924272,19.76,107116,133952,-27402
1227,33783,1919151,1538271,24.76,4636269,4.17,4.18,18.12,83.337,2.64,1.36,1227,佳格,9106975,8342647,9.16,1864083,1827665,414336
1229,1194881,1208924,1270784,-4.87,8477158,1.43,1.56,24.32,81.0538,0.92,0.54,1229,聯華,2981440,2270113,31.33,118283,162611,1154250
1231,26762,286140,213052,34.31,1188816,2.41,1.85,17.88,46.5957,1.76,0.88,1231,聯華食,3905357,3267604,19.52,353763,238130,11902
1232,66300,469326,537315,-12.65,1599749,2.93,3.36,17.71,71.8647,2.6,1.02,1232,大統益,12527509,11220558,11.65,460801,589355,102177
1233,40802,220047,187852,17.14,905919,2.43,2.07,15.4,81.2995,2.13,1.35,1233,天仁,1541230,1411247,9.21,242733,182558,25176
1234,176114,359283,326804,9.94,5358281,0.67,0.61,18.37,86.4593,3.22,1.88,1234,黑松,4231161,3381750,25.12,241119,212890,158764
1235,29506,21990,26182,-16.01,561688,0.42,0.5,17.23,63.9717,1.97,1.82,1235,興泰,255166,306749,-16.82,-9307,512,31014
1236,-432,76318,94970,-19.64,984932,0.77,1.03,13.63,53.4573,0.9,0.55,1236,宏亞,1689733,1489532,13.44,106093,116196,-8087
1702,401211,237320,395248,-39.96,2941330,0.96,1.63,14.63,51.1361,0.5,0.28,1702,南僑,1708597,1445305,18.22,-30171,-5034,264256
03,59608749,115001673,114042939,0.84,287227534,4,4.05,32.3010082661504,68.3896517297499,3.36974354049455,2.67886140888535,03,塑膠類,645740767,632282609,2.13,73469639,66367624,56770397
1301,17520091,34900772,33164952,5.23,61209046,5.7,5.42,40.5,71.743,4.47,3.86,1301,台塑,146836870,146194050,0.44,20637215,19713510,18802660
1303,16980989,25332593,32439868,-21.91,78522986,3.23,4.13,34.1,66.0774,3.53,2.77,1303,南亞,149825893,160955618,-6.91,19102868,19533825,10531400
1304,671318,2819565,1835230,53.64,9935673,3.07,2.26,17.66,74.1184,4.29,3.73,1304,台聚,10317409,9121484,13.11,2353027,1464492,929993
1305,-39979,73733,-34001,,4248035,0.17,-0.08,11.69,58.1583,2.3,1.7,1305,華夏,7159345,6350829,12.73,150185,44142,-49189
1307,614296,461448,724733,-36.33,3431614,1.34,2.32,15.95,55.0614,1.23,0.85,1307,三芳,5267514,4310977,22.19,204284,197162,345115
1308,154810,1433012,945748,51.52,3913974,3.66,3.02,23.32,81.5516,2.96,2.55,1308,亞聚,5118108,4689739,9.13,1560979,1000285,138984
1309,39993,365301,314960,15.98,3120493,1.17,1.13,13.92,59.1535,1.89,1.11,1309,台達化,8316757,8123637,2.38,182590,292019,227656
1310,429837,-750738,-38187,,5803403,-1.29,-0.53,8.37,60.1213,1.15,0.66,1310,台苯,9078371,9680685,-6.22,-518642,-414968,-230370
1312,1055824,1141139,1383571,-17.52,9266203,1.26,1.53,14.85,70.818,1.09,0.62,1312,國喬,14833716,12352385,20.09,320383,269967,862626
1313,1663808,1106343,2057813,-46.24,10581526,1.05,2.05,16.84,76.9296,1.13,0.6,1313,聯成,5555045,6507736,-14.64,320604,527872,867279
1314,688839,10199300,3881128,162.79,19744593,5.17,2.16,19.41,71.2265,3.95,3.18,1314,中石化,33753165,29295520,15.22,5369010,3650436,5960590
