stock,94年1-6月,稅後純益,94年1-6月,增減(%),期末股本,稅後純益,94年1-6月,每股淨值,淨值占總資產(%)(B),流動比率,速動比率,公司,,營業收入,94年1-6月,增減(%),營業利益,94年1-6月,營業外
1732,2389,13444,-3639,,424439,0.32,-0.09,10.65,80.2901,3.34,2.41,1732,毛寶,293797,236842,24.05,17230,-7378,-148
1733,19801,111044,50306,120.74,741300,1.57,0.71,12.12,70.1102,2.11,0.88,1733,五鼎,466567,368336,26.67,103610,32292,12817
1734,21791,32036,83053,-61.43,1057622,0.3,1.01,15.14,60.1162,1.21,0.76,1734,杏輝,678318,637391,6.42,66983,71552,-29925
1735,976,22771,8433,170.02,797000,0.29,0.11,12.76,51.1148,1.29,0.92,1735,日勝化,931703,824354,13.02,39826,15516,-9752
1736,368417,526194,408246,28.89,1551013,4.16,3.23,30.11,66.6284,1.75,0.81,1736,喬山,853490,2079397,-58.95,52575,73760,569611
1737,-119132,206947,137979,49.98,2780955,0.74,0.5,24.55,89.4465,4.43,0.6,1737,臺鹽,1427178,1496505,-4.63,185018,331163,9481
4106,2547,17402,44947,-61.28,658000,0.26,0.68,14.18,69.867,2.38,1.25,4106,雃博,554128,537828,3.03,23330,39175,-8086
4119,-2710,20604,10486,96.49,325107,0.63,0.32,23.12,84.0836,2.88,1.07,4119,旭富,265261,227118,16.79,21380,16127,890
08,406081,1937476,1954301,-0.86,30357352,0.64,0.74,17.2327915370525,73.2805328696154,1.95712607032031,1.10866670517883,08,玻璃陶瓷類,14219144,10672756,33.23,1811346,1981577,531807
1802,485322,1134234,1765863,-35.77,16474234,0.69,1.07,21.53,86.6697,4.15,3.27,1802,台玻,7104149,7104968,-0.01,1066869,1690541,365365
1805,39246,198808,7063,+++++,4250000,0.47,0.04,0.96,44.8251,2.17,1.56,1805,凱聚,104440,10292,914.77,-32933,-32183,231741
1806,-101802,158430,86494,83.17,3153754,0.55,0.3,11.8,67.578,1.36,0.63,1806,冠軍,1279563,1046230,22.3,218268,178955,1992
1808,-29430,290811,33898,757.9,649800,4.85,0.56,17.75,17.1174,1.06,0.05,1808,國賓大,2766184,208307,+++++,322461,63328,-31650
1809,17328,48988,35281,38.85,1640079,0.3,0.22,12.98,60.2548,1.12,0.62,1809,中釉,1206045,856737,40.77,59878,33525,11522
1810,-4583,106205,25702,313.22,4189485,0.26,0.06,14.4,66.8818,1.38,0.7,1810,和成,1758763,1446222,21.61,176803,47411,-47163
09,795862,1502997,1388174,8.27,44457955,0.34,0.31,14.1165712991299,62.3195993301253,1.35548534492284,0.56327649979754,09,造紙類,28471755,27492680,3.56,559627,641499,1189708
1902,-31755,31037,-13589,,3069300,0.1,-0.04,15.87,51.7303,0.89,0.21,1902,台紙,2152152,2057276,4.61,-40889,18166,71926
1903,71371,-194914,-226461,,2600391,-0.75,-0.87,17.29,77.6403,1.18,0.07,1903,士紙,676847,802176,-15.62,-174189,-297832,-20725
1904,-139009,478926,153310,212.39,10703498,0.45,0.14,14.64,64.3289,1.88,0.81,1904,正隆,10690498,9812923,8.94,436308,366345,131417
1905,438708,148913,504733,-70.5,5984401,0.25,0.84,13.91,78.4124,3.39,1.8,1905,華紙,2877156,2741808,4.94,69270,98682,127318
1906,3583,51988,-4373,,1510000,0.36,-0.03,9.41,73.0757,0.88,0.53,1906,寶隆,621659,667490,-6.87,-222,-6332,52538
1907,437621,701893,810668,-13.42,15567451,0.47,0.54,13.96,56.0753,1.01,0.4,1907,永豐餘,8952300,8879839,0.82,42591,305682,681337
1909,15343,285154,163886,74,5022914,0.66,0.4,15.68,62.5565,1.23,0.8,1909,榮成,2501143,2531168,-1.19,226758,156788,145897
10,1281665,22356895,40069548,-44.2,201558074,1.11,2.11,15.9502873237497,59.236263667862,1.14757214770458,0.41291298719453,10,鋼鐵類,218286207,236742851,-7.8,22614520,51519113,4718124
2002,3043333,13859656,32785301,-57.73,105866716,1.32,3.14,16.75,65.2411,1.15,0.4,2002,中鋼,80035536,99003245,-19.16,12017527,39209553,4637296
2006,-55975,1554518,1316129,18.11,7997643,2.03,1.67,17.73,56.8415,1.06,0.45,2006,東鋼,15541625,13616734,14.14,2156992,1944520,-70593
2007,-283763,-266824,-169837,,6399985,-0.63,-0.45,6.26,28.5705,0.33,0.08,2007,燁興,4338033,4093312,5.98,-130472,90463,-123971
2008,-933356,-318171,-494035,,4238266,-0.82,-1.28,6.27,21.5011,0.4,0.18,2008,高興昌,5114784,6373113,-19.74,-356976,391958,40260
2009,37231,427843,176601,142.27,3596222,1.19,0.49,12.24,71.8455,2.45,0.89,2009,第一銅,3424620,2143666,59.76,456602,169594,17653
2010,250952,348527,787231,-55.73,5153248,0.71,1.6,16.72,51.4511,1.57,0.68,2010,春源,8611330,9378890,-8.18,243500,723013,202201
2012,-13159,101288,174589,-41.98,2877740,0.41,0.7,13.3,59.2557,1.64,0.51,2012,春雨,1815246,1826822,-0.63,159551,259274,-30347
2013,25944,117984,69789,69.06,1609038,0.77,0.45,18.33,45.6891,1.14,0.35,2013,中鋼構,4197532,4838679,-13.25,33470,63204,88243
2014,-1242303,2125976,888119,139.38,12845706,1.66,0.69,8.27,39.0172,0.66,0.1,2014,中鴻,21884620,25410310,-13.88,2511347,2778351,-168279
2015,80588,1340528,1359577,-1.4,5668325,2.36,2.4,19.73,61.2012,1.39,0.41,2015,豐興,12273322,12014321,2.16,1588360,1844851,164101
2017,17603,9062,25750,-64.81,4507940,0.03,0.07,12.05,54.8735,1.21,0.36,2017,嘉益,2575371,3009559,-14.43,37083,75870,-28281
2020,-8215,141888,82601,71.78,1623478,0.87,0.53,16.26,37.0913,1.25,0.29,2020,美亞,2794201,2521043,10.84,132697,104291,2956
2022,177896,-172058,171379,,4550084,-0.38,0.38,10.43,70.5092,0.67,0.33,2022,聚亨,709651,703316,0.9,-99486,-16350,-90168
2023,216206,631750,1095298,-42.32,13491950,0.5,0.89,18.48,71.116,1.66,0.77,2023,燁輝,15904404,18403033,-13.58,1115869,1277991,-256567
2024,62157,4538,46731,-90.29,1043500,0.05,0.5,9.15,50.2811,0.63,0.36,2024,志聯,650437,665860,-2.32,-22106,-15426,28712
2025,-14253,109736,-40375,,3228341,0.39,-0.14,10.9,73.034,1.4,0.26,2025,千興,3941975,2121732,85.79,126622,11908,-150
2027,101494,602716,437525,37.76,3463374,1.9,1.63,17.06,53.3037,1.76,1.02,2027,大成鋼,5343663,3211701,66.38,777761,440629,81816
2028,-110783,133546,-3248,,2650000,0.51,-0.01,6.59,23.1354,0.73,0.21,2028,威致,4246329,3593322,18.17,226558,135506,-100743
2029,-8739,632208,667253,-5.25,3211800,1.97,2.08,23.11,76.4863,2.55,0.78,2029,盛餘,8568919,9774211,-12.33,692454,946721,67022
2030,-19104,213114,283414,-24.8,1898309,1.12,1.5,16.46,51.1746,1.74,0.43,2030,彰源,3511982,3226915,8.83,199219,402245,70882
2031,-39120,231558,252692,-8.36,2157237,1.14,1.23,17.6,45.2624,1.56,0.88,2031,新光鋼,4093524,3849359,6.34,242523,453424,43827
2032,-13633,129495,6577,+++++,917562,1.41,0.07,14.49,49.675,1.95,1.2,2032,新鋼,2125869,1767341,20.29,145571,22822,20405
2033,-8913,17658,23808,-25.83,740317,0.24,0.33,11.51,58.7432,1.69,1.07,2033,佳大,587915,713366,-17.59,-3055,46622,27544
2034,19577,380359,126679,200.25,1821293,2.55,0.97,20.58,52.8591,2.21,0.91,2034,允強,5995319,4483001,33.73,362909,158079,94305
11,941007,3805708,2792610,36.28,44615928,0.85,0.67,17.0644133115941,67.0408748881188,1.29897842540946,0.611851431811738,11,橡膠類,25483893,24859044,2.51,2089664,2246501,2515681
2101,49856,697730,730044,-4.43,3592280,2.03,2.07,27.63,57.8478,0.76,0.19,2101,南港,4190605,4169802,0.5,506613,686186,123794
2102,-10432,336914,227403,48.16,3132033,1.14,0.77,22.58,79.3574,2.15,1.21,2102,泰豐,2266627,2129434,6.44,307462,322706,129358
2103,219936,985314,801401,22.95,6499095,1.52,1.31,15.05,65.4774,1.29,0.67,2103,臺橡,5612171,5794919,-3.15,602340,820034,659690
2104,251065,144150,464445,-68.96,4389521,0.34,1.09,21.11,77.3496,0.7,0.36,2104,中橡,1612659,1453885,10.92,206269,230611,80026
2105,397906,1169890,525356,122.69,12177733,0.96,0.43,17.34,60.6054,1.02,0.52,2105,正新,6559537,6425425,2.09,335422,85087,1117226
2106,96489,222849,72675,206.64,4356000,0.51,0.18,13.78,66.0284,1.77,0.99,2106,建大,1950229,1789280,9,4850,4877,235144
2107,-175437,86932,-159739,,4743108,0.19,-0.35,14.08,79.385,5.38,0.99,2107,厚生,596779,557190,7.11,23934,20234,51145
2108,100974,255610,183490,39.3,2534508,1.07,0.77,14.66,81.803,2.45,1.65,2108,南帝,1547626,1405670,10.1,136649,135032,176271
2109,10650,-93681,-52465,,3191650,-0.29,-0.17,11.92,60.862,1.32,0.66,2109,華豐,1147660,1133439,1.25,-33875,-58266,-56973
12,3836847,7711330,10181852,-24.26,44654599,1.73,2.3,30.8050990512232,68.9060250414709,1.61682983578663,0.796155349657098,12,汽車類,111741484,146479526,-23.72,4843560,7798437,4511039
2201,1796032,1796648,3019841,-40.51,14337606,1.28,2.16,36.62,74.6138,2.58,1.19,2201,裕隆,16983966,24965282,-31.97,956189,1527235,1433112
2204,301375,2037900,2332425,-12.63,13801501,1.51,1.73,31.87,74.2228,1.43,0.67,2204,中華,21743890,30299456,-28.24,949151,2117050,1297153
2206,304784,383150,444010,-13.71,8053700,0.51,0.59,16.25,46.8242,1.18,0.53,2206,三陽,10988250,12190525,-9.86,10619,241326,502298
2207,1107052,1871497,2584110,-27.58,5461792,3.43,4.73,30.34,67.0413,1.52,0.58,2207,和泰,41619030,49435858,-15.81,1606485,2017339,849024
2227,327604,1622135,1801466,-9.95,3000000,5.41,6,42.66,65.9401,1.79,1.39,2227,裕日車,20406348,29588405,-31.03,1321116,1895487,429452
13,20045606,293714426,126162996,132.81,2407608658,1.22,0.55,18.961681582128,60.6817481335844,1.50604139248458,1.00755770548821,13,電子類,3372679100,2683009592,25.71,265972463,122257598,70555972
1435,35852,30651,24996,22.62,1397801,0.28,0.22,10.27,78.9032,2.02,0.51,1435,中福,233442,239671,-2.6,-12775,-10793,43783
1437,-285063,104666,-347038,,1869238,0.67,-2.24,15.1,62.4332,1.18,0.59,1437,勤益,947967,649193,46.02,24270,-59966,71078
1453,-112702,-21272,-193489,,797734,-0.27,-2.5,3.78,35.9701,0.79,0.13,1453,大將,17291,51294,-66.29,-7631,-75333,-15409
1471,44989,-19748,100802,,1425867,-0.14,0.71,13.41,57.1874,1.66,1.18,1471,首利,2347823,2130475,10.2,7757,103406,-19999
1604,-1079610,-605093,-1669702,,13100000,-0.49,-1.34,7.33,50.6517,0.97,0.56,1604,聲寶,7640879,7212906,5.93,182117,-590092,-751854
2301,1870295,3994411,2977170,34.17,28097579,1.51,1.18,20.85,53.8204,1.48,1.37,2301,光寶科,71414642,72286150,-1.21,2913137,1377293,1394730
2302,45264,11937,7427,60.72,2369750,0.05,0.04,13.3,83.4935,1.05,0.44,2302,麗正,233918,315303,-25.81,-14928,-37231,29747
2303,4854886,18337788,1817700,908.85,190701112,1.01,0.1,15.36,79.2671,3.23,2.8,2303,聯電,50134966,39728626,26.19,1714556,-3036789,19166295
2305,258212,-162541,178141,,2056608,-0.8,0.88,7.3,60.526,0.36,0.14,2305,全友,434409,779650,-44.28,-72415,-78762,-89291
2308,2393780,5486962,2728087,101.13,19694450,2.79,1.48,22.17,60.5312,1.18,1.06,2308,台達電,34824308,26762156,30.13,1310960,300990,4749812
2311,-9904708,10500786,-9221968,,45819640,2.39,-2.11,13.23,54.4381,1.43,1.08,2311,日月光,33229219,22405363,48.31,6184069,215588,4580749
2312,-372996,449326,259201,73.35,13952266,0.33,0.19,15.5,79.1176,1.12,1.01,2312,金寶,8023366,8184701,-1.97,503667,461295,-24950
2313,22702,551507,-149620,,12170196,0.46,-0.14,11.85,59.3699,1.55,1.14,2313,華通,8802453,6456301,36.34,567208,-250796,232051
2314,-43879,222881,-1040,,4291480,0.53,(<<<<<),11.74,66.0501,2.24,1.59,2314,台揚,2860522,2116798,35.13,299543,44044,-76662
2315,864783,2363914,2230675,5.97,12763721,1.94,1.88,21.16,52.1445,1.61,1.34,2315,神達,38122039,34687727,9.9,2190512,1661390,508953
2316,-77519,106126,-94208,,4618488,0.23,-0.21,15.79,64.4423,1.87,0.99,2316,楠梓電,4978727,4100922,21.41,5719,-78076,105096
2317,9685547,22751568,16264967,39.88,49899441,4.56,3.39,46.98,55.1726,1.44,0.9,2317,鴻海,359479163,276114431,30.19,12173674,9017970,16164500
2321,-67196,238496,175061,36.24,2973318,0.8,0.59,13.96,59.558,1.5,0.83,2321,東訊,6610366,5086197,29.97,240582,248238,13890
2323,-859715,160176,-282282,,31282581,0.06,-0.09,17.9,59.7223,1.02,0.71,2323,中環,13583698,13839541,-1.85,151303,499599,153095
2324,114343,3890056,3461208,12.39,37928878,1.05,1.01,18.06,52.0756,1.75,1.47,2324,仁寶,120280280,101759621,18.2,3775683,3699020,797180
2325,13523,6316172,2487758,153.89,27740510,2.62,1.11,21.3,69.4813,1.76,1.4,2325,矽品,27079840,17022245,59.09,5747456,1771530,881969
2327,-191003,884023,-95044,,24064694,0.37,0.04,11.04,60.0958,0.65,0.39,2327,國巨,5354076,4276227,25.21,669451,91457,293762
2328,95229,162675,388498,-58.13,4230000,0.39,0.93,17.15,74.545,2.26,1.93,2328,廣宇,3605776,3886779,-7.23,169820,358551,79345
2329,-56890,-175451,-902666,,8760158,-0.2,-1.05,5.03,25.3275,0.69,0.18,2329,華泰,3876113,5754405,-32.64,-354625,-734132,-365929
2330,137790,66608628,35187334,89.3,258233569,2.58,1.37,17.33,76.8251,2.42,1.53,2330,台積電,158520691,114169434,38.85,65840117,33859934,5065938
2331,286638,275814,73709,274.19,10702586,0.27,0.1,19.47,66.1978,2.06,1.35,2331,精英,34490244,9289848,271.27,-3936,-212598,309649
2332,182554,986394,601270,64.05,6753780,1.49,1.01,20.98,73.379,1.07,0.58,2332,友訊,3142661,8786180,-64.23,306045,635194,772334
2333,-543815,-1005415,-833565,,6944017,-1.46,-1.18,1.82,20.1876,0.79,0.1,2333,碧悠,700602,1898394,-63.1,-304703,-276620,-707231
2336,-70613,363486,171229,112.28,4576478,0.82,0.39,10.49,65.1654,2.22,1.79,2336,致伸,5978695,8284171,-27.83,346972,254591,108298
2337,-2541490,-394657,-6578361,,29159218,-0.14,-2.26,9.84,64.9903,1.73,0.94,2337,旺宏,9651730,7487067,28.91,-305329,-3875462,-11089
2338,22294,365406,310079,17.84,3539030,1.08,0.91,13.9,57.2067,1.35,1,2338,光罩,1630403,1404351,16.1,391779,319460,42908
2340,-667578,385488,-827913,,7742207,0.51,-1.33,8.61,54.7705,1.48,0.92,2340,光磊,3422176,2368621,44.48,415208,-148645,-94077
2341,-337644,-466067,-1278228,,4007824,-1.17,-4.25,7.28,51.5035,1.98,1.03,2341,英群,4441470,4789215,-7.26,-259952,-798414,-178578
2342,373715,1918807,517795,270.57,10266922,1.9,0.51,15.25,75.2,1.07,0.6,2342,茂矽,2905707,9642313,-69.87,244240,101354,1727214
2343,94235,-114777,136722,,7959070,-0.15,0.16,15.15,89.9388,2.52,1.05,2343,精業,2509875,3473394,-27.74,-12563,57346,-128997
2344,670690,6877,-1329001,,39887432,(<<<<<),-0.32,14.11,60.6738,1.83,1.19,2344,華邦電,14002902,12463386,12.35,309948,-1999691,-307152
2345,-421443,-234051,-382165,,5845855,-0.45,-0.73,11.1,53.3166,1.55,0.81,2345,智邦,7049958,6780578,3.97,-34572,98106,-171700
2347,731012,1134023,1479996,-23.38,10220000,1.13,1.48,23.64,61.7359,1.51,0.91,2347,聯強,25973757,27621429,-5.97,690022,999458,628614
2348,-79520,-27833,-119202,,1287052,-0.22,-0.93,8.18,41.6931,0.28,0.19,2348,力廣,527922,713142,-25.97,-16413,-23516,10658
2349,-604948,-2097409,-605742,,22893629,-0.98,-0.29,21.72,65.1326,0.97,0.6,2349,錸德,11635836,10738690,8.35,-648483,-238406,-1201195
2350,-170368,570633,147994,285.58,7953716,0.79,0.2,14.5,46.303,1.02,0.62,2350,環電,18548240,20187347,-8.12,242231,338851,391164
2351,57328,205434,89802,128.76,1735582,1.2,0.53,14.52,44.2866,1.17,0.68,2351,順德,2400839,1611033,49.02,272097,40165,-14461
2352,662396,-7508591,783799,,26248800,-2.93,0.32,14.07,41.4088,0.97,0.68,2352,明基,69838158,53536906,30.45,-2403563,-140023,-5104968
2353,2548212,7102529,4409714,61.07,23370637,3.09,1.92,31.21,57.4886,1.36,1.1,2353,宏碁,98634644,83784233,17.72,2573903,2149562,5517360
2354,615932,2648959,1340835,97.56,6537873,4.05,2.05,27.57,65.5254,1.16,0.91,2354,鴻準,16761001,22635000,-25.95,255744,982750,2757816
2355,66630,409838,221823,84.76,3437856,1.2,0.65,20.03,54.7966,1.71,0.76,2355,敬鵬,4870270,3960372,22.98,283056,202387,169672
2356,165731,2345857,875409,167.97,23010000,1.02,0.4,14.05,40.9497,1.36,0.83,2356,英業達,102865191,70016932,46.91,1674648,658162,845381
2357,6608492,7117275,8748698,-18.65,34070702,2.35,2.98,38.42,57.575,1.35,0.7,2357,華碩,142764577,37836583,277.32,1811521,2376136,6887169
2358,-5783,7026,-1365,,650000,0.11,-0.02,8.32,58.3707,1.56,0.95,2358,美格,896510,902806,-0.7,13629,4428,-1007
2359,1601,1090676,60770,+++++,3761834,2.9,0.16,11.04,56.9124,1.35,0.43,2359,所羅門,2248979,3456183,-34.93,34260,60485,925525
2360,52964,481163,375897,28,2843442,1.72,1.36,17,62.9148,1.61,0.92,2360,致茂,3788520,2731368,38.7,524206,399089,39717
2361,-205893,-331133,-310107,,3356334,-1.01,-0.94,8.15,77.0045,2.7,2.2,2361,鴻友,755706,2170321,-65.18,-143239,-104214,-185325
2362,-55023,20197,-52358,,5582273,0.03,-0.1,10.64,56.5,1.64,0.77,2362,藍天,3926986,4351087,-9.75,-168987,-18335,-15117
2363,259892,214556,434272,-50.59,14229277,0.16,0.33,13.15,91.138,3.57,2.49,2363,矽統,4747342,4900161,-3.12,8978,175969,204125
2364,-95291,-207164,-231007,,2773037,-0.84,-0.93,8.09,58.2577,1.48,1.05,2364,倫飛,2062310,3106148,-33.61,-125046,-105686,-22086
2365,38983,324240,210358,54.14,2431707,1.4,0.91,17.95,57.6792,1.9,1.19,2365,昆盈,4581238,4192032,9.28,256781,198689,95246
2367,-187673,194127,-446430,,3817832,0.54,-1.21,15.73,58.6832,1.33,0.91,2367,燿華,4887614,2764541,76.8,300148,-38189,-74100
2368,85138,678200,381089,77.96,5118082,1.35,0.83,15.11,59.4778,1.52,1.27,2368,金像,6001008,4133149,45.19,596019,336451,152979
2369,-64621,43965,-115565,,3008368,0.15,-0.4,14.96,71.1463,1.91,1.32,2369,菱生,2359821,1878798,25.6,101043,-120570,-45125
2371,-2699285,-2277885,-3704830,,42094209,-0.55,-0.9,10.69,49.6723,1.06,0.63,2371,大同,17009108,34009711,-49.99,-677286,-1005545,-1595303
2373,101122,448939,238929,87.9,3522171,1.54,0.82,15.14,61.3235,0.73,0.4,2373,震旦行,3625053,4249772,-14.7,147688,199282,414807
2374,238146,501324,230675,117.33,3754941,1.45,0.79,15.05,54.4028,1.49,1.25,2374,佳能,12522008,7509441,66.75,553381,-17887,34093
2375,24876,-26201,17469,,3790452,-0.07,0.09,12.52,73.0955,1.25,0.96,2375,智寶,302376,217698,38.9,-25656,-4978,-18573
2376,-133373,142859,559283,-74.46,6718859,0.21,0.83,26.31,67.0001,1.9,0.79,2376,技嘉,21462583,19891708,7.9,186606,761888,-108119
2377,51808,210942,478793,-55.94,8805624,0.24,0.54,25.53,55.2662,1.52,0.81,2377,微星,33232965,31699792,4.84,200892,407735,10514
2379,-153108,1009584,556592,81.39,8361402,1.31,0.74,24.08,84.4596,4.09,1.25,2379,瑞昱,5537431,4446783,24.53,1071147,691568,-67543
2380,28290,264390,241153,9.64,2270340,1.17,1.06,20.67,74.0936,2.11,1.48,2380,虹光,2316524,2099146,10.36,182609,221469,82602
2381,-614718,-677268,-808446,,10735553,-0.68,-0.83,10.66,70.5153,2.1,1.38,2381,華宇,8575918,11869903,-27.75,-338001,-193728,-339267
2382,27003,4854259,4148772,17,33583848,1.5,1.28,20.53,43.1083,1.32,0.82,2382,廣達,205905473,166665108,23.54,5224046,5257515,768796
2383,17632,121377,19311,528.54,2053873,0.64,0.11,11.62,53.7576,1.45,0.87,2383,台光電,1527527,943889,61.83,68454,-7307,68876
2384,1467770,1159863,2809826,-58.72,10145921,1.14,2.8,21.93,63.5769,1.56,0.85,2384,勝華,15255972,23404022,-34.81,1056312,1457056,211060
2385,-214103,572076,15703,+++++,4425500,1.44,0.04,13.35,54.2248,1.07,0.63,2385,群光,9197489,7200520,27.73,418935,299383,207897
2387,246422,342015,366164,-6.6,3084688,1.14,1.23,15.26,82.6114,1.87,1.28,2387,精元,1034288,1130005,-8.47,196237,166226,194120
2388,118324,1360933,-472734,,13333803,1.06,-0.37,13.35,62.0699,2.19,1.38,2388,威盛,12999444,7557861,72,1045136,-596233,384121
2390,-314552,19776,-243708,,2504933,0.08,-0.92,11.53,88.999,2,1.43,2390,云辰,560143,667633,-16.1,30696,80844,-21220
2391,-247137,688325,908895,-24.27,5039609,1.6,2.12,21.47,72.5554,2.94,1.91,2391,合勤,6366848,6809601,-6.5,1064540,1281234,9091
2392,224367,941995,607452,55.07,3711461,2.62,1.83,39.69,51.6602,1.49,1.15,2392,正崴,19605730,10946711,79.1,1309537,581669,10166
2393,22646,868747,434342,100.01,3200840,2.71,1.51,23.28,66.1875,1.77,1.18,2393,億光,3729230,2879736,29.5,821698,531952,167308
2394,-3965,1007403,508667,98.05,6073452,1.66,0.88,19.25,65.3143,1.82,1.45,2394,普立爾,18066783,13413510,34.69,784552,570821,353691
2395,513025,1457354,1083456,34.51,4631175,3.25,2.71,26.1,74.3385,2.05,1.2,2395,研華,5019943,3805411,31.92,954012,683431,662004
2396,-1176683,-1051889,-1888763,,12855771,-0.85,-2.34,10.07,49.8508,1.04,0.58,2396,精碟,4032501,4147933,-2.78,-852787,-739581,-304551
2397,12097,232368,117346,98.02,1083169,2.24,1.12,24.99,75.3887,3.57,1.51,2397,友通,1300402,1173089,10.85,255415,135976,32454
2399,-3709,112886,38200,195.51,1612000,0.81,0.35,12.05,57.9938,2.04,1.23,2399,映泰,3561464,2781934,28.02,156340,60055,-12340
2401,-194528,1843845,618761,197.99,10213577,1.96,0.66,17.07,74.284,2.56,1.65,2401,凌陽,9440025,8612619,9.61,1263358,799010,747306
2402,-43552,590058,-53680,,2939413,2.08,-0.18,18.45,59.4715,1.47,0.91,2402,毅嘉,3630271,2049092,77.16,676347,-46128,24711
2403,-115676,74024,87994,-15.88,2595252,0.3,0.35,21.64,41.8742,1.4,0.65,2403,友尚,19732275,14770985,33.59,301278,248714,-209363
2404,-52763,248543,432019,-42.47,2366127,1.05,2.02,16.62,49.6221,1.72,0.45,2404,漢唐,2967514,6088078,-51.26,261198,651582,57966
2405,-18998,10791,45911,-76.5,2237583,0.05,0.21,12.82,82.7734,2.58,1,2405,浩鑫,849965,1989882,-57.29,7331,77255,-828
2406,-43744,-244857,-317901,,2943204,-0.83,-1.09,11.25,68.1022,2.13,1.55,2406,國碩,1086074,845213,28.5,-241198,-274131,-6309
2408,1203180,5765865,20721,+++++,39421581,1.51,0.01,17.2,63.1881,2.55,1.72,2408,南科,32384404,21201193,52.75,4354931,-1144556,2449426
2409,378358,6831835,-1659089,,60940686,1.12,-0.3,27.5,49.211,0.94,0.58,2409,友達,127120781,85010500,49.54,9135205,-2037447,-1585819
2410,-37312,-1537591,-48440,,2439312,-6.3,-0.2,4.56,31.4164,0.7,0.15,2410,鼎大科,1114648,2608050,-57.26,-821809,-35889,-592429
2411,250909,490144,434317,12.85,4719183,1.14,0.98,12.51,70.2576,1.08,0.61,2411,飛瑞,2045927,1779683,14.96,300356,229061,213729
2412,1075067,22187273,24328367,-8.8,96678451,2.28,2.47,39.87,80.3324,1.21,0.89,2412,中華電,90594341,89719082,0.98,29592526,28746109,-1040854
2413,-14810,43614,-6917,,1332700,0.34,-0.05,16.06,50.1481,1.41,0.73,2413,環科,1273887,1161774,9.65,51958,4104,-6782
2414,-9694,128027,137315,-6.76,1895068,0.68,0.81,13.82,48.2572,1.63,1.07,2414,精技,5893956,6182405,-4.67,105960,169590,32504
2415,11672,-4686,7090,,764924,-0.06,0.1,14.66,46.7864,0.99,0.78,2415,錩新,442510,437138,1.23,15056,6288,-10366
2417,-16629,204578,157766,29.67,1888871,1.12,0.97,17.44,68.7819,2.07,1.09,2417,圓剛,1394901,1145897,21.73,191047,157079,-3234
2418,216292,1022153,1508167,-32.23,10632741,1.01,1.78,17.88,52.5188,2.31,1.66,2418,雅新,14755670,12697444,16.21,1784106,1679556,-140845
2419,-24501,10632,-74072,,1389714,0.08,-0.53,12.95,45.8648,1.55,0.98,2419,仲琦,1238749,932328,32.87,58275,-46143,-42019
2420,16435,167453,120819,38.6,1354272,1.24,0.92,15.21,60.7579,1.92,1.35,2420,新巨,1563117,1142289,36.84,199732,142165,21668
2421,20414,148412,19844,647.89,2057659,0.73,0.1,13.38,55.0195,1.53,0.88,2421,建準,2535025,1947777,30.15,34958,12647,94726
2423,-30728,90769,20988,332.48,886685,1.04,0.24,13.45,56.507,1.21,0.64,2423,固緯,622806,609238,2.23,87814,70316,20055
2424,-4680,-61763,-59264,,1086120,-0.57,-0.55,6.6,61.5038,1.47,0.78,2424,隴華,525109,529797,-0.88,-6170,-45763,-54977
2425,-52156,9918,-59528,,1289647,0.08,-0.7,7.99,64.6116,2.2,0.93,2425,承啟,1159535,1184852,-2.14,3619,-2107,4941
2426,29530,274960,38205,619.7,2396560,1.15,0.2,13.36,75.0168,2.76,1.47,2426,鼎元,1452222,1072327,35.43,146580,27575,44380
2427,-144506,9551,-114606,,2221975,0.4,-0.52,12.47,47.2674,1.63,0.3,2427,三商電,1286778,1558429,-17.43,89587,64428,-81562
2428,15417,106583,72702,46.6,1015747,1.08,0.77,14.98,67.7915,1.65,1.09,2428,興勤,692468,511597,35.35,130106,81423,14350
2429,-32531,-161312,-33054,,625300,-3.01,-0.89,4.1,18.1867,0.68,0.22,2429,永兆,480054,470634,2,-54799,-2567,-106513
2430,-272644,302164,200124,50.99,2466343,1.25,0.83,24.39,41.0051,0.98,0.45,2430,燦坤,14340721,14019610,2.29,451570,518323,-80364
2431,16037,6137,45477,-86.51,1092648,0.06,0.42,14.19,78.5811,2.49,1.41,2431,聯昌,703004,1645960,-57.29,-16122,49581,29592
2432,-159563,144277,-56619,,1640110,1.07,-0.42,20.08,78.3588,1.55,0.48,2432,倚天,1071483,801893,33.62,164815,140652,-1007
2433,71128,103577,83239,24.43,1491072,0.73,0.56,12.18,50.0531,0.94,0.37,2433,互盛電,676937,651097,3.97,36198,34064,87379
2434,-19248,17579,18551,-5.24,826601,0.21,0.22,11.18,69.9272,2.19,0.9,2434,統懋,339044,342764,-1.09,37321,37272,-18158
2436,-314,34228,2219,+++++,2200000,0.16,0.01,10.93,91.9217,8.72,3.49,2436,偉詮電,467733,464155,0.77,25170,2707,12413
2437,28545,498,13028,-96.18,1703350,(<<<<<),0.07,18.07,89.6092,5.87,5.38,2437,旺詮,300973,275207,9.36,-23070,-11271,24094
2438,-118744,1012,152391,-99.34,2958675,(<<<<<),0.52,13.81,52.3342,0.91,0.67,2438,英誌,4768599,4979413,-4.23,204551,279266,-196427
