stock,90年1-6月,稅後純益,90年1-6月,增減,期末股本,稅後純益,90年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-6月,增減,營業利益,90年1-6月,營業外
1720,-33965,63694,63045,1.03,1200697,0.53,0.55,12.4789,50.1181,3.32,2.76,1720,生達,617318,564888,9.28,119615,113281,-32490
1721,-13679,37038,-25062,,959345,0.39,-0.26,8.4398,63.4146,1.24,0.8,1721,三晃,418943,386223,8.47,36456,-2977,4073
1722,271342,529236,444783,18.99,9800000,0.54,0.45,30.9414,60.9983,9.95,8,1722,台肥,3603404,3950854,-8.79,436223,282380,116869
1723,87157,258239,259347,-0.43,1755402,1.47,1.64,12.7576,58.0537,1.65,1.56,1723,中碳,1267864,1325364,-4.34,258837,245533,74300
1724,-32742,100490,52036,93.12,1649140,0.61,0.32,10.8166,58.9714,1.52,1.02,1724,台硝,828233,850490,-2.62,112347,96756,3625
1725,-160,28231,22581,25.02,579012,0.49,0.42,11.3547,23.4256,1.04,0.83,1725,元禎,3099432,1650434,87.79,67595,23010,-31173
1726,28690,295581,256145,15.4,1562489,1.89,1.64,23.5085,73.385,2.52,1.76,1726,永記,2447315,2389324,2.43,379483,303017,20875
1727,-3014,-6664,3371,,500000,-0.13,0.07,13.6741,73.7967,2.02,1.33,1727,中華化,355223,307625,15.47,-4885,4645,-6704
1729,46374,330599,338085,-2.21,1295984,2.55,2.63,19.0783,80.8354,3.3,3.02,1729,必翔,1066999,919152,16.09,434451,396654,-8860
1730,6192,14750,18427,-19.95,407824,0.36,0.45,11.8113,81.7571,3.41,2.78,1730,花仙子,221534,222256,-0.32,21114,17008,-1002
1731,26327,77693,48692,59.56,705737,1.1,0.69,16.1429,44.9468,1.09,0.91,1731,美吾華,1568306,1415250,10.81,24069,27382,59437
1732,3936,2025,13492,-84.99,416117,0.05,0.32,11.0729,84.8186,5.89,3.9,1732,毛寶,210474,239574,-12.15,4690,14333,-691
1733,14137,82855,41003,102.07,531667,1.56,1.03,13.0698,86.9418,5.95,4.44,1733,五鼎,293539,144621,102.97,95267,24828,-12291
1734,-2423,29095,26171,11.17,643088,0.45,0.51,13.0734,62.6677,1.69,0.94,1734,杏輝,393538,341992,15.07,43636,30244,-4931
1735,26529,97422,56907,71.2,600880,1.62,1.1,13.6345,69.1529,1.85,1.27,1735,日勝化,627571,541975,15.79,106781,43094,15305
18,79946,360253,793435,-54.6,25844524,0.14,0.28,15.0320861007152,70.7647909303818,1.25245526041607,0.648059866371748,18,玻璃陶瓷類,9312246,8997493,3.5,777728,1061678,-181521
1802,409941,790121,1347205,-41.35,12000000,0.66,1.12,20.0713,83.0391,2.37,1.37,1802,台玻,6341129,5378015,17.91,832322,1237264,191799
1805,-36733,-91716,-134389,,1750000,-0.52,-0.38,8.9313,60.6506,0.84,0.11,1805,凱聚,86746,348603,-75.12,-77652,-97656,-14064
1806,-155901,-53560,-157390,,3446754,-0.16,-0.46,7.8489,58.2555,0.8,0.33,1806,信益,585457,636782,-8.06,27728,-21484,-83184
1807,-97409,-176190,-203221,,2518206,-0.7,-0.81,7.0251,52.8375,0.37,0.13,1807,羅馬,320422,443048,-27.68,-91930,-105812,-81281
1808,-20041,-56314,-57198,,300000,-1.88,-0.6,3.9873,9.8485,0.07,0.05,1808,國賓瓷,18334,66081,-72.26,-37572,-32965,-18742
1809,21612,-13030,47509,,1640079,-0.08,0.29,12.3382,57.2602,1.15,0.69,1809,中釉,735316,810206,-9.24,38988,50242,-52043
1810,-41523,-39058,-49081,,4189485,-0.09,-0.12,15.7146,62.2441,1.11,0.54,1810,和成,1224842,1314758,-6.84,85844,32089,-124006
19,-439134,1006575,-430571,,43545113,0.23,-0.1,11.6576955489816,55.6917927760533,1.64375816585138,0.844996763151008,19,造紙類,26792492,24880955,7.68,1681823,78252,-386876
1902,-300198,8533,-288990,,5600000,0.02,-0.52,9.9662,47.724,1.04,0.28,1902,臺紙,2200133,2162038,1.76,56329,11208,-47796
1903,-40324,57340,-212107,,2600391,0.22,-0.82,15.0437,44.0695,1.1,0.67,1903,士紙,1080836,920173,17.46,-87252,-174091,144592
1904,-91398,441811,33306,+++++,9900000,0.45,0.03,13.0964,53.1807,2.09,0.87,1904,正隆,7980338,6994939,14.09,582139,126160,-49566
1905,-39504,115475,-324233,,5631847,0.2,-0.58,11.6247,75.133,10.11,8.02,1905,華紙,2608758,2355340,10.76,74235,-248908,71682
1906,-29155,-46130,-25483,,1918000,-0.24,-0.13,5.44,57.1974,1.15,0.98,1906,寶隆,820062,879686,-6.78,3517,4696,-49535
1907,2509,314767,313943,0.26,12779290,0.25,0.25,11.9798,57.5992,1.37,0.71,1907,永豐餘,9610329,9105938,5.54,826906,339434,-362139
1909,58936,114779,72993,57.25,5115585,0.22,0.14,10.5667,59.5144,1.72,1.34,1909,榮成,2492036,2462841,1.19,225949,19753,-94114
20,-2988085,6740808,1950133,245.66,172639253,0.39,0.11,12.2240988264702,54.943556174887,0.971452555881066,0.438334993558213,20,鋼鐵類,119864414,113163175,5.92,10298675,5754755,-1725398
2002,-87075,4082870,3687287,10.73,91089364,0.45,0.42,13.3959,63.761,1.36,0.56,2002,中鋼,46258225,44735748,3.4,5385150,4488318,-225970
2006,-354070,100876,-118994,,6633995,0.15,-0.18,14.7929,41.9479,0.56,0.29,2006,東鋼,7855692,6502716,20.81,286959,302668,-215474
2007,-492284,-655227,-452697,,4464106,-1.47,-1.01,10.306,25.5693,0.27,0.07,2007,燁興,2999935,5260525,-42.97,61834,50313,-704347
2008,-187825,-72182,-250083,,4238266,-0.17,-0.59,7.4602,27.0963,0.45,0.15,2008,高興昌,3541890,3364338,5.28,101490,-62371,-173672
2009,-294927,65836,-171339,,3578330,0.18,-0.48,9.9293,72.6517,2.02,1.31,2009,第一銅,1402771,1337226,4.9,102327,79994,-14184
2010,89768,306844,190955,60.69,4781908,0.64,0.4,13.7026,56.788,1.8,1.11,2010,春源,4949575,5046387,-1.92,252335,143653,134817
2012,-44250,45964,10461,339.38,2877740,0.16,0.04,8.6343,44.4326,1.15,0.6,2012,春雨,1628603,1604877,1.48,75588,54422,-14821
2013,704,51859,130394,-60.23,1472122,0.35,0.92,17.0956,43.7616,1.12,0.67,2013,中鋼構,2561360,3051834,-16.07,41740,143735,27508
2014,-676838,679166,-1164857,,11443361,0.59,-1.02,8.0393,34.5137,0.32,0.1,2014,燁隆,10457360,8920270,17.23,1134718,-488019,-455552
2015,-45933,414473,87059,376.08,5145658,0.81,0.16,12.537,60.1298,1.04,0.42,2015,豐興,6172986,5066317,21.84,498097,156201,51749
2017,-79701,151380,-88930,,4507940,0.34,-0.2,8.5566,64.2882,1.19,0.64,2017,嘉益,2086911,1531765,36.24,169318,-9229,-13338
2020,-10826,95556,11136,758.08,1132728,0.84,0.1,12.557,55.2685,1.42,0.77,2020,美亞,1361169,1126880,20.79,65231,25823,55613
2022,-53237,86519,-92146,,4247693,0.2,-0.22,6.6076,56.0865,0.38,0.24,2022,聚亨,974013,613695,58.71,27071,-38909,56501
2023,-197528,754174,238986,215.57,8090660,0.93,0.3,14.1805,59.9887,1.24,0.81,2023,燁輝,9375666,8835348,6.12,1043603,488306,-13717
2024,-93758,-76763,-158194,,1496272,-0.51,-1.06,7.6092,39.9276,0.47,0.24,2024,志聯,551238,650662,-15.28,-45540,-64436,-31223
2025,-37337,78140,36149,116.16,3228341,0.24,0.11,6.3935,44.7288,0.41,0.22,2025,千興,2016633,1773054,13.74,-22762,-23138,100902
2027,-160927,17906,-16309,,2480410,0.07,-0.07,10.9703,55.292,0.96,0.52,2027,大成鋼,1671280,1211476,37.95,98894,127879,-76145
2028,-192141,-109073,-107936,,4026892,-0.27,-0.27,8.5854,36.3646,1.02,0.04,2028,威致,1924350,1932656,-0.43,97419,84205,-206492
2029,-2619,318887,178262,78.89,3180000,1,0.56,18.1373,74.4941,1.72,0.86,2029,盛餘,5807731,5548295,4.68,402766,234809,2823
2030,-27692,46644,12410,275.86,803592,0.58,0.17,13.7489,41.8764,1.24,0.42,2030,彰源,1244433,1129263,10.2,49754,42926,-9350
2031,-32671,200053,-10624,,1200000,1.67,-0.09,13.402,46.5437,1.51,1.11,2031,新光鋼,1956107,1275364,53.38,262677,8146,2596
2032,9806,65260,25036,160.66,778849,0.84,0.33,14.0973,56.0108,1.78,1.38,2032,新鋼,1075917,812818,32.37,86718,18018,5280
2033,-6626,40280,11963,236.7,684465,0.59,0.18,11.5341,55.4636,1.04,0.76,2033,佳大,470175,438215,7.29,30583,21350,14788
2034,-10098,51366,-37856,,1056561,0.49,-0.36,12.9799,50.9553,1.18,0.66,2034,允強,1520394,1393446,9.11,92705,-29909,-23690
21,314613,2559111,860142,197.52,36161581,0.71,0.24,13.3527632544606,58.7317774648192,1.02371342154235,0.63247415005834,21,橡膠類,16208071,14979997,8.2,1489209,678526,1536869
2101,-203418,86577,-136407,,2608200,0.33,-0.52,6.0222,15.754,0.25,0.11,2101,南港,2179076,1879676,15.93,236583,67538,-148579
2102,-31069,238754,46463,413.86,2691583,0.89,0.17,11.9338,46.2798,1.18,0.88,2102,泰豐,1651964,1396656,18.28,270218,66907,38216
2103,-84604,83921,-24805,,6095114,0.14,-0.04,11.6845,65.0513,1.01,0.55,2103,臺橡,2669551,2789202,-4.29,46125,61353,37796
2104,10686,80109,36510,119.42,4160243,0.19,0.09,16.71,65.9919,1.48,0.93,2104,中橡,1202060,1062749,13.11,216122,28197,-109045
2105,582791,1245782,788150,58.06,8861732,1.41,0.94,16.0501,69.9432,1.14,0.74,2105,正新,4305457,3852512,11.76,400922,331265,1109445
2106,95883,352051,59914,487.59,3203884,1.1,0.2,14.8964,63.6168,1.58,1.17,2106,建大,1450029,1239731,16.96,89030,-33157,311845
2107,-131923,232998,-54624,,3970884,0.59,-0.14,11.5933,57.7151,1.76,0.83,2107,厚生,604225,821426,-26.44,13542,77444,219339
2108,13190,156868,96329,62.85,2156937,0.73,0.49,12.5957,83.349,3.03,1.8,2108,南帝,1127191,1097637,2.69,196777,98856,9940
2109,63077,82051,48612,68.79,2413004,0.34,0.2,12.9015,65.5751,1.52,1.16,2109,華豐,1018518,840408,21.19,19890,-19877,67912
22,2399543,6426895,5172099,24.26,44363013,1.45,1.2,20.6478045122859,60.9054593589747,1.55084530028897,1.28365630576093,22,汽車類,84667063,84331194,0.4,3607519,3892612,3267767
2201,1335262,2400846,2239029,7.23,18291464,1.31,1.3,20.734,70.0741,1.98,1.54,2201,裕隆,19526408,22916595,-14.79,537581,1446937,1722920
2204,674147,3162465,2163117,46.2,12556057,2.52,1.77,24.7369,58.6526,1.68,1.48,2204,中華,26276887,24160525,8.76,2388686,1848970,1227779
2206,9957,-85475,100573,,8053700,-0.11,0.12,13.9836,55.8246,1.1,0.58,2206,三陽,7326062,10678450,-31.39,-140508,169719,-12011
2207,380177,949059,669380,41.78,5461792,1.74,1.23,20.7854,49.0489,1.28,1.12,2207,和泰,31537706,26575624,18.67,821760,426986,329079
23,10696487,122868148,88004557,39.62,1615764740,0.76,0.6,16.764708734763,62.3825159750125,1.6118942340937,1.19522177377749,23,電子類,1465738494,1227487737,19.41,131526659,87556502,9719501
2301,-79493,804275,408122,97.07,7008400,1.15,0.63,13.7279,56.873,1.15,0.93,2301,光寶,9148473,7243568,26.3,1201982,577295,-174584
2302,-56148,-147790,-62415,,2770000,-0.53,-0.23,17.6844,85.1494,2.39,0.79,2302,麗正,223130,853936,-73.87,-63513,18352,-84248
2303,-2406134,4661755,4620607,0.89,154748456,0.3,0.35,13.9552,70.6323,3.2,2.82,2303,聯電,30739328,38596239,-20.36,-1443665,5835163,6111356
2304,-705455,-497850,-1079121,,3737824,-1.33,-1.6,0.0307,0.0977,0.61,0.35,2304,誠洲,631090,3474969,-81.84,-176399,-316710,-321451
2305,-162900,34732,-205439,,4539974,0.08,-0.45,5.9436,50.392,1.08,0.67,2305,全友,2551597,1225628,108.19,-3093,-42539,37825
2308,2690647,2186627,2400606,-8.91,13878790,1.58,2.02,19.651,64.5689,0.9,0.78,2308,台達電,11985603,13417113,-10.67,51841,24386,2339663
2310,257901,1128924,519795,117.19,5448153,2.07,1.11,16.4124,57.1753,1.35,0.82,2310,旭麗,7117104,4945530,43.91,944783,237606,365957
2311,-1339692,-156643,-266214,,32548000,-0.05,-0.1,11.903,57.3926,1.01,0.6,2311,日月光,12045073,10037817,20,1465512,978823,-1773155
2312,956229,587595,766219,-23.31,10774337,0.55,0.81,12.4518,68.2559,1.08,0.89,2312,金寶,5987123,3613085,65.71,304434,-161836,451145
2313,782144,-682619,934608,,8700341,-0.78,1.13,18.5568,57.1621,2.35,1.76,2313,華通,6876170,8178829,-15.93,-107089,280567,-827688
2314,442642,131392,531811,-75.29,4261626,0.31,1.39,10.0769,63.1023,2.07,1.14,2314,台揚,1625349,2352146,-30.9,-16856,154280,202183
2315,439536,637368,591728,7.71,10415686,0.61,0.6,15.2793,61.5119,1.53,1.33,2315,神達,10837929,17240286,-37.14,74145,228192,573280
2316,-77090,219171,25193,769.97,4279599,0.51,0.06,14.7307,62.9885,1.68,1.46,2316,楠梓電,2579918,2635377,-2.1,244630,93433,-4319
2317,2711103,8012159,5326415,50.42,20648970,3.88,3.01,29.0271,49.5717,1.27,0.87,2317,鴻海,100472799,61571293,63.18,4216862,3642173,5299619
2318,-44073,-1368626,-214531,,2939084,-4.66,-0.73,6.7188,45.5273,0.88,0.41,2318,佳錄,276540,630525,-56.14,-416652,-180407,-952868
2319,-820508,-495547,149530,,16374308,-0.3,0.1,8.3588,41.0345,1.15,0.87,2319,大眾,21016917,22130174,-5.03,512451,1333990,-1051974
2321,3060,66417,63385,4.78,2908277,0.23,0.23,13.5761,52.3445,1.36,0.78,2321,東訊,3849367,4848957,-20.61,34274,45325,12143
2322,724511,-47029,543791,,4886683,-0.1,1.11,10.662,47.7849,1.13,0.72,2322,致福,4308205,5634547,-23.54,-222973,-95429,82355
2323,373765,300252,1410992,-78.72,26002658,0.12,0.65,15.0699,55.6522,1.49,1.1,2323,中環,9906855,7825070,26.6,994228,927968,-672544
2324,1034130,3348396,2956509,13.26,25476590,1.31,1.42,16.4905,63.2109,2.03,1.41,2324,仁寶,52567837,33111335,58.76,2757948,1980664,758856
2325,-376980,340639,169181,101.35,18851737,0.18,0.09,13.9657,56.5383,2.29,1.88,2325,矽品,10649587,8037781,32.49,373286,81250,-81901
2326,-145953,-168630,-232251,,3507681,-0.48,-0.66,3.2458,30.2445,3.17,2.57,2326,亞瑟,404945,1492260,-72.86,-100558,-86270,-68045
2327,1658667,-3284247,2361744,,22540415,-1.46,1.28,16.3444,62.9028,0.72,0.44,2327,國巨,4308578,3385693,27.26,477694,734490,-3597371
2328,-83874,18529,22613,-18.06,3441000,0.05,0.07,14.4637,85.6451,3.69,3.51,2328,廣宇,1312749,1558949,-15.79,45265,104418,-26736
2329,318113,-1398760,-1055840,,12413826,-1.13,-0.97,9.122,39.4809,0.51,0.31,2329,華泰,5840799,5017445,16.41,-1113485,-1199632,-344623
2330,-2980381,15897351,8732776,82.04,199228867,0.8,0.48,14.5142,77.1145,2.63,2.15,2330,台積電,79972169,65818495,21.5,20157484,9540942,-2153200
2331,358013,1339607,1333372,0.47,4314672,3.1,5.94,23.3254,40.1372,1.81,1.28,2331,精英,31690388,13260727,138.98,1826715,1358611,-144998
2332,154938,555576,624150,-10.99,5163309,1.08,1.4,19.0334,59.7548,3.32,2.9,2332,友訊,7581754,7625943,-0.58,521065,511378,82511
2333,367398,-132261,186117,,6944017,-0.19,0.28,10.4397,60.0223,1.6,0.67,2333,碧悠,1596019,3215084,-50.36,-179904,330393,-131878
2335,-26669,-37889,-85236,,843779,-0.45,-1.01,6.6549,31.8344,0.51,0.33,2335,清三,552946,742098,-25.49,9416,-58567,-45331
2336,-197909,125015,-93503,,4146223,0.3,-0.23,12.8426,54.8586,2.16,1.93,2336,致伸,5130672,5000512,2.6,81421,23019,55182
2337,-1068721,-7184356,2428849,,36912769,-1.95,0.72,9.3892,50.6125,1.72,1.05,2337,旺宏,6738011,11950459,-43.62,-3142662,3867570,-4041694
2338,16020,304329,309717,-1.74,4249180,0.72,0.83,12.7509,70.4984,3.85,3.47,2338,光罩,1449137,1339174,8.21,330302,291945,-14841
2340,49840,88151,96954,-9.08,4282761,0.21,0.23,14.1137,53.6849,1.41,0.9,2340,光磊,2396702,1548903,54.74,86103,22476,-129286
2341,-77384,-237027,-62106,,3682216,-0.64,-0.19,15.2513,50.4616,2.09,0.8,2341,英群,5520001,3628280,52.14,166776,-20409,-422011
2342,-3056627,-3677428,-8904245,,32390394,-1.14,-2.75,6.557,44.671,0.47,0.14,2342,茂矽,5606155,6147144,-8.8,-4229957,-4701124,2232826
2343,315786,528757,568543,-7,8096549,0.65,0.86,17.4586,76.803,4.14,3.13,2343,精業,4415481,5153073,-14.31,115698,308271,395889
2344,1779646,-1992785,-2559846,,44252972,-0.45,-0.58,14.395,76.5848,1.91,1.31,2344,華邦電,15848016,13261240,19.51,-1390752,-3336822,-1085791
2345,-121353,672658,612607,9.8,5670113,1.19,1.65,22.154,78.4854,3.2,2.52,2345,智邦,8139885,9087084,-10.42,684252,867175,-15149
2346,1121033,2009408,1130716,77.71,9069352,2.22,1.54,17.9073,52.5169,1.23,0.69,2346,源興,19638001,11089948,77.08,186555,23213,1822853
2347,243905,1400035,705534,98.44,6480000,2.16,1.21,23.8256,65.9627,1.93,1.47,2347,聯強,25609636,20628506,24.15,735825,658240,846418
2348,-545765,94583,-558591,,4295114,0.22,-1.3,3.117,26.5342,0.31,0.22,2348,力捷,2889094,2438966,18.46,302535,26187,-164753
2349,948545,-1476454,1397172,,20973029,-0.7,0.84,28.8169,58.8132,2.68,2.06,2349,錸德,10084692,10113991,-0.29,-111606,813825,-1507053
2350,-1262924,242158,-507445,,6885000,0.35,-0.74,12.0981,47.6257,1.23,0.91,2350,環電,14080701,15364178,-8.35,357249,770103,-129860
2351,-57825,-28626,-5993,,1664307,-0.17,-0.04,12.2557,53.3191,1.15,0.59,2351,順德,1017792,891396,14.18,11925,58007,-51646
2352,255366,4569678,1055654,332.88,16555963,2.76,0.76,22.4786,59.5565,1.47,1.18,2352,明基,46071087,22991658,100.38,3468319,744801,1647904
2353,1791681,4488970,816569,449.74,21090399,2.13,0.19,31.7677,75.5212,1.88,1.71,2353,宏碁,20642684,36043735,-42.73,-254763,-632518,5061968
2354,66658,68670,108782,-36.87,2240499,0.31,0.75,15.4508,58.4046,2.13,1.95,2354,華升,6436700,10160353,-36.65,100485,50993,-8894
2355,89111,263302,345247,-23.74,2712429,0.97,1.49,20.5648,75.7156,1.91,1.67,2355,敬鵬,2398680,2620410,-8.46,444647,380450,-86503
2356,1739245,1688418,1951903,-13.5,16607000,1.02,1.18,15.3186,64.9981,2.07,1.8,2356,英業達,33653822,33998207,-1.01,1233403,660431,681512
2357,1354312,4226357,8013481,-47.26,19988800,2.11,4.05,30.1841,74.9937,2.85,2.32,2357,華碩,38762253,36937509,4.94,3536912,7090892,1402335
2358,-175374,-112100,-223548,,2299200,-0.49,-0.97,0.5281,8.1873,0.36,0.22,2358,美格,1323539,1791239,-26.11,-75726,-48335,-36323
2359,3713,-641857,15370,,3761708,-1.71,0.04,11.4169,47.4398,0.68,0.42,2359,所羅門,2234639,2215360,0.87,19220,21864,-661077
2360,76164,229861,267130,-13.95,2526900,0.91,1.14,15.142,67.732,2.02,1.44,2360,致茂,1573307,1417241,11.01,253860,208555,1551
2361,5336,140820,-131205,,2905106,0.48,-0.45,9.4719,67.2662,2.8,1.79,2361,鴻友,1938027,1542592,25.63,420116,-119725,-279180
2362,-46389,70108,210269,-66.66,4819757,0.15,0.48,11.4725,66.7292,1.57,0.6,2362,藍天,4175703,4391329,-4.91,144689,241658,-66581
2363,-185762,-103267,-378045,,10714164,-0.1,-0.35,16.877,51.0958,1.29,0.66,2363,矽統,6796127,4922484,38.06,-192026,-192283,88759
2364,-141491,-339325,-447720,,5284509,-0.64,-0.85,6.2067,47.139,1.76,0.9,2364,倫飛,1862822,2569194,-27.49,-263958,-343553,-100353
2365,56630,247154,168068,47.06,2029193,1.22,0.94,17.6715,69.127,1.95,1.87,2365,昆盈,3081340,2423990,27.12,226531,171037,75488
2366,-100692,612171,57212,970,3527268,1.74,0.2,15.8617,50.4088,1.24,0.69,2366,亞旭,8723415,5117313,70.47,726900,110939,-105728
2367,-200388,113232,-169163,,3621412,0.31,-0.47,16.4452,63.2301,0.99,0.71,2367,燿華,2628421,2202499,19.34,253740,-40467,-91708
2368,18700,-305710,-53663,,4104135,-0.74,-0.14,16.7784,59.5216,1.43,1.02,2368,金像,2963253,2884699,2.72,-169447,-71519,-200263
2369,356932,-396835,220126,,2637440,-1.5,0.87,13.645,70.6614,1.53,1.29,2369,菱生,1432296,1126894,27.1,-71398,-110127,-229631
2370,-41612,31503,-74559,,2168600,0.15,-0.34,14.078,81.7128,3.67,2.12,2370,匯僑工,885396,924757,-4.26,8568,-47887,18364
2371,-1184578,1011117,-2130280,,42100000,0.24,-0.51,10.067,45.8222,0.83,0.48,2371,大同,29961565,34526814,-13.22,-853531,-943926,1870199
2373,-117580,537234,11227,+++++,6853948,0.78,0.02,5.3717,36.9961,0.91,0.6,2373,震旦行,4790892,7402739,-35.28,210804,130307,254430
2374,241236,168766,248296,-32.03,2104916,0.8,1.25,12.691,66.0299,0.85,0.62,2374,佳能,1291669,1247391,3.55,1427,31235,173346
2375,56462,60672,66358,-8.57,1916873,0.32,0.35,15.3676,80.583,3.97,3.04,2375,智寶,602655,889975,-32.28,-17855,16568,69214
2376,256892,1205829,1588052,-24.07,5494478,2.19,3.46,28.3831,65.9103,3.9,3.16,2376,技嘉,13492631,12758928,5.75,1303102,1501855,102036
2377,236714,1598001,1510624,5.78,5556326,2.88,4.01,26.5705,62.3662,1.67,1.16,2377,微星,25909323,14752998,75.62,1679229,1366468,186044
2378,107205,-36850,133886,,1559456,-0.24,0.94,12.9646,70.2146,1.91,1.17,2378,鴻運電,533095,931952,-42.8,2918,10445,-53903
2379,126896,1405795,966312,45.48,5268507,2.67,2.77,27.9785,83.1776,6.61,5.71,2379,瑞昱,4292636,3068100,39.91,1493009,911775,42738
2380,61000,184329,472703,-61.01,2116900,0.87,2.57,16.1885,83.4443,3.16,2.2,2380,虹光,1514013,4198830,-63.94,90346,479919,93386
2381,-6718,660077,338715,94.88,12265325,0.54,0.3,14.1245,64.7925,2.03,1.26,2381,華宇,22920022,15944828,43.75,730452,507370,-72197
2382,1302596,5144666,6240620,-17.56,24601981,2.09,3,17.2078,50.5382,1.53,1.2,2382,廣達,67903346,55722142,21.86,3790985,5026003,1740039
2383,-60382,-12386,-17994,,1670382,-0.07,-0.11,11.4726,73.7955,2.09,1.28,2383,台光電,668970,761271,-12.12,37409,43704,-48146
2384,39049,-127537,13110,,3519575,-0.36,0.04,18.515,58.8254,1.71,0.87,2384,勝華,3041829,2438253,24.75,4925,-23286,-132462
2385,216451,497652,322095,54.5,2495450,1.99,1.45,10.882,57.0753,1.35,0.68,2385,群光,2711385,2100749,29.07,147823,102127,359772
2386,194913,910119,689188,32.06,3105476,2.93,2.94,24.6736,49.8694,2.85,2.41,2386,國碁,11588440,7420921,56.16,991093,508352,-27346
2387,25922,135972,40275,237.61,1587836,0.86,0.41,11.2383,64.9149,1.65,1.26,2387,精元,974282,705219,38.15,128306,35955,55305
2388,-825107,1120249,3317963,-66.24,11918540,0.94,3.5,20.5652,71.2977,3.65,2.74,2388,威盛,12475756,18162382,-31.31,2121195,4290212,-978160
2389,31895,27227,132311,-79.42,2506788,0.11,0.58,15.7067,72.7807,1.01,0.77,2389,世昕,961266,976832,-1.59,40568,105482,-15802
2390,155720,91062,207866,-56.19,3178063,0.29,0.8,14.2921,63.67,1.17,0.59,2390,云辰,969174,1032730,-6.15,26460,51146,54602
2391,57201,555354,250155,122,2711511,2.05,1.09,19.3157,84.2408,3.94,3.29,2391,合勤,2424940,2091340,15.95,515422,244765,87770
2392,40766,387021,146611,163.98,2004358,1.93,1.02,30.1685,72.7485,2.32,1.69,2392,正崴,5109401,2093128,144.1,577091,156662,-76188
2393,-31639,190201,16137,+++++,2047587,0.93,0.09,18.4915,67.2202,1.92,1.36,2393,億光,1754578,1261463,39.09,235288,41012,-26200
2394,289151,400190,528239,-24.24,4578049,0.87,1.51,17.1975,62.8134,2.83,1.89,2394,普立爾,6278124,4353534,44.21,504341,321561,-85693
2395,32392,610810,497794,22.7,2855106,2.14,2.13,15.5347,60.8254,2.55,2.11,2395,研華,2921336,2653519,10.09,693958,615402,90852
2396,-19080,77352,325169,-76.21,4784000,0.16,0.82,23.1796,58.5133,1.2,0.98,2396,精碟,3320038,2864750,15.89,408884,254324,-302178
2397,104167,51313,195538,-73.76,1176000,0.44,1.7,22.6952,75.2445,3.62,2.65,2397,友通,1894588,2128262,-10.98,71433,132726,-19871
2398,-109257,202402,475972,-57.48,3428847,0.59,1.79,28.8694,50.0625,2,1.67,2398,博達,3887484,4013602,-3.14,580032,590370,-375003
2399,4797,64782,-85723,,860000,0.75,-1,12.6017,46.0371,1.44,0.96,2399,映泰,2259881,1725361,30.98,88589,-92320,-30459
2401,235589,932890,967716,-3.6,6949500,1.34,1.81,17.4159,83.0928,4.06,3.53,2401,凌陽,3953610,2956579,33.72,913123,738822,-59
2402,73913,143114,116345,23.01,1377000,1.04,0.99,16.0594,62.0946,2.05,1.41,2402,毅嘉,612221,482477,26.89,93468,78432,87646
2403,-92905,282346,34823,710.8,1423882,1.98,0.27,23.4875,51.7217,1.65,1.06,2403,友尚,9372545,4596654,103.9,433688,161610,-62742
2404,-52,197499,144828,36.37,1636755,1.21,1,14.433,53.0394,1.57,0.53,2404,漢唐,2436933,1889689,28.96,279510,191980,-9211
2405,2353,112361,6255,+++++,1368500,0.82,0.05,16.0169,69.2092,2.31,1.96,2405,浩鑫,2348576,1723205,36.29,202358,3354,-50143
2406,-102743,-283829,-487529,,2520076,-1.13,-1.93,15.8535,72.0981,1.84,1.13,2406,國碩,753760,548037,37.54,-143870,-429386,-139959
2407,47352,-322225,443405,,3053857,-1.06,1.65,17.3402,54.2432,1.54,1.14,2407,陞技,3255686,3332349,-2.3,-13590,448211,-383539
2408,-990534,212835,-3813459,,27500000,0.08,-1.69,11.8927,42.7562,1.44,0.57,2408,南科,13353893,5993590,122.8,1012026,-3525618,-975906
2409,-93202,5929938,-3214277,,39766059,1.49,-1.08,19.3891,60.9053,2.38,1.91,2409,友達,42420168,13969850,203.66,7243604,-3155740,-1313638
2410,-15608,-49997,7550,,1235000,-0.4,0.06,9.7055,63.2092,1.07,0.38,2410,普大,380379,1634448,-76.73,-121638,26472,78879
2411,211753,454381,448139,1.39,4696000,0.97,0.95,11.3763,75.4069,1.82,1.6,2411,飛瑞,1399566,1848591,-24.29,285059,299492,228624
2412,-126938,25053039,16959758,47.72,96477249,2.6,1.76,38.3495,76.4581,0.55,0.48,2412,中華電,86265186,92410149,-6.65,31001023,22420821,494477
2413,78626,38207,181899,-79,1390000,0.27,1.51,20.4181,62.609,2.03,1.19,2413,環科,910663,1070338,-14.92,67133,141234,-30526
2414,-4036,73821,28982,154.71,1186678,0.62,0.28,14.3889,58.1277,2.31,1.69,2414,精技,3467232,3047486,13.77,75992,28847,5189
2415,59837,85838,85129,0.83,788586,1.09,1.11,16.7029,58.9347,2.31,2.16,2415,錩新,452492,411145,10.06,76164,50075,34133
2416,-83028,290013,157669,83.94,2350500,1.23,0.75,22.7475,44.0133,1.41,0.69,2416,世平,11889359,9393857,26.57,577406,292112,-159483
2417,16742,77191,37320,106.84,1051091,0.73,0.38,14.717,68.741,2.88,2.24,2417,圓剛,616142,368911,67.02,65881,11650,14463
