year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 9915 億豐窗簾  ,978421,13.06,2.28,69.26,97037,-20632,886248,69367,1.83
200002,9915,1125184.0,12.338,5.0,84.0138,248390.0,-5014.0,2098043,191839,3.95
200003,9915,1125184,13.5671,4.01,85.0569,415535,-464,3314980,330131,3.28
200004,9915,1125184,14.1746,3.92,84.7883,524854,4913,4189422,396710,3.22
200101,9915,1125184,14.828,4.17,85.3178,118957,-18662,918297,70803,3.44
200102,9915,1433460,12.6708,2.92,80.4998,306020,2269,2262222,211111,2.49
200103,9915,1433460,13.6992,4.35,86.3828,545606,-28194,3869401,358917,3.7
200104,9915,1433460,14.7064,3.74,84.0068,711248,-12581,5078753,498079,3.26
200201,9915,1433460,15.7232,3.32,82.6249,240585,-25415,1510706,147138,2.92
200202,9915.0,1826196,13.2561,3.97,84.3389,553475.0,-69519.0,3387205.0,345273,3.68
200203,9915.0,1826196.0,14.5431,5.16,87.3487,850203.0,-23749.0,5366953.0,570129,4.74
200204,9915.0,1826196,15.2689,5.33,86.6205,1103839.0,-101009.0,7119396.0,695022,4.99
200301,9915.0,1826196,16.4926,4.72,84.4944,267622.0,31222.0,1779854.0,223317,4.46
200302,9915.0,2325121,13.7346,5.86,87.7105,571026.0,129150.0,3817048.0,538461,5.17
200303,9915.0,2325121,15.0066,6.3,87.9778,867961.0,226111.0,5946710.0,850070,5.62
200304,9915.0,2325121,16.2378,5.75,86.2982,1206860.0,299310.0,8157732.0,1134863,5.45
200401,9915.0,2325121,17.3659,3.11,76.3094,325282.0,53430.0,2416392.0,286649,2.96
200402,9915.0,3016157,13.7189,2.51,72.155,652542.0,224852.0,4978875.0,669102,2.39
200403,9915.0,3016157,14.8659,3.75,80.7638,935104.0,399167.0,7286787.0,1006377,3.54
200404,9915.0,3016157,15.2363,3.61,79.8959,1201574.0,408088.0,9472027.0,1202272,3.44
200501,9915.0,3016157,16.0412,3.59,79.1771,251725.0,98373.0,2034866.0,261131,3.4
200502,9915.0,3588091,15.5,2.53,73.0585,571411.0,275423.0,4480835.0,622589,2.39
200503,9915.0,3588091,14.56,3.41,81.3542,827978.0,553160.0,6880713.0,1023344,3.22
200504,9915.0,3588090.94,15.33,3.81,,1093925.0,675267.0,9116865.0,1330766,3.55
200601,9915.0,3588091,16.0,3.33,81.0298,180961.0,153290.0,2014339.0,265713,2.3
200602,9915.0,4024159,14.54,1.95,,399742.0,346097,4395619.0,576999,1.51
200603,9915.0,4024159.0,14.38,3.16,80.6027,642527.0,602154,6960210.0,1066498.0,2.8
200604,9915,4024159.0,14.99,3.96,83.0829,824794.0,792153,9208437.0,1331722.0,3.57
200701,9915,4024159.0,15.98,3.58,81.2212,195094.0,239245,2146030.0,326497.0,3.22
200702,9915,4372973.0,14.79,1.91,,448219.0,481817,4847894.0,698071.0,1.64
200703,9915,4372973.0,14.47,2.76,,653983.0,773631,7397343.0,1058119.0,2.47
