year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2831 中華銀行  ,15171392,11.75,4.22,7.84,693653,7059,3702186,590954,4.2
200002,2831,15171392.0,11.8438,5.06,7.8299,1171404.0,30402.0,7431945,878003,5.05
200003,2831,15171392,12.0395,4.27,8.2809,1617897,33487,11074834,1224885,4.26
200004,2831,15171392,11.0188,4.59,7.8205,88887,21346,14709135,108703,4.56
200101,2831,15171392,11.257,4.86,7.9119,349166,14794,3575871,374854,4.83
200102,2831,15171392,11.1388,3.16,7.73,585306,15079,7030587,463704,3.14
200103,2831,15171392,11.1219,3.44,7.6503,860348,16120,10404204,690397,3.42
200104,2831,15171392,10.2268,2.95,7.2212,-765815,9864,13340976,-680035,2.93
200201,2831,15171392,10.4109,3.15,7.5956,322539,-10265,2948435,259229,3.13
200202,2831.0,15171392,10.6546,3.24,7.6202,631394.0,-30764.0,5567051.0,445451,3.23
200203,2831.0,15171392.0,10.7377,2.4,7.7721,1014582.0,-339554.0,8346052.0,578179,2.39
200204,2831.0,15171392,10.435,2.6,7.4193,1046319.0,-996675.0,10991973.0,112167,2.59
200301,2831.0,15171392,10.6508,2.22,7.5637,745767.0,-443776.0,2729891.0,288847,2.22
200302,2831.0,15171392,10.7608,2.37,7.652,1429968.0,-913997.0,5437676.0,443021,2.36
200303,2831.0,15171392,10.8319,3.03,7.8047,2112709.0,-1509571.0,8275565.0,585187,3.02
200304,2831.0,15171392,10.5832,2.93,7.5704,2714022.0,-2570709.0,10979887.0,236429,2.92
200401,2831.0,15171392,10.7824,3.78,7.5966,1047801.0,-814533.0,2876491.0,194054,3.77
200402,2831.0,15171392,10.8084,3.21,7.5526,383761.0,54164.0,5990623.0,356850,3.2
200403,2831.0,15171392,10.8271,2.89,7.6,434456.0,77770.0,8929624.0,421984,2.89
200404,2831.0,14214252,10.73,2.78,6.8685,-1338087.0,56885.0,11906401.0,-986291,2.77
200501,2831.0,14214252,10.81,2.87,6.8354,111623.0,109679.0,3169384.0,135709,2.86
200502,2831.0,14214252,10.78,3.22,6.8609,174510.0,7904.0,6376648.0,126775,3.21
200503,2831.0,15119252,11.21,2.69,7.4647,-318492.0,53462.0,9804719.0,-185501,2.68
200504,2831.0,14214252.06,10.42,2.93,,-558472.0,7336.0,13369399.0,-560519,2.92
200601,2831.0,15119252,9.36,0.0,6.6059,-1397436.0,0.0,886118.0,-1303361,0.0
200602,2831.0,14893282,8.67,-,,-2361414.0,-,1281661.0,-2321102,-
200603,2831.0,14893282.0,7.68,-,5.5571,-3944279.0,-,1338179.0,-3806342.0,-
200604,2831,14893282.0,5.76,-,4.3669,-6709536.0,-,-2404219.0,-6709536.0,-
200701,2831,14893282.0,-14.58,-,-16.3209,-30213985.0,-,-24609892.0,-30213985.0,-
