stock,稅後純益,104年1-6月,增減,期末股本,稅後純益,104年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,104年1-6月,增減,公司,,營業收入,104年1-6月,增減,營業利益,104年1-6月,營業外,104年1-6月
01,4615983,8318049,-44.51,98186151,0.41,0.56,27.63,46.1541150352356,1.08107244518165,0.831776232043932,6895906,10994029,-37.28,01,水泥類,78319524,88297835,-11.3,7148883,6923242,-252977,4070787
1101,2224740,3051907,-27.1,36921759,0.6,0.83,27.72,38.0740471775147,1.23713805483913,1.00209993749986,3746045,4712376,-20.51,1101,台泥,40666259,46434327,-12.42,4254552,4611139,-508507,101237
1102,1405031,4356999,-67.75,33614472,0.45,1.39,36.48,49.7760177726761,0.727497156999927,0.588343748230708,1946106,5126208,-62.04,1102,亞泥,29067245,32252761,-9.88,2558676,2000717,-612570,3125491
1103,-255011,-79498,,7747805,-0.4,-0.12,18.17,44.4598502076242,3.4902483446751,2.28196674475942,-234869,-9609,,1103,嘉泥,1361474,1408790,-3.36,-152120,-254153,-82749,244544
1104,857640,615988,39.23,6345720,1.35,0.97,25.52,77.445906286177,1.06717898591889,0.920243539414096,908016,671506,35.22,1104,環泥,2325465,2558276,-9.1,110226,48689,797790,622817
1108,194844,315548,-38.25,4047380,0.48,0.78,11.53,60.3420031015228,2.24472304499145,0.52184671115527,254874,430206,-40.76,1108,幸福,2104969,2632599,-20.04,266184,445608,-11310,-15402
1109,53068,-3524,,3789007,0.14,-0.01,14.11,63.3280764477114,2.43586514340301,1.46944967779994,59058,5425,988.63,1109,信大,2006524,2052241,-2.23,90872,14333,-31814,-8908
1110,135671,60629,123.77,5720008,0.24,0.11,15.09,90.5229860076749,4.9179449534714,2.31669210558119,216676,57917,274.11,1110,東泥,787588,958841,-17.86,20493,56909,196183,1008
02,15619317,12872899,21.33,123381160,1.21,0.84,17.32,33.2454991699123,1.07524622716736,0.621343724022626,25410522,22727346,11.81,02,食品類,328678535,329212600,-0.16,19413616,16670971,5996906,6056375
1201,-432776,-601833,,5060629,-0.86,-1.19,10.39,14.4706461879698,0.839807508637494,0.225322949942735,-423381,-702555,,1201,味全,7996077,9549579,-16.27,-781560,-656097,358179,-46458
1203,187700,202958,-7.52,2400000,0.79,0.85,17.57,50.0779400471321,2.1657033215649,1.28626818179869,315244,413955,-23.85,1203,味王,3110919,3305337,-5.88,291817,353171,23427,60784
1210,1025817,255946,300.79,7363944,1.5,0.37,20.45,36.6478420525518,1.22051052958545,0.57081584853794,1410023,434494,224.52,1210,大成,36172487,38795605,-6.76,1273844,462392,136179,-27898
1213,12135,11316,7.24,566226,0.21,0.2,13.42,80.9126881428299,3.44678504554254,3.15109968580406,14983,15147,-1.08,1213,大飲,312873,346477,-9.7,10503,12833,4480,2314
1215,544315,276717,96.7,2679910,2.03,1.03,21.17,56.009880778872,1.01937928195001,0.459755742677408,692394,383713,80.45,1215,卜蜂,8593701,7937950,8.26,663401,353081,28993,30632
1216,9101792,8727337,4.29,56820154,1.6,1.54,16.14,23.1707943601327,0.924620720765753,0.565000048326674,17029865,17248460,-1.27,1216,統一,211522505,209965307,0.74,13352615,12532163,3677250,4716297
1217,-90585,-127131,,4945134,-0.19,-0.26,10.7,45.3317899658219,1.02240446944944,0.619043646148201,-80703,-131333,,1217,愛之味,1922433,1808189,6.32,-13209,-102305,-67494,-29028
1218,130565,-22433,,3533360,0.38,-0.07,10.4,42.706503039783,1.35914452688938,0.860246419104287,142668,-19026,,1218,泰山,3848692,3892570,-1.13,10697,-93037,131971,74011
1219,84256,19932,322.72,3188256,0.26,0.06,11.95,47.1741565284833,2.39038473163781,1.3118845085424,76870,21113,264.09,1219,福壽,5313398,4630944,14.74,73250,7815,3620,13298
1220,87022,29224,197.78,1770779,0.49,0.17,12.11,72.2002580019333,4.16785165577009,2.98673787686312,114871,19333,494.17,1220,台榮,1428553,1601479,-10.8,104779,11414,10092,7919
1225,188823,42446,344.85,2187030,0.86,0.19,14.03,44.4642965545948,1.97089840437,1.04166492367537,317758,58265,445.37,1225,福懋油,5242436,5340279,-1.83,318925,80889,-1167,-22624
1227,1288891,1287007,0.15,8798939,1.64,1.64,16.6,65.2148423616086,2.25480440235192,1.33760838685736,1622145,1616593,0.34,1227,佳格,12655996,12342587,2.54,1526440,1565980,95705,50613
1229,931448,996448,-6.52,9109378,1.05,1.17,22.77,77.68041722834,0.823081338323972,0.659923073201413,944129,1021458,-7.57,1229,聯華,2641913,2562249,3.11,296115,96470,648014,924988
1231,199910,129321,54.58,1530008,1.35,0.87,18.86,43.2150759894222,1.56954359885363,0.863773694919495,248557,162485,52.97,1231,聯華食,3203219,3142068,1.95,223354,136892,25203,25593
1232,444045,418666,6.06,1599749,2.78,2.62,20.68,64.6614339761313,2.65817967668797,1.49822266717706,545645,521053,4.72,1232,大統益,8171510,8941200,-8.61,554953,522166,-9308,-1113
1233,92614,93627,-1.08,905919,1.02,1.03,14.73,69.0708136306434,1.57223093724754,0.997582827173212,112976,112658,0.28,1233,天仁,1074538,1063859,1,104337,102767,8639,9891
1234,763452,276123,176.49,4018711,1.9,0.69,43.66,79.5428619816972,3.41228519767565,1.97184139939545,819843,329055,149.15,1234,黑松,3932949,2861930,37.42,-9565,10,829408,329045
1235,139188,-32347,,606623,2.37,-0.55,37.93,61.2705200622411,2.46181727645385,2.40199142853946,146930,-32155,,1235,興泰,59074,48893,20.82,-3687,-9468,150617,-22687
1236,-8018,48034,,1083425,-0.07,0.44,17.33,61.5727796241457,0.931191039112181,0.527467562132979,-2376,56777,,1236,宏亞,951158,1118766,-14.98,-13985,51208,11609,5569
1256,112172,129427,-13.33,271656,4.13,4.76,31.25,44.0148657643665,1.35909397987505,0.992696287279367,177240,194491,-8.87,1256,鮮活果汁-KY,1303535,1207503,7.95,190334,193547,-13094,944
1702,631796,596026,6,2941330,2.55,2.4,21.6,29.6707029821564,1.20810310317287,0.878553843680851,969265,863648,12.23,1702,南僑,7862055,7381784,6.51,1046615,879193,-77350,-15545
1737,184755,116088,59.15,2000000,0.92,0.58,29.17,82.29309274569,4.04737589606625,3.53109802800451,215576,139717,54.29,1737,臺鹽,1358514,1368045,-0.7,193643,169887,21933,-30170
03,54823779,55159731,-0.61,305563601,1.1,1.01,34.86,56.9184432371171,2.02759523782882,1.60044454136564,67912826,69250871,-1.93,03,塑膠類,511983432,575083490,-10.97,38407771,40251274,29505055,28999597
1301,15941360,14504792,9.9,63657408,2.5,2.28,43.35,63.6229618603222,1.67773097026242,1.43278530010683,18307268,16681264,9.75,1301,台塑,87581403,98704477,-11.27,5843737,6333511,12463531,10347753
1303,13727916,20508579,-33.06,79308216,1.73,2.59,38.78,59.3437792861205,2.35973978349514,1.88886743359712,16324590,25795870,-36.72,1303,南亞,133713162,161549601,-17.23,6898983,14359702,9425607,11436168
1304,718113,503354,42.67,11426024,0.7,0.49,16.7,27.5171681854516,1.92015562498064,1.50736154807355,1634766,1374593,18.93,1304,台聚,26029634,27141294,-4.1,1661099,1280865,-26333,93728
1305,577979,414325,39.5,4776695,1.23,0.88,14.03,52.1764432205454,2.26259329375334,1.71350128934829,739889,545024,35.75,1305,華夏,7293350,7345921,-0.72,785604,558605,-45715,-13581
1307,637368,504265,26.4,3978181,1.6,1.27,21.51,57.718622635242,2.05595829461978,1.48700514966205,793023,641609,23.6,1307,三芳,5584862,5525498,1.07,804526,686785,-11503,-45176
1308,295859,301199,-1.77,5030240,0.6,0.61,17.73,61.4204571155325,1.9056088742242,1.65494575243947,359565,362256,-0.74,1308,亞聚,2618457,2487483,5.27,262714,208379,96851,153877
1309,63307,272392,-76.76,3276518,0.19,0.83,10.27,37.828727224039,1.44587880775476,1.00657331641595,102093,304051,-66.42,1309,台達化,7852371,9101491,-13.72,124337,311658,-22244,-7607
1310,633157,534034,18.56,5278698,1.2,1.01,11.71,54.0851543742739,1.33116670193874,1.07302121507957,760597,623386,22.01,1310,台苯,6774816,6469207,4.72,837093,674982,-76496,-51596
1312,906426,1162326,-22.02,9266203,1,1.28,18.02,71.1252951873909,2.13492616552577,1.15827320087736,1195226,1499977,-20.32,1312,國喬,9111306,11019398,-17.32,848422,1242893,346804,257084
1313,336220,561851,-40.16,11712366,0.29,0.48,15.38,50.125489052162,2.02807082117054,1.18841958160436,426535,771597,-44.72,1313,聯成,19287613,22723468,-15.12,241694,320201,184841,451396
1314,-1417279,537508,,23199897,-0.61,0.23,22.11,68.4114799338832,2.5582843529222,2.09155692486007,-1394448,549206,,1314,中石化,11481844,15051434,-23.72,-1349111,-196659,-45337,745865
1315,42602,32173,32.42,1980000,0.22,0.17,35.37,72.5165582122029,2.64232936788239,2.11203394094002,48790,37785,29.13,1315,達新,1371267,1323170,3.63,50795,27498,-2005,10287
1319,1129210,542129,108.29,5914771,1.91,0.92,30.74,51.2112733661148,1.12652348822865,0.72628496324102,1488867,713457,108.68,1319,東陽,11800924,11097641,6.34,1385139,851876,103728,-138419
1321,18487,27607,-33.04,2272283,0.08,0.13,22.5,45.3271233249918,1.21786721134633,0.646324643744366,18487,27606,-33.03,1321,大洋,2132214,2454467,-13.13,815,7549,17672,20057
1323,131640,87763,49.99,912745,1.45,0.97,18.42,44.8416980844949,3.31807076560428,2.13734929774591,225476,159155,41.67,1323,永裕,1542810,1511193,2.09,210058,170246,15418,-11091
1324,38942,21794,78.68,751219,0.52,0.29,13.17,71.4273747393977,2.92735608976381,2.26252520062855,49275,29240,68.52,1324,地球,614063,645080,-4.81,44441,28333,4834,907
1325,65919,35269,86.9,1003308,0.66,0.35,18.36,85.6050906870411,7.98067835490742,6.94398820252335,81781,43885,86.35,1325,恆大,509366,563575,-9.62,86599,48656,-4818,-4771
1326,20042129,13688851,46.41,58611863,3.43,2.34,47.74,53.2931171759283,2.27333805399614,1.80969116250839,25448269,17781077,43.12,1326,台化,157074034,171477223,-8.4,18165430,12221911,7282839,5559166
1337,256050,101630,151.94,2653681,0.98,0.39,39.22,91.083360886156,4.3143568545236,3.79001665328296,369749,162068,128.14,1337,再生-KY,2750736,1960878,40.28,377716,141653,-7967,20415
1339,105859,123611,-14.36,741389,1.43,1.67,38.76,49.3837508920186,1.28818980086421,0.984945046885314,135997,168344,-19.21,1339,昭輝,1138516,917720,24.06,176841,177728,-40844,-9384
1340,445798,375319,18.78,1148932,3.88,3.27,50.45,87.2279285070048,6.93329119353455,6.86259494821438,529546,452883,16.93,1340,勝悅-KY,1583063,1426079,11.01,497227,428845,32319,24038
1715,89629,98312,-8.83,4150122,0.22,0.25,15.86,42.1573521609145,1.64325460935829,1.13914556873602,134489,123701,8.72,1715,萬洲,5560065,5910775,-5.93,199029,170430,-64540,-46729
4306,37088,220648,-83.19,4512842,0.08,0.43,16.37,19.9616850876925,1.06220253189093,0.40803166578543,132996,402837,-66.99,4306,炎洲,8577556,8676417,-1.14,254583,195627,-121587,207210
04,8926426,12786014,-30.19,197638176,0.47,0.46,21.87,41.6180281279781,1.18556287448215,0.560957004288087,15901862,21665228,-26.6,04,紡織纖維類,243815135,254842320,-4.33,15650196,15661746,251666,6003482
1402,2559613,6305932,-59.41,53528751,0.51,1.26,35.57,36.1841569966106,1.09783907570381,0.795645623988527,7789947,13355615,-41.67,1402,遠東新,106563580,108975116,-2.21,8085604,8245747,-295657,5109868
1409,346598,281664,23.05,16184093,0.21,0.17,15.44,19.5601568415247,0.917506070105651,-,581479,480702,20.96,1409,新纖,16742961,18611343,-10.04,581479,480702,-,-
1410,61757,58899,4.85,720000,0.86,0.82,16.08,72.8114656515338,3.72289220866092,3.60128643859122,83067,77287,7.48,1410,南染,312852,319962,-2.22,81357,74445,1710,2842
1413,-18511,8630,,1321124,-0.14,0.08,6.23,35.7034707789996,1.08686026149039,0.31566901713705,-18511,7441,,1413,宏洲,991376,1318556,-24.81,-14008,-91721,-4503,99162
1414,-5861,-20652,,2200000,-0.03,-0.09,13.84,64.2711721615355,0.917583701185433,0.322128306219074,-5282,-27408,,1414,東和,470750,581110,-18.99,-5825,-22067,543,-5341
1416,1137021,99769,1039.65,2640202,4.31,0.34,21.51,50.0038347025702,1.40172399674918,0.44871978692946,1158976,93168,1143.96,1416,廣豐,3356984,1088677,208.35,440897,41075,718079,52093
1417,-26788,-183136,,3798837,-0.07,-0.48,10.74,76.5479195657963,2.74696512136385,1.28564031803292,-68177,-182581,,1417,嘉裕,1576910,1746000,-9.68,-210094,-196373,141917,13792
1418,-56239,-88121,,1319276,-0.46,-0.72,3.64,24.5277766840353,0.475383391608729,0.0663914755098534,-54092,-86283,,1418,東華,889849,740012,20.25,-44989,-114272,-9103,27989
1419,-22776,-43146,,3000413,-0.08,-0.14,23.61,60.4685333996693,0.558770979214168,0.450277111106248,-31185,-48207,,1419,新紡,613975,509674,20.46,-13126,-46466,-18059,-1741
1423,9300,-2334,,1730000,0.05,-0.01,14.87,92.104687399849,74.1308674827036,35.0581692389569,7892,-140,,1423,利華,329539,356851,-7.65,6709,18934,1183,-19074
1432,52001,-30991,,1714376,0.32,-0.19,13.95,31.6917153367128,0.702874857496735,0.254135577009854,-38351,-113011,,1432,大魯閣,385906,115478,234.18,-174044,-108621,135693,-4390
1434,1078364,1204694,-10.49,16846646,0.64,0.72,32.45,65.4620642847522,1.91290272064232,1.20174325032235,1645652,1777062,-7.39,1434,福懋,20792739,22625929,-8.1,1798660,1952827,-153008,-175765
1439,-5621,453,,920000,-0.06,<<<<<,21.01,90.16469077852,22.4920492538531,21.943961510234,-6181,411,,1439,中和,186569,184446,1.15,-7930,-8244,1749,8655
1440,222936,629891,-64.61,16568159,0.13,0.38,15.06,61.4556757066914,0.946206071655212,0.375490225146737,249100,750619,-66.81,1440,南紡,8992358,11244363,-20.03,13532,405985,235568,344634
1441,-94232,-40890,,897991,-1.05,-0.46,7.59,23.3375556640896,1.06746712176953,0.507384688042548,-94232,-45318,,1441,大東,832792,956052,-12.89,-98369,-22850,4137,-22468
1443,-137148,-91560,,1353430,-1.02,-0.68,8.16,23.9725996052596,0.618783602976287,0.136313955057785,-180903,-130426,,1443,立益,557959,632791,-11.83,-63498,-61262,-117405,-69164
1444,58441,207502,-71.84,9573029,0.06,0.22,11.35,56.54987154772,1.12697135008745,0.789078433957611,74965,225366,-66.74,1444,力麗,4849646,5434868,-10.77,143824,237565,-68859,-12199
1445,39996,40705,-1.74,1386670,0.29,0.29,13.7,83.9819598224982,5.18026503121235,2.35175441520287,48462,45065,7.54,1445,大宇,836026,929039,-10.01,45160,47523,3302,-2458
1446,16568,895,1751.17,1377095,0.12,0.01,12.71,45.6284439246199,1.526810415011,0.157024737252208,24615,3972,519.71,1446,宏和,472506,418128,13.01,19050,-3057,5565,7029
1447,-124126,25282,,9144872,-0.14,0.03,11.7,44.0235529224582,1.27703695868799,0.480042531160756,-129028,29728,,1447,力鵬,6840560,9634535,-29,-23888,146974,-105140,-117246
1449,-161672,-188339,,1200000,-1.35,-1.59,5.68,13.198028955419,1.11076554948667,0.630900689014461,-164651,-193295,,1449,佳和,1414141,1451117,-2.55,-149073,-198606,-15578,5311
1451,443349,95520,364.14,4000000,1.11,0.24,24.41,71.4217827738765,3.2247764669626,1.79972338018374,534791,115935,361.29,1451,年興,6622623,6245534,6.04,504502,91927,30289,24008
1452,78477,243849,-67.82,1326414,0.59,1.84,17.32,83.3978812973288,4.0652192303673,2.61857747831583,105179,272957,-61.47,1452,宏益,966690,1066202,-9.33,99751,147238,5428,125719
1453,157,72017,-99.78,896747,<<<<<,0.82,11.34,87.0151778019735,8.78320415658433,1.77253018559689,1416,72548,-98.05,1453,大將,26034,296510,-91.22,-16029,70454,17445,2094
1454,35970,63606,-43.45,1403098,0.27,0.48,12.52,74.3553317958064,2.55846641508177,1.27749939602962,50514,77302,-34.65,1454,台富,930019,1086932,-14.44,51717,75296,-1203,2006
1455,65278,203350,-67.9,6117634,0.11,0.33,12.13,64.0597606775018,1.19077057343753,0.720089450067981,87209,214931,-59.42,1455,集盛,6286915,8221062,-23.53,106440,67755,-19231,147176
1456,-29810,-43298,,937200,-0.32,-0.46,11.23,22.7266023037871,1.70534948863266,0.147695915575533,-29810,-43298,,1456,怡華,220698,274329,-19.55,-3750,-10029,-26060,-33269
1457,74359,416045,-82.13,3351640,0.28,1.58,14.7,32.4403925773362,0.990055578471228,0.544902096159064,105630,511701,-79.36,1457,宜進,2321598,1796473,29.23,36613,78419,69017,433282
1459,-34673,205385,,3586289,-0.11,0.65,10.07,44.7050728270926,1.23936482965901,0.884551480729716,-30918,240267,,1459,聯發,1427783,1979208,-27.86,-6879,119100,-24039,121167
1460,201613,176859,14,4711891,0.46,0.4,10.59,48.4264094163,1.50265858984315,0.487362630155527,239584,204172,17.34,1460,宏遠,4145573,3969068,4.45,257716,208639,-18132,-4467
1463,65522,28126,132.96,1732684,0.4,0.17,11.64,49.0356315467001,1.54465305862461,0.460002513758849,64645,31088,107.94,1463,強盛,261867,259094,1.07,13269,6252,51376,24836
1464,164465,129129,27.36,2745278,0.65,0.57,14.94,44.5318174210337,1.2295874103125,0.669220545677283,141074,252783,-44.19,1464,得力,3562831,3145938,13.25,187408,207906,-46334,44877
1465,27105,33593,-19.31,1036073,0.26,0.32,17.64,67.3921364863699,6.46388763056697,2.26624916096564,49077,56179,-12.64,1465,偉全,934275,1165916,-19.87,45826,43599,3251,12580
1466,-69234,-9805,,1111573,-0.62,-0.09,16.06,48.9872861816824,1.63804231821716,0.748151715440701,-74453,-11528,,1466,聚隆,1800403,2088767,-13.81,-55038,8974,-19415,-20502
1467,19719,11397,73.02,2102622,0.09,0.05,10.37,31.8451206442226,1.40971764216995,0.783577172899579,-7842,-2852,,1467,南緯,3360002,3252827,3.29,40678,22910,-48520,-25762
1468,7045,-23143,,1604053,-0.04,-0.14,7.07,45.5357701872029,1.65610807522472,0.461202420784343,8329,-26026,,1468,昶和,331349,359676,-7.88,32626,-5979,-24297,-20047
1469,-14391,8051,,1246000,-0.12,0.06,14.7,77.0923905268278,2.15174673757684,1.02200513621028,-14803,9823,,1469,理隆,187090,223166,-16.17,-6683,13554,-8120,-3731
1470,28566,26030,9.74,857670,0.33,0.3,10.89,85.3688902214292,4.68747540896147,2.2205157616053,34778,32953,5.54,1470,大統染,349479,398195,-12.23,33841,33729,937,-776
1472,60659,-5791,,741500,0.82,-0.08,5.31,36.8810531581817,0.896682543554454,0.361646403307186,73889,-3953,,1472,三洋紡,311550,389676,-20.05,74559,4282,-670,-8235
1473,184774,33205,456.46,1477451,1.27,0.23,27.38,57.4342522510945,2.14566185650657,1.48283684215037,230801,-42408,,1473,台南,4920617,4494232,9.49,238448,-128058,-7647,85650
1474,64319,45760,40.56,1298970,0.5,0.35,13.98,54.5208049701971,1.45038006536678,0.81112947535345,79818,58149,37.26,1474,弘裕,1658539,1744325,-4.92,88947,59793,-9129,-1644
1475,-23787,-29438,,525168,-0.46,-0.56,7.17,112.955215465405,1.91583962674469,1.34261858632188,-25045,-48742,,1475,本盟,101178,107908,-6.24,-27641,-30944,2596,-17798
1476,1454183,1690068,-13.96,2689874,5.46,6.48,47.96,61.4063307016897,1.82655592460092,1.31373745158462,1893310,2124258,-10.87,1476,儒鴻,11418102,11426585,-0.07,1993040,2166860,-99730,-42602
1477,927164,1072978,-13.59,2058918,4.51,5.24,40.24,57.6604644200541,1.48904911779826,0.556169528532134,1146098,1329194,-13.77,1477,聚陽,10901506,10757296,1.34,1151572,1350577,-5474,-21383
4414,-65561,-112460,,1523931,-0.48,-0.82,9.27,43.9502393886795,1.88239381861484,0.849197692311875,-64898,-112909,,4414,如興,1500238,1207676,24.23,-43445,-69389,-21453,-43520
4426,331537,279834,18.48,1130534,3.64,3.07,24.97,64.1350914540887,1.56710382466311,1.08664595690232,429927,332937,29.13,4426,利勤,1258198,1011678,24.37,441280,350643,-11353,-17706
05,12993425,10897899,19.23,125526486,1.85,1.46,22.56,37.7753382497303,1.26146173433093,0.808500103038783,18847798,13596008,38.63,05,電機機械類,216854144,216502227,0.16,17442485,12414194,1405313,1181814
1503,672358,622669,7.98,5209722,1.29,1.2,40.5,58.876315987793,1.27532489215765,0.844457136225227,934268,858663,8.8,1503,士電,10255742,9718162,5.53,799874,721560,134394,137103
1504,1717875,1650067,4.11,20026929,0.87,0.83,24.53,53.1582836729573,1.87969709109214,1.31472231795412,2510908,2389373,5.09,1504,東元,24492501,23875832,2.58,2219481,1889555,291427,499818
