stock,89年1-3月,稅後純益,89年1-3月,增減(%),期末股本,稅後純益,89年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-3月,增減(%),營業利益,89年1-3月,營業外
11,1315385,236690,1535231,-84.58,77279501,0.03,0.21,14.8878,53.2686,1.13,0.79,11,水泥類,10134145,11171219,-9.28,-570729,367684,806608
1101,654191,178670,576244,-68.99,23722200,0.08,0.26,16.9751,43.1959,0.73,0.53,1101,台泥,4630866,4100521,12.93,-272994,14441,489164
1102,291543,251071,558299,-55.03,20377428,0.12,0.3,16.9589,65.9181,1.16,0.84,1102,亞泥,2387345,2684391,-11.07,58481,314176,192895
1103,151135,-20105,225151,,6996391,-0.03,0.32,14.3426,45.3063,2.48,2.06,1103,嘉泥,609741,699853,-12.88,31017,84334,-52831
1104,6456,-99406,22219,,3933004,-0.25,0.05,14.0187,64.3681,1.11,0.59,1104,環泥,595896,778729,-23.48,-72505,17883,-26779
1107,98409,-83110,-12667,556.11,8409598,-0.1,-0.02,8.9952,48.2046,0.85,0.38,1107,建台,835832,1447902,-42.27,-146609,-127307,61331
1108,-2670,-24352,6904,,4047380,-0.06,0.02,10.675,52.9658,0.74,0.48,1108,幸福,533811,714536,-25.29,-113736,1548,58854
1109,56113,-4225,78249,,4207140,-0.01,0.19,12.7273,87.945,3.74,3.04,1109,信大,255666,353464,-27.67,-22438,32950,13663
1110,60208,38147,80832,-52.81,5586360,0.07,0.15,13.3145,76.807,1.73,0.99,1110,東泥,284988,391823,-27.27,-31945,29659,70311
12,2826348,651169,3413271,-80.92,97104281,0.07,0.37,11.6027,51.9188,1.02,0.58,12,食品類,30781079,30045822,2.45,968667,599645,-227291
1201,429898,205914,519161,-60.34,5060629,0.41,1.03,8.3222,32.2735,0.64,0.42,1201,味全,1955433,2264324,-13.64,20009,89263,185905
1203,25446,18816,17851,5.41,2092537,0.09,0.09,11.3082,35.8737,0.83,0.36,1203,味王,695500,781712,-11.03,14574,-13435,4242
1204,1184,-18736,-11841,58.23,600000,-0.31,-0.2,8.8382,45.5001,0.91,0.53,1204,津津,179584,201336,-10.8,-19372,-13241,1571
1207,121267,-397069,164787,,12842277,-0.31,0.13,10.3038,36.1806,0.82,0.23,1207,嘉食化,2295188,2479616,-7.44,-41530,36023,-386119
1210,7328,128351,119616,7.3,4330994,0.3,0.29,12.7762,60.086,1.43,0.91,1210,大成,3415143,3003063,13.72,140036,137521,8378
1212,109608,-65896,67887,,2731664,-0.24,0.25,6.0578,24.5266,0.57,0.34,1212,中日,1222804,1171552,4.37,-14331,-41721,-51565
1213,8808,3196,9687,-67.01,389963,0.08,0.25,14.4508,77.9452,1.93,1.28,1213,大飲,157463,151008,4.27,-2059,4095,6307
1214,30964,43166,4594,839.62,700000,0.62,0.07,5.4023,25.8521,0.64,0.45,1214,尚德,64079,167156,-61.67,-19991,-26370,63157
1215,-52663,66002,25885,154.98,2266274,0.29,0.12,11.8261,59.4219,1.72,1.07,1215,卜蜂,3070111,2976982,3.13,124892,105821,-34070
1216,1819737,328615,1747453,-81.19,31581671,0.1,0.6,13.1019,58.0832,1.17,0.73,1216,統一,7969982,7349106,8.45,342309,-111838,-41570
1217,-15547,11787,92194,-87.22,3639628,0.03,0.27,9.7346,52.2668,0.95,0.49,1217,愛之味,645748,659181,-2.04,11591,27962,-5518
1218,-23650,10652,36551,-70.86,3232980,0.03,0.11,10.1619,51.8039,1.52,0.91,1218,泰山,983118,1075266,-8.57,63456,74256,-43065
1219,-2765,-6069,28621,,2463300,-0.02,0.12,11.0829,69.9223,3.61,2.55,1219,福壽,998734,1042506,-4.2,21233,30626,-10321
1220,-5971,-17916,12056,,1790779,-0.1,0.07,12.1899,71.5231,2.32,1.67,1220,台榮,429855,387595,10.9,-4213,-10259,-3969
1221,69864,90803,66623,36.29,1578020,0.58,0.46,12.5286,61.0635,1.54,1.03,1221,久津,923802,307442,200.48,58938,1247,32965
1224,-6671,-1375,23566,,949421,-0.01,0.25,5.2456,22.1926,0.55,0.26,1224,惠勝,947186,934916,1.31,20734,44829,-19004
1225,29415,4398,55647,-92.1,1995418,0.02,0.28,10.3663,65.9575,1.07,0.68,1225,福懋油,812104,1015876,-20.06,20884,26232,-16486
1226,32182,-76643,-14391,432.58,2320000,-0.33,-0.06,4.739,30.2717,0.37,0.1,1226,立大,165734,391311,-57.65,-27998,-28620,-48645
1228,-635,7304,-33348,,998000,0.07,-0.59,5.3231,27.9728,0.91,0.78,1228,臺芳,194604,200592,-2.99,-7706,-32713,15010
1229,162813,62588,177711,-64.78,6483263,0.1,0.29,14.2614,77.315,2.02,1.19,1229,聯華,345913,355864,-2.8,2856,17773,62733
1231,30696,49373,81372,-39.32,1120000,0.44,0.76,15.0599,71.6878,2.06,0.88,1231,聯華食,441467,507534,-13.02,58466,72047,4016
1232,13737,88457,92932,-4.82,1509197,0.59,0.62,13.314,57.4966,1.03,0.52,1232,大統益,1482911,1250571,18.58,110848,87822,-15
1233,14611,33960,40164,-15.45,804898,0.42,0.53,12.0892,75.4286,2.35,1.49,1233,天仁,302904,283379,6.89,37034,36670,6422
1234,16420,43412,69566,-37.6,5250000,0.08,0.14,14.7392,66.9119,2.78,2.18,1234,黑松,812157,868354,-6.47,38344,73646,17768
1235,10272,38079,18927,101.19,373368,1.02,0.53,15.267,67.5468,3.02,2.45,1235,興泰,269555,219580,22.76,19663,12009,24582
13,5338032,3990570,12678362,-68.52,157339111,0.25,0.87,19.1657,54.759,1.16,0.57,13,塑膠類,56936194,60916978,-6.53,2528223,5839119,-247069
