year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2526 大陸工程  ,6957500,21.49,1.67,62.56,87793,-40176,2002744,47617,0.24
200002,2526,7653250.0,19.3586,1.21,41.2773,31569.0,-63668.0,4021184,-90908,0.13
200003,2526,7653250,19.2635,1.23,50.2483,-1268,-110157,6317063,-170234,0.26
200004,2526,7653250,18.2112,1.28,48.3306,-298705,-410012,8802367,-734481,0.29
200101,2526,7653250,18.1932,1.26,47.533,55468,-95340,1718127,-39872,0.29
200102,2526,8035913,17.4126,1.28,48.5542,350973,21492,5026247,372472,0.29
200103,2526,8035913,16.994,1.21,42.8939,376785,-39240,7576830,337552,0.29
200104,2526,7835913,17.3559,1.2,43.8309,357415,-53276,10382210,304146,0.26
200201,2526,7835913,17.6355,1.28,44.3471,231901,-42364,3451255,176242,0.29
200202,2526.0,8164147,16.7656,1.27,43.8169,293399.0,37270.0,6688884.0,316223,0.29
200203,2526.0,8164146.0,17.0174,1.24,43.6034,491160.0,44942.0,10757157.0,521724,0.31
200204,2526.0,7864147,17.4473,1.22,43.9869,738543.0,-62691.0,15654470.0,661474,0.31
200301,2526.0,7864147,17.7625,1.09,42.8808,274381.0,-19258.0,3713032.0,247859,0.29
200302,2526.0,8013909,17.0139,1.07,40.4517,617721.0,-78157.0,7220285.0,519068,0.26
200303,2526.0,8013909,17.4329,1.24,41.7868,932052.0,-44949.0,10835118.0,854814,0.33
200304,2526.0,8013909,17.5243,1.25,44.5479,1039323.0,-67193.0,14789935.0,928048,0.29
200401,2526.0,8013909,17.8191,1.29,46.0442,289136.0,-52858.0,2292043.0,236278,0.28
200402,2526.0,8151768,18.0226,1.19,44.9615,726689.0,147110.0,7695364.0,861453,0.29
200403,2526.0,8151767,18.6476,1.11,44.591,752956.0,625197.0,12203118.0,1365807,0.31
200404,2526.0,8151767,18.73,1.1,46.7221,1081939.0,305564.0,18307403.0,1464979,0.3
200501,2526.0,8151767,18.96,1.24,48.5566,99549.0,100909.0,3384198.0,197458,0.36
200502,2526.0,8396320,17.5256,1.1,48.2946,449602.0,166038.0,7005348.0,442473,0.28
200503,2526.0,8396320,18.6,1.03,51.0243,630887.0,868522.0,10481327.0,1325379,0.26
200504,2526.0,8396319.96,19.15,1.26,,800541.0,987528.0,13295032.0,1714634,0.35
200601,2526.0,8345360,21.88,1.46,57.8482,181477.0,1731816.0,1773248.0,1721040,0.29
200602,2526.0,8595721,20.83,1.18,,479915.0,1814016,4328761.0,2100249,0.26
200603,2526.0,8595721.0,20.71,1.18,55.8387,764924.0,1934423,8603932.0,2493146.0,0.25
200604,2526,8595721.0,20.89,1.17,54.7321,943067.0,1856644,11885603.0,2595842.0,0.27
200701,2526,8595721.0,21.02,1.31,54.9889,134827.0,648563,2363758.0,718682.0,0.32
200702,2526,8595721.0,18.91,1.21,,372303.0,883114,5668334.0,1167778.0,0.31
200703,2526,8595721.0,19.65,1.25,,748909.0,1021846,9170816.0,1771302.0,0.22
200704,2526,8595721.0,19.48,1.13,51.7876,653524.0,1040840,13418853.0,1665847.0,0.4446
200801,2526,8595721.0,19.43,1.27,49.4047,250791.0,-41295,4563927.0,206562.0,0.33
200802,2526,8595721,17.97,1.28,45.3718,-61600,302063,8786074,181172,0.33
200803,2526,8595721,18.26,1.32,45.0759,219457,284355,13608953,441425,0.33
200804,2526,8595721,18.32,1.29,43.248000000000005,55472,314996,18892043,305225,0.42
200901,2526,8411581,18.43,1.26,42.4465,53352,18984,3639590,73993,0.36
200902,2526,8411581,18.26,1.31,42.1951,31223,196843,8420663,227981,0.32
200903,2526,8411581,18.87,1.41,44.4005,806182,9399,13264608,814439,0.37
