year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200202,3035.0,1709907.0,14.3486,3.01,76.3858,441151.0,-86655.0,1616248.0,333583.0,2.51,
200203,3035.0,1709907.0,15.389000000000001,3.65,80.6231,648207.0,-104286.0,2532102.0,507852.0,3.13,
200204,3035.0,1709907.0,16.4835,3.5,81.3549,894874.0,-163144.0,3368866.0,691252.0,2.9,
200301,3035.0,1709907.0,17.6447,3.5,80.4618,218586.0,-33607.0,870718.0,198567.0,2.92,
200302,3035.0,2205818.0,14.5004,3.74,81.844,488969.0,-76082.0,1819479.0,470777.0,3.17,
200303,3035.0,2205818.0,15.6766,4.68,84.4281,750151.0,-107816.0,2757859.0,730225.0,4.09,
200304,3035.0,2205818.0,17.0178,4.21,83.1665,1014720.0,-118348.0,3767056.0,1024262.0,3.53,
200401,3035.0,2205818.0,18.0436,3.55,79.9785,279974.0,-12178.0,1082615.0,267796.0,3.1,
200402,3035.0,2593976.0,14.1927,2.36,69.2442,580840.0,1313.0,2332954.0,614654.0,2.08,
200403,3035.0,2593976.0,15.63,3.16,77.7801,911797.0,6309.0,3657178.0,985532.0,2.66,
200404,3035.0,2593976.0,16.47,2.8,77.1663,1234676.0,-8699.0,5043288.0,1293403.0,2.28,
200501,3035.0,2593976.0,17.54,2.98,78.2195,280515.0,-3943.0,1335298.0,276572.0,2.63,
200502,3035.0,2895982.0,15.79,1.9,64.2577,697118.0,-9550.0,2838246.0,697553.0,1.72,
200503,3035.0,2895982.0,15.6,2.26,72.1078,1084035.0,-2092.0,4355198.0,1103410.0,1.93,
200504,3035.0,2895982.01,16.54,2.24,,1378333.0,41316.0,5744675.0,1441116.0,1.99,
200601,3035.0,2896132.0,18.13,2.13,76.834,324273.0,19396.0,1281474.0,343669.0,1.73,
200602,3035.0,3178329.0,16.77,1.37,,681533.0,34419,2755601.0,715952.0,1.17,
200603,3035.0,3179415.0,17.93,1.89,77.9459,1057406.0,43863,4314057.0,1101269.0,1.65,
200604,3035,3219984.0,21.32,2.42,83.4346,1301869.0,175807,5543576.0,1475412.0,2.02,
200701,3035,3243882.0,22.47,3.53,88.1595,314307.0,264860,1147564.0,578106.0,3.02,
200702,3035,3421509.0,20.57,1.75,,593653.0,355882,2301470.0,947003.0,1.53,
200703,3035,3435797.0,18.96,2.31,,922552.0,394581,3702356.0,1314004.0,1.93,
200704,3035,3446854.0,19.12,2.47,82.1261,1251408.0,444436,5091912.0,1697404.0,2.1196,
200801,3035,3457887.0,19.22,2.28,81.6119,117089.0,97428,1152070.0,214325.0,1.96,
200802,3035,3587031.0,15.68,1.29,66.755,274863.0,81646,2340220.0,355687.0,1.11,
200803,3035,3593051.0,15.58,1.89,77.8432,489762.0,97745,3813156.0,586167.0,1.59,
200804,3035,3593109.0,15.96,2.46,82.7904,662125.0,47493,4914919.0,707886.0,2.1574,
200901,3035,3597564.0,16.32,2.45,82.7292,84089.0,-24823,927891.0,59093.0,2.17,
200902,3035,3653343.0,16.07,1.66,73.0914,266528.0,59234,2306351.0,325526.0,1.36,
200903,3035,3673446.0,16.72,2.46,82.4685,494636.0,117255,3839301.0,611510.0,2.12,
200904,3035,3699873.0,17.1,2.6045,81.818,643720.0,115673,5121377.0,758935.0,2.3475,
201001,3035,3704473.0,17.64,2.62,80.5498,231262.0,-20239,1471967.0,210684.0,2.25,
201002,3035,3705383.0,16.34,1.92,72.4041,506809.0,-30181,3074458.0,475463.0,1.67,
201003,3035,3719523.0,17.17,2.51,80.7023,796252.0,-41751,4746396.0,743304.0,2.04,
201004,3035,3753918.0,16.16,2.7379000000000002,81.2016,985204.0,-54143,6275413.0,855592.0,2.358,
201101,3035,3776148.0,18.01,3.53,85.2088,198073.0,-38301.0,1267977.0,119982.0,2.99,
201102,3035,3972020.0,16.55,2.43,77.5502,352667.0,-131041,2663409.0,130156.0,2.08,
201103,3035,3981720.0,15.59,3.64,84.9255,627581.0,-125156,4034015.0,51407.0,3.07,
201104,3035,3989260.0,15.77,3.8969,85.4917,748876.0,-168102,5324800.0,119129.0,3.4446,
201201,3035,4025855.0,16.44,3.32,82.0855,297651.0,-30100,1790974.0,247504.0,2.67,
