year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200703,3501.0,921234.0,36.74,9.6,471558.0,-76540,2894123.0,277693.0,8.22,,
200704,3501.0,921234.0,38.27,10.2,599332.0,-46742,3937307.0,390418.0,8.516,92.5132,
200801,3501.0,921234.0,38.54,9.72,144496.0,-77016,967807.0,50620.0,6.95,93.6631,
200802,3501.0,992296.0,37.29,5.38,317779.0,-161897,2181861.0,104648.0,4.16,88.5989,
200803,3501.0,992295.0,37.03,8.06,527151.0,-132373,3709516.0,289271.0,6.63,92.2332,
200804,3501.0,992296.0,37.4,7.88,617866.0,-217670,4775432.0,300710.0,5.913200000000002,92.4215,
200901,3501.0,992295.0,38.88,9.27,49907.0,97063,817750.0,110906.0,7.5,93.5567,
200902,3501.0,1013705.0,37.71,5.95,125775.0,137288,1668820.0,184815.0,5.43,89.8289,
200903,3501.0,1021115.0,38.32,7.13,208568.0,277839,2768002.0,355458.0,6.81,91.7616,
200904,3501.0,1024781.0,39.72,3.7772000000000006,294775.0,406820,3843216.0,516344.0,3.6763,84.8396,
201001,3501.0,1032349.0,40.96,3.35,77887.0,111010,1016768.0,151099.0,3.26,83.2722,
201002,3501.0,1052996.0,39.51,2.29,193358.0,207084,2269181.0,330658.0,2.19,75.5427,
201003,3501.0,1054416.0,39.66,3.45,322800.0,236888,3449911.0,462832.0,3.28,84.4479,
201004,3501.0,1064602.0,39.64,4.4695,443405.0,277981,4520604.0,590001.0,4.0581000000000005,87.59200000000001,
201101,3501.0,1080262.0,40.08,4.89,76053.0,-15858.0,924645.0,48758.0,4.68,88.3741,
201102,3501.0,1101867.0,37.1,2.65,212904.0,-3369,1984401.0,162807.0,2.52,79.8935,
201103,3501.0,1111908.0,39.01,4.05,332627.0,80595,3113929.0,331867.0,3.86,86.5769,
201104,3501.0,1112279.0,40.01,4.3058,438007.0,116001,4133610.0,448719.0,4.0478,86.9885,
201201,3501.0,1112279.0,40.63,4.32,87950.0,49112,956338.0,113804.0,4.04,86.8386,
201202,3501.0,1112279.0,38.91,2.97,182726.0,117008,1894236.0,240464.0,2.6,82.0505,
201203,3501.0,1112279.0,39.51,4.68,289915.0,141908,2903804.0,350041.0,4.01,88.0869,
201204,3501.0,1112279.0,40.89,4.9952,394845.0,211493,3918388.0,494912.0,4.4691,88.6644,
201301,3501.0,1112279.0,42.65,3.60004703030429,132003.0,51796,1232136.0,143743.0,2.40926133892856,77.99953570638229,
201302,3501.0,1112279.0,41.05,2.73063910167152,298260.0,67451,2620830.0,279298.0,1.83687993815819,71.41020629791029,
201303,3501.0,1133299.0,41.57,3.46341777066851,433707.0,72300,4002168.0,386984.0,2.17482776243827,76.98849382197899,
201304,3501.0,1136449.0,42.74,4.19069987950959,505869.0,110101,5277177.0,476620.0,2.4979390343377,80.612579198377,
201401,3501.0,1136449.0,43.49,4.19353855156378,48324.0,59484,1145007.0,89502.0,2.42165108794407,80.82875224297742,
201402,3501.0,1136449.0,40.83,3.05448878051706,189618.0,42131,2443643.0,172040.0,1.82938238540081,74.8060485292574,
201403,3501.0,1136449.0,42.68,3.32149022239014,323296.0,63175,3844922.0,297930.0,1.85898680250661,77.07490925594159,386471.0
201404,3501.0,1157649.0,44.52,3.1715445370147206,453826.0,141866.0,5357889.0,459345.0,1.9894804110579398,76.0257430398879,595692.0
201501,3501.0,1157649.0,45.48,3.4618481588893504,155540.0,5697.0,1220718.0,137611.0,1.99006294920416,78.0726914171678,161237.0
201502,3501.0,1157649.0,43.96,2.8627588385509997,307673.0,102450.0,2545109.0,305439.0,1.6479192234674098,73.025365131561,410123.0
201503,3501.0,1157649.0,47.38,3.27775168559897,539163.0,207913,4119592.0,572505.0,2.01109307574684,76.5736063851053,747076.0
201504,3501.0,1182579.0,47.75,3.51290920888856,639099.0,313858,5421302.0,734588.0,2.38663847163714,78.2986658073047,952957.0
201601,3501.0,1182579.0,48.82,4.34067892019873,238239.0,-20905,1238687.0,178492.0,2.91365769231923,81.5092429642713,217334.0
201602,3501.0,1182579.0,45.45,3.0182099072859,395340.0,20536,2461173.0,318234.0,2.14418115247856,74.8180936414067,415876.0
201603,3501.0,1182579.0,46.05,3.20107366566437,660981.0,-34933,3753747.0,483794.0,2.36304961622045,75.56502281045641,626048.0
