stock,95年1-3月,稅後純益,95年1-3月,增減(%),期末股本,稅後純益,95年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,95年1-3月,增減(%),營業利益,95年1-3月,營業外
01,3329313,4397101,5300036,-17.04,83321534,0.53,0.66,22.1993927853337,73.2302715649518,2.46656559441927,1.16434132589355,01,水泥類,12541319,12551842,-0.08,1470962,1665993,3118209
1101,-98607,1914925,600925,218.66,32073511,0.6,0.18,21.8,70.5902,3.21,1.64,1101,台泥,6425426,6363124,0.98,706019,774186,1223817
1102,1235309,2348278,1739670,34.98,25321211,0.93,0.69,25.07,75.3357,1.78,0.5,1102,亞泥,2767481,2691464,2.82,575731,573762,1913506
1103,2279657,41427,2333473,-98.22,6745261,0.08,4.61,27.59,71.7084,2.38,1.67,1103,嘉泥,813740,665367,22.3,28687,41328,12551
1104,-126975,-64517,123931,,5083265,-0.13,0.24,21.04,72.6721,1.91,0.7,1104,環泥,729498,793957,-8.12,-4157,-17454,-55182
1108,5916,41054,85810,-52.16,4047380,0.1,0.21,11.13,59.4961,0.89,0.39,1108,幸福,802557,999779,-19.73,34107,106734,13358
1109,19351,58528,342382,-82.91,4290898,0.14,0.8,14.68,90.5334,9.15,3.6,1109,信大,476836,537662,-11.31,83201,107075,-2028
1110,14662,57406,73845,-22.26,5760008,0.1,0.13,14.51,84.1742,2.67,1.39,1110,東泥,525781,500489,5.05,47374,80362,12187
02,517676,3688699,1597912,130.84,80819585,0.46,0.2,14.4262599460961,62.5150987506192,1.41341580393745,0.740914292846962,02,食品類,33572794,30254410,10.97,1273139,1257790,2630193
1201,-36307,113900,80496,41.5,5060629,0.23,0.16,8.28,41.7015,1.02,0.61,1201,味全,2209644,2105488,4.95,167783,138343,-53822
1203,-108564,16452,-95579,,2092537,0.08,-0.46,16.21,62.7344,1.28,0.28,1203,味王,437499,412235,6.13,12063,23027,11167
1210,38920,218896,156082,40.24,4020278,0.61,0.45,17.57,59.92,1.34,0.68,1210,大成,3847594,3621683,6.24,51632,155079,177149
