year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200202,3012.0,20000000.0,11.3213,1.7,52.9065,754944.0,-192231.0,7362367.0,772494.0,1.0
200203,3012.0,20000000.0,11.5406,1.41,48.4416,1259401.0,-240553.0,12188452.0,1211205.0,0.81
200204,3012.0,20000000.0,10.8486,1.07,42.8448,344922.0,-884341.0,15745988.0,-173545.0,0.57
200301,3012.0,20000000.0,10.4023,0.76,35.2626,-1193211.0,172552.0,4497425.0,-892549.0,0.55
200302,3012.0,24100000.0,10.3806,1.06,40.2613,-1888490.0,517656.0,10266517.0,-1189501.0,0.9
200303,3012.0,25876183.0,10.7767,1.0,39.4631,-1978572.0,572322.0,15285193.0,-1133564.0,0.83
200304,3012.0,31941408.0,12.5265,1.48,46.7318,48718.0,253395.0,27580890.0,574799.0,1.29
200401,3012.0,33962216.0,13.8339,2.62,48.0525,3034727.0,139723.0,13778782.0,3658245.0,2.26
200402,3012.0,38908274.0,16.0363,3.74,50.9944,6952419.0,159271.0,30741024.0,7595485.0,3.36
200403,3012.0,38941340.0,16.28,2.95,50.449,8054559.0,-9030.0,44878818.0,8529324.0,2.53
200404,3012.0,38996783.0,15.55,2.62,45.5711,5697694.0,-415640.0,58197912.0,5765849.0,2.29
200501,3012.0,39003726.0,14.51,1.58,40.2594,-3612401.0,-565549.0,12061123.0,-4054777.0,1.28
200502,3012.0,41637002.0,13.24,1.14,36.3888,-8009949.0,-507586.0,25582810.0,-8394362.0,0.9
200503,3012.0,45639208.0,12.51,1.09,34.3238,-9534066.0,268778.0,41929996.0,-9142116.0,0.9
200504,3012.0,45638199.74,12.48,1.28,,-8204216.0,-234610.0,61798508.0,-8315654.0,1.01
200601,3012.0,51640233.0,12.35,1.03,35.2684,-189323.0,-475050.0,20453726.0,-667394.0,0.82
200602,3012.0,51682663.0,11.29,0.89,,-2653904.0,-3460987,36015346.0,-6117912.0,0.67
200603,3012.0,51768851.0,10.07,0.9,32.0141,-8117947.0,-4370146,51433192.0,-12491114.0,0.68
