year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200102,2452.0,967000.0,17.4724,5.11,90.7599,107836.0,37606.0,586698.0,134472.0,3.12
200103,2452.0,967000.0,18.157,5.0,89.9622,157772.0,58077.0,877511.0,200669.0,3.15
200104,2452.0,967000.0,18.8721,5.35,89.5616,210565.0,85644.0,1160021.0,273880.0,3.68
200201,2452.0,967000.0,19.5627,5.55,89.3546,53501.0,20056.0,331399.0,67649.0,3.98
200202,2452.0,1134000.0,16.8022,4.25,88.2413,110937.0,39370.0,664885.0,135664.0,2.6
200203,2452.0,1134000.0,17.5324,5.29,90.1359,171575.0,57885.0,1020107.0,208880.0,3.24
200204,2452.0,1134000.0,18.0068,4.72,88.573,222899.0,74683.0,1421441.0,264186.0,3.18
200301,2452.0,1134000.0,18.5551,6.13,90.6279,45020.0,22419.0,322015.0,62063.0,4.13
200302,2452.0,1267400.0,16.1632,3.51,85.4449,96742.0,36727.0,704523.0,123754.0,2.36
200303,2452.0,1267400.0,16.5934,4.62,88.2803,151778.0,51771.0,1125496.0,187872.0,2.97
200304,2452.0,1267400.0,17.1271,4.35,87.89,206455.0,71187.0,1534865.0,253929.0,2.88
200401,2452.0,1267400.0,17.3751,5.12,89.8638,41635.0,9928.0,370428.0,45072.0,3.34
200402,2452.0,1348770.0,15.6811,2.5,81.2043,94145.0,38612.0,774244.0,113226.0,1.6
200403,2452.0,1348770.0,16.2216,3.38,86.2086,149334.0,65220.0,1174227.0,182780.0,2.02
200404,2452.0,1348770.0,16.2656,3.28,85.2596,174126.0,83600.0,1595588.0,225821.0,1.95
200501,2452.0,1348770.0,16.52,3.28,85.4368,16224.0,32019.0,410512.0,42060.0,2.22
200502,2452.0,1463930.0,16.11,2.6,83.5278,35251.0,59587.0,832707.0,86889.0,1.72
200503,2452.0,1463930.0,15.81,3.12,85.2789,88378.0,120323.0,1312491.0,182534.0,2.14
200504,2452.0,1463930.0,16.52,3.11,,150837.0,194787.0,1891068.0,292805.0,2.19
200601,2452.0,1463930.0,17.2,3.98,87.78299999999999,59053.0,68857.0,469434.0,106415.0,2.31
200602,2452.0,1608980.0,17.35,2.62,,117864.0,172141,960634.0,239646.0,1.37
200603,2452.0,1616830.0,17.02,2.96,85.4492,175205.0,293803,1458485.0,379739.0,1.69
200604,2452,1618880.0,17.81,3.43,87.3779,210851.0,442871,1893834.0,517667.0,1.94
200701,2452,1618880.0,18.9,3.5,87.4845,52591.0,109608,395917.0,144468.0,1.64
200702,2452,1822820.0,18.37,1.76,,92113.0,251809,779424.0,305999.0,0.96
200703,2452,1828420.0,17.66,2.07,,137300.0,458767,1239293.0,531473.0,1.2
200704,2452,1829620.0,18.84,2.1,84.3396,151822.0,649853,1686603.0,714049.0,1.5166
200801,2452,1830770.0,19.09,1.86,83.3512,-22049.0,186702,363523.0,148984.0,1.19
200802,2452,1924589.0,17.55,0.9,74.9673,32297.0,307150,819677.0,302883.0,0.47
200803,2452,1928189.0,19.38,0.96,77.9892,96919.0,538619,1370780.0,655875.0,0.57
200804,2452,1928589.0,20.19,0.99,78.3358,133860.0,590453,1946325.0,737350.0,0.6811
200901,2452,1929539.0,21.54,1.11,81.1119,28474.0,151428,443466.0,166761.0,0.72
200902,2452,2078739.0,20.82,0.81,76.3111,69854.0,325297,984463.0,516959.0,0.57
200903,2452,2003778.0,21.56,1.36,77.1105,168357.0,623874,1653329.0,881793.0,1.03
