year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200504,6281.0,1223634.26,18.18,1.84,614057.0,38536.0,13337970.0,490291.0,1.22,,
200601,6281.0,1255599.0,19.62,2.15,225679.0,11846.0,3417146.0,190906.0,0.14,56.9692,
200602,6281.0,1282742.0,17.22,1.74,370598.0,24506,6711725.0,312740.0,0.2,,
200603,6281.0,1283476.0,17.96,2.15,515497.0,41918,10162443.0,437194.0,0.16,57.0824,
200604,6281,1284429.0,18.64,1.96,547835.0,108666,12986391.0,526134.0,0.31,53.1464,
200701,6281,1284429.0,20.23,1.92,256230.0,12700,4116916.0,203602.0,0.21,51.8328,
200702,6281,1303273.0,17.68,1.69,423962.0,25552,7912672.0,339399.0,0.29,,
200703,6281,1303273.0,18.58,2.22,599404.0,42215,11902394.0,489864.0,0.42,,
200704,6281,1303273.0,19.24,1.87,695689.0,56362,15066813.0,575126.0,1.111,50.9317,
200801,6281,1303273.0,20.71,2.09,237541.0,15650,3917195.0,191844.0,1.14,56.166000000000004,
200802,6281,1322306.0,17.79,1.76,381274.0,28389,7845826.0,310841.0,0.94,48.0719,
200803,6281,1322306.0,18.21,2.38,485628.0,42055,11331676.0,400672.0,1.38,62.0134,
200804,6281,1322306.0,18.74,2.09,509574.0,96369,13954412.0,470100.0,1.2396,56.7797,
200901,6281,1322306.0,19.96,2.29,207494.0,8533,3302757.0,161946.0,1.29,60.253,
200902,6281,1322306.0,17.47,1.91,323135.0,17310,6239705.0,256175.0,1.06,52.4873,
200903,6281,1322306.0,18.09,2.33,425685.0,23547,9527020.0,337608.0,1.44,61.2659,
200904,6281,991729.0,21.08,1.8228,474960.0,39492,11927823.0,392203.0,1.1675,49.1045,
201001,6281,991729.0,22.89,2.01,183197.0,7518,3058479.0,153432.0,1.11,54.1355,
201002,6281,991729.0,20.36,1.74,296212.0,12530,5978651.0,256486.0,0.95,47.1932,
201003,6281,991729.0,21.38,2.18,411192.0,19296,9421050.0,357440.0,1.19,57.9245,
201004,6281,991729.0,21.66,2.0000999999999998,495571.0,24680,12025120.0,431718.0,1.1933,52.6463,
201101,6281,991729.0,23.56,2.35,160620.0,7043.0,3063898.0,141513.0,1.38,60.7317,
201102,6281,991729.0,21.35,1.67,307274.0,12592,6446282.0,267504.0,0.94,43.9672,
201103,6281,991729.0,22.25,2.09,407828.0,20555,9882329.0,357245.0,1.16,55.6293,
201104,6281,991729.0,22.3,1.8772,522814.0,28185,12679024.0,458405.0,1.0458,48.1173,
201201,6281,991729.0,25.14,1.92,215450.0,7374,3824110.0,185156.0,1.07,51.3012,
201202,6281,991729.0,22.57,1.62,379353.0,14944,7677110.0,326698.0,0.8,41.9854,
201203,6281,991729.0,23.73,1.96,509611.0,23905,11820029.0,441828.0,1.02,52.4652,
201204,6281,991729.0,23.13,1.8443,608699.0,40823,14980492.0,537593.0,0.9675,46.3184,
201301,6281,991729.0,23.73,1.98729953597172,169140.0,7104,3553760.0,145956.0,0.836097892238402,49.084270250052796,
201302,6281,991729.0,20.17,1.59625892347403,321338.0,14776,7708394.0,279573.0,0.321729681816581,38.3665576406191,
201303,6281,991729.0,20.84,1.97409729868432,393941.0,21946,11597253.0,345785.0,0.244545191611637,49.2835170411043,
201304,6281,991729.0,21.73,1.70866150976683,467079.0,31771,14730916.0,415827.0,0.246934780583904,43.0292703086349,
201401,6281,991729.0,23.09,1.85332140381494,147043.0,15342,3652357.0,134780.0,0.156226787822147,47.2889584007464,
201402,6281,991729.0,20.78,1.54951493861668,280513.0,22545,7919219.0,252652.0,0.273133210559028,38.14400550834671,
201403,6281,991729.0,21.89,1.80339903918012,408238.0,27116,12651702.0,362457.0,0.367198192694102,46.346932125893,435354.0
201404,6281,991729.0,22.57,1.67614012922962,476653.0,34689.0,15938305.0,426896.0,0.205315853341648,42.7323502662805,511342.0
201501,6281,991729.0,24.05,1.7683663136831498,162177.0,15516.0,3990542.0,147485.0,0.282446858493498,45.4756300451222,177693.0
201502,6281,991729.0,21.46,1.49575144956817,311141.0,22234.0,8674142.0,276835.0,0.308436806667178,36.1054447016786,333375.0
201503,6281,991729.0,22.33,1.88640934512494,410641.0,27369,12846092.0,363682.0,0.284239350753112,48.74687527648771,438010.0
201504,6281,991729.0,22.83,1.65236122947679,489954.0,32540,16501728.0,433782.0,0.394125595812682,41.5332990815672,522494.0
201601,6281,991729.0,24.91,1.70240791190836,243876.0,4889,4778539.0,206475.0,0.36314641669061,43.9930950920491,248765.0
201602,6281,991729.0,22.63,1.54317497255632,408009.0,10552,9441197.0,346899.0,0.446829843174673,38.384550852219,418561.0
201603,6281,991729.0,23.56,1.90494969147498,513916.0,15944,13500209.0,439277.0,0.468839727238621,49.524423160275205,529860.0
