stock,95年1-6月,稅後純益,95年1-6月,增減(%),期末股本,稅後純益,95年1-6月,每股淨值,淨值占總資產(%)(B),流動比率,速動比率,公司,,營業收入,95年1-6月,增減(%),營業利益,95年1-6月,營業外
1443,-48321,-148753,-35223,,3010900,-0.54,-0.13,8.29,52.7442,0.78,0.12,1443,立益,346101,499049,-30.65,685,13098,-149438
1444,46549,206608,-95129,,7314000,0.31,-0.14,11.21,55.6424,1.29,0.23,1444,力麗,4015095,3420157,17.4,138333,-164900,68275
1445,6864,26188,2465,962.39,1795510,0.16,0.02,12.06,73.3601,4.03,1.81,1445,大宇,1169019,1003153,16.53,3244,-2406,23637
1446,20031,148930,-41215,,2238702,0.67,-0.18,8.64,58.5374,0.51,0.36,1446,宏和,726968,670641,8.4,28974,-64313,123497
1447,12284,260958,173984,49.99,6277563,0.42,0.27,14.57,52.2542,1.32,0.67,1447,力鵬,10563140,8011348,31.85,254518,183853,27790
1449,-131657,-223288,-401037,,4159869,-0.73,-1.33,7.91,42.1472,0.92,0.2,1449,佳和,1680720,1713177,-1.89,-222387,-296016,9434
1451,808134,773683,738918,4.7,5983691,1.29,1.23,20.99,71.6806,1.21,0.43,1451,年興,5851537,5126308,14.15,182530,68569,700747
1452,-5667,55801,3531,+++++,1370390,0.41,0.02,13.7,87.6248,4.86,1.61,1452,宏益,1096631,907320,20.86,22574,2683,50045
1453,-15409,-6007,-21272,,673394,-0.1,-0.61,5.14,32.7953,1.1,0.21,1453,大將,222841,17291,+++++,-5944,-7631,-63
1454,5921,-986,-14556,,1408007,-0.01,-0.11,11.79,66.4396,1.93,0.63,1454,台富,1138748,1048092,8.65,-459,-24118,-3310
1455,31022,45731,30383,50.52,4805880,0.1,0.06,12.19,50.0022,1.04,0.48,1455,集盛,6981767,5083270,37.35,95932,15597,-20301
1456,-70368,-39510,-97969,,2236560,-0.19,-0.44,5.57,22.4496,0.76,0.19,1456,怡華,1549868,1504345,3.03,40578,-22318,-78774
1457,-61031,2333,-106701,,3653200,0.01,-0.31,8.81,52.6554,0.91,0.25,1457,宜進,2000686,1741724,14.87,26670,-49905,-24337
1459,13244,219390,-2487,,3430536,0.69,-0.01,13.35,62.8205,2.05,0.93,1459,聯發,2109078,1564994,34.77,111293,-16230,131292
1460,2471,70059,70757,-0.99,4904161,0.15,0.15,11.66,64.9668,2.47,0.68,1460,宏遠,2731394,2776442,-1.62,35202,70295,36165
1463,8461,-28724,-19991,,1884108,-0.15,(<<<<<),12.19,89.3216,4.28,2.11,1463,強盛,490005,393671,24.47,-14232,-28452,-14492
1464,3676,973,-39784,,1755960,0.01,-0.23,11.32,69.2236,0.97,0.36,1464,得力,683391,694514,-1.6,-25115,-43034,26283
1465,31776,34785,42474,-18.1,863394,0.4,0.49,17.63,82.2233,2.7,1.61,1465,偉全,712015,845829,-15.82,8448,11824,26351
1466,-27110,51013,52435,-2.71,715978,0.71,0.73,8.51,29.179,0.88,0.43,1466,聚隆,1986165,1528623,29.93,63253,78228,-11531
1467,99981,144047,122238,17.84,1649115,0.89,0.88,12.59,52.367,1.06,0.52,1467,南緯,1613448,1679109,-3.91,111832,59269,55497
1468,-4471,1793,3096,-42.09,1604053,0.01,0.02,12.14,66.0003,1.57,0.35,1468,昶和,772631,764531,1.06,789,8113,689
1469,2888,-3365,32821,,1246000,-0.03,0.26,13.31,71.3556,1.32,0.52,1469,理隆,386703,429750,-10.02,20688,31067,-20371
1470,7442,596,219,172.15,857670,0.01,(<<<<<),8.62,86.7421,4.24,2.35,1470,大統染,344745,374638,-7.98,-4549,-5772,6852
1472,-5397,-63659,-24101,,875000,-0.78,-0.3,13.23,89.1167,3.38,1.11,1472,三洋纖,464709,470294,-1.19,-13043,-18964,-50616
1473,204467,286104,311063,-8.02,1383247,2.16,2.41,27.22,65.5038,1.57,0.89,1473,台南,4123172,3864336,6.7,167678,183387,161701
1474,13744,52679,45441,15.93,1325715,0.4,0.37,12.34,51.1121,1.61,0.84,1474,弘裕,1816909,1840166,-1.26,53212,56137,16005
1475,-31632,-37141,-90983,,997197,-1.05,-2,5.14,42.2953,0.71,0.26,1475,本盟,242111,289573,-16.39,-23972,-59726,-14400
1476,2694,132888,107444,23.68,1591618,0.83,0.67,15.42,64.1754,1.65,0.88,1476,儒鴻,2839854,2492096,13.95,270840,140718,-71937
1477,-36247,594481,351718,69.02,1413431,4.28,2.86,20.83,47.2254,1.46,0.82,1477,聚陽,6789963,5476836,23.98,948152,537438,-133161
4414,-15249,-10374,10573,,1398044,0.08,0.1,10.51,44.2565,3.23,0.32,4414,如興,1053573,1850271,-43.06,41891,33570,-54300
05,926610,6550831,5372345,21.94,75505525,0.87,0.73,17.25,54.69,1.3,0.649657984940949,05,電機機械類,73929221,71819553,2.94,5540024,5530642,2417706
1503,56157,404120,413457,-2.26,5209722,0.78,0.79,20.56,52.9084,0.99,0.53,1503,士電,7258309,7732784,-6.14,415180,494640,173699
1504,509990,1500536,1023322,46.63,19105779,0.81,0.54,20.03,63.3599,1.17,0.65,1504,東元,13627016,14134362,-3.59,549388,553684,1083240
1506,-14096,-2408,-20347,,1022516,-0.02,-0.2,10.71,44.0813,0.69,0.24,1506,正道,326060,418590,-22.11,-22140,8164,32999
1507,155951,512846,297951,72.12,4108200,1.25,0.72,20.33,73.2281,1.95,0.88,1507,永大,1841826,1586939,16.06,289292,153814,193466
1512,52923,41134,-79149,,1765073,0.23,-0.45,12.3,41.7739,1.39,0.74,1512,瑞利,1644860,1583863,3.85,-43936,-163876,98618
1513,-45168,532917,396603,34.37,4800000,1.14,0.92,14.89,47.655,1.32,0.28,1513,中興電,5148497,4575531,12.52,466962,565510,166408
1514,-10076,44977,35793,25.66,2010670,0.24,0.19,12.91,58.8026,1.76,1.24,1514,亞力,1314491,1447767,-9.21,50155,46398,8752
1515,-14869,31846,1647,+++++,2287843,0.14,0.01,11.93,43.3824,1.08,0.37,1515,力山,2100987,2030544,3.47,-72101,2606,106970
1516,-6416,-9269,282,,923500,-0.1,(<<<<<),8.56,90.1554,4.83,1.35,1516,川飛,92070,158340,-41.85,-5712,6288,335
1517,47479,50997,43213,18.01,2368240,0.22,0.19,11.35,75.4444,2.85,1.66,1517,利奇,869137,763060,13.9,10064,11519,54984
1519,-33851,419457,211904,97.95,2059024,2.04,1.04,12.27,36.1895,1.28,0.45,1519,華城,3106315,2475425,25.49,528989,309183,-11413
1521,16307,72425,99716,-27.37,762300,0.95,1.31,16.22,48.1102,1.25,0.74,1521,大億,1550012,1782715,-13.05,43683,86595,36098
1522,-145756,214507,26537,708.33,2528070,0.85,0.11,17.19,37.5868,1.13,0.8,1522,堤維西,4181891,3684843,13.49,348327,185830,-87504
1523,-24172,58956,27660,113.15,1592610,0.37,0.17,19.98,49.9822,0.96,0.6,1523,開億,2693122,2433027,10.69,5243,16000,61313
1524,5480,64330,56263,14.34,1568768,0.42,0.46,14.2,38.2067,0.92,0.47,1524,耿鼎,1584093,1340977,18.13,64819,67564,4224
1525,56141,43629,96971,-55.01,609783,0.8,1.74,26.69,74.2726,1.92,0.63,1525,江申,503076,713246,-29.47,-15847,38606,62276
1526,22096,-47991,-33674,,628970,-0.43,-0.63,6.15,41.9934,0.75,0.36,1526,日馳,239060,218040,9.64,-7507,-57721,-19243
1527,-2740,378919,380136,-0.32,1862196,2.06,2.06,18.78,33.6171,1.36,0.35,1527,鑽全,1705276,1705886,-0.04,474982,517411,30340
1528,-445,130559,96900,34.74,1000000,1.31,1,15.01,43.1592,1.64,1.02,1528,恩德,1365325,1523678,-10.39,100361,122791,47878
1529,-33301,-173551,-5904,,1596501,-1.76,0.08,10.02,61.0616,2.3,0.41,1529,樂士,320863,1058347,-69.68,-141500,40144,-32051
1530,23525,238682,170605,39.9,783565,3.48,2.65,23.1,57.3545,1.53,0.66,1530,亞崴,1624086,1403622,15.71,276588,197984,38647
1531,41342,242271,113798,112.9,1694956,1.43,0.67,20.3,67.4698,2.22,1.89,1531,高林股,1986826,1518180,30.87,181493,122136,142615
1533,21690,118358,139955,-15.43,963437,1.23,1.46,19.06,49.0471,2.35,1.2,1533,車王電,1046656,1020077,2.61,134719,145003,33425
1535,28762,82736,92504,-10.56,901474,0.92,1.03,13.43,55.6981,1.9,1.18,1535,中宇,1666629,1289266,29.27,96913,65726,11905
1536,-55419,142216,82953,71.44,1143296,1.22,0.73,18.17,35.8933,1.4,0.87,1536,和大,1101932,941696,17.02,188871,171105,-11723
1537,66682,39930,47594,-16.1,660000,0.61,0.72,16.42,67.822,1.65,1.12,1537,廣隆,879973,603942,45.7,40220,-5894,2867
1538,-72544,-158729,50444,,1326821,-1.24,0.4,14.04,41.4833,0.93,0.62,1538,正峰工,2385730,2889785,-17.44,-158900,128470,-14587
1539,-8100,47796,-15217,,643900,0.74,-0.24,12.07,41.8575,1.36,0.65,1539,巨庭,1011624,702230,44.06,61216,-12087,4425
1540,1345,129391,93785,37.97,743249,2.25,1.63,18.13,61.1607,2.69,0.82,1540,喬福,824916,685687,20.31,155411,118668,11280
1541,6253,23770,-21984,,683646,0.35,-0.32,11.1,58.5168,1.2,0.75,1541,錩泰,765145,491907,55.55,23789,-37061,6132
1560,-6736,182592,341605,-46.55,1335000,1.58,2.96,29.15,56.1826,1.04,0.6,1560,中砂,1710801,1685545,1.5,203159,389663,-2527
4526,46061,222198,277194,-19.84,1617018,1.53,2.15,25.06,56.6362,1.46,0.85,4526,東台,2255017,2606553,-13.49,244481,302704,85180
4532,226957,137703,268116,-48.64,3601018,0.4,0.79,13.89,84.9549,2.64,1.74,4532,瑞智,1100616,1246793,-11.72,63043,59404,58306
6605,15158,832981,661712,25.88,1598380,5.21,4.26,40.29,57.2838,0.97,0.68,6605,帝寶,4096984,3366306,21.71,990319,879671,40372
06,4003278,4291216,7535816,-43.06,74893358,0.57,1.03,16.12,61.7492696307703,1.53012794944794,0.772220810313428,06,電器電纜類,88546435,65630624,34.92,3080074,3642784,2102304
1603,-40129,69385,18627,272.5,3423000,0.24,0.07,12.5,47.701,0.82,0.27,1603,華電,1361990,1304610,4.4,91070,63185,-9184
1605,3190798,2312697,5077916,-54.46,32443143,0.72,1.59,19.42,69.3054,1.68,0.81,1605,華新,43242082,26366171,64.01,2136959,2097222,899738
1606,-61853,392581,224740,74.68,8339372,0.48,0.29,12.65,41.1004,1.47,0.95,1606,歌林,9372991,6870548,36.42,448441,288928,-4589
1608,176368,503370,673415,-25.25,6327735,0.85,1.13,13.54,76.9962,3.55,1.12,1608,華榮,7379601,5720966,28.99,-29954,307890,502047
1609,294399,-27847,428486,,5802403,-0.05,0.95,13.47,58.5813,1.93,0.71,1609,大亞,5314165,5128824,3.61,-130259,137395,71259
1611,224697,164198,292173,-43.8,3817175,0.43,0.77,14.04,78.1166,2.05,1.37,1611,中電,1521264,1576642,-3.51,33106,76603,140976
1612,6504,573258,300068,91.04,3298631,1.74,0.91,16.18,75.733,2.51,1.61,1612,宏泰,3932885,3292623,19.45,159007,206883,575287
1613,60654,253136,-35662,,2000000,1.27,-0.18,8.08,21.9914,0.33,0.22,1613,台一,2900487,2383353,21.7,106023,-119738,147935
1614,83731,212740,263560,-19.28,3166040,0.7,0.87,17.43,71.3631,2.7,0.92,1614,三洋電,3782906,4207088,-10.08,153668,291998,91731
1615,-41641,38789,53746,-27.83,968500,0.4,0.55,11.97,45.2386,1.42,0.59,1615,大山,1944471,1580038,23.06,69037,118232,-24160
1616,137764,-142438,153152,,1845857,-0.82,1.2,13.11,52.5568,1.33,0.6,1616,億泰,2558336,1814644,40.98,33044,48051,-219069
1617,-20886,-29374,42422,,1168863,-0.26,0.37,13.74,39.1193,1.21,1.04,1617,榮星,3420366,3468220,-1.38,60561,53834,-84976
1618,-7128,-29279,43173,,2292639,-0.13,0.19,14.31,64.849,1.04,0.42,1618,合機,1814891,1916897,-5.32,-50629,72301,15309
08,563457,1514521,1646665,-8.02,27598674,0.55,0.55,17.98,81.59,2.79,1.86,08,玻璃陶瓷類,11955656,11452960,4.39,966961,1488885,940748
1802,365365,1280851,1134234,12.93,18055760,0.71,0.63,22.34,89.6309,5.14,3.84,1802,台玻,7516631,7104149,5.81,656248,1066869,874603
1805,231741,-24639,198808,,531250,-0.46,0.47,6.12,32.368,1.11,0.46,1805,凱聚,200415,104440,91.89,-17953,-32933,-6686
1806,1992,168575,158430,6.4,3153754,0.56,0.55,13.49,67.5104,1.56,0.81,1806,冠軍,1385272,1279563,8.26,206756,218268,22519
1809,11522,56864,48988,16.08,1668425,0.34,0.3,13.79,62.5256,1.3,0.73,1809,中釉,1209237,1206045,0.26,56949,59878,20582
1810,-47163,32870,106205,-69.05,4189485,0.08,0.26,14.85,67.6859,1.45,0.66,1810,和成,1644101,1758763,-6.52,64961,176803,29730
09,1189708,1761920,1502997,17.23,45153151,0.39,0.34,14.63,63.2323665968986,1.45104553890646,0.661849369863221,09,造紙類,31049003,28471755,9.05,371687,559627,1515127
1902,71926,134780,31037,334.26,3357675,0.42,0.1,15.81,58.8703,0.89,0.29,1902,台紙,2455788,2152152,14.11,162827,-40889,-28047
1903,-20725,324624,-194914,,2600391,1.25,-0.75,19.43,77.5415,1.11,0.07,1903,士紙,750619,676847,10.9,-137467,-174189,462091
1904,131417,339260,478926,-29.16,10703498,0.32,0.45,14.48,58.7597,1.89,0.77,1904,正隆,11192222,10690498,4.69,108830,436308,280430
1905,127318,439593,148913,195.2,5984401,0.73,0.25,14.7,82.0145,4.06,2.13,1905,華紙,3224262,2877156,12.06,148716,69270,343881
1906,52538,14406,51988,-72.29,1510000,0.1,0.36,12.54,75.5166,0.44,0.36,1906,寶隆,639968,621659,2.95,2997,-222,12234
1907,681337,344824,701893,-50.87,15723126,0.22,0.45,13.32,57.9123,1.2,0.65,1907,永豐餘,9979105,8952300,11.47,-93877,42591,408701
1909,145897,164433,285154,-42.34,5274060,0.36,0.66,17.31,65.114,1.13,0.88,1909,榮成,2807039,2501143,12.23,179661,226758,35837
10,5240154,38439771,22895830,67.89,214122902,1.8,1.12,17.38,61.59,1.34,0.5,10,鋼鐵類,281863834,221666211,27.16,41170495,22700174,6682311
1532,522030,245549,538935,-54.44,2369893,1.17,2.78,21.74,45.3202,1.01,0.52,1532,勤美,3013334,3380004,-10.85,71442,85654,154562
2002,4637296,26206151,13859656,89.08,110944516,2.39,1.26,18.06,69.2047,1.45,0.59,2002,中鋼,100198621,80035536,25.19,25728647,12017527,6121840
2006,-70593,2148136,1554518,38.19,9117400,2.44,2.03,19.99,62.8244,1.26,0.54,2006,東鋼,19234670,15541625,23.76,2717100,2156992,83286
2007,-123971,51256,-266824,,7320572,0.08,-0.63,7.7,40.7914,0.36,0.09,2007,燁興,6493337,4338033,49.68,257323,-130472,-192544
2008,40260,-380852,-318171,,4238266,-0.99,-0.82,5.76,18.9796,0.4,0.09,2008,高興昌,5551290,5114784,8.53,-159029,-356976,-217009
2009,17653,208713,427843,-51.22,3596222,0.58,1.19,12.14,63.3885,2.01,0.7,2009,第一銅,4219358,3424620,23.21,167639,456602,83850
2010,202201,252061,348527,-27.68,5539742,0.49,0.68,17.13,53.0771,1.56,0.68,2010,春源,8060932,8611330,-6.39,270407,243500,62509
2012,-30347,54299,101288,-46.39,2877740,0.22,0.41,13.93,58.1523,1.68,0.41,2012,春雨,1832811,1815246,0.97,135092,159551,-61400
2013,88243,113663,117984,-3.66,1609038,0.74,0.77,19.34,38.7714,1.11,0.31,2013,中鋼構,4991638,4197532,18.92,35737,33470,91786
2014,-168279,1354980,2125976,-36.27,12845706,1.05,1.66,11.68,49.2798,1.07,0.14,2014,中鴻,24513760,21884620,12.01,2066074,2511347,-171103
2015,164101,1337721,1340528,-0.21,5668325,2.36,2.36,22.08,61.4094,1.25,0.31,2015,豐興,14958056,12273322,21.87,1647282,1588360,187439
2017,-28281,-109976,9062,,4507940,-0.29,0.03,10.82,53.7732,1.07,0.26,2017,官田鋼,2802436,2575371,8.82,-58155,37083,-51409
2020,2956,693566,141888,388.81,1623835,4.27,0.87,18.54,47.4079,1.4,0.54,2020,美亞,4899599,2794201,75.35,626730,132697,106022
2022,-90168,68539,-172058,,4550084,0.15,-0.38,12.56,70.9034,1.29,0.56,2022,聚亨,496003,709651,-30.11,-30273,-99486,75158
2023,-256567,1086900,631750,72.05,13896708,0.81,0.47,18.51,69.6195,1.54,0.71,2023,燁輝,20120906,15904404,26.51,1531788,1115869,-78678
2024,28712,3262,4538,-28.12,1118500,0.03,0.05,10.28,52.8752,1.12,0.45,2024,志聯,740046,650437,13.78,24371,-22106,-18007
2025,-150,276151,109736,151.65,3228341,0.98,0.39,12.88,78.3832,1.73,0.09,2025,千興,6002805,3941975,52.28,328348,126622,27319
2027,81816,1946397,602716,222.94,4000374,5.27,1.9,24.99,49.7871,1.83,1.03,2027,大成鋼,8026547,5343663,50.21,2363604,777761,229041
2028,-100743,204298,133546,52.98,2650000,0.78,0.51,8.17,30.2025,0.71,0.17,2028,威致,5353324,4246329,26.07,336573,226558,-76310
2029,67022,491607,632208,-22.24,3211800,1.53,1.97,23.69,74.435,2.66,0.82,2029,盛餘,10578766,8568919,23.46,594074,692454,33921
2030,70882,585454,213114,174.71,2372886,3.08,1.12,20.98,42.2626,1.73,0.4,2030,彰源,8159456,3511982,132.33,712685,199219,89334
2031,43827,453918,231558,96.03,2249571,2.07,1.07,19.05,41.9417,1.44,0.57,2031,新光鋼,4111473,4093524,0.44,478607,242523,88190
