year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2304 誠   洲   ,6759176,8.47,1.52,33.25,-153179,-38808,3028628,-117312,0.79
200002,2304,6759176.0,7.8628,1.42,30.5135,-274911.0,-452475.0,5108062,-629375,0.7
200003,2304,6759176,6.9991,1.22,27.7217,-389915,-958930,8164084,-1088696,0.69
200004,2304,6759176,5.0443,0.76,21.8988,-806434,-1643453,10496580,-2254689,0.41
200101,2304,6759176,5.0278,0.69,23.5183,-159770,179890,1932450,20120,0.4
200102,2304,6759176,3.8137,0.67,18.6132,-316710,-453713,3474969,-827380,0.45
200103,2304,3737824,5.0455,0.72,14.0784,-496843,-1027132,4280735,-1580931,0.46
200104,2304,3737824,1.2773,0.65,4.0322,-688144,-1592150,4942551,-2902965,0.41
200201,2304,3737824,0.4216,0.64,1.3341,-90223,-237157,287747,-327380,0.37
200202,2304.0,3737824,0.0307,0.61,0.0977,-176399.0,-321451.0,631090.0,-497850,0.35
200203,2304.0,3737824.0,-1.119,0.57,-3.5631,-266357.0,-645765.0,966526.0,-912122,0.34
