year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 9927 泰銘      ,933570,13.23,5.83,88.71,20895,3930,471899,20627,2.87,
200002,9927,933570.0,13.2553,3.7,84.8601,33053.0,4946.0,911800,28683,2.09,
200003,9927,933570,13.1344,3.61,83.4332,78276,27795,1327036,84854,2.32,
200004,9927,1073606,12.0521,3.56,82.7877,140523,-20144,1783518,85129,2.15,
200101,9927,1073606,12.7579,5.48,87.5725,71806,21528,471027,75767,3.21,
200102,9927,1073606,13.052999999999999,5.25,87.6611,118147,22127,920726,111818,2.71,
200103,9927,1073606,13.0481,1.98,68.1768,189600,18964,1363732,164970,1.46,
200104,9927,1127286,13.1354,3.19,80.4718,268507,39865,1826789,244852,2.08,
200201,9927,1127286,13.8879,1.66,70.7935,107851,4360,554215,84920,1.21,
200202,9927.0,1240014,12.6307,1.6,65.118,203116.0,2099.0,1079888.0,155924,1.11,
200203,9927.0,1240014.0,12.8843,1.49,66.3128,247277.0,960.0,1568002.0,186965,0.92,
200204,9927.0,1240014,13.2316,1.5,63.1851,332961.0,-20122.0,2096275.0,229531,1.02,
200301,9927.0,1240014,13.6845,1.58,63.3344,84396.0,-5973.0,496676.0,56159,1.15,
200302,9927.0,1364015,12.1917,1.59,63.0973,175105.0,-23000.0,1001383.0,91983,1.13,
200303,9927.0,1364015,12.7437,1.65,62.2237,281728.0,-26067.0,1580304.0,167265,1.25,
200304,9927.0,1364015,13.4188,1.79,63.0648,465115.0,-80750.0,2299891.0,259152,1.33,
200401,9927.0,1364015,15.1106,1.92,65.1288,285540.0,11324.0,1031856.0,230806,1.17,
200402,9927.0,1500417,13.2811,1.61,56.838,435061.0,-13715.0,2107693.0,310185,1.1,
200403,9927.0,1500417,14.42,1.99,65.2531,671860.0,-26924.0,3306500.0,481063,1.41,
200404,9927.0,1500417,15.6957,1.96,62.7736,923378.0,-35650.0,4535034.0,674427,1.3,
200501,9927.0,1500417,16.6285,2.18,66.439,162601.0,-3612.0,1173290.0,120491,1.4,
200502,9927.0,1500417,13.56,1.66,56.5184,304903.0,-20357.0,2395467.0,207601,1.19,
200503,9927.0,1500417,14.18,1.73,57.643,423048.0,-33865.0,3548441.0,299851,1.35,
200504,9927.0,1500417.34,14.93,2.45,,591248.0,-63499.0,4811579.0,406534,1.71,
