year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 2323 中    環  ,10691766,35.31,2.35,69.73,840505,2296238,4314791,3493091,1.97,
200002,2323,17323483.0,23.0734,3.97,69.5209,1168956.0,3551949.0,8275708,5172626,3.22,
200003,2323,17323483,23.1557,4.69,70.3157,1324196,3599031,11451621,5386549,3.82,
200004,2323,17323483,21.9472,1.47,68.4302,1005680,2771115,14262544,4260983,1.23,
200101,2323,17392587,22.4137,1.39,68.5454,145320,381975,3220184,393082,1.13,
200102,2323,21732465,18.172,1.92,67.9718,927968,373765,7825070,1410992,1.4,
200103,2323,21732464,17.947,2.01,60.5785,2626257,-260229,13414242,2622937,1.6,
200104,2323,21732464,18.5274,1.38,61.244,3677961,-341448,18614406,3327175,1.06,
200201,2323,21732464,18.4319,1.69,56.8474,504165,-174372,4597562,290655,1.38,
200202,2323.0,26002658,15.0699,1.49,55.6522,994228.0,-672544.0,9906855.0,300252,1.1,
200203,2323.0,26002658.0,14.8954,1.18,56.6167,1527663.0,-1583604.0,14152471.0,15078,0.84,
200204,2323.0,26002658,14.7634,1.37,55.3247,1974646.0,-2425600.0,19394220.0,-184518,1.05,
200301,2323.0,26002658,14.4298,1.0,49.8706,853379.0,-368320.0,5154916.0,406558,0.81,
200302,2323.0,26095515,15.1343,1.46,51.7229,2225712.0,-302711.0,11236672.0,2003515,1.15,
200303,2323.0,29910850,16.548,1.58,64.9871,4332421.0,-65332.0,18706157.0,4168159,1.22,
200304,2323.0,32259443,17.5519,2.11,64.0019,6755314.0,168596.0,27343710.0,6721680,1.84,
200401,2323.0,33984902,18.5023,2.65,68.8054,2644696.0,848865.0,8852977.0,3368256,2.28,
200402,2323.0,32863971,17.5802,1.69,62.9856,3982073.0,-739525.0,16233700.0,3005172,1.25,
200403,2323.0,32490481,17.7839,1.8,64.898,4089529.0,-1189701.0,21771845.0,2877489,1.12,
200404,2323.0,32490481,17.62,1.29,58.7202,4141860.0,-5139189.0,28171415.0,-791485,0.98,
200501,2323.0,32490481,17.54,1.13,58.5226,-83234.0,-235583.0,5797832.0,-189188,0.82,
200502,2323.0,32495651,17.49,1.24,56.6394,499599.0,-859715.0,13839541.0,-282282,1.01,
200503,2323.0,32006771,17.89,1.04,59.6985,1220341.0,-1187937.0,21929996.0,100264,0.76,
200504,2323.0,32006771.34,17.5,1.05,,1506636.0,-1990252.0,28900248.0,-388899,0.67,
200601,2323.0,31282581,17.67,1.05,58.965,34378.0,287036.0,6390928.0,179182,0.69,
200602,2323.0,31282581,17.9,1.02,,151303.0,153095,13583698.0,160176,0.71,
200603,2323.0,31282581.0,18.03,1.13,63.7876,689393.0,93175,21066793.0,447385.0,0.72,
200604,2323,30382131.0,18.42,1.17,65.3334,934176.0,-133139,28159743.0,301427.0,0.75,
200701,2323,29951611.0,18.78,1.19,67.3415,362597.0,-118744,6452516.0,210615.0,0.7,
200702,2323,29615671.0,18.97,1.42,,577496.0,-327680,12288793.0,146888.0,0.81,
200703,2323,29450671.0,19.03,1.28,,475859.0,-458851,18418972.0,-139990.0,0.75,
200704,2323,29450671.0,18.05,1.26,66.4321,519597.0,-2093371,23591965.0,-1961002.0,0.9490999999999999,
200801,2323,29450671.0,17.43,1.23,67.4026,-614855.0,-345162,4007066.0,-987311.0,0.9,
200802,2323,29450671,16.45,1.33,67.5155,-1642129,-1605715,8027061,-3242967,0.95,
200803,2323,29070121,16.2,0.86,66.7612,-2485904,-2529294,12712149,-5009610,0.59,
200804,2323,29070121,16.17,1.02,66.2347,-2986893,-3274950,18460960,-6156864,0.7329000000000001,
200901,2323,29070121,15.95,0.93,68.5846,-340417,-523675,4643086,-862205,0.65,
200902,2323,28594979,15.75,0.95,69.4702,-456854,-788182,9519018,-1245948,0.65,
200903,2323,28594979,15.53,0.96,70.21300000000001,-440513,-1177932,14622610,-1674752,0.72,
200904,2323,28491208,15.07,0.9478,70.41,-878239,-1985871,19263321,-2952492,0.7241,
201001,2323,28491208,14.69,0.86,71.3671,-526791,-428314,4188862,-951815,0.65,
201002,2323,28491208,14.44,0.9,70.5899,-1094669,-859284,8764513,-2124842,0.69,
201003,2323,28491208,14.2,0.9,71.8032,-1591102,-1052635,13079853,-2815499,0.68,
201004,2323,28491208,12.86,0.8089000000000001,69.1664,-2860766,-2523489,16963347,-5731581,0.6459999999999999,
201101,2323,28446968,12.51,0.81,68.4166,-800123,-269211.0,3400598,-1073951,0.63,
201102,2323,28446968,12.02,0.81,70.828,-1307336,-515799,8021876,-1807711,0.64,
201103,2323,28446968,12.22,0.87,71.3558,-1103365,-664009,13125116,-1755887,0.71,
201104,2323,27934968,12.2,0.9788,71.8226,-653277,-1053782,18168085,-1698752,0.8152,
201201,2323,27934968,12.17,1.06,73.9607,201215,-165542,3821948,36146,0.85,
201202,2323,27934968,12.23,1.17,74.8603,575400,-501427,8323434,81230,0.96,
201203,2323,27509048,12.26,1.27,75.5211,647314,-496107,11844844,160457,1.02,
201204,2323,27509048,11.89,1.29,75.0664,427863,-1030728,15247778,-641681,1.09,
