stock,稅後純益,104年1-9月,增減,期末股本,稅後純益,104年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,104年1-9月,增減,公司,,營業收入,104年1-9月,增減,營業利益,104年1-9月,營業外,104年1-9月
1447,-313527,82332,,9144872,-0.36,0.09,11.45,42.9573565403147,1.21883890383183,0.498943064436274,-328761,123303,,1447,力鵬,10392941,13174963,-21.12,-98626,-167701,-230135,291004
1449,-184954,-253702,,1200000,-1.55,-2.14,5.5,12.4985518894567,1.07615658019278,0.589890668160482,-181624,-258696,,1449,佳和,2240493,2206032,1.56,-158581,-253137,-23043,-5559
1451,609083,420543,44.83,4000000,1.52,1.05,24.24,74.9226915897613,4.16511212643999,2.2184381773795,734256,514861,42.61,1451,年興,9848196,9634133,2.22,710073,391174,24183,123687
1452,141513,334720,-57.72,1326414,1.07,2.52,17.78,92.3458256953846,9.84098128434066,6.24938472985348,176005,376343,-53.23,1452,宏益,1458667,1522589,-4.2,146299,185782,29706,190561
1453,-677,62697,,896747,-0.01,0.7,11.12,85.5580306023284,7.28305437258592,1.49212637417055,1011,62851,-98.39,1453,大將,42261,307439,-86.25,-22637,57469,23648,5382
1454,47645,89049,-46.5,1403098,0.36,0.67,12.59,76.0364546022979,2.7655697017052,1.32368892770143,64566,106238,-39.23,1454,台富,1374767,1607037,-14.45,59386,87858,5180,18380
1455,95281,111199,-14.31,6117634,0.16,0.18,12.17,66.9215840591689,1.27207215571722,0.723909869036385,119394,108381,10.16,1455,集盛,9438414,11492164,-17.87,117991,-99283,1403,207664
1456,-33027,-58115,,937200,-0.35,-0.62,11.25,21.4309820098652,1.58538369051223,0.128547375666239,-33027,-58115,,1456,怡華,342727,432768,-20.81,5861,-12599,-38888,-45516
1457,83293,450693,-81.52,3351640,0.32,1.71,14.7,33.4200107190812,1.29057832909812,0.680335807587713,97289,507668,-80.84,1457,宜進,3403530,3073562,10.74,22912,64312,74377,443356
1459,-59519,244683,,3586289,-0.19,0.78,10.11,45.1087812955241,1.44596661929758,1.13964030915577,-59533,289066,,1459,聯發,2140815,2940447,-27.19,-52848,141661,-6685,147405
1460,308157,268142,14.92,4711891,0.7,0.61,10.74,47.4633665033844,1.65431144848724,0.5957777328961,360803,311423,15.86,1460,宏遠,6411104,6016343,6.56,399444,297980,-38641,13443
1463,102988,52067,97.8,1732684,0.64,0.32,11.85,51.7371927845184,1.62344869305377,0.511933178726658,104262,55816,86.8,1463,強盛,379916,380994,-0.28,16232,9437,88030,46379
1464,252306,219612,14.89,2776816,0.97,0.96,15.03,44.2308752195789,1.21861226638662,0.698457302853576,259054,373132,-30.57,1464,得力,5354616,4933094,8.54,350631,273795,-91577,99337
1465,34333,84989,-59.6,1036073,0.33,0.82,16.55,65.8713706094991,5.24752233545838,1.81784255185418,65443,123889,-47.18,1465,偉全,1465977,1791839,-18.19,70771,72469,-5328,51420
1466,-82745,12090,,1111573,-0.74,0.11,15.93,49.5320937490387,1.14676511660591,0.485192140351717,-105188,14583,,1466,聚隆,2715966,3117779,-12.89,-68403,2862,-36785,11721
1467,72524,40247,80.2,2102622,0.34,0.19,10.44,32.5220431996768,1.44465722519604,0.84614465159599,63196,34256,84.48,1467,南緯,5402730,5337678,1.22,157671,66359,-94475,-32103
1468,-23856,-36079,,1604053,-0.15,-0.22,6.85,45.5048975595689,1.71751282564735,0.45139509762722,-24385,-42700,,1468,昶和,437867,452495,-3.23,25608,-37314,-49993,-5386
1469,-34222,5077,,1246000,-0.27,0.04,14.95,73.0320065726908,1.93594067510663,1.10055182076644,-36015,7014,,1469,理隆,271331,341664,-20.59,-16775,8275,-19240,-1261
1470,31334,42765,-26.73,857670,0.37,0.5,10.9,90.1025377589346,6.96691267309077,3.54461954945374,37922,52959,-28.39,1470,大統染,503524,578005,-12.89,38467,49780,-545,3179
1472,56333,-17388,,741500,0.76,-0.24,5.22,39.6821784806766,0.82660330784805,0.583294350402618,69009,-15776,,1472,三洋紡,549672,589105,-6.69,74234,-6605,-5225,-9171
1473,269552,85742,214.38,1471778,1.85,0.59,27.47,59.0281900766886,2.24783901777753,1.778653567618,312793,-48295,,1473,台南,7562853,7056809,7.17,351989,-208866,-39196,160571
1474,86300,81692,5.64,1298970,0.66,0.63,14.07,56.2296198307029,1.49727627514768,0.782216913345893,108272,101440,6.74,1474,弘裕,2409244,2588027,-6.91,139044,87497,-30772,13943
1475,-44658,-37776,,525168,-0.85,-0.72,6.83,124.858662656307,1.87784030255894,1.24566139018513,-53980,-57536,,1475,本盟,138526,167032,-17.07,-46345,-46842,-7635,-10694
1476,2300518,2977439,-22.74,2689874,8.6,11.41,50.69,73.1346978280212,2.53130423926579,1.67382718341555,2920938,3688701,-20.81,1476,儒鴻,17680154,18275760,-3.26,3200409,3425355,-279471,263346
1477,1317725,1701454,-22.55,2067152,6.4,8.3,40.33,70.8577569620464,1.97705090293425,0.536615146275605,1641711,2113387,-22.32,1477,聚陽,17075618,17744097,-3.77,1660367,2055222,-18656,58165
4414,-154663,-133477,,1523931,-1.09,-0.98,8.84,46.0650900437492,1.93809116797576,0.709837710254946,-153483,-143519,,4414,如興,2095535,1773075,18.19,-112629,-124846,-40854,-18673
4426,558009,454167,22.86,1130534,4.94,4.01,22.14,63.0688202884149,2.05993960024014,1.56822247346464,698945,538980,29.68,4426,利勤,1930395,1551217,24.44,729287,524041,-30342,14939
4438,687409,879543,-21.84,922339,7.48,9.54,49.96,54.3736014026619,1.69284460854278,1.19218802415182,876305,1153484,-24.03,4438,廣越,7387329,7699023,-4.05,817216,991688,59089,161796
05,19245818,19852665,-3.06,125791097,2.64,2.79,23.02,36.7683717274178,1.43909120806806,0.966673386824396,27118459,22824960,18.81,05,電機機械類,324078673,326802295,-0.83,25313694,18578540,1804765,4246420
1503,1039235,928437,11.93,5209722,1.99,1.78,40.96,58.8723377385661,1.28805353250468,0.848768604219583,1394193,1242041,12.25,1503,士電,15544951,14770875,5.24,1186154,900893,208039,341148
1504,2616785,2606509,0.39,20026929,1.32,1.32,25.14,54.0301479571707,2.44531708498933,1.69396133997901,3678759,3764676,-2.28,1504,東元,36496207,36123359,1.03,3089231,2851980,589528,912696
1506,11639,32612,-64.31,1222557,0.1,0.27,10.14,47.2491103813305,3.76104051300108,2.15731463994964,22982,38127,-39.72,1506,正道,1167641,1169040,-0.12,34368,31309,-11386,6818
1507,1301336,1478744,-12,4108200,3.18,3.62,28.31,40.9269321417998,1.27313310629546,0.627574625202725,1776050,2034550,-12.71,1507,永大,14753687,17681758,-16.56,1700717,1914307,75333,120243
1512,-152168,-168656,,1818025,-0.84,-0.93,6.82,28.8696523804189,1.14999368344811,0.701122661823041,-101323,-142287,,1512,瑞利,2760265,2632033,4.87,-16949,-132853,-84374,-9434
1513,488398,545678,-10.5,4200000,1.19,1.33,17.75,49.6067840848451,1.59427248977737,0.722522787937301,571265,685553,-16.67,1513,中興電,8842154,7111218,24.34,472732,508383,98533,177170
1514,106884,109522,-2.41,2010670,0.54,0.55,13.47,53.186476200017,1.62679437789207,1.20534529491801,113904,129740,-12.21,1514,亞力,3030389,2639374,14.81,74408,69892,39496,59848
1515,96987,125468,-22.7,1814735,0.53,0.69,12.78,41.8256648100857,1.10458867502131,0.863725812356705,118993,169096,-29.63,1515,力山,2758609,2582736,6.81,111825,140775,7168,28321
1517,36557,122075,-70.05,2278250,0.16,0.54,14.89,69.5709056984539,3.85771418300402,3.0023225359165,46394,189535,-75.52,1517,利奇,2120222,2642495,-19.76,-6892,107959,53286,81576
1519,247757,150645,64.46,2610585,0.95,0.58,12.51,45.7145357682724,1.79584339462985,0.993033063679912,295630,214651,37.73,1519,華城,4366873,3643426,19.86,275575,222918,20055,-8267
1521,349345,372339,-6.18,762300,4.58,4.88,22.71,49.7359632986399,1.33342782788377,0.603161850355564,402256,440061,-8.59,1521,大億,4062543,4300776,-5.54,313187,371760,89069,68301
1522,752553,526126,43.04,3128979,2.41,1.69,19.43,31.2465543025934,1.13489357826822,0.493850872902289,1057249,811046,30.36,1522,堤維西,11971259,11238578,6.52,900646,622127,156603,188919
1524,137834,-254509,,1796852,0.77,-1.42,11.17,43.6716825777421,0.734407406566975,0.429509972996891,166220,-306323,,1524,耿鼎,1882719,1798653,4.67,234526,65501,-68306,-371824
1525,388661,271375,43.22,734001,5.3,3.7,47.29,80.6052487778188,1.26588115480963,0.3888677814545,414772,304566,36.18,1525,江申,883793,909877,-2.87,18655,25989,396117,278577
1526,53615,72190,-25.73,500000,1.07,1.44,12.63,45.8508928577913,1.79727847775778,0.805840061712523,63910,87477,-26.94,1526,日馳,697361,689332,1.16,104294,67027,-40384,20450
1527,548862,721020,-23.88,1379606,3.98,4.78,24.4,22.1913670781443,1.20874949686271,0.501274210342909,627224,933463,-32.81,1527,鑽全,3108699,2607357,19.23,756092,501119,-128868,432344
1528,61171,9514,542.96,1800000,0.35,0.06,12.87,47.5498007467178,1.8686241638857,1.15522735983851,64395,12425,418.27,1528,恩德,2809191,2393386,17.37,93585,6477,-29190,5948
1529,-1208,-49539,,2997089,(<<<<<),-0.17,0.95,65.6965575978634,0.874789344738221,0.704523246427712,-1357,-49556,,1529,樂士,170100,61086,178.46,-1754,-15233,397,-34323
1530,85262,235840,-63.85,965942,0.88,2.57,27.12,41.7410467072819,1.50346298645497,0.832878202842294,146717,310158,-52.7,1530,亞崴,2592379,2840736,-8.74,207922,189779,-61205,120379
1531,65698,128925,-49.04,1931511,0.36,0.7,20.42,76.6761344897675,3.56473186369052,2.73150165548746,78267,169000,-53.69,1531,高林股,1881806,1980372,-4.98,114121,75757,-35854,93243
1532,692713,720773,-3.89,3852521,1.8,1.83,30.57,33.0155861471208,1.92544865695711,0.609512851955894,1492027,1490413,0.11,1532,勤美,11042850,12727606,-13.24,1468781,1521784,23246,-31371
1533,59020,122312,-51.75,985475,0.6,1.29,22.21,54.1523827194854,2.03048848459645,1.24982626686832,120116,181474,-33.81,1533,車王電,1763805,1853991,-4.86,167287,157395,-47171,24079
1535,197883,381320,-48.11,1237426,1.6,3.08,26.05,42.1698443798878,1.51139800086573,0.953200455750869,295376,463691,-36.3,1535,中宇,6285448,7121127,-11.74,292530,298071,2846,165620
1536,790147,790756,-0.08,2349565,3.36,3.37,16.47,39.6517106201144,1.66364902733992,1.0228129993531,987127,962869,2.52,1536,和大,4273161,3860173,10.7,1066810,901895,-79683,60974
1537,653738,564380,15.83,817854,8.01,6.92,40.15,64.9776204426278,2.7670862443944,1.66124798465003,904128,777492,16.29,1537,廣隆,5193645,5239105,-0.87,933852,706667,-29724,70825
1538,-3306,-14471,,831358,-0.04,-0.17,8.46,43.0639385813286,0.655074735555857,0.398955800491243,-3306,-14471,,1538,正峰新,508178,594611,-14.54,-31609,-49839,28303,35368
1539,115979,202682,-42.78,653700,1.77,3.1,15.77,30.216875424753,1.26037554926417,0.419621286398865,157097,254417,-38.25,1539,巨庭,2227792,2142881,3.96,248393,212249,-91296,42168
1540,19491,85951,-77.32,854736,0.25,1.08,16.43,86.0340557806561,5.73412383897721,1.69699183075098,32527,103215,-68.49,1540,喬福,411917,709331,-41.93,69367,84990,-36840,18225
1541,231062,223964,3.17,788000,2.93,2.84,14.75,45.259930861583,1.33476125867088,0.970351268135475,284210,272331,4.36,1541,錩泰,2648043,2284271,15.93,334774,216954,-50564,55377
1558,603123,681595,-11.51,605526,9.96,11.26,71.26,68.8995426999947,2.6299360661903,2.29357233275952,812041,908700,-10.64,1558,伸興,4670743,4617882,1.14,865252,744491,-53211,164209
1560,354279,466719,-24.09,1410000,2.51,3.31,25.77,70.3181184402646,1.45962129710799,0.922828152429428,426847,564836,-24.43,1560,中砂,2984672,3099794,-3.71,428885,551339,-2038,13497
1568,112268,93563,19.99,1030865,1.09,0.91,14.27,46.3835326482235,1.68032681842445,1.01960224377377,168696,130660,29.11,1568,倉佑,1983749,1738610,14.1,190530,131699,-21834,-1039
1583,133703,494726,-72.97,1103634,1.21,4.93,34.06,31.9317240800477,1.58483136180408,0.848944159366261,323838,806342,-59.84,1583,程泰,4638243,5358128,-13.44,453685,606954,-129847,199388
1589,785158,911181,-13.83,1188175,6.62,8.42,81.2,65.6881200428234,3.30928894175234,2.63039583846079,1036946,1224743,-15.33,1589,永冠-KY,5626131,6180451,-8.97,941507,1057951,95439,166792
1590,1587821,1061312,49.61,1790250,8.87,5.93,58.49,46.90674970184,1.07033214637119,0.831217672091501,2396363,1489598,60.87,1590,亞德客-KY,7968986,6632907,20.14,2048919,1615614,347444,-126016
1592,368917,176995,108.43,1004333,3.73,1.76,31.12,44.7832413941717,1.17847102915732,0.550486057189672,480037,239903,100.1,1592,英瑞-KY,4313452,3928150,9.81,530545,257712,-50508,-17809
2049,865155,1539598,-43.81,2746640,3.15,5.61,49.84,40.2234969759612,1.13445648460761,0.615419443331755,843966,1772719,-52.39,2049,上銀,11555457,11719032,-1.4,1109729,1745002,-265763,27717
