year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2825 中央產險  ,2900000,18.06,1.7,30.32,22802,50642,2530212,72070,1.69
200002,2825,2900000.0,17.9117,1.74,31.3169,66241.0,35845.0,5390573,98276,1.74
200003,2825,3190000,15.3111,1.77,31.0057,58315,-171103,7877244,-118686,1.76
200004,2825,3190000,13.9093,1.62,28.4132,-166377,-227371,10993847,-412261,1.62
200101,2825,3190000,14.4192,1.67,29.6457,-105683,259349,2268359,146429,1.66
200102,2825,3190000,14.0152,1.64,28.6743,-43525,211255,5147834,167243,1.63
200103,2825,3344500,13.0568,1.66,29.4865,-108289,291121,7390767,173763,1.66
200104,2825,3344500,13.1338,1.56,27.8782,-122652,320224,10676955,187167,1.56
200201,2825,3344500,13.3016,1.67,29.5026,19900,2494,2656916,17115,1.67
200202,2825.0,3344500,13.1744,4.08,44.2306,-54125.0,7130.0,5557732.0,-54075,4.07
200203,2825.0,3533170.0,11.9833,5.74,45.9434,-182623.0,7118.0,6781195.0,-171765,5.73
200204,2825.0,3533170,12.5127,4.62,45.3541,-193314.0,13522.0,10023896.0,-176663,4.61
200301,2825.0,3533170,12.484000000000002,5.0,45.3195,90731.0,3704.0,2403056.0,68950,4.99
200302,2825.0,3533170,12.1773,3.59,41.45399999999999,193835.0,6892.0,4765982.0,27805,3.58
200303,2825.0,3533170,12.0778,4.31,43.059,265481.0,8403.0,6755089.0,101598,4.29
200304,2825.0,3533170,12.349,3.14,39.5939,293520.0,6680.0,10118250.0,140831,3.13
200401,2825.0,3433170,13.5245,3.41,41.2575,226227.0,4705.0,2853765.0,213242,3.26
200402,2825.0,3433170,12.4366,4.03,39.9151,-161495.0,3940.0,5193068.0,-175632,3.85
200403,2825.0,3433170,12.1132,4.0,38.663000000000004,-257092.0,2434.0,8005290.0,-254370,3.96
200404,2825.0,3632769,12.76,2.95,36.7857,-244703.0,7046.0,10160191.0,-249548,2.93
200501,2825.0,3632769,12.05,3.52,37.9805,56415.0,-44261.0,3205590.0,13602,3.49
200502,2825.0,3632769,12.65,3.77,39.4238,136996.0,-45852.0,6318259.0,64726,3.75
200503,2825.0,3632769,12.31,3.53,38.9152,154169.0,-51149.0,9073622.0,77781,3.49
200504,2825.0,3632769.2,12.41,2.38,,185943.0,-38536.0,12672215.0,103632,2.28
200601,2825.0,3632769,12.4,3.91,39.650999999999996,39759.0,61.0,3306492.0,32461,3.89
200602,2825.0,3632769,12.45,4.63,,61403.0,-16151,5879314.0,21856,4.63
