stock,92年1-6月,稅後純益,92年1-6月,增減(%),期末股本,稅後純益,92年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,92年1-6月,增減(%),營業利益,92年1-6月,營業外
01,1995393,5477020,2671591,105.01,80398025,0.71,0.35,16.8311062011123,59.7446631859141,1.11809088513233,0.840377086629522,01,水泥類,25623071,22071913,16.09,2330295,1182551,5086424
1101,419350,2113165,709981,197.64,28097644,0.75,0.26,17.6847,52.8198,1.35,1.04,1101,台泥,13837570,11971252,15.59,1035829,460631,1329336
1102,1068397,3928636,1507646,160.58,21708858,1.81,0.74,19.7442,68.3346,1.34,1.07,1102,亞泥,5073811,4687208,8.25,758760,535826,3333884
1103,372889,411899,363954,13.17,6996391,0.59,0.52,15.6606,66.7339,1.39,1.32,1103,嘉泥,1312166,1096018,19.72,23611,60508,491975
1104,372114,434626,331885,30.96,4157254,1.05,0.89,19.2001,62.3422,1.54,1,1104,環泥,1655951,1230496,34.58,79171,-27789,359368
1107,-198870,-2319926,-342815,,5233922,-4.43,-0.66,0.7342,5.4239,0.12,0,1107,建台,41248,104122,-60.38,-58499,-58929,-968194
1108,-64333,433093,-38096,,4047380,1.07,-0.09,11.2348,57.079,0.83,0.46,1108,幸福,1916682,1499860,27.79,198292,36827,292280
1109,-27,275085,58390,371.12,4290898,0.64,0.14,13.2931,87.8429,5.12,4.38,1109,信大,877985,713660,23.03,164933,103019,147214
1110,25873,200442,80646,148.55,5865678,0.34,0.14,13.5175,78.3498,1.84,1.14,1110,東泥,907658,769297,17.99,128198,72458,100561
02,120266,3123693,628857,396.73,93849688,0.33,0.07,10.8300140999471,48.1447631355486,0.971290137101229,0.485034399411556,02,食品類,68495389,63361246,8.1,741309,435193,2492398
1201,-136568,54624,-48124,,5060629,0.11,-0.1,7.392,31.1767,1.21,0.91,1201,味全,4415508,4865765,-9.25,244668,88444,-190044
1203,130695,142711,106162,34.43,2092537,0.68,0.51,15.4243,59.0881,0.75,0.43,1203,味王,1450066,860841,68.45,104723,-24533,52409
1204,-4264,2481,-45331,,600000,0.04,-0.76,5.3454,41.7955,1.12,0.68,1204,津津,415064,276121,50.32,1353,-41067,1155
1207,-880171,983975,-1116343,,12842278,0.77,-0.87,6.1482,25.9136,0.48,0.07,1207,嘉食化,4945328,4662208,6.07,-366261,-292197,1285706
1210,-17479,6527,54970,-88.13,4020277,0.02,0.14,11.6246,47.1246,1.31,0.56,1210,大成,7592352,7274974,4.36,39555,90519,-39158
1212,-163161,-171606,-324210,,2731664,-0.63,-1.19,1.9529,10.8557,0.48,0.27,1212,中日,1467562,2337392,-37.21,-27669,-157733,-145484
1213,-1930,3385,3776,-10.35,428959,0.08,0.09,13.4052,79.7673,2.77,2.35,1213,大飲,323719,282817,14.46,5724,7709,848
1215,-69278,26566,-87878,,2320268,0.11,-0.38,10.2631,45.2211,1.45,0.55,1215,卜蜂,6090918,5428787,12.2,74341,-23417,-14088
1216,1278706,1326581,1445067,-8.2,33753848,0.39,0.42,12.1717,52.6685,0.95,0.49,1216,統一,20065085,18105518,10.82,86731,184955,1279483
1217,-65181,38734,102693,-62.28,3639628,0.11,0.28,10.3111,46.8736,0.85,0.47,1217,愛之味,2035041,2028402,0.33,114363,186071,-82495
1218,-71967,8045,-55297,,3362299,0.02,-0.17,9.4665,41.1133,1.09,0.59,1218,泰山,2351953,2210982,6.38,18027,15270,-11682
1219,-642,19185,2675,617.2,2722294,0.07,<<<<<,11.6133,58.833,2.74,1.7,1219,福壽,2777019,2471119,12.38,14035,32008,15839
1220,-49531,-43835,-123491,,1770779,-0.25,-0.7,9.8417,66.7692,1.49,0.93,1220,台榮,967001,810385,19.33,-82144,-84718,29710
1225,-24226,-20308,509,,1772100,-0.11,<<<<<,11.0879,53.4553,1.2,0.63,1225,福懋油,2672703,2054281,30.1,1337,24735,-25257
1229,136874,383427,357602,7.22,6612928,0.58,0.54,14.7968,74.7068,1.22,0.74,1229,聯華,812835,833756,-2.51,25318,-17015,361450
1231,-34699,19472,13157,48,1154190,0.17,0.11,14.3584,55.1625,1.66,0.83,1231,聯華食,1491346,1576000,-5.37,42031,59216,-28911
1232,-2211,135656,150456,-9.84,1599749,0.85,0.94,12.9772,45.0073,1.27,0.52,1232,大統益,4905138,3817327,28.5,163526,192859,-1101
1233,4465,94745,55787,69.83,879533,1.08,0.65,11.8346,65.5494,1.24,0.74,1233,天仁,773938,644525,20.08,110748,76850,3637
1234,87561,45872,81095,-43.43,5358281,0.09,0.15,14.4069,64.1243,1.86,1.58,1234,黑松,1698799,1670498,1.69,106108,44534,-23236
1235,-383,23601,23764,-0.69,411639,0.57,0.58,14.3328,65.298,3,2.37,1235,興泰,621981,590267,5.37,5892,32450,19347
1236,3656,43855,31818,37.83,715808,0.61,0.48,12.6104,52.9324,1.01,0.8,1236,宏亞,622033,559281,11.22,58903,40253,4270
03,7824169,70427754,35671682,97.43,323989940,2.3,1.17,19.8573697689039,49.875653229593,1.58783652640428,0.970098404006331,03,塑膠類,404858898,298096631,35.81,55172551,25418151,20561595
1301,4254531,14924464,7288478,104.77,50952807,2.93,1.52,22.3728,55.1656,1.83,1.2,1301,臺塑,57091550,37125054,53.78,9240370,3587128,6404125
1303,2438501,18315215,8216351,122.91,69825892,2.62,1.25,22.2255,51.456,1.97,1.18,1303,南亞,77318111,58913638,31.24,10855001,5030710,8740014
1304,-38477,471632,35788,+++++,7714032,0.61,0.05,12.5656,67.7973,2.75,1.74,1304,臺聚,3505981,2561713,36.86,351202,121991,214730
1305,-63730,441943,-84589,,4248035,1.04,-0.2,10.6341,50.3546,1.71,1.21,1305,華夏,3913262,3031421,29.09,126476,-20859,315467
1306,-5562,5796,23091,-74.9,623186,0.09,0.37,12.3417,30.7843,1.16,0.51,1306,合發,991192,765243,29.53,13446,24883,-9895
1307,70577,177314,145007,22.28,2504083,0.71,0.64,13.0024,52.9284,2.33,1.57,1307,三芳,2044166,2148976,-4.88,117281,83269,55443
1308,55734,197105,100246,96.62,2461619,0.8,0.44,15.7664,84.4108,3.32,2.44,1308,亞聚,1844062,1375869,34.03,213092,59757,25364
1309,-35103,87233,-94238,,2626219,0.33,-0.36,14.0566,54.1189,2.36,1.76,1309,臺達化,3782976,2766987,36.72,33574,-74304,69301
1310,-270725,249061,-134991,,5341562,0.47,-0.25,11.2138,68.4987,1.13,0.64,1310,台苯,5044753,3891146,29.65,447271,119083,-68680
1311,-32880,487694,266397,83.07,2781446,1.75,1.01,15.926,71.191,2.54,1.66,1311,福聚,5634182,4723159,19.29,639349,386001,10445
1312,-283925,463997,-311098,,6598242,0.7,-0.47,7.4868,35.2908,0.88,0.52,1312,國喬,5542827,4403947,25.86,421893,-27173,141293
1313,181874,472158,188845,150.02,7235975,0.65,0.26,13.5264,71.1745,2.32,1.26,1313,聯成,2608567,2133467,22.27,241131,77291,384483
1314,-490335,11216,-680258,,16899995,<<<<<,-0.46,8.8452,31.4302,1.27,0.73,1314,中石化,9943868,8744854,13.71,11936,-192792,15786
1315,-53013,45130,22863,97.39,2415227,0.19,0.09,12.8752,68.7613,2.96,2.11,1315,達新,1794723,1670382,7.44,95199,100298,-28407
1316,44999,5895,34269,-82.8,1403322,0.04,0.24,5.9078,62.914,0.73,0.41,1316,上曜,309742,343373,-9.79,-4379,-10730,10274
1319,327408,756400,684464,10.51,4054849,1.87,1.79,15.6514,61.4439,0.99,0.76,1319,東陽,3662586,3277519,11.75,557341,437783,336917
1321,82397,360314,-89945,,2080845,1.73,-0.43,13.9913,68.1935,1.56,0.82,1321,大洋,2204728,1869494,17.93,-98400,-147445,536599
1323,17636,26769,32790,-18.36,736194,0.36,0.46,12.4203,63.1883,1.9,1.42,1323,永裕,541921,513561,5.52,17083,19994,9937
1324,4882,7169,33026,-78.29,729339,0.1,0.48,12.2613,76.6218,3.01,2.15,1324,地球,531105,542568,-2.11,4946,10511,-1092
1325,23327,-40688,36456,,891110,-0.46,0.41,12.5348,67.5683,10.71,8.66,1325,恒大,225201,275456,-18.24,-30035,10884,-10430
1326,3145905,15908108,8125105,95.79,48761961,3.26,1.8,23.2565,54.9153,1.64,1.02,1326,臺化,64820628,50450972,28.48,11792931,6330327,5040395
6505,-1549852,17053829,11833625,44.11,83104000,2.05,1.51,17.1738,41.4123,1.25,0.71,6505,台塑化,151502767,106567832,42.17,20125843,9491544,-1630474
04,-1026275,8246388,386757,+++++,209670193,0.4,0.02,11.7416289794487,52.9628645897697,1.07191857084317,0.446432096081501,04,紡織纖維類,123375687,109260189,12.92,2222139,2100800,6640529
1402,2044588,6383106,2164589,194.89,38384115,1.66,0.6,17.3364,58.6348,1.15,0.32,1402,遠紡,18423308,16121776,14.28,-76469,120001,6459575
1408,-398133,-639572,-520328,,5450704,-1.17,-0.95,2.717,8.6425,0.39,0.09,1408,中紡,5617519,4802791,16.96,-18875,-122195,-620697
1409,-259999,196595,44712,339.69,13253409,0.15,0.03,9.8071,50.1877,1.3,0.7,1409,新纖,9829275,8772346,12.05,121935,295486,121573
1410,-28371,11424,14168,-19.37,900000,0.13,0.16,10.178,81.9713,3.34,2.76,1410,南染,225707,250258,-9.81,15663,26321,-4035
1413,-13922,-5031,-140749,,2836457,-0.02,-0.5,8.2864,52.8002,1.03,0.3,1413,宏洲,2323993,1953212,18.98,-10369,-6752,17788
1414,-113249,14423,-114943,,2200000,0.07,-0.33,8.2334,29.358,0.42,0.19,1414,東和,1857738,1677696,10.73,20372,-1505,-5949
1416,-67890,-13595,-121926,,5497834,-0.02,-0.22,9.0035,61.612,0.53,0.36,1416,廣豐,1318771,1241281,6.24,-23951,-39603,9922
1417,40033,-192464,21131,,4157493,-0.46,0.05,10.7549,68.5693,1.28,0.9,1417,嘉裕,805978,803624,0.29,-98792,-18902,-89096
1418,65512,7835,-17547,,2638553,0.03,-0.07,9.1262,53.4619,1.2,0.33,1418,東華,1493476,1081638,38.08,4147,-87431,-109
1419,15310,175935,-2601,,2904000,0.61,(<<<<<),13.1011,54.6263,0.61,0.49,1419,新紡,323768,234623,37.99,-20539,-18104,192386
1423,18591,-60407,51024,,1793000,-0.34,0.28,12.636,71.1519,3.66,1.07,1423,利華,1406689,1162261,21.03,-46763,51034,-32525
1432,-74860,-50368,-71684,,1703676,-0.3,-0.42,4.7271,20.5791,0.55,0.17,1432,大魯閣,513327,713692,-28.07,-15575,3176,-34793
