year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 1435 中福紡織  ,1397801,11.3,3.8,84.5,-1577,39035,157493,38378,1.09,
200002,1435,1397801.0,10.942,5.33,87.3885,-5932.0,-3958.0,299909,-1856,1.29,
200003,1435,1397801,10.6179,3.44,84.3089,-19591,-33296,408844,-43980,0.69,
200004,1435,1397801,10.1776,2.48,81.4161,-49061,-49806,509790,-91733,0.82,
200101,1435,1397801,9.9552,2.04,80.3437,-38915,17703,85148,-15225,0.8,
200102,1435,1397801,11.0971,1.32,75.5067,-56503,62081,143062,11100,0.61,
200103,1435,1397801,10.7259,0.94,72.5916,-67949,27261,226323,-35152,0.29,
200104,1435,1397801,10.6065,0.99,69.7242,-83414,20903,390660,-56147,0.51,
200201,1435,1397801,7.9071,0.99,64.0089,-7820,5389,179535,-329,0.47,
200202,1435.0,1397801,7.7455,0.82,57.736999999999995,-11235.0,-12001.0,395168.0,-23341,0.51,
200203,1435.0,1397801.0,7.4676,0.95,57.1031,-19320.0,-33208.0,569420.0,-58079,0.62,
200204,1435.0,1397801,7.3693,0.91,58.756,-25611.0,-62271.0,763135.0,-89709,0.51,
200301,1435.0,1397801,7.4498,0.92,58.4919,6563.0,-11687.0,140854.0,-5870,0.63,
200302,1435.0,1397801,7.6026,0.97,59.0338,-603.0,12964.0,257365.0,11789,0.7,
200303,1435.0,1397801,7.656000000000001,0.83,62.0805,-6001.0,17996.0,452219.0,12550,0.48,
200304,1435.0,1397801,7.8087,0.87,62.813,-17186.0,38987.0,587006.0,21805,0.61,
200401,1435.0,1397801,8.0809,0.86,64.5236,-8587.0,5894.0,16831.0,-2693,0.57,
200402,1435.0,1397801,7.6799,0.81,60.0921,-16866.0,-30120.0,135392.0,-46986,0.58,
200403,1435.0,1397801,7.5273,0.79,60.9786,-23827.0,-39322.0,200779.0,-63149,0.5,
200404,1435.0,1397801,9.05,0.75,59.9723,-37787.0,-61642.0,232223.0,-99429,0.51,
200501,1435.0,1397801,10.09,0.69,69.7686,-2185.0,4437.0,92209.0,2247,0.42,
200502,1435.0,1397801,10.24,0.75,71.8008,-10793.0,35852.0,239671.0,24996,0.43,
200503,1435.0,1397801,10.22,0.77,71.9844,-15704.0,41181.0,338811.0,25414,0.51,
200504,1435.0,1397800.8,10.01,0.58,,-23988.0,34339.0,434641.0,10015,0.27,
200601,1435.0,1397801,10.09,1.01,71.7728,-5708.0,13653.0,119103.0,7923,0.19,
200602,1435.0,1397801,10.27,2.02,,-12775.0,43783,233442.0,30651,0.51,
200603,1435.0,1397801.0,10.17,2.73,82.1126,-19464.0,44359,70981.0,22917.0,1,
200604,1435,1397801.0,5.2,2.79,47.596000000000004,-28099.0,-564699,80329.0,-592075.0,0.49,
200701,1435,1397801.0,5.2,1.86,47.5098,-486.0,-534,6465.0,-824.0,0.6,
200702,1435,1397801.0,5.66,10.84,,-2165.0,37116,17959.0,27268.0,4.11,
200703,1435,1397801.0,5.59,20.69,,-1976.0,28709,28929.0,18848.0,12.75,
200704,1435,1397801.0,5.56,9.53,51.0467,-8359.0,31784,60280.0,13570.0,9.5062,
200801,1435,1397801.0,5.55,6.78,50.6299,-528.0,-392,24308.0,-920.0,3.79,
200802,1435,1397801,5.62,6.9,50.5331,-1951,14162,65269,6222,3.58,
200803,1435,1397801,5.62,12.7,51.0298,-3267,14961,87506,6881,5.75,
200804,1435,1397801,5.52,3.18,47.9578,-9152,8800,93626,-4233,3.1144,
200901,1435,1397801,5.5,56.09,50.7895,-623,-1457,5882,-2204,37.89,
200902,1435,1397801,5.23,82.45,52.2817,-9201,-2454,11533,-13444,61.46,
200903,1435,1397801,5.19,114.83,51.9966,-10439,-8508,17101,-19729,87.17,
200904,1435,1397801,5.03,67.63470000000001,51.0497,-22147,-14009,24264,-39514,65.9826,
201001,1435,1397801,5.0,108.55,50.8351,-551,-3092,7255,-3784,80.87,
201002,1435,1397801,8.2,93.96,85.8037,-3292,403333,19100,397046,71.68,
201003,1435,1397801,8.13,77.74,85.68700000000001,-5023,395709,28623,387581,59.52,
201004,1435,1397801,7.67,74.831,84.994,-9782,343544,34935,330074,72.2711,
201101,1435,1397801,7.65,134.87,85.0703,-1500,621.0,5614,-1614,102.31,
201102,1435,1397801,7.69,106.48,85.0673,-4954,8852,12494,3292,84.37,
201103,1435,1397801,7.73,163.38,85.18799999999999,-5496,13924,18356,7578,130.66,
201104,1435,1397801,7.64,160.79,85.038,-11687,9399,24362,-3871,156.27,
201201,1435,1397801,7.63,139.64,85.0038,-1200,257,6304,-943,111.24,
201202,1435,1397801,7.74,142.94,85.1909,-7398,21126,12573,13728,115.38,
201203,1435,1397801,7.71,103.85,84.9113,-13010,22732,17379,9722,84.14,
201204,1435,1397801,7.64,73.9709,84.71,-21020,22048,23200,1028,71.9693,
201301,1435,1397801,6.85,172.627155172414,84.8493392632945,-1759,540,5867,-1219,146.014224137931,
201302,1435,1397801,7.62,180.957360861759,84.8332098903578,-5397,2464,11585,-2933,152.828096947935,
201303,1435,1397801,7.62,254.014402003757,84.9976565091681,-6958,4487,17545,-2471,213.511584220413,
201304,1435,1397801,7.55,143.43495214463,84.7651375588342,-13543,2296,23939,-11247,112.24317617866,
201401,1435,1397801,7.55,144.767441860465,84.78020497310929,-709,712,6399,3,120.72359893252,
201402,1435,1397801,7.55,187.331058020478,84.8157897801014,-2301,2313,12777,12,156.063383715261,
201403,1435,1397801,7.56,183.873763542157,84.8235458347725,-2239,3224,19783,985,152.131888836552,985.0
201404,1435,1397801,7.54,144.22346786248102,84.72574770007391,-7244,5589.0,26906,-1655,120.665171898356,-1655.0
201501,1435,1397801,7.55,81.90131441685791,84.5601433056114,1034,-311.0,7118,723,68.51971625286879,723.0
201502,1435,1397801,7.54,238.98590686274503,84.7867579130528,236,-198.0,14602,38,200.998161764706,38.0
201503,1435,1397801,7.55,138.779375657664,84.7022994547537,-1245,1877,22058,632,116.975797965626,632.0
201504,1435,1397801,7.51,101.263211641562,84.5628434929416,-5720,2142,29947,-3617,85.4705131478172,-3578.0
201601,1435,1397801,7.46,80.9934278085849,84.40437082543491,-3680,-2483,5513,-6163,68.2374204148696,-6163.0
201602,1435,1397801,7.46,77.1128938720278,84.2468382142284,-4957,-1583,12906,-6540,65.8151942779818,-6540.0
