year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200103,2479.0,1231000.0,19.346,1.5,57.1713,84175.0,81407.0,1508715.0,177172.0,1.13
200104,2479.0,1315677.0,20.1555,1.24,54.4766,178464.0,61710.0,2336714.0,242510.0,0.91
200201,2479.0,1325033.0,20.3499,1.35,51.2425,-31331.0,33477.0,703421.0,9071.0,0.81
200202,2479.0,1803865.0,18.3714,1.77,49.5285,-36496.0,62310.0,1491736.0,26605.0,1.17
200203,2479.0,1804330.0,18.8806,1.56,49.2865,-54680.0,170317.0,2285263.0,118283.0,1.17
200204,2479.0,1804330.0,18.7338,1.53,50.4074,-98552.0,173841.0,3152378.0,129185.0,1.14
200301,2479.0,1804330.0,18.2744,1.49,49.5761,-75012.0,-18745.0,634412.0,-79771.0,1.1
200302,2479.0,1994035.0,16.3052,1.42,46.648999999999994,-172432.0,10543.0,1568875.0,-130181.0,0.94
200303,2479.0,2017948.0,15.5152,1.19,40.4278,-306217.0,-38671.0,3388439.0,-297523.0,0.88
200304,2479.0,2017948.0,14.7886,1.14,40.3137,-376826.0,-99728.0,5166807.0,-373416.0,0.84
200401,2479.0,2017948.0,14.5719,1.13,44.5878,-95001.0,9648.0,1287123.0,-61481.0,0.79
200402,2479.0,2017948.0,14.8826,1.11,43.193999999999996,-207858.0,204810.0,2299764.0,-5717.0,0.68
200403,2479.0,2017948.0,14.27,1.04,44.9721,-268699.0,160139.0,2869375.0,-73042.0,0.52
200404,2479.0,2017948.0,10.16,0.69,34.0587,-720809.0,-262615.0,3180483.0,-884741.0,0.42
200501,2479.0,2037948.0,8.99,0.62,33.1032,-117665.0,-102571.0,561507.0,-207531.0,0.37
200502,2479.0,3217948.0,6.33,0.72,40.0521,-379005.0,-400117.0,1128716.0,-732503.0,0.4
200503,2479.0,3217948.0,5.06,0.59,34.8505,-636938.0,-639554.0,1432926.0,-1158001.0,0.32
200504,2479.0,2017947.94,1.66,0.4,,-776702.0,-1450017.0,1424287.0,-2176458.0,0.12
200601,2479.0,3217948.0,1.38,0.37,15.8397,-58367.0,-43628.0,3275.0,-90683.0,0.04
200602,2479.0,3217948.0,0.68,0.25,,-92730.0,-200072,6651.0,-318228.0,0.05
200603,2479.0,3217948.0,0.21,0.23,3.1027,-179361.0,-263562,47032.0,-471817.0,0.09
200604,@2479,,,,,,,,,
