year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200002,2432.0,1082000.0,13.8659,0.49,42.8573,246983.0,-33464.0,1220309.0,168141.0,0.29
200003,2432.0,1282000.0,21.787,1.43,82.3966,392928.0,-55374.0,1740220.0,260938.0,0.89
200004,2432.0,1282000.0,21.9492,1.73,85.1746,447241.0,-30877.0,2030170.0,328430.0,1.06
200101,2432.0,1282000.0,22.3857,1.81,84.5458,66298.0,-20818.0,256768.0,34760.0,1.28
200102,2432.0,1498000.0,18.5479,1.56,83.2474,114819.0,-33284.0,545132.0,54478.0,1.19
200103,2432.0,1498000.0,18.0239,1.69,86.6088,137133.0,-96582.0,728473.0,11529.0,1.11
200104,2432.0,1498000.0,17.6326,1.31,83.8936,160758.0,-122650.0,894768.0,16810.0,0.89
200201,2432.0,1498000.0,17.518,1.26,82.1914,33132.0,-2391.0,240516.0,30861.0,0.88
200202,2432.0,1498000.0,17.3034,1.21,82.116,96464.0,-73285.0,457811.0,324.0,0.88
200203,2432.0,1498000.0,16.4506,0.82,80.4197,157146.0,-226456.0,674127.0,-85636.0,0.43
200204,2432.0,1498000.0,16.5719,0.8,81.6979,199144.0,-243742.0,908300.0,-56861.0,0.44
200301,2432.0,1498000.0,16.8039,1.09,82.0899,32685.0,-2241.0,195349.0,44494.0,0.68
200302,2432.0,1498000.0,16.9716,1.1,80.8373,62438.0,-5941.0,426048.0,68693.0,0.77
200303,2432.0,1498000.0,17.2493,1.18,80.6189,113368.0,-3116.0,706634.0,118978.0,0.85
200304,2432.0,1498000.0,17.2375,0.98,81.0322,173956.0,23287.0,998090.0,207224.0,0.62
200401,2432.0,1498000.0,17.5634,1.29,85.1936,85700.0,393.0,388537.0,73873.0,0.85
200402,2432.0,1498000.0,16.9312,1.11,79.4532,170654.0,12676.0,734976.0,155355.0,0.72
200403,2432.0,1500064.0,17.31,1.28,82.7703,245830.0,12436.0,1027369.0,221456.0,0.81
200404,2432.0,1500490.0,19.77,1.52,81.1316,312436.0,-86976.0,1311063.0,193540.0,1.14
200501,2432.0,1510280.0,19.78,1.47,81.4751,56710.0,-25698.0,324086.0,18272.0,1.08
200502,2432.0,1512490.0,17.79,1.15,75.9173,140652.0,-159563.0,801893.0,-56619.0,0.75
200503,2432.0,1520030.0,18.31,1.31,79.9199,201968.0,-127099.0,1212740.0,25971.0,0.86
200504,2432.0,1520030.0,18.91,1.4,,276408.0,-119128.0,1641754.0,101476.0,0.87
200601,2432.0,1532520.0,19.61,1.58,80.586,80968.0,10771.0,489912.0,79909.0,0.45
200602,2432.0,1640110.0,20.08,1.55,,164815.0,-1007,1071483.0,144277.0,0.48
200603,2432.0,1645350.0,20.96,1.9,82.82600000000001,253848.0,112285,1593489.0,332912.0,0.6
200604,2432,1652070.0,22.99,1.8,78.5354,379151.0,69669,2381290.0,401248.0,0.42
200701,2432,1659530.0,24.4,2.27,83.4572,197650.0,4208,950776.0,162708.0,0.49
200702,2432,1707600.0,23.14,1.8,,344365.0,-30346,1787189.0,249974.0,0.33
200703,2432,1713640.0,22.27,2.18,,504956.0,17543,2631896.0,421879.0,0.39
200704,2432,1715980.0,22.85,2.2,75.1305,742822.0,47268,3717080.0,645855.0,1.9
200801,2432,1726780.0,23.58,2.1,71.4547,237971.0,11946,1344282.0,203727.0,0.46
