year&season,公司,期末股本,每股淨值,流動比率,營業利益,營業外,營業收入,稅後純益,速動比率,淨值佔總資產,稅前純益
200702,6176.0,3839652.0,31.22,2.16,123460.0,686647,4828659.0,775268.0,1.95,,
200703,6176.0,3839651.0,31.47,2.21,316891.0,1082693,8601147.0,1346499.0,2,,
200704,6176.0,3839652.0,33.38,2.29,464237.0,1559513,11957828.0,1930458.0,2.1093,77.8728,
200801,6176.0,3839652.0,33.63,2.39,23357.0,270409,2792043.0,322311.0,2.18,79.744,
200802,6176.0,4014867.0,31.72,1.74,63072.0,726582,5584400.0,748600.0,1.62,73.0353,
200803,6176.0,4014866.0,32.78,2.07,222784.0,1049672,8448306.0,1203225.0,1.92,79.9666,
200804,6176.0,4014867.0,33.25,3.11,154085.0,1195464,9587602.0,1255593.0,2.932,88.7527,
200901,6176.0,4014867.0,34.21,3.56,-77715.0,185868,1042221.0,94410.0,3.41,90.4848,
200902,6176.0,4135208.0,32.37,2.41,-164526.0,542149,1996136.0,330499.0,2.34,85.9814,
200903,6176.0,4135207.0,32.2,2.87,-330430.0,1239920,3412463.0,841949.0,2.76,89.1807,
200904,6176.0,4135207.0,33.31,3.4783,-489250.0,2077154,4376941.0,1362220.0,3.3706,91.4239,
201001,6176.0,4135207.0,34.23,3.33,-172438.0,621432,763450.0,438570.0,3.2,90.9146,
201002,6176.0,4259158.0,33.89,1.88,-351176.0,1491941,1953185.0,1082862.0,1.8,83.3635,
201003,6176.0,4259158.0,34.04,2.71,-575818.0,2416403,2858414.0,1750974.0,2.6,90.6285,
201004,6176.0,4259158.0,34.42,3.0044,-841035.0,3573655,3597216.0,2600246.0,2.8925,91.6005,
201101,6176.0,4259158.0,37.25,2.38,-196622.0,1246038.0,1074836.0,991488.0,2.3,87.7883,
201102,6176.0,4386828.0,35.24,1.43,-503831.0,3006277,1882878.0,2343315.0,1.39,79.0901,
201103,6176.0,4386828.0,40.92,3.14,-839335.0,4410267,2490056.0,3354929.0,3.04,81.093,
201104,6176.0,4383328.0,43.27,2.8028,-1160573.0,5841999,3177255.0,4387479.0,2.7365,80.4575,
201201,6176.0,4383328.0,45.02,2.97,-317268.0,1598976,1160207.0,1204471.0,2.82,81.3638,
201202,6176.0,4514828.0,42.86,1.19,-706798.0,3900445,2437092.0,2948957.0,1.14,70.3217,
201203,6176.0,4514828.0,43.33,1.59,-1051271.0,5524280,3751141.0,4178627.0,1.41,80.1613,
201204,6176.0,4514828.0,46.09,1.5274,-1391045.0,7250612,5552045.0,5440391.0,1.3484,78.8705,
201301,6176.0,4514828.0,48.49,1.4905363284037,1484368.0,211948,17393662.0,1295847.0,1.36903355032477,40.885625165032295,
201302,6176.0,4650273.0,43.14,1.49091415863894,2278309.0,484356,30184288.0,2041574.0,1.39214520084242,37.010770374089105,
201303,6176.0,4650273.0,43.67,1.76378091602206,3673352.0,537589,44934436.0,3092636.0,1.61013831907925,44.5142856579251,
201304,6176.0,4650273.0,48.01,1.56967717471233,5911150.0,636633,63541967.0,4710551.0,1.4270664559773,42.5034991291534,
201401,6176.0,4650273.0,50.74,1.97739038880964,1031883.0,-58150,12567840.0,785252.0,1.85544412063968,46.2616327915104,
201402,6176.0,4650273.0,44.08,1.95455971729794,1742160.0,154570,23308844.0,1427193.0,1.84872311788201,38.0303850254016,
201403,6176.0,4650273.0,47.03,2.16448134186364,2697874.0,394141,36340069.0,2338944.0,1.9883441072339,42.218101881452604,3092015.0
201404,6176.0,4650273.0,52.58,2.164296904747,3979401.0,810993.0,51371790.0,3726484.0,2.0202155429467,44.1904698903984,4790394.0
201501,6176.0,4650273.0,52.55,2.3191598499149997,239722.0,212309.0,9435962.0,395605.0,2.1595630084234596,46.998900414311294,452031.0
201502,6176.0,4650273.0,46.53,1.9158586614617,309074.0,245660.0,18768570.0,410451.0,1.7601051445183,40.969382281582796,554734.0
201503,6176.0,4650273.0,50.7,1.46314799662003,1739639.0,439381,34168595.0,1704141.0,1.34095907240432,34.4734922540258,2179020.0
201504,6176.0,4650273.0,52.27,1.81810855746063,3282141.0,726846,51830708.0,3073352.0,1.59305936208285,45.011319625166905,4008987.0
201601,6176.0,4650273.0,52.32,1.64292170151037,512849.0,35488,11875883.0,435899.0,1.47752932655171,49.4719486429179,548337.0
201602,6176.0,4650273.0,47.63,1.53435260201989,737530.0,546312,21399439.0,999469.0,1.43207218671045,47.678838677821204,1283842.0
201603,6176.0,4650273.0,47.8,1.60160284274932,1950662.0,671287,32055702.0,2077293.0,1.36390164440039,49.091026055069705,2621949.0
