stock,96年1-6月,稅後純益,96年1-6月,增減(%),期末股本,稅後純益,96年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,96年1-6月,增減(%),營業利益,96年1-6月,營業外
01,7656137,9534023,9456219,0.82,89437456,1.0659989031888386,1.1,22.0563084663894,68.2742994610477,1.26533734092707,1.05673106827916,01,水泥類,23556400,24367252,-3.33,934933,2645286,8193502
1101,2718663,3546869,3787943,-6.36,32921759,1.08,1.17,23.02,69.8459,1.1,0.98,1101,台泥,12261146,12414420,-1.23,217378,1285220,2702991
1102,4309151,5165241,5101261,1.25,28987723,1.89,2.01,24.99,64.4977,1.17,0.99,1102,亞泥,5206041,5479075,-4.98,522573,1047635,4785842
1103,404133,242884,196870,23.37,7390769,0.41,0.36,30.35,70.9336,2.39,2.27,1103,嘉泥,1197122,1508651,-20.65,45269,57619,249435
1104,126331,242256,77364,213.14,6038919,0.4,0.14,21.07,69.0511,1.82,1.25,1104,環泥,1454009,1407053,3.34,-83889,-40760,327229
1108,5631,88683,60399,46.83,4047380,0.22,0.15,10.71,51.9642,0.86,0.43,1108,幸福,1667534,1640820,1.63,61744,74744,40200
1109,54549,116461,138184,-15.72,4290898,0.27,0.32,14.15,88.6842,6.85,5.65,1109,信大,899956,956458,-5.91,84680,153403,45524
1110,37679,131629,94198,39.74,5760008,0.23,0.16,14.79,83.379,1.91,1.05,1110,東泥,870592,960775,-9.39,87178,67425,42281
02,5028912,6334162,7150255,-11.41,89976654,0.7039783897720847,0.83,15.1205607758776,60.1488390976918,1.19326520999918,0.622227235268151,02,食品類,85669203,70381296,21.72,4222655,2435825,2966321
1201,-102349,277917,186698,48.86,5060629,0.55,0.37,9.36,44.1742,1.3,0.77,1201,味全,5286881,4946216,6.89,360321,300430,-54524
1203,4186,11471,5578,105.65,2092537,0.06,0.03,15.42,50.5015,0.89,0.21,1203,味王,961804,865425,11.14,41760,11044,-18396
1210,345577,664999,434047,53.21,4433739,1.62,1.15,21.26,56.8112,1.17,0.55,1210,大成,11248669,8025163,40.17,474501,126535,318185
1213,1162,1742,3236,-46.17,514751,0.03,0.06,11.31,73.0488,2.17,1.98,1213,大飲,296802,330815,-10.28,4520,3796,-1201
1215,-47116,192182,125506,53.13,2320268,0.83,0.54,10.98,54.192,1.61,0.69,1215,卜蜂,6434707,5132631,25.37,246861,203025,8333
1216,4253878,2982734,4976436,-40.06,37331420,0.84,1.4,15.89,58.374,0.75,0.42,1216,統一,25401702,22064805,15.12,1061344,735900,2063074
1217,72954,179252,43479,312.27,4476893,0.45,0.12,10,56.6563,1.1,0.72,1217,愛之味,1793915,1890879,-5.13,39391,-71125,98435
1218,-106884,77874,-67417,,3202434,0.25,-0.22,12.22,45.4818,1.32,0.71,1218,泰山,3388335,2572581,31.71,32020,44810,43068
1219,4516,116815,36304,221.77,2743080,0.44,0.14,13.21,60.53,2.8,1.36,1219,福壽,4782926,3263117,46.58,156098,45912,-3986
1220,-47518,2356,-44229,,1770779,0.01,-0.25,9.69,66.9435,2.14,1.23,1220,台榮,1302859,1256073,3.72,1660,-2954,1152
1225,-24369,118184,11371,939.35,1627000,0.73,0.07,12.72,47.416,1.09,0.61,1225,福懋油,4113254,3532195,16.45,127694,39116,29275
1227,-180719,560340,204623,173.84,3209184,1.76,0.64,14.94,78.2777,2.23,1.05,1227,佳格,3814233,3371854,13.12,803166,460945,-33479
1229,709941,524113,730323,-28.24,7868135,0.67,1.03,20.56,78.4551,1.29,0.74,1229,聯華,1985628,1393311,42.51,202748,34762,410235
1231,-45070,38855,36411,6.71,1154190,0.34,0.32,14.24,58.3213,2.46,1.16,1231,聯華食,1861532,1735925,7.24,87040,94653,-33656
1232,8831,302523,193495,56.35,1599749,1.89,1.21,15.27,48.1334,1.28,0.42,1232,大統益,8390988,5621071,49.28,438377,245923,-42595
1233,-8747,85969,68725,25.09,905919,0.96,0.8,12.95,66.9882,1.72,1.15,1233,天仁,876380,897829,-2.39,96689,88272,2580
1234,125987,86161,96013,-10.26,5358281,0.16,0.18,17.26,85.7773,2.34,1.83,1234,黑松,1640019,1516761,8.13,-23354,24026,125315
1235,4535,42612,3226,+++++,514024,0.98,0.08,22.2,77.041,3.52,2.85,1235,興泰,253700,289376,-12.33,7189,-1100,39190
1236,-39145,47080,49783,-5.43,852312,0.55,0.61,13.61,63.3766,1.14,0.64,1236,宏亞,920017,931058,-1.19,67282,94470,-8319
