year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 2832 臺灣產物  ,1560000,22.99,2.22,28.66,230581,-35356,2270381,188354,2.22,
200002,2832,1560000.0,22.6463,2.31,29.4157,303312.0,-68967.0,4122430,152975,2.31,
200003,2832,1560000,22.0964,2.45,30.9022,291180,-90859,5753756,98328,2.45,
200004,2832,2060605,17.0344,2.3,31.2621,432938,-112823,8006580,238820,2.3,
200101,2832,2060605,17.6679,2.43,32.9253,216299,-30863,2162749,168326,2.43,
200102,2832,2060605,17.3541,2.59,33.022,240563,-44825,4191149,126259,2.59,
200103,2832,2431809,14.3333,2.6,32.9486,238038,-72727,6026961,96930,2.6,
200104,2832,2431809,14.804,2.6,33.0306,409449,-101782,8372365,226489,2.6,
200201,2832,2431809,14.8887,2.53,32.6431,88372,-32773,2069358,49491,2.53,
200202,2832.0,2431809,14.1967,2.25,29.3092,167139.0,-77728.0,5138934.0,105683,2.25,
200203,2832.0,2660328.0,12.5438,2.44,30.5378,90384.0,-48322.0,6682287.0,50374,2.44,
200204,2832.0,2660328,13.5,2.46,31.4217,286404.0,-44276.0,9503380.0,248255,2.46,
200301,2832.0,2660328,13.8837,2.72,32.8482,104143.0,-2443.0,1628753.0,82371,2.65,
200302,2832.0,2660328,13.7287,2.87,32.8488,193594.0,-4144.0,3685370.0,144437,2.81,
200303,2832.0,2806628,13.3612,2.14,28.8906,305855.0,-15841.0,7632470.0,242142,2.13,
200304,2832.0,2806628,13.7577,2.07,28.1831,424502.0,-21817.0,9860324.0,353417,2.05,
200401,2832.0,2806628,14.9133,2.23,30.6555,232735.0,-6869.0,2038035.0,203213,2.2,
200402,2832.0,2806628,14.6888,2.15,29.9898,326748.0,-1517.0,3821542.0,278372,2.12,
200403,2832.0,3040915,13.9277,2.64,34.2808,430507.0,10230.0,5668916.0,391061,2.61,
200404,2832.0,3040915,14.86,2.63,34.9203,556208.0,-1126.0,7988311.0,518506,2.58,
200501,2832.0,3040915,16.06,3.04,39.3469,102617.0,1611.0,1711439.0,76963,3.0,
200502,2832.0,3040915,15.68,5.34,43.9937,305648.0,3055.0,3766817.0,267409,5.27,
200503,2832.0,3168570,15.39,5.42,45.1234,426576.0,21048.0,5541005.0,399836,5.32,
200504,2832.0,3168570.0,15.73,4.61,,565177.0,23332.0,7810806.0,519312,4.54,
200601,2832.0,3168570,16.63,6.5,45.9942,194061.0,3188.0,2430946.0,213255,6.46,
200602,2832.0,3168570,16.28,5.01,,481841.0,7927,4562765.0,476738,5.01,
200603,2832.0,3168570.0,16.59,7.06,46.1288,594768.0,13451,6221076.0,596117.0,7.06,
200604,2832,3168570.0,17.66,6.97,46.2312,765286.0,-57890,8365243.0,695042.0,6.97,
200701,2832,3168570.0,17.86,7.34,46.2032,184582.0,6188,2742466.0,167771.0,7.34,
200702,2832,3168570.0,16.88,5.01,,597511.0,40576,5256664.0,592970.0,5.01,
200703,2832,3168570.0,18.04,7.89,,1081942.0,8786,8154607.0,1014479.0,7.89,
200704,2832,3168570.0,17.5714,8.74,46.5479,1029792.0,27838,9989303.0,985105.0,8.74,
200801,2832,3168570.0,19.2149,10.36,39.3579,457322.0,-1295,3004700.0,421863.0,10.36,
200802,2832,3168570,14.99,6.25,32.4033,296981,-1522,5045805,271975,6.25,
200803,2832,3168570,12.44,9.27,30.1358,230051,-8492,6756012,145407,9.27,
200804,2832,3168570,11.11,10.14,27.6648,244422,-1017,8506645,138421,,
200901,2832,3168570,12.0,8.71,27.7776,183356,-25596,2774582,135597,,
200902,2832,3168570,14.39,10.93,31.5912,449970,-25267,5215669,394502,10.93,
200903,2832,3168570,15.99,10.04,33.3756,873044,-26471,7644892,736165,10.04,
200904,2832,3168570,16.97,10.8018,35.4826,970576,-44561,9337802,809406,10.8018,
201001,2832,3168570,17.23,9.21,34.8186,201662,1639,2664811,169867,9.21,
201002,2832,3638164,16.1,6.29,32.2517,301955,421,4777380,249522,6.29,
201003,2832,3638164,14.98,8.53,34.3498,467778,10320,6916821,425642,8.53,
201004,2832,3638164,17.93,9.9452,40.6889,933475,35658,9153144,938804,9.95,
201101,2832,3638164,18.48,,39.7549,259294,-426.0,989037,237919,,
201102,2832,3638164,16.37,-,34.7565,384895,7087,1885120,351946,-,
201103,2832,3638164,16.16,-,36.8714,414586,11512,2668319,657460,-,
201104,2832,3638164,15.81,-,37.9461,481270,11478,3405952,700633,-,
201201,2832,3638164,16.95,0.0,37.8343,258029,5527,1093444,251094,0.0,
201202,2832,3638164,15.88,-,35.0896,327902,33604,1918930,365815,-,
201203,2832,3638164,16.51,-,36.7964,619538,29421,2986840,638429,-,
201204,2832,3638164,17.0,-,38.6352,743587,32517,3849256,738641,-,
201301,2832,3638164,17.93,-,39.4996564156432,202612,-315,996942,179760,-,
201302,2832,3638164,17.57,-,38.3431858326504,403172,8507,1924595,350710,-,
201303,2832,3638164,18.48,-,41.0465442917114,694214,7287,3007780,618106,-,
201304,2832,3638164,19.25,-,42.2060148753426,926623,6765,4018217,820835,-,
201401,2832,3638164,19.65,-,42.2935094932509,246569,-108,1020945,212210,-,
201402,2832,3638164,19.06,-,40.2000271026234,385632,5803,2020103,328595,-,
201403,2832,3638164,19.44,-,42.2069394585667,552482,7355,3057421,474877,-,559837.0
201404,2832,3638164,19.89,,42.9185968712821,772233,7974.0,4133213,658027,,780207.0
201501,2832,3638164,20.71,,41.793351788505,263135,57.0,1139629,234224,,263192.0
201502,2832,3638164,21.18,,42.9593154753096,856623,1321.0,2659088,781872,,857944.0
201503,2832,3638164,21.01,-,45.1367649898034,1026366,6129,3788759,929883,-,1032495.0
201504,2832,3622004,21.3,-,45.127623134378794,1166584,36711,4925752,1092006,-,1203295.0
