stock,99年1-6月,稅後純益,99年1-6月,增減(%),期末股本,稅後純益,99年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,99年1-6月,增減(%),營業利益,99年1-6月,營業外
01,6925081,10655902,6758184,57.67,95848235,1.11,0.74,23.7536468981406,74.8184422729865,1.50779266817145,1.29350795898852,01,水泥類,22344297,20690496,7.99,-88549,98683,10997331
1101,2848007,4050619,2837139,42.77,36921759,1.1,0.86,26.29,85.6333,1.44,1.27,1101,台泥,11983419,10851886,10.43,162741,140032,3972878
1102,3739868,5917329,3725781,58.82,31368137,1.92,1.25,26.21,65.7456,1.64,1.45,1102,亞泥,5078857,4753339,6.85,-82417,114310,6081285
1103,-149522,662194,-166464,,7542024,1.06,-0.28,32.08,69.5909,1.19,1.16,1103,嘉泥,600262,943352,-36.37,-122196,-50866,846306
1104,482181,87812,409711,-78.57,6038919,0.15,0.68,20.61,74.7806,1.55,1.35,1104,環泥,1659645,1535385,8.09,-9378,-56156,136172
1108,-22330,-119296,-88717,,4047380,-0.29,-0.22,9.84,51.4048,0.76,0.39,1108,幸福,1552622,1320085,17.62,-72125,-75900,-68691
1109,30582,-4147,1631,,4210008,-0.01,(<<<<<),13.7,89.5952,5.71,4.04,1109,信大,747799,591678,26.39,-6028,-17086,1397
1110,-3705,61391,39103,57,5720008,0.11,0.07,14.55,87.4447,2.62,1.53,1110,東泥,721693,694771,3.87,40854,44349,27984
02,7079318,9969275,10191866,-2.18,102035797,0.98,1.04,15.6524750818578,62.2405271101898,1.37339007025171,0.823957685743993,02,食品類,92193035,83212634,10.79,4246887,4068868,6731907
1201,-61454,362651,356266,1.79,5060629,0.72,0.7,13.14,45.4195,1.07,0.69,1201,味全,6631551,6334078,4.7,443284,442919,8485
1203,35595,64990,38293,69.72,2400000,0.27,0.18,16.86,77.9542,1.67,0.92,1203,味王,997598,936393,6.54,35219,45700,55735
1210,157522,610184,376001,62.28,5194013,1.33,0.82,21.96,59.8501,1.14,0.68,1210,大成,11073937,10283086,7.69,357083,296032,345559
1213,-17374,-5321,-18451,,514751,-0.1,-0.36,11.22,78.9736,2.37,2.14,1213,大飲,315085,302856,4.04,-7779,856,3422
1215,48667,95876,154801,-38.06,2320268,0.41,0.67,17.92,59.5961,1.37,0.61,1215,卜蜂,7116750,6691079,6.36,35924,158581,82842
1216,5517420,4682780,6215865,-24.66,45443686,1.03,1.45,15.86,60.8262,1.13,0.79,1216,統一,25284745,22889375,10.46,1031612,825229,3912086
1217,74521,6036,45617,-86.77,4512371,0.01,0.1,10.85,50.2344,1.08,0.57,1217,愛之味,1453624,1721706,-15.57,16798,37929,-11644
1218,78126,131248,60660,116.37,3430447,0.4,0.19,11.88,45.1422,1.67,1,1218,泰山,3557912,3378052,5.32,-108681,-17113,244086
1219,25607,623314,68003,816.6,2924260,2.13,0.25,14.35,64.0387,2.52,1.22,1219,福壽,4634084,4210382,10.06,-42947,76087,665407
1220,-6550,101219,18310,452.81,1770779,0.57,0.1,11.12,75.4091,3.77,2.09,1220,台榮,1444162,1222882,18.09,91715,35550,16491
1225,-10982,52551,57184,-8.1,1819011,0.3,0.35,12.77,48.3417,2.09,1,1225,福懋油,4557632,3921660,16.22,68254,79911,-4231
1227,64592,1338213,1094359,22.28,4636269,2.91,2.97,20.64,70.7131,1.71,1.13,1227,佳格,6130840,5573679,10,1362915,1283442,232815
1229,726764,881669,760179,15.98,8468598,1.07,0.93,24.88,77.5541,1.09,0.73,1229,聯華,2027599,1472425,37.7,109626,112758,836959
1231,10037,217695,115119,89.1,1188816,1.89,1,17.71,52.9031,2.12,1.1,1231,聯華食,2586106,2047895,26.28,256728,136853,18749
1232,62709,292466,319935,-8.59,1599749,1.83,2,16.67,64.827,2.06,0.62,1232,大統益,8195581,7217027,13.56,324344,333634,26177
1233,29045,135463,124242,9.03,905919,1.5,1.37,14.47,72.5346,1.55,1.07,1233,天仁,1016869,924216,10.03,162513,115718,3497
1234,121518,165708,122732,35.02,5358281,0.31,0.23,17.98,84.5146,2.49,1.77,1234,黑松,2770943,2017046,37.38,59796,30414,122112
1235,5213,80,4269,-98.13,561688,(<<<<<),0.08,17.35,63.3189,1.97,1.79,1235,興泰,162424,191777,-15.31,-3378,756,3496
1236,1311,53136,58927,-9.83,984932,0.54,0.64,14.18,57.7785,0.75,0.36,1236,宏亞,1111210,947431,17.29,72933,70469,-1267
1702,217031,159317,219555,-27.44,2941330,0.64,0.9,13.68,49.8565,0.53,0.27,1702,南僑,1124383,929589,20.95,-19072,3143,171131
03,36286896,87355937,71332733,22.46,285909483,3.06,2.55,32.3933333823698,65.0143011388407,2.07083000390257,1.67304842593488,03,塑膠類,443083695,420050285,5.48,55283797,42521038,43147251
1301,10439182,26148804,19984928,30.84,61209046,4.27,3.27,40.77,67.5025,2.01,1.76,1301,台塑,100985120,96577618,4.56,15484293,12154284,14017218
1303,11111441,20007032,20478708,-2.3,78522986,2.55,2.61,34.11,62.3619,2.27,1.87,1303,南亞,105805521,106824775,-0.95,14768600,12066080,8385794
1304,282639,2023538,1019935,98.4,9935673,2.52,1.41,19.65,74.7056,4.43,3.69,1304,台聚,6843824,6055699,13.01,1586586,941271,761707
