year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2512 寶成建設  ,8549887,9.21,2.02,44.59,15394,84948,1771847,100342,0.06
200002,2512,8549887.0,9.122,2.16,46.8271,-50545.0,71419.0,2535039,20874,0.04
200003,2512,8549887,9.113,1.88,47.7015,-49194,62395,3941091,13201,0.03
200004,2512,8549887,8.4124,1.78,45.907,-313232,-277641,4702419,-585810,0.03
200101,2512,8549887,8.4294,1.74,51.6864,56481,-41948,2510592,14533,0.1
200102,2512,8549887,7.0055,1.96,49.7946,13653,-205211,4317634,-221916,0.11
200103,2512,8549887,6.2128,2.24,55.4468,-52173,-817115,5591326,-899646,0.11
200104,2512,8549887,3.9629,0.72,49.3498,-261016,-2229167,6279298,-2522774,0.04
200201,2512,5984921,5.501,0.72,48.7211,-49932,-18569,165503,-68501,0.04
200202,2512.0,5984921,5.3555,0.67,52.2216,-129960.0,-57989.0,417300.0,-187949,0.04
200203,2512.0,5984921.0,5.1857,0.59,52.6148,-199283.0,-88391.0,536178.0,-287674,0.04
200204,2512.0,5984921,4.4141,0.65,49.5195,-252279.0,-494126.0,652034.0,-746405,0.04
200301,2512.0,5984921,4.037,0.56,48.0231,-30798.0,-194914.0,94887.0,-225712,0.04
200302,2512.0,5984921,3.95,0.53,48.3954,-106011.0,-171745.0,205424.0,-277756,0.05
200303,2512.0,5984921,3.8613,0.49,48.5335,-139893.0,-190955.0,249421.0,-330848,0.03
