year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
201004,3697.0,4843862.0,63.59,5.6541,81.6226,6970256.0,187441,33594139.0,6537231.0,4.8883
201101,3697.0,4843862.0,65.7,5.43,81.0201,1448963.0,97846.0,8206865.0,1431819.0,4.73
201102,3697.0,5354077.0,58.51,3.45,71.682,2987543.0,223224,16557593.0,2941930.0,3.04
201103,3697.0,5294077.0,58.52,4.75,79.2578,4692875.0,257880,25884435.0,4560603.0,4.17
201104,3697.0,5294077.0,61.28,4.6906,79.1338,6469703.0,267690,35685742.0,6224870.0,4.1253
201201,3697.0,5294077.0,62.63,4.63,78.9347,1658117.0,24029,8917099.0,1538669.0,4.07
201202,3697.0,5326093.0,57.5,3.13,70.1143,3238395.0,24041,17873123.0,2649818.0,2.72
201203,3697.0,5326092.0,57.82,4.3,77.7519,4307365.0,122553,27985793.0,3535155.0,3.85
201204,3697.0,5326092.0,59.18,4.4138,78.1424,5488593.0,220737,37495273.0,4531493.0,4.0291
201301,3697.0,5326092.0,62.64,4.5611853729614,78.5828122171965,1309952.0,-23876,7804523.0,1063557.0,4.16999490300823
201302,3697.0,5326092.0,59.03,3.34093129284822,71.607992285482,2898314.0,139200,16030960.0,2153243.0,3.03556430224035
201303,3697.0,5326092.0,61.0,4.41520802007714,78.084967789819,4563463.0,266857,24603205.0,3633057.0,3.95973780390855
