year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200001, 1469 理隆      ,980000,21.44,1.29,77.83,12356,-5783,196212,4092,0.54,
200002,1469,1130000.0,18.7505,1.3,76.3347,73810.0,-32258.0,608068,26080,0.69,
200003,1469,1130000,18.5306,1.0,73.5195,88655,-86602,805083,-7606,0.43,
200004,1469,1130000,17.7648,0.91,73.3471,74411,-164254,933805,-91975,0.3,
200101,1469,1130000,17.8664,0.95,72.9426,8135,10171,211878,17822,0.34,
200102,1469,1246000,16.2228,0.97,70.0625,30962,-2180,570623,25592,0.52,
200103,1469,1246000,16.0353,0.97,70.5263,47472,-23857,797841,17263,0.44,
200104,1469,1246000,16.1985,1.07,72.4452,39630,-10191,882646,27439,0.44,
200201,1469,1246000,16.509,1.13,73.1,-2796,35980,141720,34461,0.42,
200202,1469.0,1246000,16.4067,1.17,78.2082,22124.0,8804.0,466602.0,32840,0.46,
200203,1469.0,1246000.0,16.4084,1.27,83.7106,30539.0,-5196.0,716518.0,27170,0.35,
200204,1469.0,1246000,16.0445,1.17,81.2764,10237.0,-25061.0,816835.0,-13120,0.31,
200301,1469.0,1246000,15.8383,1.01,76.5556,-294.0,-22597.0,136481.0,-22482,0.31,
200302,1469.0,1246000,16.3217,1.1,71.5774,34199.0,-37.0,460813.0,34033,0.61,
200303,1469.0,1246000,16.2969,1.08,79.1673,40984.0,-110.0,632226.0,41186,0.51,
200304,1469.0,1246000,16.4471,1.06,80.1172,19760.0,-3989.0,728531.0,21094,0.43,
200401,1469.0,1246000,16.3844,1.06,76.765,-5559.0,3627.0,116811.0,-7237,0.43,
200402,1469.0,1246000,15.5541,0.93,70.7407,15508.0,4755.0,418304.0,14741,0.5,
200403,1469.0,1246000,15.0306,0.91,73.8038,9255.0,-51113.0,557306.0,-47209,0.43,
200404,1469.0,1246000,13.62,1.22,73.4311,-302.0,-218781.0,664476.0,-222669,0.67,
200501,1469.0,1246000,13.3,1.15,72.2153,-12755.0,-28564.0,125404.0,-40081,0.53,
200502,1469.0,1246000,13.35,1.15,70.4537,559.0,-33497.0,424052.0,-33559,0.71,
200503,1469.0,1246000,13.25,1.19,75.0414,-3732.0,-42702.0,597647.0,-48316,0.67,
200504,1469.0,1246000.0,12.93,1.18,,-14012.0,-66007.0,686904.0,-80887,0.57,
200601,1469.0,1246000,12.92,1.14,71.8516,1264.0,-1487.0,138650.0,-1354,0.26,
200602,1469.0,1246000,13.19,1.19,,31067.0,2888,429750.0,32821,0.45,
200603,1469.0,1246000.0,13.29,1.29,75.82600000000001,19773.0,26142,601314.0,44772.0,0.33,
200604,1469,1246000.0,13.33,1.39,76.3896,16589.0,36418,704470.0,51777.0,0.36,
