stock,94年1-3月,稅後純益,94年1-3月,增減(%),期末股本,稅後純益,94年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,94年1-3月,增減(%),營業利益,94年1-3月,營業外
01,-293213,5184426,1208305,329.07,83435515,0.62,0.15,19.39,68.409863581501,1.58261086547914,0.825825914174731,01,水泥類,12571924,12133040,3.62,1624004,1386368,3255692
1101,-457282,600925,59720,906.24,31313446,0.18,(<<<<<),19.5,65.37,3.02,1.74,1101,台泥,6363124,5991398,6.2,774186,587030,-98607
1102,1024505,1739670,1447864,20.15,23445566,0.74,0.62,22.99,74.6277,1.66,0.85,1102,亞泥,2691464,2727069,-1.31,573762,500971,1235309
1103,-314823,2333473,-296745,,6745261,4.61,-0.56,25.83,70.3805,1.14,0.85,1103,嘉泥,665367,656851,1.3,41328,40912,2279657
1104,-164511,123931,197726,-37.32,4586933,0.27,0.43,21.8,69.858,1.9,0.73,1104,環泥,793957,783839,1.29,-17454,7482,-126975
1107,-406529,-115610,-441507,,3140353,-0.37,-1.41,0.73,3.1327,0.14,0.01,1107,建台,20082,53584,-62.52,-41989,-34978,-73621
1108,-178,85810,68839,24.65,4047380,0.21,0.17,11.08,60.3817,1.07,0.51,1108,幸福,999779,942782,6.05,106734,93283,5916
1109,9805,342382,79483,330.76,4290898,0.8,0.19,14.37,90.2429,8.15,2.85,1109,信大,537662,468095,14.86,107075,94163,19351
1110,15800,73845,92925,-20.53,5865678,0.13,0.16,14.45,85.1352,3.77,1.64,1110,東泥,500489,509422,-1.75,80362,97505,14662
02,-749445,1116566,199429,459.88,87811855,0.13,0.02,12.88,56.3768377974732,1.22962266335385,0.632676700409654,02,食品類,32072128,31512203,1.78,1009517,1144831,284795
1201,-56869,80496,53855,49.47,5060629,0.16,0.11,7.41,37.1619,1.04,0.69,1201,味全,2105488,1875436,12.27,138343,110724,-36307
1203,-126787,-95579,-123796,,2092537,-0.46,-0.6,15.5,64.1568,0.83,0.32,1203,味王,412235,434793,-5.19,23027,19549,-108564
1207,-544252,-481346,-733890,,7320098,-0.66,-1,5.22,15.975,0.37,0.06,1207,嘉食化,1817718,1870863,-2.84,-248465,-205439,-232881
1210,-97333,156082,143753,8.58,4020278,0.45,0.4,15.68,62.7402,1.76,0.88,1210,大成,3621683,3926515,-7.76,155079,270575,38920
1213,-213,892,1302,-31.49,428959,0.02,0.03,13.51,75.4509,2.7,2.03,1213,大飲,174020,151990,14.49,4139,3707,-1901
1215,16911,15353,16856,-8.92,2320268,0.07,0.07,10.31,73.2341,2.4,1.24,1215,卜蜂,2133575,2622958,-18.66,39662,-1953,-11457
1216,181810,992000,318351,211.61,33541258,0.3,0.09,13.24,57.5744,1.4,0.77,1216,統一,9657045,8693214,11.09,308660,181191,695601
