year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200501,3271.0,523143.0,13.36,1.88,54.2734,52433.0,-8098.0,561796.0,53435.0,1.04
200502,3271.0,736353.0,13.94,1.23,50.3631,101388.0,-20689.0,1119777.0,101799.0,0.83
200503,3271.0,711995.0,15.56,1.36,59.408,180908.0,-19600.0,1865850.0,200708.0,0.94
200504,3271.0,711354.59,17.55,1.81,,313066.0,-30735.0,2674176.0,327731.0,1.21
200601,3271.0,729270.0,17.05,1.02,64.3183,-43777.0,-20808.0,347960.0,-44667.0,0.48
200602,3271.0,876780.0,13.84,1.08,,-144930.0,-36459,756996.0,-129171.0,0.59
200603,3271.0,978245.0,12.890999999999998,1.48,51.3716,-159311.0,-52569,1503016.0,-138362.0,0.9
200604,3271,979525.0,10.59,1.37,44.0568,-161161.0,-291481,2179800.0,-363974.0,0.74
200701,3271,984648.0,10.35,1.44,47.748999999999995,-27362.0,-23511,581421.0,-29173.0,0.77
200702,3271,987262.0,10.28,0.96,,-45684.0,-44596,1242888.0,-39880.0,0.56
200703,3271,1009435.0,11.39,1.06,,37425.0,-76475,2153825.0,27850.0,0.67
200704,3271,1038627.0,11.99,1.19,54.1789,101767.0,-121923,2819715.0,31744.0,0.6666
200801,3271,1042292.0,11.09,1.17,61.326,-42619.0,-52919,352816.0,-95538.0,0.59
