stock,94年1-12月,稅後純益,94年1-12月,增減(%),期末股本,稅後純益,94年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,94年1-12月,增減(%),營業利益,94年1-12月,營業外
01,8727852,18435269,13993282,31.74,82664152,2.23,1.77,21.6900334358755,71.980737371291,2.17776916966189,1.04813099043848,01,水泥類,50830231,50492854,0.67,6728195,5992973,12156533
1101,3528265,6877643,5703367,20.59,31416129,2.2,1.93,21.3403,68.8789,2.8,1.45,1101,台泥,26067527,25231778,3.31,3244227,2557579,3699281
1102,4985324,7206555,6620013,8.86,25321211,2.85,2.61,23.5711,73.7656,1.52,0.52,1102,亞泥,10811363,10747433,0.59,2370737,2073411,5364173
1103,104986,2734749,227282,+++++,6745261,5.27,0.44,27.5,71.6965,2.25,1.56,1103,嘉泥,2710729,2800399,-3.2,140639,171480,2739604
1104,265056,634927,586365,8.28,5083265,1.25,1.15,21.033,72.2622,1.88,0.73,1104,環泥,3194002,3258263,-1.97,-38840,10172,439375
1108,-217103,271168,221222,22.58,4047380,0.67,0.55,11.0443,59.7596,0.81,0.38,1108,幸福,3890660,4251536,-8.49,318511,432556,-45201
1109,43699,642447,344225,86.64,4290898,1.5,0.8,14.5316,90.3943,8.92,3.44,1109,信大,2285844,2090520,9.34,467654,418730,59534
1110,17625,67780,290808,-76.69,5760008,0.12,0.49,14.3878,84.7227,3.05,1.52,1110,東泥,1870106,2112925,-11.49,225267,329045,-100233
02,723216,6906754,5394383,28.04,80813031,0.85,0.67,13.9639105771378,62.068200070006,1.48216515164215,0.773539905900138,02,食品類,130021007,129115161,0.7,4801125,5276828,2699259
1201,-254519,449430,300654,49.48,5060629,0.89,0.59,8.04,40.7599,1.03,0.7,1201,味全,10574005,9809220,7.8,702094,556846,-229822
1203,-126042,-138506,-76723,,2092537,-0.67,-0.37,15.83,62.8433,1.35,0.31,1203,味王,1704373,1765799,-3.48,53796,79777,-209105
1210,24118,811318,601901,34.79,4020278,2.28,1.72,16.67,56.8482,1.28,0.63,1210,大成,14723255,15842057,-7.06,413037,751365,535775
1213,-1481,-955,2156,,514751,-0.02,0.04,11.18,75.0152,2.77,2.07,1213,大飲,731068,725860,0.72,-3030,8113,4248
1215,23949,157561,40428,289.73,2320268,0.68,0.17,10.94,70.6636,2.33,1.14,1215,卜蜂,8544959,10179101,-16.05,200583,41517,-12569
1216,811486,3607081,2084877,73.01,33541258,1.08,0.62,13.9,57.6986,1.27,0.69,1216,統一,42844649,40251951,6.44,1588441,1284337,2150834
1217,-51276,-257080,158378,,3776893,-0.69,0.43,10.17,47.2661,0.92,0.42,1217,愛之味,4517078,4490939,0.58,45241,124767,-365161
1218,-95960,-80830,-49619,,3202434,-0.17,-0.17,11.24,49.0615,1.65,0.88,1218,泰山,4659040,4698391,-0.84,56241,78059,-106300
1219,-56707,95251,53692,77.4,2663184,0.36,0.2,12.72,67.4922,2.91,1.86,1219,福壽,5575579,5460092,2.12,110102,129887,17256
1220,-33726,90363,-34326,,1770779,0.51,-0.19,9.9,70.8822,2.25,1.23,1220,台榮,2405270,2233819,7.68,39044,-1544,14406
1225,-69573,-26272,31868,,1627000,-0.16,0.2,11.03,46.4843,1.11,0.68,1225,福懋油,5535000,5214551,6.15,26352,115486,-64428
1227,-119269,247712,551995,-55.12,3209184,0.78,1.73,14.35,75.7611,2.55,1.32,1227,佳格,5925441,6345233,-6.62,560447,809480,-205970
1229,847734,1200983,922848,30.14,6800449,1.78,1.4,21.33,87.3347,1.56,0.67,1229,聯華,2223964,2287924,-2.8,24447,115489,1198649
1231,-88450,47932,52319,-8.39,1154190,0.42,0.45,14.41,63.3977,2.17,0.85,1231,聯華食,3248386,3139465,3.47,138104,150335,-80337
1232,-11531,382464,330068,15.87,1599749,2.39,2.06,15.03,65.349,1.57,0.66,1232,大統益,9467379,8866345,6.78,456439,389718,42015
1233,6598,144627,138767,4.22,879533,1.7,1.64,13.36,64.9361,1.4,0.83,1233,天仁,1708752,1578454,8.25,159628,151169,3499
1234,-37173,113507,97572,16.33,5358281,0.21,0.18,17.27,88.2003,3.45,1.97,1234,黑松,3203507,3363203,-4.75,53521,180745,74936
1235,-15271,14224,25212,-43.58,409908,0.36,0.65,16.26,69.9913,2.92,0.97,1235,興泰,628296,1038083,-39.48,-1057,53626,15581
1236,-29691,47944,162316,-70.46,811726,0.59,2,12.67,58.6576,1.1,0.62,1236,宏亞,1801006,1824674,-1.3,177695,257656,-84248
03,75736995,164548261,175434322,-6.21,352387011,4.67,5.1,27.9993678658527,61.6162024333991,2.00778249311153,0.620050118412708,03,塑膠類,1174844639,1036344643,13.36,103917761,111069931,78293318
1301,22703785,30889316,33186499,-6.92,57204716,5.4,5.8,33.66,67.6008,2.71,0.3,1301,臺塑,147458205,135718385,8.65,10956369,15054192,21153537
1303,28919796,47501265,39957083,18.88,76235909,6.23,5.24,32.53,66.222,1.77,0.56,1303,南亞,181652407,167510166,8.44,17574588,12170095,34483601
1304,221170,595894,681389,-12.55,7714032,0.82,0.93,14.89,73.7569,5.77,2.81,1304,臺聚,8799916,9240758,-4.77,347951,491483,267509
1305,-788913,63545,-555818,,4248035,0.15,-1.31,11.23,51.2179,4.03,2.57,1305,華夏,7399648,7405353,-0.08,200085,233095,-119789
1307,237918,438177,348308,25.8,2504083,1.75,1.39,14.8,60.5163,1.9,0.73,1307,三芳,4183160,4202653,-0.46,14057,106613,434381
