year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2837 萬泰銀    ,14009277,11.8,4,8.8,383248,-17560,3682541,329016,3.99
200002,2837,14009277.0,11.9412,3.76,8.7394,762691.0,-98043.0,6951489,538428,3.76
200003,2837,14009277,11.8127,4.41,8.8842,629152,-9130,10295947,358381,4.4
200004,2837,14009277,9.2757,4.48,7.2159,-3753895,-209345,13643434,-3195754,4.47
200101,2837,0,0.0,4.58,7.2111,367387,-49857,3390934,259824,4.57
200102,2837,14009277,9.5791,4.41,7.371,682140,-162009,6855375,419346,4.41
200103,2837,14009277,9.7617,4.06,7.1404,1041099,-212634,10432474,675070,4.05
200104,2837,14009277,10.022,5.09,7.1617,1611133,-274579,14189997,1039715,5.08
200201,2837,14009277,10.2899,4.79,7.2926,578724,-80032,3586021,375396,4.77
200202,2837.0,14009277,10.4977,5.49,7.3911,1356913.0,-140525.0,7252800.0,854586,5.48
200203,2837.0,14009277.0,10.58,6.72,7.1285,2087247.0,-179618.0,11374633.0,1450881,6.7
200204,2837.0,17710015,10.4895,8.49,8.5077,1987391.0,-361196.0,15263110.0,1191549,8.47
200301,2837.0,17710015,10.8491,9.22,8.6818,816097.0,-26702.0,4242891.0,636772,9.19
200302,2837.0,17710015,11.206,8.25,8.8571,1769513.0,-170625.0,8652951.0,1268871,8.24
200303,2837.0,17710015,11.5923,7.45,8.5655,2816286.0,-304190.0,13507796.0,1953130,7.43
200304,2837.0,17710015,11.149000000000001,6.44,8.1898,2001251.0,-397834.0,19006868.0,1167900,6.43
200401,2837.0,17710015,11.4828,6.42,8.0921,815420.0,-18051.0,4592778.0,591151,6.21
200402,2837.0,17710015,11.4107,4.77,7.9133,1104267.0,-97494.0,9454607.0,463462,4.29
200403,2837.0,17710015,11.6695,5.69,8.1319,1841413.0,-158138.0,14359296.0,921890,5.05
200404,2837.0,17710015,11.49,4.51,7.8251,673431.0,19470.0,19308020.0,89979,3.94
200501,2837.0,17710015,11.11,6.6,7.6791,37165.0,-655037.0,4982434.0,-637632,6.02
200502,2837.0,17710015,11.58,6.08,8.0354,1138210.0,-626051.0,10114284.0,206971,5.6
200503,2837.0,17710015,11.77,3.94,8.0933,1639722.0,-695111.0,15448140.0,537142,3.83
200504,2837.0,17710015.65,11.52,4.65,,1276066.0,-766645.0,20476506.0,111102,4.39
200601,2837.0,17710015,11.39,0.0,7.9355,-290295.0,0.0,1730852.0,-226778,0.0
200602,2837.0,19677795,10.04,-,,-4326064.0,-,2812794.0,-3394479,-
200603,2837.0,19677795.0,8.97,-,7.1547,-6583481.0,-,3467792.0,-5520949.0,-
200604,2837,19677795.0,6.04,-,4.8608,-14866090.0,-,3782469.0,-11286541.0,-
200701,2837,19677795.0,5.31,-,4.3981,-1606790.0,-,-369704.0,-1432053.0,-
200702,2837,19677795.0,3.24,-,,-6285856.0,-,-1471812.0,-5509379.0,-
200703,2837,13774457.0,2.14,-,,-10642093.0,-,-1814609.0,-8980694.0,-
200704,2837,84366500.0,3.8284,-,15.7379,-17744221.0,-,-2363753.0,-9454216.0,-
200801,2837,84366500.0,3.4705,-,14.9033,-3621286.0,-,-190511.0,-3034636.0,-
200802,2837,27780360,9.4,0.0,14.9494,-6775761,0,-189050,-6196885,0.0
200803,2837,27780360,8.26,-,13.6369,-10360756,-,-179380,-9377871,-
200804,2837,27780360,7.96,0.0,13.4452,-12337759,0,-540845,-10202366,
200901,2837,27780360,7.14,0.0,12.5436,-3105139,0,-373037,-2288778,
200902,2837,27780360,6.12,,11.3803,-5805492,0,-813638,-5156299,
200903,2837,29489577,5.53,-,11.4463,-7436138,0,-838579,-6381061,-
200904,2837,16234639,9.83,-,11.6925,-8265229,0,-154455,-7164271,-
201001,2837,16234639,9.16,-,10.957,-1070494,0,27990,-1078665,-
201002,2837,16234639,8.24,-,10.0918,-1680208,0,138554,-2578469,-
201003,2837,16234639,8.29,-,10.1032,-1917669,-,438695,-2493879,-
201004,2837,16234639,7.72,-,9.7304,-3048829,0,721004,-3407902,-
201101,2837,16234639,7.75,,9.2888,39619,,245938,36240,
201102,2837,16234639,7.66,-,9.1411,-115824,-,554563,-109050,-
201103,2837,16234639,7.55,-,8.86,-319430,-,1163210,-310857,-
201104,2837,16234639,7.6,-,8.8117,-262245,-,1896049,-261664,-
201201,2837,16234639,7.92,0.0,9.0866,578875,-,1291923,511464,0.0
201202,2837,16234639,8.38,-,9.4704,1434827,-,2643763,1222204,-
201203,2837,16234639,9.19,-,10.0455,2920361,-,4135742,2499384,-
201204,2837,15255976,10.06,-,9.9454,3715767,-,5553598,2893060,-
201301,2837,15255976,10.43,-,9.86520071631056,608886,-,1411777,511140,-
201302,2837,15255976,10.81,-,10.1274300523625,1348744,-,2993165,1136214,-
201303,2837,15256136,11.27,-,10.327761533116199,2346169,-,4454495,1985757,-
201304,2837,15257680,12.01,-,10.963988187173,3943202,-,6404947,3052518,-
201401,2837,15262249,12.51,-,11.300300807056,805196,-,1516602,666858,-
201402,2837,15269878,11.67,-,10.5814012093333,1683889,-,3026271,1364450,-
