stock,93年1-12月,稅後純益,93年1-12月,增減(%),期末股本,稅後純益,93年1-12月,每股淨值,淨值占總資產(%)(B),流動比率,速動比率,公司,,營業收入,93年1-12月,增減(%),營業利益,93年1-12月,營業外
01,6325243,13788935,9814379,40.5,82292063.56999998,1.675609336041347,1.25,18.24,65.5590384440177,1.34182562697197,1.04696977568054,01,水泥類,50626043,48588637,4.19,5762540,4471447,8592348
1101,2613456,5703367,4421526,28.99,29918865,1.9062778618106002,1.57,18.94,61.4512,2,1.74,1101,台泥,25231778,24197991,4.27,2557579,2040070,3528265
1102,5131520,6620013,6437765,2.83,23445566.39,2.8235671042792836,2.97,21.38,72.5413,1.26,0.92,1102,亞泥,10747433,10404881,3.29,2073411,1600749,4985324
1103,415506,227282,401338,-43.37,6996390.5,0.324856081146414,0.57,21.29,65.8735,1.31,1.31,1103,嘉泥,2800399,2752265,1.75,171480,106954,104986
1104,400551,586365,550499,6.52,4586932.62,1.2783379407914652,1.32,21,68.8212,1.65,1.04,1104,環泥,3258263,3441671,-5.33,10172,151611,265056
1107,-2250883,-204347,-2628486,,3140353,-0.65071347074676,-8.1,0.93,4.0088,0.15,0.01,1107,建台,133189,100872,32.04,-230433,-353975,-135504
1108,-35471,221222,176973,25,4047380.49,0.5465806848320307,0.44,10.86,60.2198,1.08,0.58,1108,幸福,4251536,3790283,12.17,432556,305305,-217103
1109,-24367,344225,279937,22.97,4290897.6,0.8022214279828072,0.65,13.58,89.9366,7.23,6.18,1109,信大,2090520,1985884,5.27,418730,384939,43699
1110,74931,290808,174827,66.34,5865677.97,0.495779007111091,0.3,14.06,83.3633,3.28,2.08,1110,東泥,2112925,1914790,10.35,329045,235794,17625
02,2382057,2159466,2850507,-24.24,84759597.16,0.2547753968112418,0.34,12.42,54.5260223405141,1.12705671263888,0.638153330928869,02,食品類,130634956,137229608,-4.81,3326996,675628,-720018
1201,-1476812,300654,-964030,,5060629.14,0.5941039971168487,-1.9,7.25,36.0286,1.04,0.73,1201,味全,9809220,9677091,1.37,556846,514033,-254519
1203,63016,-76723,207270,,2092537.62,-0.36665051689727807,0.99,15.71,63.0963,0.85,0.5,1203,味王,1765799,2457863,-28.16,79777,149082,-126042
1207,648040,-2682922,-220781,,7320098.39,-3.6651447249194695,-0.3,6,17.9339,0.31,0.08,1207,嘉食化,7865028,9562458,-17.75,-1140352,-938681,-1562503
1210,-63341,601901,120148,400.97,4020277.82,1.4971627010593014,0.3,14.91,56.6391,1.49,0.8,1210,大成,15842057,16215314,-2.3,751365,174299,24118
1213,1319,2156,5015,-57.01,428959.3,0.05026117862463875,0.12,13.49,78.2451,2.97,2.21,1213,大飲,725860,659872,10,8113,4163,-1481
1215,-60968,40428,-88088,,2320268,0.1742384931395856,-0.38,10.01,66.5722,1.93,1.07,1215,卜蜂,10179101,12734934,-20.07,41517,-55978,23949
1216,2866686,2084877,2612127,-20.18,33753848,0.6176709096989476,0.77,13,57.3236,1.43,0.86,1216,統一,40251951,40874802,-1.52,1284337,-113665,811486
1217,-151626,158378,53186,197.78,3639628.43,0.4351488154520212,0.15,10.66,45.4102,1,0.49,1217,愛之味,4490939,4232868,6.1,124767,192592,-51276
1218,108831,-49619,31935,,3162449,-0.15690055396940789,0.1,11.37,47.4103,1.4,0.86,1218,泰山,4698391,5098336,-7.84,78059,-70696,-95960
1219,-37483,53692,-32713,,2722294.05,0.19723071429407124,-0.12,12.54,66.2346,3.3,2.23,1219,福壽,5460092,5585201,-2.24,129887,-3111,-56707
1220,51366,-34326,-96895,,1770779.44,-0.1938468406884146,-0.55,9.4,71.5719,1.97,1.42,1220,台榮,2233819,2212247,0.98,-1544,-153456,-33726
1225,-131929,31868,-143386,,1627000.28,0.19586966512384374,-0.88,11.21,52.1394,1.14,0.67,1225,福懋油,5214551,5455446,-4.42,115486,-37945,-69573
1229,668059,922848,699485,31.93,6653528,1.3870055104600145,1.05,16.09,82.7285,1.34,0.64,1229,聯華,2287924,1906798,19.99,115489,34767,847734
1231,-52744,52319,50542,3.52,1154190,0.4532962510505203,0.44,14.42,60.1912,2.17,1.17,1231,聯華食,3139465,2926813,7.27,150335,110380,-88450
1232,2943,330068,224169,47.24,1599749.15,2.0632484786755474,1.4,14.34,61.1755,1.53,0.58,1232,大統益,8866345,9722714,-8.81,389718,264187,-11531
1233,3469,138767,163540,-15.15,879533.48,1.5777341415132942,1.86,13.13,66.0965,1.42,0.85,1233,天仁,1578454,1564729,0.88,151169,186821,6598
1234,-79784,97572,43077,126.51,5358281.25,0.18209570466275915,0.08,17.3,87.1568,2.44,1.86,1234,黑松,3363203,3512958,-4.26,180745,197861,-37173
1235,24025,25212,61349,-58.9,443947.8,0.5679046050008583,1.49,14.71,67.9239,2.71,1.86,1235,興泰,1038083,1342482,-22.67,53626,51615,-15271
1236,-1010,162316,124557,30.31,751598.01,2.159611891468419,1.74,14.14,59.4037,1.13,0.7,1236,宏亞,1824674,1486682,22.73,257656,169360,-29691
03,56272860,175434322,180311658,-2.7,343988727.32,5.10000206596305,5.56,23.43,59.3344368304441,1.78884956142056,0.941748631873394,03,塑膠類,1036344643,900392844,15.1,111069931,135079999,75736995
1301,18075489,33186499,36349561,-8.7,55538559.09,5.975397911606136,7.13,27.09,64.6445,2.42,1.4,1301,臺塑,135718385,121938523,11.3,15054192,20345137,22703785
1303,22088072,39957083,43491228,-8.13,74015445.41,5.398479030783692,6.23,26.4,60.407,1.82,0.69,1303,南亞,167510166,165785832,1.04,12170095,23116704,28919796
1304,187173,681389,1024684,-33.5,7714031.64,0.8833111293798115,1.33,13.87,64.5413,3.43,2.73,1304,臺聚,9240758,7307871,26.45,491483,995809,221170
1305,511742,-555818,848321,,4248035.28,-1.3084119207220897,2,11.17,48.7068,2.77,1.85,1305,華夏,7405353,8115298,-8.75,233095,336579,-788913
1307,110699,348308,330203,5.48,2504082.94,1.390960316993334,1.32,14.08,59.1409,2.14,1.31,1307,三芳,4202653,4157604,1.08,106613,224834,237918
1308,-21735,332920,511127,-34.87,2609316.31,1.2758897751265732,2.08,16.95,85.1893,4.08,3.24,1308,亞聚,4653472,4011403,16.01,319799,638991,120703
1309,47272,63528,176722,-64.05,2705005.09,0.23485353219797456,0.67,14.52,56.5446,5.27,3.78,1309,臺達化,9496274,8310604,14.27,135868,140300,-71408
1310,-228850,-280126,573023,,5665292.79,-0.49445988121648343,1.07,11.95,65.5788,1.23,0.81,1310,台苯,12296357,12796309,-3.91,346,1044065,-232799
1311,73783,569463,1079827,-47.26,2920518.03,1.9498698318256915,3.88,16.33,77.1092,3.34,2.45,1311,福聚,13925442,12141283,14.69,517037,1354467,217769
1312,-137314,266108,995977,-73.28,6598242,0.4033013642118613,1.51,9.94,48.5058,1.13,0.68,1312,國喬,13183776,13789817,-4.39,77119,1126590,181729
1313,282191,685319,849641,-19.34,7558319.3,0.9067081884196133,1.17,14.02,75.8562,2.47,0.94,1313,聯成,6389612,5825334,9.69,451730,736645,377832
1314,17653,1202935,699770,71.9,16899994.59,0.7117960858471494,0.41,10.74,41.2204,1.5,0.88,1314,中石化,30002870,23643040,26.9,3285222,1033695,-1877688
1315,59286,268038,204658,30.97,2295000,1.167921568627451,0.85,17.09,71.6785,3.44,2.54,1315,達新,3365167,3528360,-4.63,194623,170914,113808
1316,22221,-48014,-7644,,701660.85,-0.6842907082531396,-0.05,10.89,71.0004,0.69,0.24,1316,上曜,369253,575177,-35.8,-39850,-23798,1888
1319,421873,1111158,1239720,-10.37,4135413.51,2.6869332348822357,3.03,18.4,63.9103,1.26,0.91,1319,東陽,7397991,7280660,1.61,859273,983489,362553
1321,592130,463912,391870,18.38,2184887.19,2.123276671323246,1.88,15.56,73.4178,1.9,1.07,1321,大洋,4889858,4733159,3.31,158827,-119051,287086
1323,29254,16508,69378,-76.21,750918,0.2198375854620611,0.94,12.61,55.4658,1.36,0.96,1323,永裕,1168510,1131861,3.24,36449,41688,-22930
1324,-5188,36702,28814,27.38,729338.66,0.5032230157660914,0.4,12.49,72.8183,2.59,1.9,1324,地球,1170909,1126071,3.98,44436,28688,-1234
1325,3481,35638,-62371,,891110,0.39992817946157044,-0.7,13.08,87.4945,3.79,2.23,1325,恒大,854667,468218,82.54,53849,-62138,-6358
1326,15826141,39842625,41259431,-3.43,53638157.5,7.428037586861555,8.46,29.28,66.333,1.84,0.97,1326,臺化,159782720,146306257,9.21,15533840,27408818,24308785
6505,-1682513,57250147,50257718,13.91,89685399.14,6.383441178717599,6,23.43,51.8743,1.48,0.81,6505,台塑化,443320450,347420163,27.6,61385885,55557573,683503
04,9657760,4430626,11911782,-62.8,194345526.87000003,0.22797674180397767,0.63,12.74,58.1046569843208,1.24250627705548,0.578191964615529,04,紡織纖維類,240462120,235576117,2.07,-530077,3750626,6313176
1402,10339098,8383354,9247869,-9.35,41036333.45,2.042910098246119,2.43,18.48,62.388,1.22,0.7,1402,遠紡,38286582,38263314,0.06,-233428,-1091229,8583613
1408,-1443489,-2903666,-1689426,,5450703.82,-5.327139569289604,-3.1,-3,-12.6081,0.28,0.07,1408,中紡,12410220,11498998,7.92,-383566,-245937,-2520100
1409,449361,77721,513040,-84.85,13253409.25,0.05864226972392028,0.39,11.41,50.4751,1.2,0.69,1409,新纖,21140833,19951254,5.96,-113983,-19704,203173
1410,-18009,-24310,-4217,,900000,-0.2701111111111111,-0.05,12.52,81.128,7.88,6.99,1410,南染,383509,441344,-13.1,12866,22124,-31161
1413,39937,-389866,-46984,,2836457.06,-1.3744822916515438,-0.17,7.27,51.0623,0.95,0.23,1413,宏洲,3740833,4757285,-21.37,-388484,-24939,6326
1414,-52206,-441308,-113850,,2200000,-2.0059454545454543,-0.52,7.32,30.5983,0.41,0.17,1414,東和,3723259,4019414,-7.37,-289587,-61644,-151563
1416,-18771,-206573,-72109,,5497834.26,-0.37573522632892176,-0.13,10.03,63.9099,0.77,0.42,1416,廣豐,809601,1397938,-42.09,-71762,-740,-47761
1417,-168851,-678695,-293226,,4157493.14,-1.6324621043151017,-0.71,9.43,75.1251,1.57,1.03,1417,嘉裕,1741948,1867853,-6.74,-313149,-145958,-366549
1418,-74903,-610808,-50859,,2638552.61,-2.3149358390090997,-0.19,8.37,53.9377,1.07,0.26,1418,東華,2926667,2851389,2.64,-252313,19900,-341604
1419,130937,174614,97203,79.64,2904000,0.6012878787878788,0.33,15.18,65.8132,0.5,0.36,1419,新紡,711113,735981,-3.38,-28763,-43101,189477
1423,17759,-40275,-46654,,1793000,-0.2246235359732292,-0.26,13.37,87.5254,29.93,9.25,1423,利華,2064363,2564088,-19.49,-81279,-65201,41004
1432,-120328,-296961,-349340,,1448124.53,-2.0506592758289925,-2.41,6.6,10.7031,0.5,0.02,1432,大魯閣,11458,9524,20.31,-14087,-21973,-39654
1434,1018837,2561869,2098351,22.09,16516319.97,1.5511136891591717,1.3,14.07,61.27,2.3,1.12,1434,福懋,25810339,24065681,7.25,996146,991580,2006646
1438,-73616,-59716,-121313,,1024115.18,-0.5830984753101697,-1.18,2.37,22.1626,0.44,0.04,1438,裕豐,135290,145101,-6.76,-18215,-22709,-41501
1439,35872,-990,27561,,920000,-0.010760869565217391,0.29,14.67,66.7404,2.2,1.5,1439,中和,1002261,1059812,-5.43,-7070,4636,8213
1440,786952,21426,829651,-97.42,14935240,0.014345936188504504,0.56,14.04,73.4949,1.34,0.41,1440,南紡,14167620,15022219,-5.69,-171896,208604,280461
1441,-74131,-96049,-51647,,1079003.98,-0.8901635376729565,-0.48,6.24,30.7667,0.83,0.36,1441,大東,1282693,1554902,-17.51,-25095,14224,-54129
1442,-26522,2647,14755,-82.06,2197053,0.012047956967810972,0.07,5.58,55.4512,2.07,0.05,1442,名軒,170486,283148,-39.79,5681,41277,-2609
1443,-234950,-209561,-242659,,3010900.42,-0.6960077410995879,-0.81,8.65,50.7916,0.87,0.21,1443,立益,822667,941514,-12.62,-81351,-7709,-128210
1444,12149,-373083,-215691,,7314000,-0.5100943396226415,-0.29,9.49,60.1967,1.27,0.46,1444,力麗,7382072,8146403,-9.38,-395186,60560,3603
1445,-134023,-39575,-111264,,1795510.34,-0.22041087215348476,-0.62,11.08,71.4809,4.15,2.43,1445,大宇,2234575,2402064,-6.97,-3855,28268,-37145
1446,-43674,-770370,6683,,2238702.22,-3.4411454686456686,0.03,8.46,63.1949,1.04,0.42,1446,宏和,1652599,2944465,-43.87,-90714,53758,-679647
1447,-70993,51214,417766,-87.74,5706875,0.08974088270726098,0.73,11.91,52.77,1.18,0.53,1447,力鵬,13425213,9890729,35.74,12465,528759,-28751
1449,-896822,-936099,-855443,,6620381,-1.4139654500247039,-1.29,10.64,46.9102,1.72,0.78,1449,佳和,4255039,5248595,-18.93,-226263,129204,-697354
1451,899808,1359812,1522402,-10.68,5983690.91,2.27253048403197,2.54,17.52,76.3908,3.16,1.69,1451,年興,10113715,5529125,82.92,193283,819628,1308852
1452,-49183,-54460,-14769,,1581166.95,-0.34442915721201994,-0.09,12.22,87.0794,4.67,3.09,1452,宏益,1992851,2038854,-2.26,12630,54534,-53053
1454,-68297,-35728,-18523,,1541397.06,-0.23178972457622307,-0.12,11.65,71.8694,1.85,0.82,1454,台富,2287355,2618964,-12.66,2520,52654,-43529
1455,-10883,-176671,501761,,4720903.65,-0.3742313190399469,1.14,11.94,57.6883,1.1,0.53,1455,集盛,9123459,8338755,9.41,-80735,564273,-110717
1456,-100389,-325315,-303664,,2236559.62,-1.4545331011564986,-1.36,5.34,22.1469,0.79,0.22,1456,怡華,2999057,3425193,-12.44,-134096,-190180,-187576
1457,-702738,-135101,-555290,,3653200,-0.36981550421548226,-1.52,9.66,52.1784,0.71,0.36,1457,宜進,3707823,4456345,-16.8,-31476,185364,-202242
1459,134430,-212738,270068,,3705340.33,-0.5741388942807313,0.74,11.19,61.7745,1.01,0.62,1459,聯發,2751885,3248877,-15.3,-173372,125338,-8866
1460,66569,48263,205934,-76.56,4907020.91,0.09835499152172963,0.43,11.43,67.6315,1.98,0.46,1460,宏遠,5263252,6593579,-20.18,159676,139365,-111413
1463,112926,19695,140062,-85.94,1937897.69,0.10163075224058912,0.72,12.39,89.943,4.16,3.16,1463,強盛,906409,907596,-0.13,13160,27136,6535
1464,96862,-544277,91460,,2301374,-2.3650089033768524,0.4,11.02,75.6334,1.79,0.82,1464,得力,1666029,2384831,-30.14,-119851,12568,-417916
1465,33502,95408,20560,364.05,863393.89,1.105034458837785,0.23,17.99,84.0234,3.44,2.45,1465,偉全,1486225,1338107,11.07,15814,-12942,81979
1466,-96205,-128446,78636,,715977.96,-1.7939937704227658,1.1,6.53,23.042,0.73,0.26,1466,聚隆,3316940,2872876,15.46,51367,181608,-169245
1467,-2918,154503,140641,9.86,1370962,1.126967778829756,1.03,13.07,49.487,1.76,1.14,1467,南緯,3102060,2587499,19.89,186082,185007,9295
