year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 1518 夆典工程  ,1897544,13.14,3.66,86.61,-16712,8311,282703,-5634,2.15
200002,1518,1992421.0,12.4285,2.83,80.8407,17515.0,-32549.0,718872,-21256,1.72
200003,1518,1992422,12.2728,3.7,85.7121,100732,-64776,1412042,7090,1.94
200004,1518,1992422,11.7817,2.04,70.8445,127033,-79080,2987099,36392,0.81
200101,1518,1847422,12.8284,2.05,73.3156,3886,33116,677904,37002,1.03
200102,1518,1847422,11.7489,1.77,68.3246,11129,-48343,1267698,-37214,0.54
200103,1518,1847421,11.3433,1.65,66.5102,39644,-70639,2045433,-21980,0.43
200104,1518,1847422,10.7865,1.53,61.7993,35659,-184716,2876774,-133836,0.46
200201,1518,1847422,9.6505,1.52,64.0828,-22857,-20414,559631,-38205,0.44
200202,1518.0,1847422,9.5882,1.42,65.0012,1923.0,-52001.0,1233479.0,-53435,0.46
200203,1518.0,1847422.0,9.7823,1.47,63.7643,27948.0,-35623.0,2095933.0,-19948,0.51
