year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2378 鴻運電    ,1058000,21.79,1.74,76.27,4283,83517,447764,91765,1.18
200002,2378,1417000.0,16.8792,1.52,72.7869,16969.0,162726.0,1026929,182915,0.89
200003,2378,1417000,16.1483,1.27,64.2173,61363,23299,1668960,75747,0.71
200004,2378,1417000,13.3499,1.09,49.5497,69657,-324750,2326496,-253538,0.7
200101,2378,1417000,14.1383,1.27,57.5442,-3881,116661,492378,112568,0.7
200102,2378,1417000,14.5467,1.34,61.1935,10445,107205,931952,133886,0.69
200103,2378,1487850,12.9531,1.46,63.2966,3585,-1201,1314462,29404,0.8
200104,2378,1487850,13.5372,1.81,69.1965,-5846,49274,1594776,88317,1.14
200201,2378,1487850,13.4747,1.91,70.4872,-10269,-29589,232591,-28462,1.18
200202,2378.0,1559456,12.9646,1.91,70.2146,2918.0,-53903.0,533095.0,-36850,1.17
200203,2378.0,1559456.0,12.8231,1.58,63.9587,4881.0,-41829.0,953418.0,-23681,1.01
200204,2378.0,1559456,11.4307,1.44,62.2324,-37003.0,-161099.0,1261039.0,-184633,0.84
200301,2378.0,1559456,11.0322,1.43,62.3897,-27871.0,-39845.0,284728.0,-62029,0.79
200302,2378.0,1559456,10.7707,1.47,62.6064,-44382.0,-67132.0,601555.0,-102178,0.78
200303,2378.0,1559456,10.1199,1.42,59.7623,-58999.0,-135564.0,974967.0,-184921,0.83
200304,2378.0,1559456,10.0043,1.45,57.7629,-77888.0,-138253.0,1377707.0,-200306,0.82
200401,2378.0,1559456,10.0027,1.49,56.4863,-4903.0,7337.0,431233.0,2434,0.8
200402,2378.0,1559456,9.4444,1.37,58.4,-78160.0,8434.0,840294.0,-69726,0.73
200403,2378.0,1559456,8.7474,1.32,56.9782,-98947.0,-39085.0,1224399.0,-138032,0.7
200404,2378.0,1559456,6.37,1.17,47.1342,-130886.0,-395155.0,1622996.0,-525974,0.59
200501,2378.0,1559456,6.63,1.18,49.2207,-23307.0,19176.0,357970.0,-4131,0.53
200502,2378.0,1559456,6.52,1.31,49.0881,-48744.0,24449.0,721097.0,-24295,0.59
200503,2378.0,1559456,6.16,1.25,48.4167,-76425.0,2870.0,1068640.0,-73555,0.56
