year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率,稅前純益
200302,5471.0,1173800.0,13.6985,3.82,76.5016,244112.0,45013.0,768433.0,238430.0,3.45,
200303,5471.0,1173800.0,15.1152,4.45,79.6717,425675.0,38144.0,1278431.0,405520.0,3.99,
200304,5471.0,1173800.0,15.9958,8.85,86.6154,499113.0,48607.0,1598362.0,508859.0,7.71,
200401,5471.0,1173800.0,17.1682,9.17,87.5127,71152.0,57746.0,319553.0,142113.0,7.91,
200402,5471.0,1321180.0,14.3072,3.41,72.84,238299.0,80974.0,891201.0,314584.0,2.86,
200403,5471.0,1321180.0,17.69,4.07,76.5597,410149.0,105767.0,1470498.0,503317.0,3.37,
200404,5471.0,1321180.0,16.11,7.22,87.4901,462522.0,84855.0,1822193.0,545368.0,4.81,
200501,5471.0,1321180.0,16.61,8.71,89.9047,59382.0,-1047.0,330825.0,65167.0,6.24,
200502,5471.0,1416857.0,15.93,3.39,75.95100000000001,225927.0,8869.0,941621.0,273361.0,2.54,
200503,5471.0,1416857.0,16.67,6.04,86.5982,404967.0,87322.0,1533020.0,532577.0,4.55,
200504,5471.0,1416856.5,17.03,6.51,,484120.0,84996.0,1974992.0,600121.0,5.01,
200601,5471.0,1416857.0,17.78,6.8,87.9139,85426.0,-5096.0,433164.0,89243.0,3.23,
200602,5471.0,1507317.0,15.87,2.5,,340032.0,-21192,1304963.0,331010.0,1.31,
200603,5471.0,1507317.0,16.79,3.94,80.0537,577874.0,1412,2153321.0,595224.0,1.96,
200604,5471,1507317.0,17.83,6.16,87.0431,727043.0,-27312,2806940.0,746332.0,3.25,
200701,5471,1507317.0,18.73,6.77,88.3111,98022.0,10567,538653.0,112804.0,3.25,
200702,5471,1572536.0,16.04,2.34,,348258.0,3251,1590372.0,357732.0,1.24,
200703,5471,1572536.0,17.25,2.77,,659757.0,-12784,2754248.0,654553.0,1.33,
200704,5471,1578087.0,18.57,4,82.2261,850713.0,-31198,3615929.0,856462.0,3.1914,
200801,5471,1588234.0,19.24,4.3,83.4798,177421.0,-48267,801084.0,135141.0,3.23,
200802,5471,1665815.0,16.44,1.96,62.8222,441267.0,-56578,1929436.0,384835.0,1.52,
200803,5471,1668907.0,17.5,3.32,78.5202,720258.0,-69957,3166684.0,644504.0,2.34,
200804,5471,1670726.0,18.06,5.9,87.3451,877357.0,-129132,3852782.0,738348.0,4.9598,
200901,5471,1671749.0,18.66,5.07,85.0596,90197.0,4407,606155.0,100679.0,4.13,
200902,5471,1675074.0,16.83,2.44,69.9974,302344.0,-6912,1585286.0,297165.0,1.94,
200903,5471,1677290.0,18.35,3.8,80.7045,564339.0,-10200,2642531.0,551061.0,3.13,
200904,5471,1678770.0,19.56,4.1893,82.14,746332.0,-8912,3614975.0,754342.0,3.8387000000000002,
201001,5471,1678770.0,20.98,3.88,80.2666,232404.0,8951,1016472.0,237556.0,3.01,
201002,5471,1678770.0,18.38,2.33,66.9074,538890.0,17548,2192126.0,471280.0,1.88,
201003,5471,1678770.0,19.73,3.93,80.7513,791336.0,20770,3266125.0,696000.0,2.97,
201004,5471,1678770.0,20.25,4.3015,82.0307,947870.0,-18088,4186912.0,802036.0,3.6146,
201101,5471,1678770.0,21.1,4.29,81.65100000000001,144411.0,6897.0,778593.0,135329.0,3.15,
201102,5471,1678770.0,18.16,2.34,66.2432,422352.0,11223,1905000.0,349776.0,1.8,
201103,5471,1678770.0,19.17,4.97,84.4563,579104.0,51222,2723480.0,505315.0,3.74,
201104,5471,1678770.0,19.47,6.0936,86.9931,686942.0,26393,3383220.0,557272.0,5.3885,
201201,5471,1678770.0,20.17,5.46,85.3011,156091.0,-16258,730227.0,122112.0,4.63,
201202,5471,1678770.0,18.14,2.57,69.0095,377714.0,-1315,1777062.0,316595.0,2.17,
201203,5471,1678770.0,18.94,4.67,82.9512,548723.0,-6903,2632687.0,452653.0,3.8,
201204,5471,1678770.0,19.45,5.2692,84.5876,657404.0,3964,3321322.0,537873.0,4.7741,
201301,5471,1678770.0,20.06,5.41117628655006,83.42948868052959,115745.0,18860,776286.0,110986.0,4.67146278873755,
201302,5471,1678770.0,18.01,2.9312986573395,70.8850276695708,304880.0,31712,1776938.0,267943.0,2.58412935366563,
