stock,91年1-12月,稅後純益,91年1-12月,增減(%),期末股本,稅後純益,91年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,91年1-12月,增減(%),營業利益,91年1-12月,營業外
01,-462217,5994472,-470934,,77270895,0.75,-0.06,15.9505728680761,58.8345226237593,0.93140150831659,0.698905953428098,01,水泥類,45917745,47314613,-2.95,2471667,1131515,4778591
1101,-11663,1762182,286737,514.56,27103964,0.65,0.11,18.0371,51.6925,0.7,0.54,1101,台泥,24420321,24595720,-0.71,944869,328400,1287313
1102,604877,3320641,1160008,186.26,20383904,1.63,0.57,19.6627,67.0852,1.64,1.36,1102,亞泥,9568946,11125879,-13.99,1027875,717249,2438088
1103,386032,712306,363609,95.9,6996391,1.02,0.52,14.7172,65.1356,1.1,1.03,1103,嘉泥,2339862,2626624,-10.92,93491,186587,897092
1104,176881,543465,65262,732.74,3711834,1.46,0.19,20.4896,61.418,1.8,1.15,1104,環泥,2893487,2633279,9.88,-3462,-111619,554867
1107,-1941303,-971447,-3167276,,5233922,-1.86,-3.77,5.1667,29.3955,0.19,0,1107,建台,136092,69669,95.34,-203796,-532728,-525997
1108,-74683,82985,70283,18.07,4047380,0.2,0.17,10.3319,50.7815,0.77,0.5,1108,幸福,3356452,3133869,7.1,172402,142374,-85662
1109,273671,204091,417331,-51.1,4207140,0.49,0.99,13.2243,90.1365,5.7,4.84,1109,信大,1558613,1472684,5.83,240328,194533,43286
1110,123971,340249,333112,2.14,5586360,0.61,0.6,13.8665,78.606,1.7,1,1110,東泥,1643972,1656889,-0.78,199960,206719,169604
02,-1867854,1619196,838308,93.15,94766955,0.17,0.09,10.7082727183733,49.6113283615621,1.07928416094154,0.609828947990202,02,食品類,135322453,127386811,6.23,939698,3182309,859881
1201,-289974,76374,60181,26.91,5060629,0.15,0.12,7.2977,31.8086,1.26,0.94,1201,味全,10168038,9386261,8.33,230952,350155,-154578
1203,-22771,131873,57372,129.86,2092537,0.63,0.27,10.9848,36.8709,0.76,0.29,1203,味王,2107769,1906210,10.57,787,80165,125645
1204,-11586,-75611,-56458,,600000,-1.26,-0.94,5.304,48.1297,1.09,0.64,1204,津津,626736,713944,-12.21,-76846,-44872,1235
1207,-1861329,-2497096,-1949125,,12842278,-1.94,-1.52,5.4379,22.9391,0.33,0.07,1207,嘉食化,9432376,9497972,-0.69,-756282,-168906,-1827032
1210,-139348,265643,250338,6.11,3903182,0.68,0.63,12.1796,49.9157,1.19,0.62,1210,大成,15112932,14134426,6.92,171661,440574,146597
1212,-58700,-606290,-73990,,2731664,-2.22,-0.27,2.3968,13.1925,0.42,0.28,1212,中日,3808409,5862899,-35.04,-337756,-356,-265218
1213,6245,2309,3036,-23.95,428959,0.05,0.07,13.3271,83.6633,3.61,2.71,1213,大飲,647580,613439,5.57,9667,-301,-3880
1215,-289846,1204,-124602,,2320268,<<<<<,-0.54,10.173,56.0262,2.31,1.27,1215,卜蜂,11542493,11148021,3.54,197094,129661,-150832
1216,1074766,2937696,1508760,94.71,33950978,0.87,0.44,12.393,57.2633,2.11,1.25,1216,統一,37951951,34899175,8.75,109123,624994,2870261
1217,-197744,167162,153755,8.72,3639628,0.46,0.42,10.0517,49.3836,0.92,0.48,1217,愛之味,4210126,3954022,6.48,332640,304118,-162549
1218,-174641,64876,-114862,,3232980,0.2,-0.36,10.3201,46.1931,1.23,0.68,1218,泰山,4834113,4304991,12.29,40222,78979,-13546
1219,10845,31227,54222,-42.41,2722294,0.11,0.22,11.675,60.2029,3.25,2.26,1219,福壽,5169501,4166094,24.09,48423,49181,40352
1220,-40154,-204876,-103170,,1770779,-1.16,-0.58,10.093,71.1382,1.69,1.15,1220,台榮,1833926,1743974,5.16,-139463,-69194,-50364
1224,-117032,-356075,-144057,,949421,-3.75,-1.52,-1.3389,-10.4918,1,0.43,1224,惠勝,1736535,2213737,-21.56,-130898,-25993,-225177
1225,-66146,32164,22882,40.56,1867870,0.17,0.12,10.6593,57.3385,1.19,0.72,1225,福懋油,4598146,3906894,17.69,52492,99606,-8906
1229,228178,637298,286135,122.73,6612928,0.96,0.43,14.7938,77.4218,1.58,1.1,1229,聯華,1851464,1701289,8.83,2994,53532,395079
1231,-77194,84834,70994,19.49,1154190,0.74,0.62,14.7499,54.6183,1.98,0.83,1231,聯華食,3201768,2903577,10.27,142434,184396,-52649
1232,-23399,301224,342416,-12.03,1599749,1.88,2.14,13.797,54.0969,1.27,0.53,1232,大統益,8541489,6950663,22.89,370025,470015,19365
1233,-5604,125240,94905,31.96,853916,1.47,1.14,12.0432,63.7705,1.26,0.78,1233,天仁,1393932,1291731,7.91,167810,137864,8705
1234,206652,281429,338211,-16.79,5358281,0.53,0.63,14.7425,66.099,2.06,1.67,1234,黑松,3903261,3661299,6.61,236487,261559,155942
1235,-5826,59933,77249,-22.42,411639,1.46,1.97,14.8495,68.4973,3.55,2.62,1235,興泰,1189474,1143794,3.99,64697,110589,9097
1236,-13246,158658,84116,88.62,662785,2.39,1.33,14.0474,52.2616,1.33,1.09,1236,宏亞,1460434,1282399,13.88,203435,116543,2334
03,11328136,73316395,47091735,55.69,307982138,2.56,1.64,20.4321722530308,52.0351007833509,1.5508673999788,0.808952474700991,03,塑膠類,649811863,509214827,27.61,60635918,37899546,17509223
1301,5746216,16606149,9898473,67.76,48068685,3.45,2.18,22.4543,58.7881,1.84,0.82,1301,臺塑,84468581,65710772,28.55,9124044,5968321,7555258
1303,7156472,17180004,13796515,24.52,65873483,2.61,2.22,22.6464,55.1698,1.99,1.1,1303,南亞,127642297,103632369,23.17,12414735,7818651,5635617
1304,-143293,200400,17156,+++++,7714032,0.26,0.02,12.4748,69.2655,2.78,1.8,1304,臺聚,5735272,5184293,10.63,312575,170253,-26026
1305,-75371,4005,-219102,,4248035,<<<<<,-0.52,9.6031,48.536,2.1,1.49,1305,華夏,6464541,6045891,6.92,16034,-144085,-12029
1306,-11448,30562,73612,-58.48,623186,0.49,1.32,12.2574,37.5331,1.09,0.54,1306,合發,1491864,1634298,-8.72,45360,101225,-13665
1307,-4639,304758,242448,25.7,2276439,1.34,1.17,13.6559,50.7422,2.52,1.82,1307,三芳,4212056,4144645,1.63,163795,267286,145642
1308,104442,233769,228265,2.41,2279277,1.03,1,16.3937,77.6338,2.26,1.87,1308,亞聚,2943776,2583106,13.96,177994,177509,94345
1309,122418,-77243,23865,,2626219,-0.29,0.09,13.7344,62.2958,2.8,2.04,1309,臺達化,6020751,5173425,16.38,-21159,-116885,-56084
1310,-293705,349231,678850,-48.56,5341562,0.65,1.4,11.3027,68.1297,1.16,0.66,1310,台苯,8519337,7648640,11.38,751754,1242551,-241765
1311,-169063,675231,378700,78.3,2648996,2.55,1.47,16.6843,75.7699,3.29,2.33,1311,福聚,9782266,7849411,24.62,930258,675820,-33182
1312,-1058391,-1182729,-34819,,6598242,-1.79,-0.05,6.7463,31.8035,1.02,0.63,1312,國喬,9640208,9019914,6.88,438861,933539,-1556054
1313,378641,439239,553131,-20.59,7156252,0.61,0.79,13.4702,72.3698,4.24,1.97,1313,聯成,4580192,3801322,20.49,206427,258643,414882
1314,-1902518,279123,-1775505,,16899995,0.17,-1.2,8.7419,30.7524,1.29,0.79,1314,中石化,18114716,14842407,22.05,58324,48226,347809
1315,32507,152790,138670,10.18,2415227,0.63,0.57,13.2186,69.5148,3.09,2.26,1315,達新,3484406,2834948,22.91,233667,121538,-29220
1316,32845,2397,2658,-9.82,1403322,0.02,0.02,5.8696,63.4157,0.63,0.38,1316,上曜,629989,831403,-24.23,-28543,-30337,30940
1319,2719,1119260,564932,98.12,3877908,2.89,1.52,15.5934,61.908,1.22,0.97,1319,東陽,6670788,5641423,18.25,816402,654290,421191
1321,41508,200875,-44120,,2080845,0.97,-0.21,12.7676,58.3613,2,1.28,1321,大洋,3823125,4045829,-5.5,-234333,-82965,488398
1323,38301,73397,75106,-2.28,714751,1.03,1.08,13.0251,64.7067,2.77,2.13,1323,永裕,1022065,951621,7.4,36052,45871,40296
1324,7599,66803,75075,-11.02,694608,0.96,1.2,13.3417,73.1424,2.66,2.15,1324,地球,1105528,1060335,4.26,28352,37201,6608
1325,3372,26949,15562,73.17,891110,0.3,0.17,12.9928,68.2838,9.64,8.12,1325,恒大,518571,316141,64.03,-719,-54617,23579
1326,3661588,17696529,10972784,61.28,45149964,3.92,2.62,24.0255,58.0051,2.22,0.91,1326,臺化,106421371,86873049,22.5,13523054,8849822,7124684
6505,-2342064,18934896,11429479,65.67,78400000,2.42,1.63,17.8291,42.5942,1.04,0.54,6505,台塑化,236520163,169389585,39.63,21642984,10957689,-2852001
04,-5838795,204245,-2752584,,205067978,<<<<<,-0.13,11.3533955702365,53.6881593496322,1.09689332747176,0.442752051734374,04,紡織纖維類,227099205,214973934,5.64,2412704,4614001,-1264513
1402,2177780,4123738,2330194,76.97,35906776,1.15,0.69,17.1136,58.7031,1.23,0.36,1402,遠紡,34068722,32306685,5.45,-425707,152414,4549445
1408,-1169330,-1028540,-1820206,,5450704,-1.89,-3.34,4.0734,12.4377,0.4,0.1,1408,中紡,9894155,9339187,5.94,-379004,-650876,-649536
1409,124171,305288,551459,-44.64,13253409,0.23,0.42,9.6585,48.5065,1.31,0.76,1409,新纖,18075185,15051617,20.09,388284,393163,-155766
1410,-44063,1610,-34705,,900000,0.02,-0.39,10.0514,80.1155,2.44,1.94,1410,南染,497174,408233,21.79,41493,5712,-36148
