year&season,公司,期末股本,每股淨值,流動比率,淨值佔總資產,營業利益,營業外,營業收入,稅後純益,速動比率
200001, 2544 昌益      ,1386480,14.09,1.64,53.94,28983,322,416576,23887,0.14
200002,2544,1386480.0,15.3039,1.48,52.025,205168.0,6674.0,1497754,194795,0.28
200003,2544,1712803,14.4162,1.28,54.6747,403567,38665,2668636,382154,0.33
200004,2544,1712803,14.9064,1.3,62.6045,524637,22136,3467106,490982,0.19
200101,2544,1712803,15.7403,1.63,69.4503,94081,4100,933685,114759,0.23
200102,2544,1990790,13.035,1.69,71.6255,146806,15640,1711947,198398,0.31
200103,2544,1990790,13.089,1.62,64.2383,215839,6661,2400042,243471,0.5
200104,2544,1990789,12.7755,1.54,62.0221,269595,-65566,3326269,244329,0.52
200201,2544,1990789,13.6867,3.69,77.8616,84993,-7641,1230266,73399,1.56
200202,2544.0,2257511,11.88,2.72,76.4427,35032.0,-22051.0,1961581.0,41469,1.63
200203,2544.0,2257511.0,11.232999999999999,1.53,66.984,28812.0,-148873.0,2920617.0,-104585,1.07
200204,2544.0,2257511,10.805,1.32,54.4582,-35580.0,-193575.0,4520137.0,-201218,1.04
200301,2544.0,2257511,10.2973,1.32,56.071000000000005,-62329.0,-52276.0,526495.0,-114605,1.01
200302,2544.0,2257511,9.3583,1.28,58.938,-97507.0,-243766.0,613904.0,-326489,0.9
200303,2544.0,2257511,8.7378,1.09,52.441,-176021.0,-274451.0,1319172.0,-440241,0.72
200304,2544.0,1288511,7.4079999999999995,1.35,36.849000000000004,-6658.0,-105165.0,2897085.0,-515698,1.08
200401,2544.0,1288511,7.7553,1.42,39.653,64646.0,-4269.0,1110633.0,44749,1.18
200402,2544.0,1288511,7.1925,1.08,26.6443,55540.0,-33303.0,2903174.0,38281,0.83
200403,2544.0,1288511,6.89,1.1,28.9905,44849.0,-29541.0,3948943.0,33068,0.98
